Date,NITINSPIN
2012-01-02,6.1
2012-01-03,6.1
2012-01-04,6.1
2012-01-05,6.15
2012-01-06,6.15
2012-01-09,6.25
2012-01-10,6.65
2012-01-11,6.95
2012-01-12,6.75
2012-01-13,6.85
2012-01-16,7.15
2012-01-17,6.95
2012-01-18,7.0
2012-01-19,7.0
2012-01-20,6.75
2012-01-23,7.1
2012-01-24,6.85
2012-01-25,6.8
2012-01-27,6.8
2012-01-30,6.8
2012-01-31,6.9
2012-02-01,6.95
2012-02-02,6.75
2012-02-03,6.85
2012-02-06,6.85
2012-02-07,6.75
2012-02-08,6.7
2012-02-09,6.9
2012-02-10,6.95
2012-02-13,6.85
2012-02-14,6.95
2012-02-15,7.0
2012-02-16,7.0
2012-02-17,7.25
2012-02-21,7.5
2012-02-22,7.45
2012-02-23,7.35
2012-02-24,7.4
2012-02-27,6.95
2012-02-28,7.4
2012-02-29,7.2
2012-03-01,7.05
2012-03-02,7.1
2012-03-03,7.05
2012-03-05,6.95
2012-03-06,6.95
2012-03-07,6.9
2012-03-09,7.0
2012-03-12,6.95
2012-03-13,6.9
2012-03-14,7.0
2012-03-15,6.85
2012-03-16,6.9
2012-03-19,6.7
2012-03-20,6.6
2012-03-21,6.8
2012-03-22,6.65
2012-03-23,6.55
2012-03-26,6.5
2012-03-27,6.35
2012-03-28,6.45
2012-03-29,6.55
2012-03-30,6.5
2012-04-02,6.55
2012-04-03,6.4
2012-04-04,6.45
2012-04-09,6.1
2012-04-10,6.2
2012-04-11,6.1
2012-04-12,6.15
2012-04-13,6.2
2012-04-16,6.3
2012-04-17,6.3
2012-04-18,6.15
2012-04-19,6.1
2012-04-20,6.1
2012-04-23,6.15
2012-04-24,6.15
2012-04-25,6.15
2012-04-26,6.1
2012-04-27,6.05
2012-04-28,5.95
2012-04-30,6.05
2012-05-02,6.0
2012-05-03,6.0
2012-05-04,6.0
2012-05-07,5.9
2012-05-08,6.35
2012-05-09,6.1
2012-05-10,6.15
2012-05-11,6.15
2012-05-14,6.05
2012-05-15,6.05
2012-05-16,6.05
2012-05-17,6.05
2012-05-18,6.0
2012-05-21,5.9
2012-05-22,6.1
2012-05-23,5.95
2012-05-24,6.15
2012-05-25,6.4
2012-05-28,6.5
2012-05-29,6.5
2012-05-30,6.45
2012-05-31,6.25
2012-06-01,6.45
2012-06-04,6.35
2012-06-05,6.5
2012-06-06,6.5
2012-06-07,6.3
2012-06-08,6.4
2012-06-11,6.55
2012-06-12,6.4
2012-06-13,6.4
2012-06-14,6.35
2012-06-15,6.45
2012-06-18,6.35
2012-06-19,6.2
2012-06-20,6.35
2012-06-21,6.25
2012-06-22,6.45
2012-06-25,6.45
2012-06-26,6.5
2012-06-27,6.6
2012-06-28,6.3
2012-06-29,6.5
2012-07-02,6.45
2012-07-03,6.5
2012-07-04,6.75
2012-07-05,7.05
2012-07-06,7.15
2012-07-09,7.3
2012-07-09,7.3
2012-07-10,7.2
2012-07-11,7.1
2012-07-12,7.3
2012-07-13,7.3
2012-07-16,7.05
2012-07-17,7.1
2012-07-18,7.15
2012-07-19,7.2
2012-07-20,7.15
2012-07-23,7.1
2012-07-24,7.0
2012-07-25,7.05
2012-07-26,6.95
2012-07-27,6.8
2012-07-30,6.95
2012-07-31,6.85
2012-08-01,7.0
2012-08-02,7.0
2012-08-03,6.9
2012-08-06,7.1
2012-08-07,6.95
2012-08-08,6.8
2012-08-09,6.95
2012-08-10,7.1
2012-08-13,7.0
2012-08-14,7.0
2012-08-16,7.15
2012-08-17,6.85
2012-08-21,6.8
2012-08-22,6.95
2012-08-23,6.8
2012-08-24,6.85
2012-08-27,7.15
2012-08-28,7.1
2012-08-29,6.95
2012-08-30,6.95
2012-08-31,7.0
2012-09-03,7.2
2012-09-04,7.25
2012-09-05,7.2
2012-09-06,7.2
2012-09-07,7.35
2012-09-08,7.25
2012-09-10,7.4
2012-09-11,7.25
2012-09-12,7.3
2012-09-13,7.2
2012-09-14,7.15
2012-09-17,7.3
2012-09-18,7.25
2012-09-20,7.2
2012-09-21,7.15
2012-09-24,7.3
2012-09-25,7.2
2012-09-26,7.2
2012-09-27,7.4
2012-09-28,7.35
2012-10-01,7.4
2012-10-03,7.85
2012-10-04,8.15
2012-10-05,8.35
2012-10-08,8.95
2012-10-09,8.65
2012-10-10,8.65
2012-10-11,8.8
2012-10-12,8.4
2012-10-15,8.35
2012-10-16,8.3
2012-10-17,8.3
2012-10-18,8.3
2012-10-19,8.15
2012-10-22,8.0
2012-10-23,8.4
2012-10-25,8.05
2012-10-26,8.1
2012-10-29,8.25
2012-10-30,8.3
2012-10-31,8.15
2012-11-01,9.1
2012-11-02,9.3
2012-11-05,9.15
2012-11-06,9.05
2012-11-07,9.15
2012-11-08,9.25
2012-11-09,9.35
2012-11-12,9.15
2012-11-13,9.4
2012-11-15,9.2
2012-11-16,9.15
2012-11-19,9.15
2012-11-20,9.15
2012-11-21,9.1
2012-11-22,9.0
2012-11-23,9.0
2012-11-26,9.15
2012-11-27,9.1
2012-11-29,9.0
2012-11-30,9.0
2012-12-03,8.95
2012-12-04,9.0
2012-12-05,9.0
2012-12-06,9.1
2012-12-07,9.55
2012-12-10,9.55
2012-12-11,9.7
2012-12-12,9.6
2012-12-13,9.5
2012-12-14,9.6
2012-12-17,9.25
2012-12-18,9.35
2012-12-19,9.25
2012-12-20,9.55
2012-12-21,9.4
2012-12-24,9.6
2012-12-26,9.65
2012-12-27,10.15
2012-12-28,10.5
2012-12-31,10.5
