Date,GREENPLY
2012-01-02,145.5
2012-01-03,153.1
2012-01-04,152.65
2012-01-05,153.25
2012-01-06,150.9
2012-01-09,152.9
2012-01-10,162.55
2012-01-11,169.2
2012-01-12,174.3
2012-01-13,175.4
2012-01-16,173.85
2012-01-17,172.5
2012-01-18,175.7
2012-01-19,180.0
2012-01-20,179.8
2012-01-23,178.8
2012-01-24,178.95
2012-01-25,185.6
2012-01-27,191.65
2012-01-30,187.65
2012-01-31,183.85
2012-02-01,202.0
2012-02-02,208.15
2012-02-03,210.0
2012-02-06,221.25
2012-02-07,216.65
2012-02-08,215.3
2012-02-09,210.3
2012-02-10,214.45
2012-02-13,210.0
2012-02-14,214.75
2012-02-15,215.0
2012-02-16,210.3
2012-02-17,213.0
2012-02-21,223.5
2012-02-22,211.9
2012-02-23,210.6
2012-02-24,210.0
2012-02-27,209.85
2012-02-28,212.05
2012-02-29,210.25
2012-03-01,210.05
2012-03-02,210.6
2012-03-03,215.95
2012-03-05,210.05
2012-03-06,210.1
2012-03-07,210.05
2012-03-09,210.05
2012-03-12,210.1
2012-03-13,218.1
2012-03-14,217.1
2012-03-15,211.25
2012-03-16,218.35
2012-03-19,216.75
2012-03-20,210.45
2012-03-21,211.15
2012-03-22,210.3
2012-03-23,212.1
2012-03-26,210.0
2012-03-27,210.1
2012-03-28,210.05
2012-03-29,205.7
2012-03-30,205.0
2012-04-02,213.5
2012-04-03,215.7
2012-04-04,210.95
2012-04-09,210.6
2012-04-10,210.15
2012-04-11,209.2
2012-04-12,208.6
2012-04-13,208.35
2012-04-16,206.75
2012-04-17,210.0
2012-04-18,213.0
2012-04-19,208.55
2012-04-20,208.7
2012-04-23,205.15
2012-04-24,207.25
2012-04-25,204.9
2012-04-26,202.05
2012-04-27,196.5
2012-04-28,197.0
2012-04-30,205.6
2012-05-02,210.45
2012-05-03,206.55
2012-05-04,210.0
2012-05-07,210.0
2012-05-08,208.35
2012-05-09,208.1
2012-05-10,206.15
2012-05-11,205.1
2012-05-14,210.35
2012-05-15,211.95
2012-05-16,211.35
2012-05-17,211.4
2012-05-18,210.0
2012-05-21,210.0
2012-05-22,212.45
2012-05-23,210.0
2012-05-24,210.0
2012-05-25,209.45
2012-05-28,210.05
2012-05-29,213.0
2012-05-30,216.5
2012-05-31,210.95
2012-06-01,215.15
2012-06-04,211.15
2012-06-05,212.4
2012-06-06,215.95
2012-06-07,209.2
2012-06-08,210.7
2012-06-11,210.75
2012-06-12,208.15
2012-06-13,209.25
2012-06-14,208.0
2012-06-15,205.25
2012-06-18,205.1
2012-06-19,205.75
2012-06-20,201.4
2012-06-21,204.95
2012-06-22,202.7
2012-06-25,198.1
2012-06-26,195.3
2012-06-27,191.95
2012-06-28,188.9
2012-06-29,188.65
2012-07-02,193.05
2012-07-03,193.45
2012-07-04,195.4
2012-07-05,196.3
2012-07-06,198.55
2012-07-09,196.1
2012-07-09,196.1
2012-07-10,193.95
2012-07-11,193.6
2012-07-12,197.8
2012-07-13,194.7
2012-07-16,197.8
2012-07-17,194.5
2012-07-18,183.65
2012-07-19,186.8
2012-07-20,185.65
2012-07-23,186.4
2012-07-24,188.9
2012-07-25,185.75
2012-07-26,185.35
2012-07-27,183.0
2012-07-30,187.9
2012-07-31,191.0
2012-08-01,193.6
2012-08-02,195.15
2012-08-03,195.0
2012-08-06,187.6
2012-08-07,185.0
2012-08-08,191.9
2012-08-09,189.0
2012-08-10,187.75
2012-08-13,192.3
2012-08-14,187.5
2012-08-16,187.25
2012-08-17,189.8
2012-08-21,189.6
2012-08-22,187.2
2012-08-23,187.0
2012-08-24,187.2
2012-08-27,186.5
2012-08-28,186.55
2012-08-29,186.05
2012-08-30,185.05
2012-08-31,184.1
2012-09-03,186.35
2012-09-04,188.4
2012-09-05,184.5
2012-09-06,186.1
2012-09-07,186.25
2012-09-08,189.0
2012-09-10,192.05
2012-09-11,186.75
2012-09-12,190.4
2012-09-13,187.8
2012-09-14,188.05
2012-09-17,190.9
2012-09-18,190.9
2012-09-20,187.9
2012-09-21,192.45
2012-09-24,191.1
2012-09-25,192.7
2012-09-26,194.0
2012-09-27,192.5
2012-09-28,193.35
2012-10-01,200.45
2012-10-03,205.35
2012-10-04,208.8
2012-10-05,205.0
2012-10-08,208.35
2012-10-09,211.3
2012-10-10,224.55
2012-10-11,234.35
2012-10-12,231.3
2012-10-15,241.5
2012-10-16,236.15
2012-10-17,233.9
2012-10-18,249.8
2012-10-19,253.85
2012-10-22,263.8
2012-10-23,273.0
2012-10-25,270.55
2012-10-26,270.45
2012-10-29,293.7
2012-10-30,307.15
2012-10-31,314.1
2012-11-01,307.7
2012-11-02,300.95
2012-11-05,297.85
2012-11-06,295.15
2012-11-07,282.65
2012-11-08,281.5
2012-11-09,282.45
2012-11-12,283.6
2012-11-13,287.65
2012-11-15,288.7
2012-11-16,293.15
2012-11-19,306.35
2012-11-20,303.65
2012-11-21,302.75
2012-11-22,292.35
2012-11-23,291.8
2012-11-26,291.8
2012-11-27,294.3
2012-11-29,293.05
2012-11-30,303.7
2012-12-03,305.0
2012-12-04,301.45
2012-12-05,303.65
2012-12-06,304.8
2012-12-07,308.0
2012-12-10,312.35
2012-12-11,307.0
2012-12-12,313.05
2012-12-13,308.0
2012-12-14,307.75
2012-12-17,325.75
2012-12-18,344.05
2012-12-19,336.6
2012-12-20,329.65
2012-12-21,322.5
2012-12-24,326.35
2012-12-26,316.65
2012-12-27,316.05
2012-12-28,316.1
2012-12-31,310.0
