Date,BANARISUG
2012-01-02,506.8
2012-01-03,519.95
2012-01-04,519.5
2012-01-05,505.0
2012-01-06,502.8
2012-01-07,528.3
2012-01-09,519.25
2012-01-10,523.7
2012-01-11,541.25
2012-01-12,549.9
2012-01-13,551.9
2012-01-16,512.0
2012-01-17,511.15
2012-01-18,512.1
2012-01-19,519.75
2012-01-20,520.0
2012-01-23,529.35
2012-01-24,535.15
2012-01-25,543.1
2012-01-27,573.7
2012-01-30,569.25
2012-01-31,602.85
2012-02-01,638.3
2012-02-02,628.15
2012-02-03,619.6
2012-02-06,615.6
2012-02-07,608.25
2012-02-08,609.7
2012-02-09,605.7
2012-02-10,615.4
2012-02-13,615.55
2012-02-14,616.45
2012-02-15,616.15
2012-02-16,625.05
2012-02-17,652.1
2012-02-21,662.75
2012-02-22,641.2
2012-02-23,625.25
2012-02-24,636.6
2012-02-27,626.5
2012-02-28,626.0
2012-02-29,616.75
2012-03-01,626.3
2012-03-02,624.5
2012-03-03,620.55
2012-03-05,605.35
2012-03-06,608.55
2012-03-07,594.95
2012-03-09,592.5
2012-03-12,593.3
2012-03-13,593.3
2012-03-14,589.3
2012-03-15,587.25
2012-03-16,579.75
2012-03-19,571.1
2012-03-20,571.05
2012-03-21,573.05
2012-03-22,568.45
2012-03-23,565.55
2012-03-26,552.6
2012-03-27,541.85
2012-03-28,535.55
2012-03-29,528.6
2012-03-30,547.8
2012-04-02,601.95
2012-04-03,590.65
2012-04-04,597.15
2012-04-09,580.2
2012-04-10,590.0
2012-04-11,574.3
2012-04-12,581.35
2012-04-13,570.0
2012-04-16,570.8
2012-04-17,566.95
2012-04-18,572.0
2012-04-19,568.3
2012-04-20,566.1
2012-04-23,542.45
2012-04-24,541.55
2012-04-25,551.55
2012-04-26,540.95
2012-04-27,541.0
2012-04-30,534.8
2012-05-02,535.0
2012-05-03,548.15
2012-05-04,546.6
2012-05-07,532.25
2012-05-08,539.4
2012-05-09,521.0
2012-05-10,529.35
2012-05-11,516.7
2012-05-14,503.05
2012-05-15,503.2
2012-05-16,530.9
2012-05-17,539.0
2012-05-18,524.8
2012-05-21,511.15
2012-05-22,510.5
2012-05-23,506.0
2012-05-24,499.95
2012-05-25,504.4
2012-05-28,566.5
2012-05-29,602.9
2012-05-30,600.75
2012-05-31,600.45
2012-06-01,607.2
2012-06-04,600.15
2012-06-05,604.55
2012-06-06,600.0
2012-06-07,603.95
2012-06-08,600.1
2012-06-11,601.55
2012-06-12,600.1
2012-06-13,600.0
2012-06-14,601.3
2012-06-15,611.25
2012-06-18,601.05
2012-06-19,600.0
2012-06-20,600.9
2012-06-21,604.0
2012-06-22,607.9
2012-06-25,599.0
2012-06-26,602.0
2012-06-27,603.25
2012-06-28,637.35
2012-06-29,650.6
2012-07-02,659.4
2012-07-03,675.35
2012-07-04,703.65
2012-07-05,719.3
2012-07-06,723.25
2012-07-09,734.15
2012-07-09,734.15
2012-07-10,737.2
2012-07-11,774.2
2012-07-12,769.8
2012-07-13,800.3
2012-07-16,790.05
2012-07-17,770.85
2012-07-18,801.4
2012-07-19,800.1
2012-07-20,803.95
2012-07-23,819.9
2012-07-24,858.95
2012-07-25,841.6
2012-07-26,800.1
2012-07-27,800.0
2012-07-30,800.0
2012-07-31,806.7
2012-08-01,815.6
2012-08-02,866.8
2012-08-03,892.05
2012-08-06,968.25
2012-08-07,921.7
2012-08-08,935.35
2012-08-09,912.75
2012-08-10,906.45
2012-08-13,902.3
2012-08-14,911.8
2012-08-16,900.5
2012-08-17,903.9
2012-08-21,903.8
2012-08-22,902.4
2012-08-23,913.6
2012-08-24,900.25
2012-08-27,900.0
2012-08-28,900.0
2012-08-29,902.05
2012-08-30,901.5
2012-08-31,906.85
2012-09-03,921.8
2012-09-04,924.1
2012-09-05,911.1
2012-09-06,924.55
2012-09-07,933.1
2012-09-08,919.85
2012-09-10,928.0
2012-09-11,935.0
2012-09-12,913.5
2012-09-13,902.0
2012-09-14,900.1
2012-09-17,900.15
2012-09-18,910.75
2012-09-20,904.9
2012-09-21,909.5
2012-09-24,913.05
2012-09-25,901.95
2012-09-26,900.0
2012-09-27,913.55
2012-09-28,900.45
2012-10-01,917.9
2012-10-03,910.05
2012-10-04,901.7
2012-10-05,900.65
2012-10-08,903.65
2012-10-09,903.5
2012-10-10,904.2
2012-10-11,905.4
2012-10-12,908.15
2012-10-15,910.0
2012-10-16,902.8
2012-10-17,900.25
2012-10-18,900.25
2012-10-19,903.8
2012-10-22,913.2
2012-10-23,900.4
2012-10-25,903.35
2012-10-26,902.0
2012-10-29,900.05
2012-10-30,903.95
2012-10-31,900.0
2012-11-01,910.45
2012-11-02,917.2
2012-11-05,921.95
2012-11-06,935.45
2012-11-07,932.85
2012-11-08,930.0
2012-11-09,917.85
2012-11-12,997.95
2012-11-13,998.05
2012-11-15,976.5
2012-11-16,974.55
2012-11-19,950.7
2012-11-20,955.3
2012-11-21,955.3
2012-11-22,950.0
2012-11-23,965.2
2012-11-26,955.8
2012-11-27,954.0
2012-11-29,967.3
2012-11-30,953.65
2012-12-03,939.15
2012-12-04,950.0
2012-12-05,959.4
2012-12-06,942.1
2012-12-07,949.0
2012-12-10,946.95
2012-12-11,947.95
2012-12-12,940.0
2012-12-13,915.75
2012-12-14,903.4
2012-12-17,900.7
2012-12-18,904.85
2012-12-19,923.9
2012-12-20,929.1
2012-12-21,925.7
2012-12-24,925.05
2012-12-26,929.95
2012-12-27,924.9
2012-12-28,928.1
2012-12-31,939.0
