Date,TATAMTRDVR
2012-01-02,88.0
2012-01-03,94.35
2012-01-04,97.6
2012-01-05,99.65
2012-01-06,100.3
2012-01-07,100.8
2012-01-09,101.05
2012-01-10,102.35
2012-01-11,102.2
2012-01-12,102.0
2012-01-13,103.8
2012-01-16,105.3
2012-01-17,109.65
2012-01-18,108.5
2012-01-19,112.6
2012-01-20,114.45
2012-01-23,111.35
2012-01-24,111.85
2012-01-25,114.85
2012-01-27,118.65
2012-01-30,114.0
2012-01-31,118.05
2012-02-01,119.7
2012-02-02,118.1
2012-02-03,119.15
2012-02-06,121.95
2012-02-07,123.55
2012-02-08,126.35
2012-02-09,127.8
2012-02-10,129.85
2012-02-13,128.35
2012-02-14,133.45
2012-02-15,145.1
2012-02-16,141.0
2012-02-17,138.05
2012-02-21,139.75
2012-02-22,134.55
2012-02-23,141.0
2012-02-24,138.7
2012-02-27,135.25
2012-02-28,153.85
2012-02-29,153.05
2012-03-01,147.0
2012-03-02,148.0
2012-03-03,147.35
2012-03-05,145.1
2012-03-06,143.55
2012-03-07,147.8
2012-03-09,155.3
2012-03-12,159.25
2012-03-13,163.9
2012-03-14,168.05
2012-03-15,166.75
2012-03-16,166.2
2012-03-19,162.0
2012-03-20,151.75
2012-03-21,157.85
2012-03-22,150.15
2012-03-23,150.25
2012-03-26,147.65
2012-03-27,148.75
2012-03-28,148.65
2012-03-29,151.2
2012-03-30,158.0
2012-04-02,158.05
2012-04-03,161.35
2012-04-04,158.25
2012-04-09,153.9
2012-04-10,156.65
2012-04-11,156.2
2012-04-12,158.55
2012-04-13,160.1
2012-04-16,166.2
2012-04-17,169.55
2012-04-18,175.55
2012-04-19,185.35
2012-04-20,185.85
2012-04-23,178.25
2012-04-24,178.4
2012-04-25,175.1
2012-04-26,179.05
2012-04-27,174.1
2012-04-28,176.05
2012-04-30,180.9
2012-05-02,171.85
2012-05-03,166.55
2012-05-04,164.45
2012-05-07,168.3
2012-05-08,161.6
2012-05-09,156.0
2012-05-10,151.45
2012-05-11,155.25
2012-05-14,153.0
2012-05-15,157.15
2012-05-16,146.15
2012-05-17,146.9
2012-05-18,142.35
2012-05-21,145.7
2012-05-22,145.5
2012-05-23,145.55
2012-05-24,147.8
2012-05-25,150.75
2012-05-28,154.4
2012-05-29,154.65
2012-05-30,139.05
2012-05-31,135.95
2012-06-01,135.1
2012-06-04,135.75
2012-06-05,130.85
2012-06-06,138.0
2012-06-07,140.9
2012-06-08,139.95
2012-06-11,138.35
2012-06-12,142.0
2012-06-13,140.1
2012-06-14,134.65
2012-06-15,140.95
2012-06-18,138.4
2012-06-19,136.6
2012-06-20,139.9
2012-06-21,141.95
2012-06-22,141.15
2012-06-25,140.2
2012-06-26,137.5
2012-06-27,133.15
2012-06-28,130.6
2012-06-29,132.4
2012-07-02,129.9
2012-07-03,129.55
2012-07-04,130.9
2012-07-05,135.0
2012-07-06,133.5
2012-07-09,134.5
2012-07-10,136.95
2012-07-11,135.65
2012-07-12,131.4
2012-07-13,134.0
2012-07-16,132.35
2012-07-17,132.05
2012-07-18,128.6
2012-07-19,129.15
2012-07-20,129.6
2012-07-23,126.7
2012-07-24,124.95
2012-07-25,122.15
2012-07-26,117.05
2012-07-27,121.9
2012-07-30,127.25
2012-07-31,129.35
2012-08-01,128.65
2012-08-02,127.0
2012-08-03,123.5
2012-08-06,126.9
2012-08-07,131.8
2012-08-08,135.0
2012-08-09,131.55
2012-08-10,127.45
2012-08-13,127.65
2012-08-14,135.65
2012-08-16,137.6
2012-08-17,141.15
2012-08-21,143.35
2012-08-22,143.4
2012-08-23,143.85
2012-08-24,145.85
2012-08-27,142.6
2012-08-28,138.95
2012-08-29,136.95
2012-08-30,141.4
2012-08-31,136.6
2012-09-03,137.5
2012-09-04,138.85
2012-09-05,136.2
2012-09-06,136.65
2012-09-07,145.5
2012-09-08,145.85
2012-09-10,148.15
2012-09-11,149.6
2012-09-12,159.3
2012-09-13,155.4
2012-09-14,158.5
2012-09-17,157.7
2012-09-18,153.7
2012-09-20,156.6
2012-09-21,156.3
2012-09-24,160.25
2012-09-25,157.8
2012-09-26,155.55
2012-09-27,156.35
2012-09-28,161.1
2012-10-01,165.5
2012-10-03,166.0
2012-10-04,165.25
2012-10-05,170.8
2012-10-08,165.8
2012-10-09,167.0
2012-10-10,167.3
2012-10-11,171.55
2012-10-12,171.2
2012-10-15,168.15
2012-10-16,161.6
2012-10-17,164.6
2012-10-18,167.65
2012-10-19,166.05
2012-10-22,165.4
2012-10-23,166.95
2012-10-25,162.7
2012-10-26,162.3
2012-10-29,156.1
2012-10-30,153.7
2012-10-31,156.7
2012-11-01,163.4
2012-11-02,165.0
2012-11-05,167.15
2012-11-06,166.0
2012-11-07,166.0
2012-11-08,172.1
2012-11-09,169.45
2012-11-12,169.0
2012-11-13,168.0
2012-11-15,164.85
2012-11-16,158.0
2012-11-19,157.1
2012-11-20,157.35
2012-11-21,159.15
2012-11-22,157.95
2012-11-23,158.1
2012-11-26,158.5
2012-11-27,159.5
2012-11-29,161.75
2012-11-30,163.0
2012-12-03,163.7
2012-12-04,162.55
2012-12-05,162.45
2012-12-06,165.05
2012-12-07,170.65
2012-12-10,169.2
2012-12-11,168.2
2012-12-12,164.55
2012-12-13,168.3
2012-12-14,170.3
2012-12-17,172.55
2012-12-18,171.75
2012-12-19,174.2
2012-12-20,172.75
2012-12-21,169.65
2012-12-24,173.5
2012-12-26,171.05
2012-12-27,170.5
2012-12-28,172.2
2012-12-31,173.7
