Date,IVC
2012-01-02,25.3
2012-01-03,26.4
2012-01-04,26.9
2012-01-05,27.05
2012-01-06,27.15
2012-01-07,27.25
2012-01-09,27.45
2012-01-10,27.15
2012-01-11,27.15
2012-01-12,27.45
2012-01-13,27.3
2012-01-16,27.4
2012-01-17,27.0
2012-01-18,27.4
2012-01-19,28.0
2012-01-20,27.25
2012-01-23,27.35
2012-01-24,27.35
2012-01-25,27.0
2012-01-27,27.25
2012-01-30,27.05
2012-01-31,27.5
2012-02-01,27.5
2012-02-02,27.3
2012-02-03,27.8
2012-02-06,29.65
2012-02-07,29.2
2012-02-08,29.3
2012-02-09,29.4
2012-02-10,30.1
2012-02-13,29.25
2012-02-14,29.25
2012-02-15,30.6
2012-02-16,30.65
2012-02-17,30.55
2012-02-21,29.65
2012-02-22,30.7
2012-02-23,29.8
2012-02-24,29.05
2012-02-27,28.9
2012-02-28,29.1
2012-02-29,29.0
2012-03-01,28.85
2012-03-02,28.35
2012-03-03,28.85
2012-03-05,29.1
2012-03-06,28.9
2012-03-07,28.55
2012-03-09,29.0
2012-03-12,29.1
2012-03-13,29.0
2012-03-14,28.8
2012-03-15,28.5
2012-03-16,28.25
2012-03-19,28.2
2012-03-20,28.1
2012-03-21,28.65
2012-03-22,27.8
2012-03-23,27.5
2012-03-26,27.8
2012-03-27,26.65
2012-03-28,27.15
2012-03-29,27.05
2012-03-30,27.0
2012-04-02,27.2
2012-04-03,27.4
2012-04-04,27.7
2012-04-09,27.0
2012-04-10,27.1
2012-04-11,26.9
2012-04-12,26.9
2012-04-13,26.8
2012-04-16,26.75
2012-04-17,27.0
2012-04-18,26.95
2012-04-19,26.9
2012-04-20,26.95
2012-04-23,27.5
2012-04-24,27.0
2012-04-25,27.4
2012-04-26,26.95
2012-04-27,27.15
2012-04-28,27.15
2012-04-30,27.3
2012-05-02,27.3
2012-05-03,27.65
2012-05-04,27.6
2012-05-07,27.35
2012-05-08,27.0
2012-05-09,27.05
2012-05-10,27.1
2012-05-11,27.05
2012-05-14,27.15
2012-05-15,27.4
2012-05-16,27.1
2012-05-17,26.7
2012-05-18,27.2
2012-05-21,27.15
2012-05-22,26.85
2012-05-23,26.8
2012-05-24,26.85
2012-05-25,27.15
2012-05-28,26.95
2012-05-29,27.15
2012-05-30,27.1
2012-05-31,27.0
2012-06-01,26.25
2012-06-04,26.45
2012-06-05,26.3
2012-06-06,26.95
2012-06-07,26.9
2012-06-08,26.75
2012-06-11,26.7
2012-06-12,26.95
2012-06-13,27.15
2012-06-14,26.75
2012-06-15,26.7
2012-06-18,26.5
2012-06-19,26.75
2012-06-20,26.75
2012-06-21,26.95
2012-06-22,26.85
2012-06-25,26.65
2012-06-26,27.3
2012-06-27,28.15
2012-06-28,28.5
2012-06-29,28.7
2012-07-02,29.2
2012-07-03,28.8
2012-07-04,28.7
2012-07-05,29.05
2012-07-06,28.75
2012-07-09,29.1
2012-07-09,29.1
2012-07-10,27.6
2012-07-11,27.25
2012-07-12,26.7
2012-07-13,26.1
2012-07-16,26.85
2012-07-17,25.95
2012-07-18,26.05
2012-07-19,26.5
2012-07-20,26.25
2012-07-23,26.7
2012-07-24,26.3
2012-07-25,26.65
2012-07-26,26.15
2012-07-27,26.1
2012-07-30,25.85
2012-07-31,26.55
2012-08-01,26.7
2012-08-02,26.7
2012-08-03,26.5
2012-08-06,26.5
2012-08-07,26.2
2012-08-08,26.65
2012-08-09,26.3
2012-08-10,25.8
2012-08-13,25.85
2012-08-14,25.9
2012-08-16,26.0
2012-08-17,26.05
2012-08-21,26.05
2012-08-22,26.3
2012-08-23,25.75
2012-08-24,25.95
2012-08-27,25.15
2012-08-28,25.85
2012-08-29,25.3
2012-08-30,25.9
2012-08-31,25.65
2012-09-03,26.0
2012-09-04,25.75
2012-09-05,25.9
2012-09-06,25.7
2012-09-07,26.0
2012-09-08,26.4
2012-09-10,25.95
2012-09-11,26.0
2012-09-12,26.0
2012-09-13,25.9
2012-09-14,25.95
2012-09-17,25.95
2012-09-18,25.95
2012-09-20,25.9
2012-09-21,25.75
2012-09-24,25.0
2012-09-25,25.45
2012-09-26,25.35
2012-09-27,25.65
2012-09-28,26.05
2012-10-01,25.7
2012-10-03,25.8
2012-10-04,26.85
2012-10-05,26.8
2012-10-08,27.0
2012-10-09,27.2
2012-10-10,26.55
2012-10-11,26.8
2012-10-12,26.75
2012-10-15,26.4
2012-10-16,26.3
2012-10-17,25.95
2012-10-18,25.95
2012-10-19,26.0
2012-10-22,25.75
2012-10-23,25.6
2012-10-25,25.3
2012-10-26,25.5
2012-10-29,25.5
2012-10-30,25.3
2012-10-31,25.0
2012-11-01,24.95
2012-11-02,25.0
2012-11-05,25.0
2012-11-06,24.95
2012-11-07,24.8
2012-11-08,24.9
2012-11-09,24.8
2012-11-12,24.8
2012-11-13,24.85
2012-11-15,24.85
2012-11-16,24.65
2012-11-19,24.55
2012-11-20,23.9
2012-11-21,24.4
2012-11-22,24.3
2012-11-23,24.4
2012-11-26,24.0
2012-11-27,23.9
2012-11-29,24.75
2012-11-30,24.3
2012-12-03,24.2
2012-12-04,24.05
2012-12-05,24.15
2012-12-06,23.95
2012-12-07,23.85
2012-12-10,24.15
2012-12-11,24.05
2012-12-12,23.8
2012-12-13,23.45
2012-12-14,23.95
2012-12-17,23.8
2012-12-18,23.75
2012-12-19,23.55
2012-12-20,24.35
2012-12-21,23.7
2012-12-24,23.95
2012-12-26,23.7
2012-12-27,23.6
2012-12-28,23.6
2012-12-31,23.9
