Date,NAVNETEDUL
2012-01-02,53.4
2012-01-03,53.6
2012-01-04,53.05
2012-01-05,53.0
2012-01-06,52.7
2012-01-07,53.35
2012-01-09,54.15
2012-01-10,55.7
2012-01-11,55.5
2012-01-12,54.95
2012-01-13,54.75
2012-01-16,54.3
2012-01-17,54.65
2012-01-18,55.0
2012-01-19,55.8
2012-01-20,55.75
2012-01-23,55.4
2012-01-24,56.05
2012-01-25,55.4
2012-01-27,55.2
2012-01-30,53.15
2012-01-31,53.65
2012-02-01,53.5
2012-02-02,55.15
2012-02-03,56.75
2012-02-06,57.95
2012-02-07,57.4
2012-02-08,56.85
2012-02-09,56.9
2012-02-10,56.65
2012-02-13,56.8
2012-02-14,57.0
2012-02-15,57.7
2012-02-16,57.95
2012-02-17,57.65
2012-02-21,58.55
2012-02-22,57.2
2012-02-23,57.3
2012-02-24,56.9
2012-02-27,55.1
2012-02-28,56.1
2012-02-29,57.15
2012-03-01,56.05
2012-03-02,56.15
2012-03-03,56.55
2012-03-05,55.45
2012-03-06,54.65
2012-03-07,53.95
2012-03-09,55.0
2012-03-12,56.05
2012-03-13,57.2
2012-03-14,57.75
2012-03-15,57.25
2012-03-16,58.0
2012-03-19,59.0
2012-03-20,59.0
2012-03-21,59.0
2012-03-22,59.0
2012-03-23,59.0
2012-03-26,59.0
2012-03-27,58.5
2012-03-28,58.95
2012-03-29,58.5
2012-03-30,58.3
2012-04-02,58.65
2012-04-03,59.0
2012-04-04,60.45
2012-04-09,59.5
2012-04-10,59.5
2012-04-11,59.2
2012-04-12,59.0
2012-04-13,58.05
2012-04-16,57.7
2012-04-17,57.4
2012-04-18,57.7
2012-04-19,57.4
2012-04-20,57.35
2012-04-23,57.0
2012-04-24,56.0
2012-04-25,56.1
2012-04-26,55.9
2012-04-27,55.35
2012-04-28,55.3
2012-04-30,55.25
2012-05-02,54.95
2012-05-03,54.25
2012-05-04,54.15
2012-05-07,54.8
2012-05-08,54.7
2012-05-09,54.6
2012-05-10,54.5
2012-05-11,54.2
2012-05-14,53.75
2012-05-15,53.75
2012-05-16,52.9
2012-05-17,52.95
2012-05-18,52.4
2012-05-21,52.7
2012-05-22,52.75
2012-05-23,52.55
2012-05-24,53.3
2012-05-25,53.55
2012-05-28,54.0
2012-05-29,54.15
2012-05-30,54.05
2012-05-31,54.4
2012-06-01,54.45
2012-06-04,54.0
2012-06-05,53.75
2012-06-06,54.1
2012-06-07,56.0
2012-06-08,55.8
2012-06-11,55.3
2012-06-12,55.35
2012-06-13,55.5
2012-06-14,55.5
2012-06-15,55.4
2012-06-18,56.45
2012-06-19,57.1
2012-06-20,57.4
2012-06-21,57.0
2012-06-22,57.25
2012-06-25,57.15
2012-06-26,56.95
2012-06-27,57.25
2012-06-28,56.6
2012-06-29,56.75
2012-07-02,57.0
2012-07-03,57.1
2012-07-04,57.05
2012-07-05,57.5
2012-07-06,57.45
2012-07-09,57.75
2012-07-09,57.75
2012-07-10,57.65
2012-07-11,57.1
2012-07-12,56.5
2012-07-13,57.0
2012-07-16,57.05
2012-07-17,57.35
2012-07-18,57.6
2012-07-19,57.5
2012-07-20,57.5
2012-07-23,57.6
2012-07-24,57.35
2012-07-25,57.15
2012-07-26,56.0
2012-07-27,56.0
2012-07-30,55.75
2012-07-31,56.3
2012-08-01,56.0
2012-08-02,55.2
2012-08-03,54.9
2012-08-06,54.9
2012-08-07,54.65
2012-08-08,54.5
2012-08-09,54.85
2012-08-10,54.8
2012-08-13,54.7
2012-08-14,54.35
2012-08-16,54.0
2012-08-17,54.05
2012-08-21,54.6
2012-08-22,54.4
2012-08-23,54.35
2012-08-24,53.6
2012-08-27,53.35
2012-08-28,53.8
2012-08-29,54.15
2012-08-30,53.9
2012-08-31,54.0
2012-09-03,54.25
2012-09-04,53.4
2012-09-05,53.1
2012-09-06,53.05
2012-09-07,53.55
2012-09-08,53.75
2012-09-10,56.75
2012-09-11,56.65
2012-09-12,56.3
2012-09-13,56.3
2012-09-14,56.05
2012-09-17,55.95
2012-09-18,55.2
2012-09-20,54.45
2012-09-21,54.9
2012-09-24,55.95
2012-09-25,57.0
2012-09-26,57.25
2012-09-27,57.3
2012-09-28,57.9
2012-10-01,60.85
2012-10-03,60.3
2012-10-04,59.4
2012-10-05,58.35
2012-10-08,58.4
2012-10-09,58.0
2012-10-10,58.6
2012-10-11,57.8
2012-10-12,58.5
2012-10-15,59.1
2012-10-16,59.95
2012-10-17,58.8
2012-10-18,59.2
2012-10-19,59.75
2012-10-22,60.8
2012-10-23,60.15
2012-10-25,59.5
2012-10-26,59.5
2012-10-29,59.3
2012-10-30,58.7
2012-10-31,58.15
2012-11-01,58.3
2012-11-02,58.4
2012-11-05,58.1
2012-11-06,57.95
2012-11-07,57.7
2012-11-08,56.65
2012-11-09,56.9
2012-11-12,56.75
2012-11-13,56.85
2012-11-15,56.6
2012-11-16,55.75
2012-11-19,56.35
2012-11-20,57.0
2012-11-21,55.7
2012-11-22,55.8
2012-11-23,55.65
2012-11-26,55.45
2012-11-27,55.75
2012-11-29,56.0
2012-11-30,56.9
2012-12-03,57.2
2012-12-04,57.5
2012-12-05,61.8
2012-12-06,61.8
2012-12-07,60.55
2012-12-10,61.9
2012-12-11,65.0
2012-12-12,66.4
2012-12-13,64.3
2012-12-14,64.7
2012-12-17,66.2
2012-12-18,67.7
2012-12-19,67.8
2012-12-20,66.85
2012-12-21,64.55
2012-12-24,68.65
2012-12-26,69.3
2012-12-27,66.45
2012-12-28,65.2
2012-12-31,65.15
