Date,SUMEETINDS
2012-01-02,23.8
2012-01-03,23.5
2012-01-04,23.4
2012-01-05,23.3
2012-01-06,23.45
2012-01-07,23.85
2012-01-09,23.15
2012-01-10,23.95
2012-01-11,24.05
2012-01-12,23.65
2012-01-13,23.75
2012-01-16,23.65
2012-01-17,24.05
2012-01-18,24.2
2012-01-19,24.55
2012-01-20,24.4
2012-01-23,24.1
2012-01-24,24.45
2012-01-25,24.35
2012-01-27,24.7
2012-01-30,24.35
2012-01-31,24.75
2012-02-01,25.4
2012-02-02,26.65
2012-02-03,25.9
2012-02-06,26.2
2012-02-07,26.35
2012-02-08,26.75
2012-02-09,27.05
2012-02-10,26.1
2012-02-13,26.95
2012-02-14,27.3
2012-02-15,26.9
2012-02-16,26.5
2012-02-17,26.0
2012-02-21,26.05
2012-02-22,25.45
2012-02-23,25.8
2012-02-24,25.2
2012-02-27,24.45
2012-02-28,24.55
2012-02-29,24.7
2012-03-01,25.05
2012-03-02,25.3
2012-03-03,25.2
2012-03-05,24.6
2012-03-06,24.65
2012-03-07,24.75
2012-03-09,24.5
2012-03-12,24.55
2012-03-13,24.5
2012-03-14,24.15
2012-03-15,24.15
2012-03-16,24.2
2012-03-19,23.55
2012-03-20,23.7
2012-03-21,23.9
2012-03-22,23.8
2012-03-23,23.95
2012-03-26,23.55
2012-03-27,23.55
2012-03-28,23.1
2012-03-29,23.4
2012-03-30,23.25
2012-04-02,23.75
2012-04-03,24.4
2012-04-04,24.2
2012-04-09,23.5
2012-04-10,23.9
2012-04-11,23.7
2012-04-12,23.55
2012-04-13,23.45
2012-04-16,24.05
2012-04-17,23.55
2012-04-18,23.25
2012-04-19,23.4
2012-04-20,23.15
2012-04-23,23.4
2012-04-24,23.65
2012-04-25,23.15
2012-04-26,23.05
2012-04-27,23.0
2012-04-28,23.0
2012-04-30,23.15
2012-05-02,23.05
2012-05-03,23.0
2012-05-04,22.75
2012-05-07,23.2
2012-05-08,23.1
2012-05-09,23.05
2012-05-10,23.15
2012-05-11,23.25
2012-05-14,23.1
2012-05-15,23.0
2012-05-16,23.05
2012-05-17,23.3
2012-05-18,23.2
2012-05-21,23.3
2012-05-22,23.3
2012-05-23,23.15
2012-05-24,23.15
2012-05-25,23.15
2012-05-28,23.4
2012-05-29,23.5
2012-05-30,23.35
2012-05-31,23.15
2012-06-01,23.15
2012-06-04,23.15
2012-06-05,23.15
2012-06-06,23.25
2012-06-07,23.15
2012-06-08,23.15
2012-06-11,23.05
2012-06-12,19.1
2012-06-13,19.85
2012-06-14,19.55
2012-06-15,20.25
2012-06-18,19.0
2012-06-19,18.85
2012-06-20,18.85
2012-06-21,19.15
2012-06-22,19.1
2012-06-25,18.7
2012-06-26,18.5
2012-06-27,18.75
2012-06-28,18.75
2012-06-29,18.6
2012-07-02,18.95
2012-07-03,19.15
2012-07-04,18.8
2012-07-05,19.35
2012-07-06,19.6
2012-07-09,20.0
2012-07-10,20.55
2012-07-11,20.4
2012-07-12,20.65
2012-07-13,21.4
2012-07-16,21.0
2012-07-17,21.0
2012-07-18,20.05
2012-07-19,19.75
2012-07-20,20.0
2012-07-23,19.4
2012-07-24,19.35
2012-07-25,19.25
2012-07-26,15.4
2012-07-27,12.6
2012-07-30,13.85
2012-07-31,15.2
2012-08-01,15.3
2012-08-02,16.2
2012-08-03,15.95
2012-08-06,15.8
2012-08-07,15.95
2012-08-08,15.6
2012-08-09,15.55
2012-08-10,15.65
2012-08-13,15.45
2012-08-14,15.5
2012-08-16,15.35
2012-08-17,15.3
2012-08-21,16.05
2012-08-22,16.15
2012-08-23,15.65
2012-08-24,15.85
2012-08-27,15.65
2012-08-28,15.85
2012-08-29,15.8
2012-08-30,15.25
2012-08-31,16.0
2012-09-03,15.55
2012-09-04,15.7
2012-09-05,16.05
2012-09-06,16.45
2012-09-07,17.15
2012-09-08,17.3
2012-09-10,17.3
2012-09-11,17.15
2012-09-12,16.95
2012-09-13,16.95
2012-09-14,17.2
2012-09-17,17.15
2012-09-18,17.0
2012-09-20,17.1
2012-09-21,17.25
2012-09-24,16.85
2012-09-25,17.2
2012-09-26,17.1
2012-09-27,17.3
2012-09-28,17.35
2012-10-01,18.0
2012-10-03,19.05
2012-10-04,19.2
2012-10-05,19.05
2012-10-08,19.1
2012-10-09,19.4
2012-10-10,19.1
2012-10-11,19.35
2012-10-12,19.2
2012-10-15,19.25
2012-10-16,19.0
2012-10-17,19.1
2012-10-18,19.5
2012-10-19,19.35
2012-10-22,19.35
2012-10-23,19.4
2012-10-25,19.45
2012-10-26,19.15
2012-10-29,19.2
2012-10-30,19.4
2012-10-31,19.65
2012-11-01,19.5
2012-11-02,19.95
2012-11-05,20.05
2012-11-06,19.8
2012-11-07,19.55
2012-11-08,20.0
2012-11-09,20.5
2012-11-12,19.1
2012-11-13,18.7
2012-11-15,18.55
2012-11-16,19.0
2012-11-19,19.0
2012-11-20,19.1
2012-11-21,19.45
2012-11-22,20.0
2012-11-23,20.0
2012-11-26,20.1
2012-11-27,19.75
2012-11-29,19.55
2012-11-30,19.55
2012-12-03,21.75
2012-12-04,22.35
2012-12-05,22.55
2012-12-06,22.55
2012-12-07,23.05
2012-12-10,26.1
2012-12-11,26.2
2012-12-12,25.3
2012-12-13,24.2
2012-12-14,22.05
2012-12-17,22.35
2012-12-18,22.0
2012-12-19,21.85
2012-12-20,22.0
2012-12-21,21.5
2012-12-24,21.55
2012-12-26,22.15
2012-12-27,22.0
2012-12-28,22.55
2012-12-31,22.2
