Date,OMKARCHEM
2012-01-02,55.75
2012-01-03,54.55
2012-01-04,55.45
2012-01-05,56.45
2012-01-06,55.0
2012-01-07,55.0
2012-01-09,55.0
2012-01-10,53.85
2012-01-11,54.3
2012-01-12,54.95
2012-01-13,54.9
2012-01-16,53.8
2012-01-17,54.75
2012-01-18,54.95
2012-01-19,54.5
2012-01-20,54.9
2012-01-23,54.5
2012-01-24,54.15
2012-01-25,54.85
2012-01-27,54.3
2012-01-30,54.45
2012-01-31,58.65
2012-02-01,59.8
2012-02-02,58.25
2012-02-03,58.9
2012-02-06,59.65
2012-02-07,56.65
2012-02-08,57.5
2012-02-09,57.05
2012-02-10,57.0
2012-02-13,56.95
2012-02-14,57.15
2012-02-15,59.6
2012-02-16,58.35
2012-02-17,58.15
2012-02-21,60.75
2012-02-22,58.6
2012-02-23,59.9
2012-02-24,59.75
2012-02-27,58.35
2012-02-28,61.45
2012-02-29,60.35
2012-03-01,59.55
2012-03-02,60.05
2012-03-03,59.05
2012-03-05,58.75
2012-03-06,58.3
2012-03-07,58.5
2012-03-09,60.0
2012-03-12,60.4
2012-03-13,60.35
2012-03-14,59.8
2012-03-15,59.6
2012-03-16,59.1
2012-03-19,62.25
2012-03-20,62.2
2012-03-21,61.6
2012-03-22,60.0
2012-03-23,59.0
2012-03-26,59.0
2012-03-27,58.5
2012-03-28,58.3
2012-03-29,58.7
2012-03-30,59.15
2012-04-02,57.65
2012-04-03,56.0
2012-04-04,58.35
2012-04-09,62.6
2012-04-10,64.45
2012-04-11,68.2
2012-04-12,70.25
2012-04-13,69.55
2012-04-16,68.4
2012-04-17,69.1
2012-04-18,71.7
2012-04-19,71.0
2012-04-20,74.2
2012-04-23,72.5
2012-04-24,73.15
2012-04-25,69.8
2012-04-26,67.8
2012-04-27,66.4
2012-04-28,66.2
2012-04-30,66.6
2012-05-02,65.65
2012-05-03,64.15
2012-05-04,64.35
2012-05-07,64.9
2012-05-08,68.65
2012-05-09,70.9
2012-05-10,72.65
2012-05-11,74.25
2012-05-14,70.2
2012-05-15,69.05
2012-05-16,68.45
2012-05-17,69.85
2012-05-18,70.5
2012-05-21,68.4
2012-05-22,67.95
2012-05-23,66.25
2012-05-24,68.75
2012-05-25,67.95
2012-05-28,69.1
2012-05-29,69.15
2012-05-30,68.55
2012-05-31,68.0
2012-06-01,65.5
2012-06-04,66.45
2012-06-05,65.6
2012-06-06,67.0
2012-06-07,66.45
2012-06-08,67.3
2012-06-11,67.15
2012-06-12,66.55
2012-06-13,66.85
2012-06-14,67.3
2012-06-15,66.95
2012-06-18,68.0
2012-06-19,68.3
2012-06-20,69.05
2012-06-21,69.55
2012-06-22,69.95
2012-06-25,70.8
2012-06-26,71.95
2012-06-27,72.05
2012-06-28,72.75
2012-06-29,73.35
2012-07-02,76.3
2012-07-03,74.85
2012-07-04,74.35
2012-07-05,74.2
2012-07-06,75.05
2012-07-09,75.75
2012-07-09,75.75
2012-07-10,76.4
2012-07-11,76.3
2012-07-12,74.5
2012-07-13,74.5
2012-07-16,76.0
2012-07-17,75.45
2012-07-18,76.45
2012-07-19,76.9
2012-07-20,76.8
2012-07-23,77.9
2012-07-24,81.4
2012-07-25,82.0
2012-07-26,79.45
2012-07-27,81.8
2012-07-30,80.0
2012-07-31,81.25
2012-08-01,82.75
2012-08-02,84.35
2012-08-03,86.25
2012-08-06,85.55
2012-08-07,82.7
2012-08-08,83.6
2012-08-09,82.95
2012-08-10,80.9
2012-08-13,79.95
2012-08-14,80.1
2012-08-16,79.8
2012-08-17,79.85
2012-08-21,79.95
2012-08-22,79.75
2012-08-23,80.0
2012-08-24,80.15
2012-08-27,79.8
2012-08-28,78.85
2012-08-29,78.05
2012-08-30,78.0
2012-08-31,77.1
2012-09-03,77.2
2012-09-04,77.4
2012-09-05,79.05
2012-09-06,78.85
2012-09-07,78.95
2012-09-08,79.7
2012-09-10,78.95
2012-09-11,79.1
2012-09-12,79.0
2012-09-13,79.0
2012-09-14,79.05
2012-09-17,79.1
2012-09-18,80.35
2012-09-20,81.15
2012-09-21,84.5
2012-09-24,87.8
2012-09-25,87.05
2012-09-26,86.75
2012-09-27,86.95
2012-09-28,86.9
2012-10-01,86.7
2012-10-03,83.5
2012-10-04,83.85
2012-10-05,82.95
2012-10-08,85.25
2012-10-09,90.1
2012-10-10,89.3
2012-10-11,89.05
2012-10-12,90.3
2012-10-15,90.25
2012-10-16,92.25
2012-10-17,94.0
2012-10-18,101.55
2012-10-19,104.5
2012-10-22,104.9
2012-10-23,103.15
2012-10-25,105.4
2012-10-26,110.3
2012-10-29,109.4
2012-10-30,107.4
2012-10-31,111.4
2012-11-01,114.3
2012-11-02,118.05
2012-11-05,118.3
2012-11-06,120.65
2012-11-07,121.95
2012-11-08,121.3
2012-11-09,121.25
2012-11-12,121.75
2012-11-13,121.25
2012-11-15,121.3
2012-11-16,121.55
2012-11-19,121.05
2012-11-20,118.55
2012-11-21,119.8
2012-11-22,119.75
2012-11-23,119.55
2012-11-26,121.15
2012-11-27,119.65
2012-11-29,119.25
2012-11-30,123.6
2012-12-03,121.4
2012-12-04,120.0
2012-12-05,123.3
2012-12-06,121.5
2012-12-07,122.1
2012-12-10,119.4
2012-12-11,119.65
2012-12-12,120.1
2012-12-13,120.4
2012-12-14,122.75
2012-12-17,120.7
2012-12-18,121.05
2012-12-19,119.95
2012-12-20,119.65
2012-12-21,120.25
2012-12-24,122.55
2012-12-26,128.9
2012-12-27,131.0
2012-12-28,136.2
2012-12-31,141.0
