Date,ASTRAL
2012-01-02,130.05
2012-01-03,135.05
2012-01-04,132.6
2012-01-05,135.65
2012-01-06,135.5
2012-01-09,140.55
2012-01-10,146.95
2012-01-11,145.8
2012-01-12,148.4
2012-01-13,151.1
2012-01-16,149.95
2012-01-17,150.35
2012-01-18,150.05
2012-01-19,152.3
2012-01-20,150.5
2012-01-23,149.85
2012-01-24,151.15
2012-01-25,155.35
2012-01-27,157.75
2012-01-30,155.05
2012-01-31,154.1
2012-02-01,155.0
2012-02-02,152.25
2012-02-03,172.6
2012-02-06,167.75
2012-02-07,169.55
2012-02-08,170.05
2012-02-09,174.65
2012-02-10,177.8
2012-02-13,184.1
2012-02-14,185.95
2012-02-15,182.95
2012-02-16,184.95
2012-02-17,186.0
2012-02-21,186.75
2012-02-22,181.1
2012-02-23,185.1
2012-02-24,187.0
2012-02-27,185.0
2012-02-28,186.65
2012-02-29,185.55
2012-03-01,179.55
2012-03-02,185.05
2012-03-03,185.05
2012-03-05,185.0
2012-03-06,185.05
2012-03-07,185.4
2012-03-09,186.0
2012-03-12,187.75
2012-03-13,188.95
2012-03-14,188.0
2012-03-15,186.95
2012-03-16,188.15
2012-03-19,188.0
2012-03-20,190.0
2012-03-21,190.35
2012-03-22,191.1
2012-03-23,193.25
2012-03-26,195.95
2012-03-27,198.25
2012-03-28,193.35
2012-03-29,195.0
2012-03-30,194.5
2012-04-02,191.95
2012-04-03,195.0
2012-04-04,195.05
2012-04-09,192.3
2012-04-10,194.35
2012-04-11,198.05
2012-04-12,199.9
2012-04-13,199.95
2012-04-16,199.95
2012-04-17,199.95
2012-04-18,199.95
2012-04-19,199.95
2012-04-20,200.0
2012-04-23,194.75
2012-04-24,195.0
2012-04-25,196.8
2012-04-26,196.15
2012-04-27,200.0
2012-04-28,200.6
2012-04-30,200.0
2012-05-02,205.05
2012-05-03,205.15
2012-05-04,203.55
2012-05-07,206.9
2012-05-08,204.0
2012-05-09,205.0
2012-05-10,206.3
2012-05-11,205.1
2012-05-14,205.25
2012-05-15,194.6
2012-05-16,193.15
2012-05-17,190.75
2012-05-18,189.95
2012-05-21,184.25
2012-05-22,183.0
2012-05-23,184.2
2012-05-24,190.2
2012-05-25,199.0
2012-05-28,198.85
2012-05-29,201.25
2012-05-30,204.8
2012-05-31,211.45
2012-06-01,210.6
2012-06-04,210.7
2012-06-05,210.65
2012-06-06,210.5
2012-06-07,210.95
2012-06-08,211.05
2012-06-11,210.05
2012-06-12,210.0
2012-06-13,210.3
2012-06-14,213.85
2012-06-15,214.55
2012-06-18,217.15
2012-06-19,220.15
2012-06-20,218.2
2012-06-21,217.35
2012-06-22,217.95
2012-06-25,219.45
2012-06-26,222.35
2012-06-27,222.0
2012-06-28,223.1
2012-06-29,223.65
2012-07-02,228.9
2012-07-03,229.4
2012-07-04,229.45
2012-07-05,235.9
2012-07-06,236.7
2012-07-09,229.4
2012-07-09,229.4
2012-07-10,231.15
2012-07-11,229.55
2012-07-12,233.4
2012-07-13,239.6
2012-07-16,237.85
2012-07-17,237.55
2012-07-18,237.9
2012-07-19,238.1
2012-07-20,237.9
2012-07-23,230.9
2012-07-24,230.8
2012-07-25,229.25
2012-07-26,230.05
2012-07-27,230.65
2012-07-30,229.6
2012-07-31,230.25
2012-08-01,234.65
2012-08-02,231.25
2012-08-03,233.6
2012-08-06,236.55
2012-08-07,235.85
2012-08-08,235.45
2012-08-09,235.95
2012-08-10,236.8
2012-08-13,244.95
2012-08-14,241.75
2012-08-16,240.15
2012-08-17,245.8
2012-08-21,265.1
2012-08-22,272.65
2012-08-23,275.55
2012-08-24,265.05
2012-08-27,264.7
2012-08-28,265.65
2012-08-29,264.05
2012-08-30,265.8
2012-08-31,266.35
2012-09-03,271.9
2012-09-04,285.75
2012-09-05,285.35
2012-09-06,288.8
2012-09-07,288.25
2012-09-08,290.0
2012-09-10,290.4
2012-09-11,286.55
2012-09-12,283.2
2012-09-13,280.3
2012-09-14,278.05
2012-09-17,275.4
2012-09-18,275.35
2012-09-20,273.8
2012-09-21,278.15
2012-09-24,281.75
2012-09-25,289.0
2012-09-26,298.65
2012-09-27,299.65
2012-09-28,299.15
2012-10-01,300.0
2012-10-03,299.5
2012-10-04,308.25
2012-10-05,308.1
2012-10-08,303.25
2012-10-09,305.65
2012-10-10,301.6
2012-10-11,300.1
2012-10-12,308.15
2012-10-15,306.95
2012-10-16,308.95
2012-10-17,311.5
2012-10-18,308.05
2012-10-19,310.3
2012-10-22,338.25
2012-10-23,343.9
2012-10-25,342.1
2012-10-26,330.0
2012-10-29,330.65
2012-10-30,337.3
2012-10-31,347.75
2012-11-01,352.85
2012-11-02,346.5
2012-11-05,344.65
2012-11-06,346.1
2012-11-07,366.7
2012-11-08,387.45
2012-11-09,383.6
2012-11-12,377.75
2012-11-13,373.7
2012-11-15,373.2
2012-11-16,365.9
2012-11-19,357.15
2012-11-20,349.95
2012-11-21,357.6
2012-11-22,352.1
2012-11-23,350.1
2012-11-26,351.85
2012-11-27,352.9
2012-11-29,349.2
2012-11-30,349.65
2012-12-03,354.95
2012-12-04,366.2
2012-12-05,362.0
2012-12-06,366.45
2012-12-07,367.1
2012-12-10,372.7
2012-12-11,369.6
2012-12-12,364.95
2012-12-13,364.9
2012-12-14,357.1
2012-12-17,359.5
2012-12-18,364.05
2012-12-19,358.35
2012-12-20,361.15
2012-12-21,355.4
2012-12-24,363.7
2012-12-26,356.3
2012-12-27,354.55
2012-12-28,358.5
2012-12-31,355.0
