Date,SADBHAV
2012-01-02,99.95
2012-01-03,101.4
2012-01-04,101.05
2012-01-05,101.7
2012-01-06,100.3
2012-01-07,102.1
2012-01-09,102.5
2012-01-10,101.7
2012-01-11,101.1
2012-01-12,101.55
2012-01-13,104.0
2012-01-16,109.15
2012-01-17,111.95
2012-01-18,113.45
2012-01-19,117.4
2012-01-20,118.7
2012-01-23,120.95
2012-01-24,124.85
2012-01-25,125.95
2012-01-27,128.1
2012-01-30,126.75
2012-01-31,133.05
2012-02-01,135.45
2012-02-02,138.65
2012-02-03,141.45
2012-02-06,141.85
2012-02-07,141.05
2012-02-08,142.9
2012-02-09,144.9
2012-02-10,143.9
2012-02-13,139.4
2012-02-14,140.85
2012-02-15,144.5
2012-02-16,149.65
2012-02-17,145.1
2012-02-21,145.95
2012-02-22,137.55
2012-02-23,137.3
2012-02-24,135.9
2012-02-27,130.65
2012-02-28,133.9
2012-02-29,138.25
2012-03-01,138.6
2012-03-02,134.8
2012-03-03,134.5
2012-03-05,134.35
2012-03-06,136.9
2012-03-07,135.0
2012-03-09,139.8
2012-03-12,143.45
2012-03-13,144.65
2012-03-14,150.0
2012-03-15,150.75
2012-03-16,154.4
2012-03-19,152.0
2012-03-20,153.35
2012-03-21,152.0
2012-03-22,151.95
2012-03-23,149.95
2012-03-26,149.3
2012-03-27,154.0
2012-03-28,158.4
2012-03-29,155.25
2012-03-30,155.25
2012-04-02,153.35
2012-04-03,154.15
2012-04-04,152.3
2012-04-09,149.8
2012-04-10,149.1
2012-04-11,148.4
2012-04-12,149.9
2012-04-13,154.05
2012-04-16,149.35
2012-04-17,148.6
2012-04-18,148.1
2012-04-19,149.4
2012-04-20,146.15
2012-04-23,143.05
2012-04-24,141.4
2012-04-25,140.0
2012-04-26,142.0
2012-04-27,144.45
2012-04-28,143.7
2012-04-30,141.9
2012-05-02,138.25
2012-05-03,136.45
2012-05-04,134.45
2012-05-07,140.1
2012-05-08,136.45
2012-05-09,133.2
2012-05-10,134.1
2012-05-11,131.2
2012-05-14,135.65
2012-05-15,132.95
2012-05-16,129.15
2012-05-17,133.15
2012-05-18,130.5
2012-05-21,130.85
2012-05-22,124.9
2012-05-23,125.0
2012-05-24,120.95
2012-05-25,123.45
2012-05-28,124.8
2012-05-29,122.5
2012-05-30,124.4
2012-05-31,125.15
2012-06-01,122.85
2012-06-04,121.8
2012-06-05,120.0
2012-06-06,126.15
2012-06-07,130.8
2012-06-08,134.85
2012-06-11,137.65
2012-06-12,132.7
2012-06-13,137.65
2012-06-14,139.35
2012-06-15,137.4
2012-06-18,133.15
2012-06-19,133.0
2012-06-20,136.2
2012-06-21,140.35
2012-06-22,139.45
2012-06-25,142.1
2012-06-26,140.5
2012-06-27,146.35
2012-06-28,143.4
2012-06-29,144.15
2012-07-02,148.0
2012-07-03,147.9
2012-07-04,145.45
2012-07-05,143.7
2012-07-06,140.95
2012-07-09,140.25
2012-07-10,142.35
2012-07-11,142.8
2012-07-12,144.15
2012-07-13,141.9
2012-07-16,138.15
2012-07-17,136.4
2012-07-18,139.9
2012-07-19,141.05
2012-07-20,140.5
2012-07-23,139.25
2012-07-24,139.85
2012-07-25,137.15
2012-07-26,136.0
2012-07-27,136.35
2012-07-30,134.25
2012-07-31,131.35
2012-08-01,131.1
2012-08-02,131.0
2012-08-03,132.65
2012-08-06,133.3
2012-08-07,132.7
2012-08-08,132.6
2012-08-09,132.2
2012-08-10,132.1
2012-08-13,132.45
2012-08-14,133.7
2012-08-16,136.8
2012-08-17,135.2
2012-08-21,136.9
2012-08-22,135.05
2012-08-23,135.1
2012-08-24,135.6
2012-08-27,135.05
2012-08-28,135.0
2012-08-29,129.55
2012-08-30,129.85
2012-08-31,131.65
2012-09-03,129.65
2012-09-04,131.75
2012-09-05,128.5
2012-09-06,129.05
2012-09-07,131.2
2012-09-08,131.65
2012-09-10,133.65
2012-09-11,131.55
2012-09-12,134.4
2012-09-13,130.95
2012-09-14,139.1
2012-09-17,144.0
2012-09-18,145.65
2012-09-20,144.0
2012-09-21,146.8
2012-09-24,147.45
2012-09-25,144.0
2012-09-26,143.0
2012-09-27,143.55
2012-09-28,147.35
2012-10-01,142.4
2012-10-03,142.0
2012-10-04,149.8
2012-10-05,154.0
2012-10-08,150.05
2012-10-09,150.75
2012-10-10,148.1
2012-10-11,149.15
2012-10-12,146.85
2012-10-15,145.0
2012-10-16,144.8
2012-10-17,144.85
2012-10-18,144.25
2012-10-19,140.05
2012-10-22,143.75
2012-10-23,144.4
2012-10-25,141.7
2012-10-26,143.15
2012-10-29,145.25
2012-10-30,143.0
2012-10-31,145.05
2012-11-01,143.4
2012-11-02,144.05
2012-11-05,141.95
2012-11-06,141.0
2012-11-07,145.0
2012-11-08,141.55
2012-11-09,142.8
2012-11-12,141.35
2012-11-13,141.9
2012-11-15,137.55
2012-11-16,136.1
2012-11-19,138.2
2012-11-20,138.75
2012-11-21,137.1
2012-11-22,136.25
2012-11-23,136.15
2012-11-26,136.4
2012-11-27,136.5
2012-11-29,137.6
2012-11-30,136.0
2012-12-03,136.25
2012-12-04,133.35
2012-12-05,129.65
2012-12-06,129.95
2012-12-07,130.2
2012-12-10,133.55
2012-12-11,132.9
2012-12-12,133.35
2012-12-13,132.15
2012-12-14,133.7
2012-12-17,135.15
2012-12-18,136.25
2012-12-19,134.8
2012-12-20,136.0
2012-12-21,135.2
2012-12-24,136.2
2012-12-26,137.1
2012-12-27,136.7
2012-12-28,136.85
2012-12-31,133.55
