Date,YESBANK
2012-01-02,231.85
2012-01-03,245.9
2012-01-04,241.05
2012-01-05,247.85
2012-01-06,249.8
2012-01-07,251.35
2012-01-09,249.0
2012-01-10,264.3
2012-01-11,272.3
2012-01-12,280.6
2012-01-13,280.8
2012-01-16,280.3
2012-01-17,285.3
2012-01-18,281.05
2012-01-19,287.3
2012-01-20,297.9
2012-01-23,307.55
2012-01-24,319.4
2012-01-25,330.3
2012-01-27,326.0
2012-01-30,313.75
2012-01-31,330.45
2012-02-01,336.15
2012-02-02,339.0
2012-02-03,344.75
2012-02-06,345.9
2012-02-07,337.6
2012-02-08,333.45
2012-02-09,346.0
2012-02-10,347.8
2012-02-13,349.25
2012-02-14,357.95
2012-02-15,365.85
2012-02-16,367.25
2012-02-17,364.1
2012-02-21,368.75
2012-02-22,345.7
2012-02-23,353.6
2012-02-24,339.75
2012-02-27,319.75
2012-02-28,349.35
2012-02-29,345.45
2012-03-01,340.0
2012-03-02,350.45
2012-03-03,349.15
2012-03-05,339.7
2012-03-06,342.35
2012-03-07,337.8
2012-03-09,366.25
2012-03-12,364.6
2012-03-13,368.55
2012-03-14,386.5
2012-03-15,375.2
2012-03-16,367.65
2012-03-19,360.95
2012-03-20,365.95
2012-03-21,374.35
2012-03-22,366.75
2012-03-23,372.05
2012-03-26,358.15
2012-03-27,354.4
2012-03-28,350.15
2012-03-29,362.1
2012-03-30,368.8
2012-04-02,373.05
2012-04-03,374.25
2012-04-04,373.55
2012-04-09,372.6
2012-04-10,377.55
2012-04-11,375.8
2012-04-12,371.45
2012-04-13,365.45
2012-04-16,368.75
2012-04-17,371.2
2012-04-18,369.9
2012-04-19,367.75
2012-04-20,364.4
2012-04-23,358.8
2012-04-24,359.4
2012-04-25,366.05
2012-04-26,357.65
2012-04-27,348.3
2012-04-28,349.3
2012-04-30,349.7
2012-05-02,348.65
2012-05-03,337.8
2012-05-04,333.7
2012-05-07,339.55
2012-05-08,329.15
2012-05-09,320.5
2012-05-10,326.0
2012-05-11,329.5
2012-05-14,318.6
2012-05-15,316.75
2012-05-16,303.55
2012-05-17,302.35
2012-05-18,312.45
2012-05-21,322.4
2012-05-22,321.55
2012-05-23,320.7
2012-05-24,328.0
2012-05-25,330.05
2012-05-28,338.1
2012-05-29,338.45
2012-05-30,328.0
2012-05-31,329.85
2012-06-01,323.35
2012-06-04,321.05
2012-06-05,323.1
2012-06-06,331.55
2012-06-07,338.15
2012-06-08,345.45
2012-06-11,342.8
2012-06-12,348.1
2012-06-13,346.1
2012-06-14,332.05
2012-06-15,334.4
2012-06-18,324.9
2012-06-19,323.1
2012-06-20,332.5
2012-06-21,343.25
2012-06-22,340.25
2012-06-25,339.1
2012-06-26,341.4
2012-06-27,334.85
2012-06-28,331.6
2012-06-29,339.4
2012-07-02,344.4
2012-07-03,350.65
2012-07-04,349.65
2012-07-05,357.6
2012-07-06,361.15
2012-07-09,359.75
2012-07-10,359.45
2012-07-11,353.35
2012-07-12,353.65
2012-07-13,349.25
2012-07-16,350.0
2012-07-17,350.5
2012-07-18,351.15
2012-07-19,354.85
2012-07-20,353.95
2012-07-23,339.7
2012-07-24,340.8
2012-07-25,346.05
2012-07-26,345.65
2012-07-27,354.4
2012-07-30,360.1
2012-07-31,365.2
2012-08-01,365.5
2012-08-02,363.4
2012-08-03,367.8
2012-08-06,365.7
2012-08-07,370.3
2012-08-08,367.25
2012-08-09,362.65
2012-08-10,356.55
2012-08-13,361.9
2012-08-14,365.7
2012-08-16,360.0
2012-08-17,359.35
2012-08-21,358.25
2012-08-22,357.25
2012-08-23,354.5
2012-08-24,344.5
2012-08-27,335.85
2012-08-28,335.6
2012-08-29,330.8
2012-08-30,329.95
2012-08-31,328.75
2012-09-03,328.0
2012-09-04,333.0
2012-09-05,324.1
2012-09-06,326.8
2012-09-07,335.0
2012-09-08,337.55
2012-09-10,333.1
2012-09-11,329.85
2012-09-12,336.7
2012-09-13,339.05
2012-09-14,355.9
2012-09-17,377.55
2012-09-18,370.65
2012-09-20,363.5
2012-09-21,370.9
2012-09-24,377.0
2012-09-25,375.35
2012-09-26,374.45
2012-09-27,380.95
2012-09-28,382.05
2012-10-01,394.2
2012-10-03,400.95
2012-10-04,398.4
2012-10-05,393.5
2012-10-08,385.65
2012-10-09,394.2
2012-10-10,393.2
2012-10-11,397.05
2012-10-12,394.65
2012-10-15,394.95
2012-10-16,382.7
2012-10-17,385.3
2012-10-18,389.1
2012-10-19,383.45
2012-10-22,387.05
2012-10-23,399.35
2012-10-25,416.2
2012-10-26,413.0
2012-10-29,414.85
2012-10-30,407.45
2012-10-31,411.6
2012-11-01,412.55
2012-11-02,420.05
2012-11-05,418.5
2012-11-06,420.8
2012-11-07,420.15
2012-11-08,419.55
2012-11-09,425.15
2012-11-12,424.85
2012-11-13,421.9
2012-11-15,417.55
2012-11-16,415.45
2012-11-19,414.4
2012-11-20,419.65
2012-11-21,422.2
2012-11-22,420.85
2012-11-23,420.6
2012-11-26,419.5
2012-11-27,434.35
2012-11-29,443.35
2012-11-30,442.25
2012-12-03,447.4
2012-12-04,450.65
2012-12-05,450.4
2012-12-06,467.7
2012-12-07,455.45
2012-12-10,457.55
2012-12-11,456.5
2012-12-12,454.1
2012-12-13,448.05
2012-12-14,460.6
2012-12-17,466.05
2012-12-18,468.45
2012-12-19,469.75
2012-12-20,473.0
2012-12-21,459.3
2012-12-24,461.65
2012-12-26,463.85
2012-12-27,466.25
2012-12-28,463.05
2012-12-31,464.05
