Date,JKPAPER
2012-01-02,34.0
2012-01-03,33.95
2012-01-04,34.8
2012-01-05,34.15
2012-01-06,34.25
2012-01-07,34.0
2012-01-09,34.5
2012-01-10,35.15
2012-01-11,35.85
2012-01-12,35.25
2012-01-13,36.45
2012-01-16,36.05
2012-01-17,37.0
2012-01-18,36.6
2012-01-19,36.6
2012-01-20,36.25
2012-01-23,35.95
2012-01-24,36.1
2012-01-25,36.15
2012-01-27,36.9
2012-01-30,36.45
2012-01-31,36.85
2012-02-01,36.9
2012-02-02,36.45
2012-02-03,37.1
2012-02-06,37.2
2012-02-07,37.1
2012-02-08,37.35
2012-02-09,38.15
2012-02-10,38.05
2012-02-13,40.0
2012-02-14,39.9
2012-02-15,39.3
2012-02-16,39.5
2012-02-17,39.35
2012-02-21,39.4
2012-02-22,38.45
2012-02-23,37.35
2012-02-24,36.85
2012-02-27,36.05
2012-02-28,36.5
2012-02-29,37.4
2012-03-01,37.2
2012-03-02,37.5
2012-03-03,37.35
2012-03-05,36.8
2012-03-06,36.75
2012-03-07,36.65
2012-03-09,36.7
2012-03-12,36.8
2012-03-13,36.8
2012-03-14,36.65
2012-03-15,36.45
2012-03-16,36.5
2012-03-19,36.05
2012-03-20,35.5
2012-03-21,35.7
2012-03-22,35.25
2012-03-23,35.15
2012-03-26,36.7
2012-03-27,37.4
2012-03-28,36.4
2012-03-29,35.75
2012-03-30,35.75
2012-04-02,35.7
2012-04-03,35.8
2012-04-04,36.1
2012-04-09,35.8
2012-04-10,37.0
2012-04-11,36.95
2012-04-12,36.65
2012-04-13,36.4
2012-04-16,36.05
2012-04-17,36.45
2012-04-18,37.25
2012-04-19,36.75
2012-04-20,36.6
2012-04-23,38.05
2012-04-24,36.65
2012-04-25,36.0
2012-04-26,35.9
2012-04-27,35.25
2012-04-28,35.45
2012-04-30,35.7
2012-05-02,35.8
2012-05-03,35.25
2012-05-04,34.55
2012-05-07,34.5
2012-05-08,34.25
2012-05-09,33.95
2012-05-10,34.2
2012-05-11,33.95
2012-05-14,33.4
2012-05-15,33.65
2012-05-16,33.3
2012-05-17,33.25
2012-05-18,33.25
2012-05-21,33.45
2012-05-22,33.2
2012-05-23,33.05
2012-05-24,33.4
2012-05-25,33.55
2012-05-28,33.65
2012-05-29,33.9
2012-05-30,33.65
2012-05-31,33.75
2012-06-01,33.1
2012-06-04,33.65
2012-06-05,33.75
2012-06-06,34.05
2012-06-07,33.95
2012-06-08,33.9
2012-06-11,33.65
2012-06-12,33.75
2012-06-13,33.8
2012-06-14,32.85
2012-06-15,33.55
2012-06-18,33.3
2012-06-19,33.45
2012-06-20,33.65
2012-06-21,33.45
2012-06-22,33.6
2012-06-25,33.9
2012-06-26,33.75
2012-06-27,33.9
2012-06-28,33.8
2012-06-29,34.2
2012-07-02,34.25
2012-07-03,34.35
2012-07-04,34.85
2012-07-05,36.3
2012-07-06,36.1
2012-07-09,36.05
2012-07-09,36.05
2012-07-10,35.9
2012-07-11,36.25
2012-07-12,35.7
2012-07-13,35.5
2012-07-16,35.05
2012-07-17,34.75
2012-07-18,35.0
2012-07-19,35.45
2012-07-20,35.9
2012-07-23,35.75
2012-07-24,38.15
2012-07-25,37.8
2012-07-26,36.75
2012-07-27,36.6
2012-07-30,34.95
2012-07-31,35.05
2012-08-01,35.05
2012-08-02,34.6
2012-08-03,34.55
2012-08-06,35.05
2012-08-07,34.7
2012-08-08,34.95
2012-08-09,34.95
2012-08-10,34.45
2012-08-13,34.4
2012-08-14,34.35
2012-08-16,34.4
2012-08-17,34.5
2012-08-21,34.2
2012-08-22,34.2
2012-08-23,35.2
2012-08-24,34.95
2012-08-27,34.5
2012-08-28,34.5
2012-08-29,34.45
2012-08-30,34.1
2012-08-31,34.5
2012-09-03,34.2
2012-09-04,34.85
2012-09-05,35.1
2012-09-06,35.4
2012-09-07,35.6
2012-09-08,35.5
2012-09-10,35.5
2012-09-11,35.1
2012-09-12,35.5
2012-09-13,35.45
2012-09-14,35.25
2012-09-17,35.2
2012-09-18,35.15
2012-09-20,35.1
2012-09-21,35.3
2012-09-24,35.15
2012-09-25,35.25
2012-09-26,35.5
2012-09-27,34.95
2012-09-28,35.3
2012-10-01,36.15
2012-10-03,37.95
2012-10-04,37.9
2012-10-05,37.3
2012-10-08,38.2
2012-10-09,38.65
2012-10-10,36.85
2012-10-11,37.0
2012-10-12,37.15
2012-10-15,37.55
2012-10-16,38.8
2012-10-17,38.9
2012-10-18,38.95
2012-10-19,37.05
2012-10-22,40.65
2012-10-23,41.25
2012-10-25,40.0
2012-10-26,38.2
2012-10-29,37.05
2012-10-30,36.25
2012-10-31,36.3
2012-11-01,36.0
2012-11-02,36.6
2012-11-05,36.3
2012-11-06,36.2
2012-11-07,36.2
2012-11-08,36.65
2012-11-09,36.2
2012-11-12,36.2
2012-11-13,36.3
2012-11-15,36.5
2012-11-16,36.0
2012-11-19,35.8
2012-11-20,35.3
2012-11-21,35.5
2012-11-22,36.05
2012-11-23,37.5
2012-11-26,37.65
2012-11-27,36.9
2012-11-29,36.9
2012-11-30,37.35
2012-12-03,37.35
2012-12-04,38.85
2012-12-05,38.2
2012-12-06,38.35
2012-12-07,38.9
2012-12-10,39.15
2012-12-11,39.05
2012-12-12,38.95
2012-12-13,38.8
2012-12-14,39.3
2012-12-17,40.65
2012-12-18,41.8
2012-12-19,44.0
2012-12-20,41.55
2012-12-21,40.1
2012-12-24,39.75
2012-12-26,39.6
2012-12-27,39.15
2012-12-28,39.15
2012-12-31,39.85
