Date,EMAMILTD
2012-01-02,335.4
2012-01-03,337.55
2012-01-04,340.0
2012-01-05,334.8
2012-01-06,329.05
2012-01-07,331.5
2012-01-09,327.05
2012-01-10,333.6
2012-01-11,337.0
2012-01-12,340.0
2012-01-13,340.1
2012-01-16,345.3
2012-01-17,350.15
2012-01-18,348.75
2012-01-19,350.75
2012-01-20,348.3
2012-01-23,349.85
2012-01-24,351.15
2012-01-25,350.75
2012-01-27,347.75
2012-01-30,348.15
2012-01-31,352.9
2012-02-01,353.95
2012-02-02,370.8
2012-02-03,370.05
2012-02-06,368.25
2012-02-07,364.7
2012-02-08,370.05
2012-02-09,378.65
2012-02-10,381.25
2012-02-13,376.05
2012-02-14,380.25
2012-02-15,385.25
2012-02-16,384.55
2012-02-17,388.75
2012-02-21,395.25
2012-02-22,389.75
2012-02-23,379.2
2012-02-24,374.05
2012-02-27,370.0
2012-02-28,374.35
2012-02-29,379.95
2012-03-01,379.85
2012-03-02,377.15
2012-03-03,374.15
2012-03-05,376.75
2012-03-06,379.8
2012-03-07,377.95
2012-03-09,382.55
2012-03-12,389.6
2012-03-13,392.2
2012-03-14,394.85
2012-03-15,395.05
2012-03-16,396.35
2012-03-19,392.85
2012-03-20,398.75
2012-03-21,405.1
2012-03-22,398.05
2012-03-23,396.15
2012-03-26,391.9
2012-03-27,400.95
2012-03-28,400.0
2012-03-29,403.95
2012-03-30,404.25
2012-04-02,398.45
2012-04-03,408.85
2012-04-04,413.95
2012-04-09,415.45
2012-04-10,427.15
2012-04-11,429.85
2012-04-12,435.55
2012-04-13,437.1
2012-04-16,442.65
2012-04-17,444.9
2012-04-18,451.65
2012-04-19,455.95
2012-04-20,453.3
2012-04-23,449.75
2012-04-24,454.55
2012-04-25,450.9
2012-04-26,452.75
2012-04-27,451.4
2012-04-28,451.65
2012-04-30,456.95
2012-05-02,460.95
2012-05-03,453.65
2012-05-04,451.35
2012-05-07,444.35
2012-05-08,439.75
2012-05-09,472.5
2012-05-10,477.45
2012-05-11,472.3
2012-05-14,476.45
2012-05-15,467.75
2012-05-16,465.45
2012-05-17,464.25
2012-05-18,461.4
2012-05-21,458.0
2012-05-22,464.3
2012-05-23,464.5
2012-05-24,478.15
2012-05-25,496.9
2012-05-28,504.85
2012-05-29,496.25
2012-05-30,492.1
2012-05-31,491.35
2012-06-01,484.05
2012-06-04,490.35
2012-06-05,493.7
2012-06-06,498.8
2012-06-07,500.0
2012-06-08,499.1
2012-06-11,487.85
2012-06-12,490.75
2012-06-13,482.4
2012-06-14,485.45
2012-06-15,484.3
2012-06-18,479.15
2012-06-19,474.75
2012-06-20,475.15
2012-06-21,482.85
2012-06-22,484.9
2012-06-25,485.15
2012-06-26,483.55
2012-06-27,484.6
2012-06-28,485.55
2012-06-29,498.95
2012-07-02,500.1
2012-07-03,490.4
2012-07-04,487.05
2012-07-05,485.0
2012-07-06,487.0
2012-07-09,485.75
2012-07-09,485.75
2012-07-10,487.65
2012-07-11,486.2
2012-07-12,491.55
2012-07-13,494.15
2012-07-16,497.85
2012-07-17,495.55
2012-07-18,494.65
2012-07-19,494.0
2012-07-20,491.85
2012-07-23,487.0
2012-07-24,490.35
2012-07-25,493.05
2012-07-26,490.0
2012-07-27,492.05
2012-07-30,493.55
2012-07-31,497.35
2012-08-01,498.1
2012-08-02,495.25
2012-08-03,499.15
2012-08-06,500.55
2012-08-07,505.65
2012-08-08,498.0
2012-08-09,487.45
2012-08-10,482.2
2012-08-13,484.55
2012-08-14,479.6
2012-08-16,474.8
2012-08-17,476.4
2012-08-21,476.45
2012-08-22,490.2
2012-08-23,500.0
2012-08-24,494.2
2012-08-27,490.1
2012-08-28,489.2
2012-08-29,493.2
2012-08-30,498.95
2012-08-31,488.7
2012-09-03,495.1
2012-09-04,494.0
2012-09-05,504.8
2012-09-06,508.05
2012-09-07,509.6
2012-09-08,508.05
2012-09-10,499.05
2012-09-11,509.3
2012-09-12,504.55
2012-09-13,507.5
2012-09-14,511.05
2012-09-17,499.7
2012-09-18,499.05
2012-09-20,504.95
2012-09-21,503.65
2012-09-24,484.5
2012-09-25,481.5
2012-09-26,495.35
2012-09-27,498.85
2012-09-28,498.4
2012-10-01,505.95
2012-10-03,509.8
2012-10-04,506.9
2012-10-05,507.5
2012-10-08,500.9
2012-10-09,501.65
2012-10-10,504.6
2012-10-11,509.9
2012-10-12,509.35
2012-10-15,506.6
2012-10-16,500.55
2012-10-17,508.8
2012-10-18,516.65
2012-10-19,530.1
2012-10-22,562.75
2012-10-23,575.8
2012-10-25,576.8
2012-10-26,595.8
2012-10-29,574.8
2012-10-30,569.85
2012-10-31,573.05
2012-11-01,576.85
2012-11-02,576.45
2012-11-05,574.85
2012-11-06,576.3
2012-11-07,574.35
2012-11-08,601.5
2012-11-09,598.1
2012-11-12,598.05
2012-11-13,610.55
2012-11-15,622.15
2012-11-16,592.7
2012-11-19,602.65
2012-11-20,588.1
2012-11-21,585.8
2012-11-22,589.95
2012-11-23,593.15
2012-11-26,593.7
2012-11-27,590.85
2012-11-29,599.95
2012-11-30,602.5
2012-12-03,611.6
2012-12-04,605.1
2012-12-05,597.7
2012-12-06,599.6
2012-12-07,608.35
2012-12-10,616.95
2012-12-11,615.3
2012-12-12,604.05
2012-12-13,586.95
2012-12-14,595.1
2012-12-17,600.8
2012-12-18,605.85
2012-12-19,601.7
2012-12-20,593.05
2012-12-21,586.05
2012-12-24,590.0
2012-12-26,591.2
2012-12-27,589.55
2012-12-28,601.1
2012-12-31,599.4
