Date,CORPBANK
2012-01-02,344.7
2012-01-03,350.8
2012-01-04,351.25
2012-01-05,352.85
2012-01-06,358.9
2012-01-07,360.7
2012-01-09,364.35
2012-01-10,369.8
2012-01-11,370.15
2012-01-12,378.05
2012-01-13,379.8
2012-01-16,381.35
2012-01-17,391.15
2012-01-18,385.9
2012-01-19,386.2
2012-01-20,387.9
2012-01-23,398.45
2012-01-24,419.45
2012-01-25,418.2
2012-01-27,413.4
2012-01-30,400.75
2012-01-31,415.0
2012-02-01,414.95
2012-02-02,415.4
2012-02-03,428.45
2012-02-06,458.55
2012-02-07,470.45
2012-02-08,487.8
2012-02-09,479.15
2012-02-10,475.5
2012-02-13,480.0
2012-02-14,492.8
2012-02-15,516.45
2012-02-16,511.85
2012-02-17,511.15
2012-02-21,512.0
2012-02-22,490.05
2012-02-23,480.75
2012-02-24,477.25
2012-02-27,452.55
2012-02-28,469.1
2012-02-29,468.4
2012-03-01,462.35
2012-03-02,464.2
2012-03-03,468.5
2012-03-05,462.75
2012-03-06,457.05
2012-03-07,447.3
2012-03-09,457.65
2012-03-12,465.75
2012-03-13,467.5
2012-03-14,470.95
2012-03-15,461.55
2012-03-16,457.9
2012-03-19,449.45
2012-03-20,451.8
2012-03-21,449.9
2012-03-22,440.25
2012-03-23,448.35
2012-03-26,443.75
2012-03-27,441.8
2012-03-28,434.45
2012-03-29,423.7
2012-03-30,424.8
2012-04-02,427.65
2012-04-03,431.1
2012-04-04,429.6
2012-04-09,425.9
2012-04-10,425.4
2012-04-11,421.15
2012-04-12,421.4
2012-04-13,421.9
2012-04-16,416.3
2012-04-17,418.2
2012-04-18,417.4
2012-04-19,416.25
2012-04-20,412.05
2012-04-23,409.65
2012-04-24,409.7
2012-04-25,406.0
2012-04-26,400.25
2012-04-27,399.3
2012-04-28,409.85
2012-04-30,408.65
2012-05-02,408.0
2012-05-03,400.45
2012-05-04,385.45
2012-05-07,402.65
2012-05-08,403.9
2012-05-09,399.95
2012-05-10,404.85
2012-05-11,405.1
2012-05-14,406.15
2012-05-15,410.95
2012-05-16,408.15
2012-05-17,407.7
2012-05-18,403.5
2012-05-21,405.9
2012-05-22,404.95
2012-05-23,401.2
2012-05-24,404.95
2012-05-25,408.95
2012-05-28,415.4
2012-05-29,415.6
2012-05-30,413.25
2012-05-31,415.15
2012-06-01,409.75
2012-06-04,409.0
2012-06-05,409.6
2012-06-06,413.3
2012-06-07,414.95
2012-06-08,428.2
2012-06-11,431.55
2012-06-12,434.0
2012-06-13,438.95
2012-06-14,438.6
2012-06-15,417.65
2012-06-18,409.7
2012-06-19,405.7
2012-06-20,411.65
2012-06-21,415.25
2012-06-22,414.95
2012-06-25,412.2
2012-06-26,409.05
2012-06-27,414.25
2012-06-28,414.45
2012-06-29,417.25
2012-07-02,417.8
2012-07-03,422.15
2012-07-04,426.05
2012-07-05,431.25
2012-07-06,430.25
2012-07-09,427.5
2012-07-09,427.5
2012-07-10,430.2
2012-07-11,427.45
2012-07-12,426.2
2012-07-13,421.65
2012-07-16,424.05
2012-07-17,421.25
2012-07-18,417.05
2012-07-19,417.3
2012-07-20,414.35
2012-07-23,411.65
2012-07-24,406.5
2012-07-25,405.6
2012-07-26,397.45
2012-07-27,393.7
2012-07-30,402.9
2012-07-31,406.35
2012-08-01,403.55
2012-08-02,403.95
2012-08-03,400.95
2012-08-06,401.65
2012-08-07,400.7
2012-08-08,399.55
2012-08-09,392.85
2012-08-10,388.65
2012-08-13,387.85
2012-08-14,395.2
2012-08-16,396.35
2012-08-17,392.0
2012-08-21,386.95
2012-08-22,375.1
2012-08-23,378.15
2012-08-24,377.4
2012-08-27,374.75
2012-08-28,369.1
2012-08-29,366.5
2012-08-30,367.15
2012-08-31,368.55
2012-09-03,371.25
2012-09-04,374.6
2012-09-05,369.65
2012-09-06,367.7
2012-09-07,369.45
2012-09-08,373.95
2012-09-10,373.9
2012-09-11,370.8
2012-09-12,370.0
2012-09-13,369.35
2012-09-14,375.85
2012-09-17,389.15
2012-09-18,406.75
2012-09-20,402.3
2012-09-21,400.25
2012-09-24,405.55
2012-09-25,407.7
2012-09-26,407.7
2012-09-27,409.15
2012-09-28,417.35
2012-10-01,420.3
2012-10-03,422.65
2012-10-04,422.6
2012-10-05,416.75
2012-10-08,413.15
2012-10-09,410.9
2012-10-10,404.7
2012-10-11,404.25
2012-10-12,405.55
2012-10-15,411.8
2012-10-16,408.3
2012-10-17,406.45
2012-10-18,408.65
2012-10-19,409.9
2012-10-22,410.1
2012-10-23,409.1
2012-10-25,407.85
2012-10-26,405.0
2012-10-29,403.8
2012-10-30,397.4
2012-10-31,397.3
2012-11-01,397.5
2012-11-02,399.6
2012-11-05,394.3
2012-11-06,398.15
2012-11-07,403.95
2012-11-08,402.8
2012-11-09,400.4
2012-11-12,397.4
2012-11-13,401.2
2012-11-15,396.65
2012-11-16,395.6
2012-11-19,393.25
2012-11-20,392.55
2012-11-21,394.3
2012-11-22,394.15
2012-11-23,396.8
2012-11-26,403.1
2012-11-27,408.8
2012-11-29,411.0
2012-11-30,421.55
2012-12-03,417.25
2012-12-04,416.4
2012-12-05,428.75
2012-12-06,428.7
2012-12-07,428.45
2012-12-10,450.2
2012-12-11,444.9
2012-12-12,447.15
2012-12-13,437.55
2012-12-14,445.25
2012-12-17,447.35
2012-12-18,448.3
2012-12-19,448.75
2012-12-20,445.5
2012-12-21,447.55
2012-12-24,446.8
2012-12-26,451.15
2012-12-27,447.95
2012-12-28,453.2
2012-12-31,460.95
