Date,JSWSTEEL
2012-01-02,536.95
2012-01-03,588.8
2012-01-04,585.8
2012-01-05,582.05
2012-01-06,564.6
2012-01-07,569.55
2012-01-09,572.3
2012-01-10,630.05
2012-01-11,638.85
2012-01-12,631.6
2012-01-13,638.05
2012-01-16,642.3
2012-01-17,659.95
2012-01-18,663.7
2012-01-19,668.45
2012-01-20,647.1
2012-01-23,631.4
2012-01-24,652.4
2012-01-25,665.95
2012-01-27,662.15
2012-01-30,681.55
2012-01-31,699.5
2012-02-01,712.15
2012-02-02,703.9
2012-02-03,708.95
2012-02-06,745.2
2012-02-07,742.45
2012-02-08,758.25
2012-02-09,821.35
2012-02-10,816.75
2012-02-13,814.2
2012-02-14,828.05
2012-02-15,869.25
2012-02-16,861.65
2012-02-17,855.45
2012-02-21,865.25
2012-02-22,811.9
2012-02-23,798.9
2012-02-24,816.05
2012-02-27,758.65
2012-02-28,793.85
2012-02-29,808.6
2012-03-01,779.75
2012-03-02,786.35
2012-03-03,787.05
2012-03-05,757.2
2012-03-06,706.85
2012-03-07,693.4
2012-03-09,748.1
2012-03-12,765.9
2012-03-13,788.9
2012-03-14,783.6
2012-03-15,759.7
2012-03-16,748.6
2012-03-19,726.65
2012-03-20,731.45
2012-03-21,778.15
2012-03-22,719.0
2012-03-23,733.85
2012-03-26,729.6
2012-03-27,739.9
2012-03-28,709.8
2012-03-29,707.75
2012-03-30,721.45
2012-04-02,723.35
2012-04-03,726.1
2012-04-04,719.05
2012-04-09,687.5
2012-04-10,697.2
2012-04-11,694.1
2012-04-12,707.65
2012-04-13,739.85
2012-04-16,752.05
2012-04-17,750.45
2012-04-18,758.75
2012-04-19,762.8
2012-04-20,750.75
2012-04-23,709.85
2012-04-24,694.35
2012-04-25,687.85
2012-04-26,678.0
2012-04-27,681.25
2012-04-28,680.5
2012-04-30,693.3
2012-05-02,697.2
2012-05-03,679.85
2012-05-04,668.8
2012-05-07,721.75
2012-05-08,689.9
2012-05-09,660.7
2012-05-10,661.25
2012-05-11,627.5
2012-05-14,619.75
2012-05-15,653.0
2012-05-16,619.0
2012-05-17,602.1
2012-05-18,599.4
2012-05-21,611.1
2012-05-22,594.1
2012-05-23,577.5
2012-05-24,595.25
2012-05-25,607.35
2012-05-28,608.15
2012-05-29,621.75
2012-05-30,618.0
2012-05-31,628.7
2012-06-01,600.45
2012-06-04,609.0
2012-06-05,602.9
2012-06-06,626.7
2012-06-07,648.55
2012-06-08,640.9
2012-06-11,638.3
2012-06-12,643.85
2012-06-13,641.35
2012-06-14,630.05
2012-06-15,650.6
2012-06-18,626.55
2012-06-19,634.15
2012-06-20,648.95
2012-06-21,659.8
2012-06-22,648.3
2012-06-25,647.4
2012-06-26,648.5
2012-06-27,667.35
2012-06-28,669.25
2012-06-29,679.7
2012-07-02,679.5
2012-07-03,695.15
2012-07-04,726.2
2012-07-05,722.75
2012-07-06,715.85
2012-07-09,704.2
2012-07-09,704.2
2012-07-10,712.95
2012-07-11,714.6
2012-07-12,700.8
2012-07-13,691.5
2012-07-16,675.55
2012-07-17,671.8
2012-07-18,673.15
2012-07-19,689.5
2012-07-20,703.15
2012-07-23,675.7
2012-07-24,670.3
2012-07-25,669.65
2012-07-26,643.75
2012-07-27,644.4
2012-07-30,667.4
2012-07-31,668.1
2012-08-01,689.05
2012-08-02,701.35
2012-08-03,699.1
2012-08-06,709.15
2012-08-07,718.2
2012-08-08,722.0
2012-08-09,726.8
2012-08-10,730.8
2012-08-13,744.3
2012-08-14,749.8
2012-08-16,750.55
2012-08-17,720.65
2012-08-21,733.2
2012-08-22,720.55
2012-08-23,719.5
2012-08-24,737.5
2012-08-27,721.55
2012-08-28,710.4
2012-08-29,689.05
2012-08-30,695.0
2012-08-31,693.7
2012-09-03,671.1
2012-09-04,676.7
2012-09-05,655.05
2012-09-06,658.3
2012-09-07,673.7
2012-09-08,679.1
2012-09-10,689.4
2012-09-11,684.8
2012-09-12,695.3
2012-09-13,687.45
2012-09-14,712.35
2012-09-17,726.85
2012-09-18,727.95
2012-09-20,706.8
2012-09-21,730.8
2012-09-24,745.55
2012-09-25,745.1
2012-09-26,739.3
2012-09-27,738.65
2012-09-28,756.95
2012-10-01,737.55
2012-10-03,738.45
2012-10-04,743.2
2012-10-05,738.25
2012-10-08,735.25
2012-10-09,742.95
2012-10-10,748.0
2012-10-11,772.7
2012-10-12,767.15
2012-10-15,765.15
2012-10-16,747.1
2012-10-17,726.45
2012-10-18,735.7
2012-10-19,735.5
2012-10-22,750.9
2012-10-23,746.2
2012-10-25,731.1
2012-10-26,733.15
2012-10-29,737.65
2012-10-30,735.45
2012-10-31,738.5
2012-11-01,764.75
2012-11-02,754.55
2012-11-05,753.25
2012-11-06,748.75
2012-11-07,754.05
2012-11-08,749.55
2012-11-09,748.15
2012-11-12,749.05
2012-11-13,748.55
2012-11-15,737.35
2012-11-16,731.1
2012-11-19,725.0
2012-11-20,709.75
2012-11-21,703.15
2012-11-22,716.55
2012-11-23,718.65
2012-11-26,721.7
2012-11-27,736.7
2012-11-29,729.95
2012-11-30,742.85
2012-12-03,752.55
2012-12-04,755.15
2012-12-05,773.05
2012-12-06,776.65
2012-12-07,766.3
2012-12-10,763.0
2012-12-11,757.1
2012-12-12,750.2
2012-12-13,732.5
2012-12-14,744.9
2012-12-17,766.7
2012-12-18,804.95
2012-12-19,807.55
2012-12-20,824.05
2012-12-21,804.9
2012-12-24,808.95
2012-12-26,812.9
2012-12-27,806.1
2012-12-28,813.8
2012-12-31,812.1
