Date,OMMETALS
2012-01-02,29.25
2012-01-03,30.15
2012-01-04,29.6
2012-01-05,30.1
2012-01-06,32.65
2012-01-07,33.85
2012-01-09,33.45
2012-01-10,32.55
2012-01-11,32.5
2012-01-12,31.35
2012-01-13,30.75
2012-01-16,30.75
2012-01-17,31.85
2012-01-18,30.95
2012-01-19,30.9
2012-01-20,30.9
2012-01-23,31.05
2012-01-24,31.55
2012-01-25,31.15
2012-01-27,32.05
2012-01-30,33.5
2012-01-31,33.6
2012-02-01,33.55
2012-02-02,34.5
2012-02-03,34.0
2012-02-06,33.0
2012-02-07,32.95
2012-02-08,33.8
2012-02-09,34.4
2012-02-10,34.0
2012-02-13,33.95
2012-02-14,33.3
2012-02-15,32.55
2012-02-16,33.3
2012-02-17,32.65
2012-02-21,32.95
2012-02-22,31.85
2012-02-23,31.0
2012-02-24,30.35
2012-02-27,29.4
2012-02-28,29.6
2012-02-29,29.8
2012-03-01,30.5
2012-03-02,30.05
2012-03-05,28.95
2012-03-06,28.2
2012-03-07,28.0
2012-03-09,28.25
2012-03-12,28.0
2012-03-13,28.55
2012-03-14,27.85
2012-03-15,27.3
2012-03-16,27.7
2012-03-19,27.0
2012-03-20,26.6
2012-03-21,26.6
2012-03-22,27.5
2012-03-23,26.9
2012-03-26,25.55
2012-03-27,26.5
2012-03-28,26.95
2012-03-29,27.0
2012-03-30,27.05
2012-04-02,29.65
2012-04-03,29.25
2012-04-04,29.75
2012-04-09,28.95
2012-04-10,28.4
2012-04-11,28.2
2012-04-12,28.2
2012-04-13,28.25
2012-04-16,27.9
2012-04-17,28.5
2012-04-18,28.3
2012-04-19,28.55
2012-04-20,29.0
2012-04-23,28.9
2012-04-24,27.5
2012-04-25,26.1
2012-04-26,25.65
2012-04-27,25.1
2012-04-28,25.05
2012-04-30,26.0
2012-05-02,25.4
2012-05-03,25.5
2012-05-04,24.4
2012-05-07,24.8
2012-05-08,24.5
2012-05-09,25.3
2012-05-10,24.45
2012-05-11,24.6
2012-05-14,24.0
2012-05-15,24.1
2012-05-16,23.45
2012-05-17,24.0
2012-05-18,24.0
2012-05-21,23.5
2012-05-22,23.1
2012-05-23,23.5
2012-05-24,22.65
2012-05-25,23.25
2012-05-28,23.8
2012-05-29,23.3
2012-05-30,23.15
2012-05-31,22.6
2012-06-01,21.5
2012-06-04,22.65
2012-06-05,23.15
2012-06-06,24.3
2012-06-07,24.05
2012-06-08,23.45
2012-06-11,24.6
2012-06-12,24.3
2012-06-13,23.7
2012-06-14,24.0
2012-06-15,23.85
2012-06-18,23.2
2012-06-20,23.85
2012-06-21,23.6
2012-06-22,23.75
2012-06-25,23.15
2012-06-26,23.3
2012-06-27,23.0
2012-06-28,22.7
2012-06-29,27.2
2012-07-02,26.65
2012-07-03,26.55
2012-07-04,26.95
2012-07-05,26.75
2012-07-06,25.55
2012-07-09,24.4
2012-07-09,24.4
2012-07-10,24.6
2012-07-11,24.4
2012-07-12,24.0
2012-07-13,24.35
2012-07-16,23.75
2012-07-17,23.35
2012-07-18,23.7
2012-07-19,23.2
2012-07-20,23.15
2012-07-23,22.95
2012-07-24,23.4
2012-07-25,22.45
2012-07-26,21.6
2012-07-27,22.25
2012-07-30,22.35
2012-07-31,22.0
2012-08-01,22.35
2012-08-02,22.2
2012-08-03,22.1
2012-08-06,22.85
2012-08-07,23.0
2012-08-08,22.7
2012-08-09,22.65
2012-08-10,22.5
2012-08-13,23.4
2012-08-14,23.1
2012-08-16,23.2
2012-08-17,22.55
2012-08-21,22.6
2012-08-22,23.2
2012-08-23,24.0
2012-08-24,20.5
2012-08-27,21.95
2012-08-28,21.85
2012-08-29,21.8
2012-08-30,21.5
2012-08-31,21.65
2012-09-03,21.1
2012-09-04,21.25
2012-09-05,21.2
2012-09-06,20.3
2012-09-07,20.5
2012-09-08,21.7
2012-09-10,20.8
2012-09-11,22.05
2012-09-12,21.85
2012-09-13,21.65
2012-09-14,22.5
2012-09-17,22.55
2012-09-18,24.0
2012-09-20,23.45
2012-09-21,24.25
2012-09-24,24.4
2012-09-25,24.2
2012-09-26,25.7
2012-09-27,25.15
2012-09-28,25.75
2012-10-01,25.3
2012-10-03,23.8
2012-10-04,25.05
2012-10-05,25.0
2012-10-08,24.5
2012-10-09,24.15
2012-10-10,23.7
2012-10-11,24.2
2012-10-12,24.8
2012-10-15,23.85
2012-10-16,24.4
2012-10-17,24.0
2012-10-18,23.4
2012-10-19,23.05
2012-10-22,23.7
2012-10-23,23.2
2012-10-25,23.15
2012-10-26,23.45
2012-10-29,23.3
2012-10-30,22.35
2012-10-31,23.0
2012-11-01,22.6
2012-11-02,22.65
2012-11-05,22.9
2012-11-06,22.95
2012-11-07,23.35
2012-11-08,22.8
2012-11-09,22.7
2012-11-12,24.45
2012-11-13,24.5
2012-11-15,24.4
2012-11-16,23.45
2012-11-19,23.0
2012-11-20,22.6
2012-11-21,23.0
2012-11-22,23.1
2012-11-23,22.85
2012-11-26,22.75
2012-11-27,23.0
2012-11-29,22.8
2012-11-30,23.55
2012-12-03,24.0
2012-12-04,23.65
2012-12-05,23.7
2012-12-06,26.2
2012-12-07,26.2
2012-12-10,26.25
2012-12-11,25.9
2012-12-12,25.55
2012-12-13,25.0
2012-12-14,25.0
2012-12-17,25.05
2012-12-18,24.95
2012-12-19,25.0
2012-12-20,24.6
2012-12-21,23.8
2012-12-24,23.8
2012-12-26,24.5
2012-12-27,24.2
2012-12-28,24.25
2012-12-31,23.9
