Date,JKCEMENT
2012-01-02,99.35
2012-01-03,100.95
2012-01-04,101.95
2012-01-05,100.5
2012-01-06,101.5
2012-01-07,101.05
2012-01-09,102.35
2012-01-10,103.05
2012-01-11,103.7
2012-01-12,104.35
2012-01-13,107.0
2012-01-16,108.95
2012-01-17,111.05
2012-01-18,108.65
2012-01-19,112.2
2012-01-20,110.6
2012-01-23,110.75
2012-01-24,111.25
2012-01-25,115.1
2012-01-27,114.0
2012-01-30,113.15
2012-01-31,113.3
2012-02-01,115.65
2012-02-02,122.0
2012-02-03,125.9
2012-02-06,136.95
2012-02-07,138.55
2012-02-08,140.0
2012-02-09,139.05
2012-02-10,136.9
2012-02-13,135.05
2012-02-14,138.2
2012-02-15,141.7
2012-02-16,143.9
2012-02-17,147.9
2012-02-21,151.55
2012-02-22,147.85
2012-02-23,145.25
2012-02-24,143.75
2012-02-27,133.95
2012-02-28,137.7
2012-02-29,138.75
2012-03-01,142.55
2012-03-02,146.3
2012-03-03,145.45
2012-03-05,137.7
2012-03-06,138.85
2012-03-07,138.45
2012-03-09,140.55
2012-03-12,139.0
2012-03-13,139.95
2012-03-14,141.1
2012-03-15,141.0
2012-03-16,139.15
2012-03-19,139.4
2012-03-20,135.7
2012-03-21,144.9
2012-03-22,146.2
2012-03-23,150.85
2012-03-26,147.6
2012-03-27,148.95
2012-03-28,150.5
2012-03-29,148.15
2012-03-30,161.25
2012-04-02,169.4
2012-04-03,173.55
2012-04-04,170.3
2012-04-09,167.5
2012-04-10,162.75
2012-04-11,157.2
2012-04-12,155.95
2012-04-13,156.45
2012-04-16,155.65
2012-04-17,152.1
2012-04-18,150.55
2012-04-19,140.35
2012-04-20,140.05
2012-04-23,136.95
2012-04-24,130.7
2012-04-25,134.35
2012-04-26,136.05
2012-04-27,135.25
2012-04-28,134.0
2012-04-30,137.35
2012-05-02,135.05
2012-05-03,135.4
2012-05-04,135.75
2012-05-07,135.55
2012-05-08,135.0
2012-05-09,135.0
2012-05-10,135.15
2012-05-11,135.15
2012-05-14,135.0
2012-05-15,135.55
2012-05-16,135.1
2012-05-17,134.75
2012-05-18,135.15
2012-05-21,134.3
2012-05-22,132.75
2012-05-23,130.6
2012-05-24,125.2
2012-05-25,125.3
2012-05-28,149.45
2012-05-29,146.05
2012-05-30,139.9
2012-05-31,146.15
2012-06-01,145.45
2012-06-04,144.45
2012-06-05,148.1
2012-06-06,150.85
2012-06-07,151.35
2012-06-08,151.15
2012-06-11,145.2
2012-06-12,146.25
2012-06-13,145.15
2012-06-14,145.25
2012-06-15,146.7
2012-06-18,141.75
2012-06-19,144.45
2012-06-20,144.95
2012-06-21,146.6
2012-06-22,146.7
2012-06-25,148.95
2012-06-26,149.1
2012-06-27,152.25
2012-06-28,153.45
2012-06-29,160.75
2012-07-02,175.9
2012-07-03,179.65
2012-07-04,193.2
2012-07-05,203.8
2012-07-06,214.25
2012-07-09,198.45
2012-07-09,198.45
2012-07-10,197.0
2012-07-11,200.75
2012-07-12,193.65
2012-07-13,193.6
2012-07-16,191.3
2012-07-17,198.0
2012-07-18,209.3
2012-07-19,209.65
2012-07-20,212.7
2012-07-23,220.6
2012-07-24,213.05
2012-07-25,208.45
2012-07-26,199.0
2012-07-27,203.95
2012-07-30,206.95
2012-07-31,213.05
2012-08-01,223.75
2012-08-02,229.9
2012-08-03,230.15
2012-08-06,224.05
2012-08-07,239.05
2012-08-08,236.3
2012-08-09,229.95
2012-08-10,227.15
2012-08-13,219.6
2012-08-14,223.7
2012-08-16,216.8
2012-08-17,213.4
2012-08-21,216.4
2012-08-22,212.6
2012-08-23,205.4
2012-08-24,208.75
2012-08-27,209.5
2012-08-28,206.15
2012-08-29,202.15
2012-08-30,201.2
2012-08-31,202.35
2012-09-03,210.95
2012-09-04,206.6
2012-09-05,206.25
2012-09-06,209.45
2012-09-07,217.6
2012-09-08,214.3
2012-09-10,209.8
2012-09-11,216.45
2012-09-12,218.1
2012-09-13,217.85
2012-09-14,214.65
2012-09-17,213.5
2012-09-18,218.75
2012-09-20,219.95
2012-09-21,223.4
2012-09-24,226.35
2012-09-25,234.75
2012-09-26,259.7
2012-09-27,248.0
2012-09-28,252.05
2012-10-01,252.5
2012-10-03,247.25
2012-10-04,249.4
2012-10-05,247.3
2012-10-08,252.05
2012-10-09,249.4
2012-10-10,241.55
2012-10-11,249.55
2012-10-12,259.0
2012-10-15,261.85
2012-10-16,257.85
2012-10-17,255.2
2012-10-18,259.9
2012-10-19,255.1
2012-10-22,277.85
2012-10-23,277.2
2012-10-25,271.05
2012-10-26,265.55
2012-10-29,258.7
2012-10-30,254.35
2012-10-31,252.05
2012-11-01,277.55
2012-11-02,271.3
2012-11-05,283.5
2012-11-06,295.25
2012-11-07,308.0
2012-11-08,311.1
2012-11-09,322.7
2012-11-12,328.9
2012-11-13,318.05
2012-11-15,319.6
2012-11-16,308.05
2012-11-19,298.25
2012-11-20,290.05
2012-11-21,288.15
2012-11-22,305.45
2012-11-23,303.1
2012-11-26,296.35
2012-11-27,294.5
2012-11-29,300.15
2012-11-30,298.05
2012-12-03,291.05
2012-12-04,289.7
2012-12-05,288.75
2012-12-06,288.95
2012-12-07,286.6
2012-12-10,297.05
2012-12-11,307.45
2012-12-12,306.7
2012-12-13,304.25
2012-12-14,308.95
2012-12-17,314.35
2012-12-18,335.85
2012-12-19,331.4
2012-12-20,333.15
2012-12-21,337.1
2012-12-24,359.35
2012-12-26,358.5
2012-12-27,360.85
2012-12-28,357.55
2012-12-31,360.35
