Date,MANALIPETC
2012-01-02,8.35
2012-01-03,8.85
2012-01-04,8.75
2012-01-05,8.8
2012-01-06,8.9
2012-01-07,9.4
2012-01-09,9.15
2012-01-10,9.35
2012-01-11,9.5
2012-01-12,9.55
2012-01-13,10.05
2012-01-16,9.8
2012-01-17,9.8
2012-01-18,10.8
2012-01-19,10.8
2012-01-20,10.75
2012-01-23,10.7
2012-01-24,10.9
2012-01-25,11.25
2012-01-27,11.15
2012-01-30,10.6
2012-01-31,11.05
2012-02-01,11.4
2012-02-02,11.5
2012-02-03,11.25
2012-02-06,11.35
2012-02-07,11.5
2012-02-08,11.45
2012-02-09,11.8
2012-02-10,11.55
2012-02-13,11.7
2012-02-14,11.65
2012-02-15,11.9
2012-02-16,11.9
2012-02-17,11.6
2012-02-21,11.75
2012-02-22,11.45
2012-02-23,11.3
2012-02-24,10.85
2012-02-27,10.7
2012-02-28,11.1
2012-02-29,11.2
2012-03-01,11.0
2012-03-02,11.15
2012-03-03,11.2
2012-03-05,10.95
2012-03-06,10.85
2012-03-07,10.55
2012-03-09,10.75
2012-03-12,10.95
2012-03-13,11.0
2012-03-14,10.85
2012-03-15,10.85
2012-03-16,10.85
2012-03-19,10.7
2012-03-20,10.45
2012-03-21,10.65
2012-03-22,10.25
2012-03-23,10.4
2012-03-26,10.1
2012-03-27,10.05
2012-03-28,9.8
2012-03-29,9.9
2012-03-30,10.15
2012-04-02,10.65
2012-04-03,11.1
2012-04-04,10.9
2012-04-09,11.25
2012-04-10,11.05
2012-04-11,11.15
2012-04-12,11.45
2012-04-13,11.2
2012-04-16,11.3
2012-04-17,11.35
2012-04-18,11.25
2012-04-19,11.85
2012-04-20,11.55
2012-04-23,11.6
2012-04-24,11.95
2012-04-25,11.65
2012-04-26,11.9
2012-04-27,11.7
2012-04-28,11.55
2012-04-30,11.85
2012-05-02,11.75
2012-05-03,11.7
2012-05-04,11.45
2012-05-07,11.65
2012-05-08,11.6
2012-05-09,11.45
2012-05-10,11.4
2012-05-11,11.25
2012-05-14,11.05
2012-05-15,11.1
2012-05-16,11.0
2012-05-17,11.1
2012-05-18,11.0
2012-05-21,11.0
2012-05-22,11.05
2012-05-23,11.0
2012-05-24,11.05
2012-05-25,11.15
2012-05-28,11.35
2012-05-29,11.6
2012-05-30,11.5
2012-05-31,11.4
2012-06-01,11.1
2012-06-04,11.1
2012-06-05,11.0
2012-06-06,11.25
2012-06-07,11.45
2012-06-08,11.35
2012-06-11,11.25
2012-06-12,11.25
2012-06-13,11.25
2012-06-14,11.3
2012-06-15,11.35
2012-06-18,11.2
2012-06-19,11.2
2012-06-20,11.35
2012-06-21,11.45
2012-06-22,11.45
2012-06-25,11.4
2012-06-26,11.6
2012-06-27,11.65
2012-06-28,11.6
2012-06-29,11.8
2012-07-02,12.2
2012-07-03,12.3
2012-07-04,12.9
2012-07-05,13.6
2012-07-06,13.45
2012-07-09,13.3
2012-07-09,13.3
2012-07-10,13.45
2012-07-11,13.1
2012-07-12,13.0
2012-07-13,13.05
2012-07-16,12.85
2012-07-17,12.6
2012-07-18,12.65
2012-07-19,12.05
2012-07-20,12.0
2012-07-23,11.5
2012-07-24,11.25
2012-07-25,11.05
2012-07-26,10.75
2012-07-27,10.65
2012-07-30,10.9
2012-07-31,10.9
2012-08-01,11.2
2012-08-02,11.25
2012-08-03,10.75
2012-08-06,10.7
2012-08-07,11.0
2012-08-08,10.6
2012-08-09,10.75
2012-08-10,10.6
2012-08-13,10.75
2012-08-14,10.6
2012-08-16,10.55
2012-08-17,10.5
2012-08-21,10.7
2012-08-22,10.75
2012-08-23,10.55
2012-08-24,10.4
2012-08-27,10.3
2012-08-28,10.3
2012-08-29,10.05
2012-08-30,10.1
2012-08-31,10.0
2012-09-03,10.0
2012-09-04,10.25
2012-09-05,10.1
2012-09-06,10.2
2012-09-07,10.2
2012-09-08,10.2
2012-09-10,10.25
2012-09-11,10.35
2012-09-12,10.4
2012-09-13,10.5
2012-09-14,10.65
2012-09-17,10.7
2012-09-18,10.7
2012-09-20,10.6
2012-09-21,10.8
2012-09-24,11.05
2012-09-25,11.05
2012-09-26,11.05
2012-09-27,10.85
2012-09-28,10.95
2012-10-01,11.25
2012-10-03,11.2
2012-10-04,11.3
2012-10-05,11.2
2012-10-08,11.0
2012-10-09,11.0
2012-10-10,10.9
2012-10-11,10.9
2012-10-12,10.85
2012-10-15,10.85
2012-10-16,10.75
2012-10-17,10.8
2012-10-18,11.0
2012-10-19,10.85
2012-10-22,10.75
2012-10-23,10.75
2012-10-25,10.65
2012-10-26,10.9
2012-10-29,10.75
2012-10-30,10.95
2012-10-31,11.1
2012-11-01,10.95
2012-11-02,11.7
2012-11-05,12.2
2012-11-06,11.95
2012-11-07,11.65
2012-11-08,12.1
2012-11-09,11.85
2012-11-12,11.8
2012-11-13,11.95
2012-11-15,11.55
2012-11-16,11.45
2012-11-19,11.4
2012-11-20,11.25
2012-11-21,11.25
2012-11-22,11.2
2012-11-23,11.15
2012-11-26,11.45
2012-11-27,11.25
2012-11-29,11.0
2012-11-30,11.4
2012-12-03,11.75
2012-12-04,11.65
2012-12-05,11.45
2012-12-06,11.7
2012-12-07,11.5
2012-12-10,11.4
2012-12-11,11.15
2012-12-12,11.05
2012-12-13,11.05
2012-12-14,11.05
2012-12-17,10.95
2012-12-18,10.95
2012-12-19,11.0
2012-12-20,11.0
2012-12-21,10.8
2012-12-24,10.8
2012-12-26,10.8
2012-12-27,10.8
2012-12-28,10.8
2012-12-31,10.85
