Date,RIIL
2012-01-02,287.35
2012-01-03,301.45
2012-01-04,302.8
2012-01-05,303.7
2012-01-06,313.45
2012-01-07,314.45
2012-01-09,327.65
2012-01-10,393.15
2012-01-11,424.95
2012-01-12,427.6
2012-01-13,428.65
2012-01-16,428.45
2012-01-17,432.75
2012-01-18,433.55
2012-01-19,447.9
2012-01-20,440.55
2012-01-23,430.05
2012-01-24,433.4
2012-01-25,440.3
2012-01-27,441.55
2012-01-30,428.85
2012-01-31,436.5
2012-02-01,443.5
2012-02-02,489.55
2012-02-03,498.65
2012-02-06,494.65
2012-02-07,486.4
2012-02-08,523.1
2012-02-09,521.55
2012-02-10,507.45
2012-02-13,508.1
2012-02-14,514.55
2012-02-15,520.25
2012-02-16,518.3
2012-02-17,525.8
2012-02-21,535.4
2012-02-22,515.95
2012-02-23,506.75
2012-02-24,491.15
2012-02-27,450.25
2012-02-28,472.75
2012-02-29,493.7
2012-03-01,490.85
2012-03-02,491.5
2012-03-03,491.55
2012-03-05,490.95
2012-03-06,478.35
2012-03-07,470.15
2012-03-09,482.3
2012-03-12,488.7
2012-03-13,505.85
2012-03-14,502.65
2012-03-15,483.95
2012-03-16,473.6
2012-03-19,457.05
2012-03-20,448.8
2012-03-21,466.35
2012-03-22,445.45
2012-03-23,444.75
2012-03-26,429.2
2012-03-27,429.95
2012-03-28,421.4
2012-03-29,421.45
2012-03-30,433.05
2012-04-02,441.35
2012-04-03,451.05
2012-04-04,444.95
2012-04-09,433.35
2012-04-10,430.8
2012-04-11,443.5
2012-04-12,447.85
2012-04-13,438.3
2012-04-16,442.6
2012-04-17,450.65
2012-04-18,451.15
2012-04-19,444.5
2012-04-20,434.55
2012-04-23,419.7
2012-04-24,424.2
2012-04-25,421.0
2012-04-26,418.65
2012-04-27,413.65
2012-04-28,413.3
2012-04-30,418.55
2012-05-02,423.55
2012-05-03,417.05
2012-05-04,396.7
2012-05-07,402.3
2012-05-08,390.1
2012-05-09,379.95
2012-05-10,375.35
2012-05-11,367.9
2012-05-14,359.95
2012-05-15,363.2
2012-05-16,352.9
2012-05-17,351.5
2012-05-18,347.45
2012-05-21,395.35
2012-05-22,385.85
2012-05-23,383.75
2012-05-24,390.5
2012-05-25,389.8
2012-05-28,394.05
2012-05-29,401.25
2012-05-30,391.75
2012-05-31,386.2
2012-06-01,372.55
2012-06-04,370.65
2012-06-05,371.8
2012-06-06,400.65
2012-06-07,409.45
2012-06-08,407.15
2012-06-11,402.0
2012-06-12,410.2
2012-06-13,407.0
2012-06-14,393.0
2012-06-15,401.35
2012-06-18,392.5
2012-06-19,395.1
2012-06-20,398.4
2012-06-21,406.3
2012-06-22,405.65
2012-06-25,406.7
2012-06-26,411.4
2012-06-27,410.05
2012-06-28,409.05
2012-06-29,420.8
2012-07-02,432.4
2012-07-03,436.7
2012-07-04,435.75
2012-07-05,439.95
2012-07-06,457.95
2012-07-09,448.9
2012-07-10,454.4
2012-07-11,445.1
2012-07-12,435.65
2012-07-13,428.2
2012-07-16,417.5
2012-07-17,413.7
2012-07-18,413.65
2012-07-19,416.1
2012-07-20,410.6
2012-07-23,399.1
2012-07-24,399.35
2012-07-25,389.9
2012-07-26,377.15
2012-07-27,378.35
2012-07-30,388.4
2012-07-31,387.9
2012-08-01,399.05
2012-08-02,399.65
2012-08-03,394.65
2012-08-06,441.1
2012-08-07,434.85
2012-08-08,434.4
2012-08-09,426.15
2012-08-10,427.4
2012-08-13,431.0
2012-08-14,435.6
2012-08-16,437.7
2012-08-17,426.5
2012-08-21,430.9
2012-08-22,424.3
2012-08-23,418.7
2012-08-24,408.5
2012-08-27,398.5
2012-08-28,387.15
2012-08-29,381.25
2012-08-30,381.1
2012-08-31,381.35
2012-09-03,384.4
2012-09-04,389.9
2012-09-05,400.2
2012-09-06,396.95
2012-09-07,403.0
2012-09-08,403.7
2012-09-10,404.0
2012-09-11,400.65
2012-09-12,403.4
2012-09-13,409.4
2012-09-14,418.9
2012-09-17,428.0
2012-09-18,427.75
2012-09-20,415.55
2012-09-21,429.35
2012-09-24,434.25
2012-09-25,439.2
2012-09-26,435.7
2012-09-27,440.3
2012-09-28,436.3
2012-10-01,438.15
2012-10-03,451.7
2012-10-04,463.65
2012-10-05,449.05
2012-10-08,440.15
2012-10-09,445.65
2012-10-10,434.25
2012-10-11,436.8
2012-10-12,437.05
2012-10-15,437.5
2012-10-16,429.4
2012-10-17,428.65
2012-10-18,433.8
2012-10-19,425.35
2012-10-22,423.85
2012-10-23,421.9
2012-10-25,418.4
2012-10-26,407.6
2012-10-29,407.3
2012-10-30,397.15
2012-10-31,399.25
2012-11-01,406.95
2012-11-02,408.55
2012-11-05,404.0
2012-11-06,405.3
2012-11-07,411.4
2012-11-08,404.85
2012-11-09,399.25
2012-11-12,402.9
2012-11-13,401.1
2012-11-15,410.6
2012-11-16,399.75
2012-11-19,400.0
2012-11-20,389.75
2012-11-21,392.95
2012-11-22,391.65
2012-11-23,392.5
2012-11-26,394.55
2012-11-27,405.7
2012-11-29,408.05
2012-11-30,430.6
2012-12-03,437.7
2012-12-04,460.4
2012-12-05,454.6
2012-12-06,458.7
2012-12-07,458.15
2012-12-10,469.4
2012-12-11,454.75
2012-12-12,456.85
2012-12-13,446.6
2012-12-14,455.35
2012-12-17,451.7
2012-12-18,452.55
2012-12-19,463.05
2012-12-20,454.85
2012-12-21,438.5
2012-12-24,439.1
2012-12-26,442.15
2012-12-27,436.9
2012-12-28,444.15
2012-12-31,444.8
