Date,TRENT
2012-01-02,840.5
2012-01-03,851.05
2012-01-04,838.75
2012-01-05,831.65
2012-01-06,811.2
2012-01-07,843.05
2012-01-09,831.65
2012-01-10,833.4
2012-01-11,848.8
2012-01-12,835.2
2012-01-13,837.4
2012-01-16,830.15
2012-01-17,850.25
2012-01-18,838.35
2012-01-19,850.5
2012-01-20,839.35
2012-01-23,854.45
2012-01-24,890.5
2012-01-25,900.3
2012-01-27,882.5
2012-01-30,863.85
2012-01-31,876.0
2012-02-01,864.95
2012-02-02,928.25
2012-02-03,942.25
2012-02-06,929.4
2012-02-07,918.85
2012-02-08,890.15
2012-02-09,905.0
2012-02-10,917.2
2012-02-13,918.65
2012-02-14,940.5
2012-02-15,950.25
2012-02-16,915.1
2012-02-17,930.0
2012-02-21,940.4
2012-02-22,912.65
2012-02-23,914.85
2012-02-24,897.0
2012-02-27,883.5
2012-02-28,910.9
2012-02-29,947.15
2012-03-01,945.25
2012-03-02,931.1
2012-03-03,930.85
2012-03-05,913.8
2012-03-06,908.35
2012-03-07,903.3
2012-03-09,909.9
2012-03-12,906.9
2012-03-13,923.2
2012-03-14,933.7
2012-03-15,926.7
2012-03-16,951.4
2012-03-19,933.6
2012-03-20,935.95
2012-03-21,939.3
2012-03-22,928.15
2012-03-23,921.6
2012-03-26,916.7
2012-03-27,941.45
2012-03-28,929.55
2012-03-29,925.05
2012-03-30,951.95
2012-04-02,946.45
2012-04-03,939.0
2012-04-04,916.15
2012-04-09,917.3
2012-04-10,910.65
2012-04-11,910.85
2012-04-12,916.25
2012-04-13,910.15
2012-04-16,910.05
2012-04-17,913.9
2012-04-18,904.65
2012-04-19,916.0
2012-04-20,906.85
2012-04-23,888.4
2012-04-24,873.2
2012-04-25,872.7
2012-04-26,880.45
2012-04-27,920.9
2012-04-28,906.15
2012-04-30,919.25
2012-05-02,907.3
2012-05-03,901.25
2012-05-04,887.1
2012-05-07,883.55
2012-05-08,902.6
2012-05-09,897.9
2012-05-10,913.65
2012-05-11,880.2
2012-05-14,906.35
2012-05-15,900.6
2012-05-16,893.6
2012-05-17,909.6
2012-05-18,896.6
2012-05-21,893.9
2012-05-22,912.75
2012-05-23,911.55
2012-05-24,909.05
2012-05-25,909.7
2012-05-28,909.0
2012-05-29,914.1
2012-05-30,922.45
2012-05-31,918.75
2012-06-01,912.2
2012-06-04,901.5
2012-06-05,881.15
2012-06-06,891.75
2012-06-07,894.15
2012-06-08,891.9
2012-06-11,899.65
2012-06-12,910.35
2012-06-13,913.7
2012-06-14,917.9
2012-06-15,922.45
2012-06-18,919.45
2012-06-19,910.6
2012-06-20,919.9
2012-06-21,940.95
2012-06-22,954.4
2012-06-25,934.55
2012-06-26,930.45
2012-06-27,925.75
2012-06-28,923.3
2012-06-29,981.2
2012-07-02,971.5
2012-07-03,951.15
2012-07-04,957.3
2012-07-05,1027.9
2012-07-06,1058.2
2012-07-09,1014.8
2012-07-10,1020.6
2012-07-11,1017.7
