Date,JAICORPLTD
2012-01-02,51.85
2012-01-03,54.65
2012-01-04,54.9
2012-01-05,54.55
2012-01-06,55.4
2012-01-07,56.1
2012-01-09,58.65
2012-01-10,70.35
2012-01-11,73.4
2012-01-12,73.25
2012-01-13,74.75
2012-01-16,72.85
2012-01-17,75.05
2012-01-18,74.35
2012-01-19,79.8
2012-01-20,79.2
2012-01-23,77.8
2012-01-24,78.85
2012-01-25,80.65
2012-01-27,80.9
2012-01-30,76.5
2012-01-31,78.85
2012-02-01,79.95
2012-02-02,86.75
2012-02-03,88.2
2012-02-06,87.85
2012-02-07,85.0
2012-02-08,88.8
2012-02-09,92.0
2012-02-10,89.05
2012-02-13,88.05
2012-02-14,90.65
2012-02-15,92.45
2012-02-16,94.7
2012-02-17,102.4
2012-02-21,114.55
2012-02-22,103.4
2012-02-23,100.85
2012-02-24,98.2
2012-02-27,90.15
2012-02-28,95.75
2012-02-29,100.75
2012-03-01,99.35
2012-03-02,100.6
2012-03-03,99.6
2012-03-05,97.55
2012-03-06,94.8
2012-03-07,95.25
2012-03-09,97.85
2012-03-12,100.25
2012-03-13,105.6
2012-03-14,104.5
2012-03-15,98.95
2012-03-16,94.55
2012-03-19,93.85
2012-03-20,94.75
2012-03-21,97.55
2012-03-22,92.6
2012-03-23,91.45
2012-03-26,87.7
2012-03-27,87.75
2012-03-28,84.1
2012-03-29,84.25
2012-03-30,87.0
2012-04-02,89.6
2012-04-03,90.85
2012-04-04,88.85
2012-04-09,87.0
2012-04-10,87.25
2012-04-11,86.25
2012-04-12,84.5
2012-04-13,82.05
2012-04-16,82.0
2012-04-17,82.05
2012-04-18,81.15
2012-04-19,78.95
2012-04-20,77.2
2012-04-23,75.15
2012-04-24,74.6
2012-04-25,71.3
2012-04-26,68.6
2012-04-27,66.7
2012-04-28,68.5
2012-04-30,67.95
2012-05-02,66.25
2012-05-03,63.4
2012-05-04,59.5
2012-05-07,61.1
2012-05-08,58.4
2012-05-09,57.1
2012-05-10,56.95
2012-05-11,56.85
2012-05-14,55.65
2012-05-15,55.15
2012-05-16,53.2
2012-05-17,53.4
2012-05-18,52.55
2012-05-21,58.95
2012-05-22,57.2
2012-05-23,58.85
2012-05-24,58.05
2012-05-25,58.1
2012-05-28,59.05
2012-05-29,58.1
2012-05-30,57.1
2012-05-31,56.3
2012-06-01,54.6
2012-06-04,53.6
2012-06-05,54.25
2012-06-06,59.05
2012-06-07,58.85
2012-06-08,58.35
2012-06-11,57.8
2012-06-12,59.0
2012-06-13,58.2
2012-06-14,55.8
2012-06-15,56.25
2012-06-18,54.9
2012-06-19,55.95
2012-06-20,56.45
2012-06-21,57.2
2012-06-22,55.8
2012-06-25,55.65
2012-06-26,55.85
2012-06-27,55.8
2012-06-28,55.25
2012-06-29,56.0
2012-07-02,58.55
2012-07-03,62.05
2012-07-04,62.7
2012-07-05,63.3
2012-07-06,66.15
2012-07-09,64.55
2012-07-09,64.55
2012-07-10,66.35
2012-07-11,64.65
2012-07-12,63.1
2012-07-13,62.55
2012-07-16,60.95
2012-07-17,61.65
2012-07-18,62.25
2012-07-19,62.2
2012-07-20,61.0
2012-07-23,58.2
2012-07-24,57.45
2012-07-25,56.3
2012-07-26,53.75
2012-07-27,52.25
2012-07-30,54.7
2012-07-31,55.65
2012-08-01,56.8
2012-08-02,56.95
2012-08-03,56.2
2012-08-06,60.95
2012-08-07,60.4
2012-08-08,59.05
2012-08-09,57.7
2012-08-10,57.45
2012-08-13,57.85
2012-08-14,59.45
2012-08-16,60.55
2012-08-17,58.5
2012-08-21,59.55
2012-08-22,58.25
2012-08-23,57.6
2012-08-24,56.05
2012-08-27,54.95
2012-08-28,53.45
2012-08-29,52.65
2012-08-30,52.9
2012-08-31,52.6
2012-09-03,53.0
2012-09-04,53.85
2012-09-05,54.2
2012-09-06,53.45
2012-09-07,54.35
2012-09-08,54.55
2012-09-10,55.2
2012-09-11,54.65
2012-09-12,54.8
2012-09-13,54.9
2012-09-14,55.9
2012-09-17,57.95
2012-09-18,58.7
2012-09-20,57.05
2012-09-21,59.55
2012-09-24,61.35
2012-09-25,63.3
2012-09-26,62.5
2012-09-27,64.6
2012-09-28,63.1
2012-10-01,62.35
2012-10-03,64.15
2012-10-04,67.1
2012-10-05,63.95
2012-10-08,62.45
2012-10-09,63.25
2012-10-10,60.8
2012-10-11,61.75
2012-10-12,60.95
2012-10-15,60.8
2012-10-16,60.95
2012-10-17,60.25
2012-10-18,62.35
2012-10-19,60.5
2012-10-22,60.7
2012-10-23,60.7
2012-10-25,60.1
2012-10-26,58.5
2012-10-29,58.5
2012-10-30,56.05
2012-10-31,56.4
2012-11-01,57.75
2012-11-02,57.75
2012-11-05,57.4
2012-11-06,57.85
2012-11-07,59.0
2012-11-08,57.6
2012-11-09,56.6
2012-11-12,57.45
2012-11-13,57.75
2012-11-15,58.9
2012-11-16,57.95
2012-11-19,57.05
2012-11-20,55.05
2012-11-21,55.6
2012-11-22,55.45
2012-11-23,55.55
2012-11-26,55.65
2012-11-27,57.8
2012-11-29,58.25
2012-11-30,59.85
2012-12-03,60.95
2012-12-04,63.75
2012-12-05,64.2
2012-12-06,63.7
2012-12-07,66.0
2012-12-10,69.1
2012-12-11,67.65
2012-12-12,67.75
2012-12-13,66.15
2012-12-14,70.75
2012-12-17,70.75
2012-12-18,70.5
2012-12-19,72.5
2012-12-20,70.7
2012-12-21,67.05
2012-12-24,67.55
2012-12-26,67.85
2012-12-27,66.65
2012-12-28,67.7
2012-12-31,67.3
