Date,BALAMINES
2012-01-02,32.05
2012-01-03,34.95
2012-01-04,33.8
2012-01-05,34.0
2012-01-06,33.7
2012-01-07,33.55
2012-01-09,34.0
2012-01-10,35.55
2012-01-11,35.65
2012-01-12,35.5
2012-01-13,36.25
2012-01-16,37.65
2012-01-17,37.1
2012-01-18,35.05
2012-01-19,35.0
2012-01-20,34.05
2012-01-23,35.0
2012-01-24,36.25
2012-01-25,35.95
2012-01-27,35.8
2012-01-30,36.45
2012-01-31,38.35
2012-02-01,40.45
2012-02-02,39.4
2012-02-03,39.5
2012-02-06,40.55
2012-02-07,39.5
2012-02-08,39.95
2012-02-09,39.95
2012-02-10,39.55
2012-02-13,39.0
2012-02-14,39.0
2012-02-15,39.4
2012-02-16,39.1
2012-02-17,39.65
2012-02-21,40.5
2012-02-22,38.8
2012-02-23,38.75
2012-02-24,39.0
2012-02-27,37.85
2012-02-28,38.45
2012-02-29,38.15
2012-03-01,38.85
2012-03-02,39.25
2012-03-03,39.6
2012-03-05,39.5
2012-03-06,37.95
2012-03-07,37.4
2012-03-09,38.35
2012-03-12,38.0
2012-03-13,38.05
2012-03-14,38.4
2012-03-15,38.0
2012-03-16,38.15
2012-03-19,38.35
2012-03-20,38.45
2012-03-21,38.8
2012-03-22,37.7
2012-03-23,37.35
2012-03-26,36.8
2012-03-27,36.95
2012-03-28,37.1
2012-03-29,36.75
2012-03-30,36.9
2012-04-02,38.25
2012-04-03,38.1
2012-04-04,38.0
2012-04-09,38.6
2012-04-10,38.35
2012-04-11,38.7
2012-04-12,37.85
2012-04-13,37.9
2012-04-16,39.7
2012-04-17,38.05
2012-04-18,38.2
2012-04-19,39.35
2012-04-20,39.65
2012-04-23,39.8
2012-04-24,39.6
2012-04-25,38.9
2012-04-26,38.65
2012-04-27,38.4
2012-04-28,40.4
2012-04-30,40.95
2012-05-02,41.15
2012-05-03,41.8
2012-05-04,39.85
2012-05-07,38.9
2012-05-08,38.8
2012-05-09,39.5
2012-05-10,38.4
2012-05-11,37.55
2012-05-14,38.0
2012-05-15,38.1
2012-05-16,38.1
2012-05-17,37.7
2012-05-18,36.7
2012-05-21,36.8
2012-05-22,36.7
2012-05-23,36.35
2012-05-24,36.7
2012-05-25,37.7
2012-05-28,36.9
2012-05-29,37.0
2012-05-30,36.65
2012-05-31,37.35
2012-06-01,36.5
2012-06-04,37.05
2012-06-05,36.7
2012-06-06,37.1
2012-06-07,36.7
2012-06-08,36.7
2012-06-11,36.25
2012-06-12,36.5
2012-06-13,36.5
2012-06-14,36.2
2012-06-15,36.2
2012-06-18,35.8
2012-06-19,36.2
2012-06-20,36.8
2012-06-21,36.2
2012-06-22,36.5
2012-06-25,36.5
2012-06-26,36.25
2012-06-27,36.9
2012-06-28,37.0
2012-06-29,37.85
2012-07-02,39.0
2012-07-03,40.7
2012-07-04,40.55
2012-07-05,41.55
2012-07-06,42.8
2012-07-09,41.5
2012-07-09,41.5
2012-07-10,42.05
2012-07-11,41.55
2012-07-12,41.05
2012-07-13,41.5
2012-07-16,41.9
2012-07-17,41.3
2012-07-18,42.7
2012-07-19,42.55
2012-07-20,42.0
2012-07-23,41.55
2012-07-24,41.5
2012-07-25,41.95
2012-07-26,41.05
2012-07-27,40.1
2012-07-30,41.4
2012-07-31,41.9
2012-08-01,41.55
2012-08-02,41.2
2012-08-03,41.5
2012-08-06,41.55
2012-08-07,40.5
2012-08-08,40.5
2012-08-09,40.85
2012-08-10,40.1
2012-08-13,41.0
2012-08-14,40.35
2012-08-16,41.3
2012-08-17,41.8
2012-08-21,44.35
2012-08-22,47.15
2012-08-23,45.9
2012-08-24,45.65
2012-08-27,46.75
2012-08-28,45.45
2012-08-29,45.35
2012-08-30,45.0
2012-08-31,44.95
2012-09-03,44.45
2012-09-04,44.2
2012-09-05,44.5
2012-09-06,46.8
2012-09-07,47.8
2012-09-08,51.5
2012-09-10,50.4
2012-09-11,52.3
2012-09-12,51.45
2012-09-13,51.9
2012-09-14,52.85
2012-09-17,51.5
2012-09-18,51.3
2012-09-20,51.4
2012-09-21,51.95
2012-09-24,51.95
2012-09-25,51.95
2012-09-26,54.45
2012-09-27,57.7
2012-09-28,59.05
2012-10-01,60.3
2012-10-03,60.25
2012-10-04,59.0
2012-10-05,56.8
2012-10-08,57.3
2012-10-09,58.55
2012-10-10,58.0
2012-10-11,57.05
2012-10-12,56.9
2012-10-15,59.65
2012-10-16,59.55
2012-10-17,58.95
2012-10-18,59.6
2012-10-19,58.85
2012-10-22,59.35
2012-10-23,63.8
2012-10-25,65.45
2012-10-26,63.8
2012-10-29,60.55
2012-10-30,53.95
2012-10-31,54.2
2012-11-01,56.85
2012-11-02,57.0
2012-11-05,56.0
2012-11-06,56.1
2012-11-07,55.9
2012-11-08,55.4
2012-11-09,54.45
2012-11-12,54.0
2012-11-13,53.9
2012-11-15,53.05
2012-11-16,53.4
2012-11-19,52.45
2012-11-20,52.1
2012-11-21,50.3
2012-11-22,51.6
2012-11-23,51.2
2012-11-26,50.9
2012-11-27,50.55
2012-11-29,51.15
2012-11-30,53.2
2012-12-03,57.0
2012-12-04,56.4
2012-12-05,56.7
2012-12-06,57.1
2012-12-07,56.0
2012-12-10,55.45
2012-12-11,54.6
2012-12-12,54.85
2012-12-13,53.85
2012-12-14,53.65
2012-12-17,55.25
2012-12-18,56.0
2012-12-19,55.45
2012-12-20,54.7
2012-12-21,53.35
2012-12-24,54.3
2012-12-26,54.25
2012-12-27,54.2
2012-12-28,54.0
2012-12-31,54.05
