Date,RNAVAL
2012-01-02,66.0
2012-01-03,67.25
2012-01-04,65.75
2012-01-05,66.1
2012-01-06,65.9
2012-01-07,65.95
2012-01-09,66.75
2012-01-10,69.0
2012-01-11,69.0
2012-01-12,69.25
2012-01-13,69.35
2012-01-16,70.15
2012-01-17,69.7
2012-01-18,69.85
2012-01-19,68.0
2012-01-20,69.0
2012-01-23,68.8
2012-01-24,69.7
2012-01-25,70.2
2012-01-27,71.15
2012-01-30,70.95
2012-01-31,71.8
2012-02-01,73.0
2012-02-02,72.7
2012-02-03,72.2
2012-02-06,72.95
2012-02-07,73.05
2012-02-08,73.15
2012-02-09,74.95
2012-02-10,74.2
2012-02-13,74.05
2012-02-14,74.1
2012-02-15,74.5
2012-02-16,76.0
2012-02-17,74.75
2012-02-21,75.7
2012-02-22,76.3
2012-02-23,76.5
2012-02-24,75.95
2012-02-27,75.45
2012-02-28,75.85
2012-02-29,75.6
2012-03-01,75.6
2012-03-02,75.7
2012-03-03,75.95
2012-03-05,76.0
2012-03-06,76.4
2012-03-07,75.6
2012-03-09,76.2
2012-03-12,77.0
2012-03-13,76.95
2012-03-14,77.45
2012-03-15,80.8
2012-03-16,80.0
2012-03-19,80.65
2012-03-20,81.3
2012-03-21,80.25
2012-03-22,79.8
2012-03-23,79.85
2012-03-26,81.15
2012-03-27,80.4
2012-03-28,80.05
2012-03-29,79.9
2012-03-30,80.0
2012-04-02,80.65
2012-04-03,80.55
2012-04-04,80.45
2012-04-09,79.75
2012-04-10,80.2
2012-04-11,79.9
2012-04-12,80.05
2012-04-13,80.25
2012-04-16,80.8
2012-04-17,81.0
2012-04-18,81.35
2012-04-19,80.85
2012-04-20,81.15
2012-04-23,80.4
2012-04-24,80.5
2012-04-25,80.4
2012-04-26,80.8
2012-04-27,81.0
2012-04-28,82.6
2012-04-30,83.35
2012-05-02,79.55
2012-05-03,86.7
2012-05-04,84.05
2012-05-07,84.5
2012-05-08,83.75
2012-05-09,84.05
2012-05-10,84.2
2012-05-11,83.75
2012-05-14,84.0
2012-05-15,84.45
2012-05-16,83.8
2012-05-17,84.7
2012-05-18,82.15
2012-05-21,81.75
2012-05-22,81.0
2012-05-23,81.05
2012-05-24,82.0
2012-05-25,82.25
2012-05-28,82.7
2012-05-29,82.35
2012-05-30,82.2
2012-05-31,81.95
2012-06-01,81.2
2012-06-04,81.2
2012-06-05,81.35
2012-06-06,81.75
2012-06-07,81.2
2012-06-08,80.55
2012-06-11,80.05
2012-06-12,81.45
2012-06-13,82.95
2012-06-14,82.7
2012-06-15,83.5
2012-06-18,82.95
2012-06-19,83.25
2012-06-20,83.25
2012-06-21,83.4
2012-06-22,83.7
2012-06-25,84.45
2012-06-26,85.0
2012-06-27,84.5
2012-06-28,84.2
2012-06-29,84.1
2012-07-02,83.65
2012-07-03,84.4
2012-07-04,84.35
2012-07-05,85.95
2012-07-06,85.45
2012-07-09,82.9
2012-07-09,82.9
2012-07-10,81.85
2012-07-11,81.75
2012-07-12,81.05
2012-07-13,80.95
2012-07-16,80.4
2012-07-17,79.75
2012-07-18,79.4
2012-07-19,80.6
2012-07-20,79.9
2012-07-23,79.75
2012-07-24,77.1
2012-07-25,77.8
2012-07-26,62.25
2012-07-27,55.75
2012-07-30,58.35
2012-07-31,60.7
2012-08-01,62.7
2012-08-02,63.1
2012-08-03,62.55
2012-08-06,61.4
2012-08-07,60.0
2012-08-08,57.65
2012-08-09,55.7
2012-08-10,57.5
2012-08-13,57.35
2012-08-14,58.5
2012-08-16,59.65
2012-08-17,61.55
2012-08-21,60.15
2012-08-22,59.9
2012-08-23,61.15
2012-08-24,61.35
2012-08-27,61.8
2012-08-28,63.6
2012-08-29,65.7
2012-08-30,68.35
2012-08-31,68.7
2012-09-03,69.65
2012-09-04,69.65
2012-09-05,69.75
2012-09-06,71.0
2012-09-07,73.6
2012-09-08,73.65
2012-09-10,75.0
2012-09-11,75.15
2012-09-12,75.35
2012-09-13,75.65
2012-09-14,76.3
2012-09-17,76.7
2012-09-18,76.75
2012-09-20,76.4
2012-09-21,77.25
2012-09-24,77.45
2012-09-25,77.5
2012-09-26,78.25
2012-09-27,78.4
2012-09-28,78.45
2012-10-01,78.8
2012-10-03,78.35
2012-10-04,78.5
2012-10-05,77.85
2012-10-08,77.35
2012-10-09,77.3
2012-10-10,77.25
2012-10-11,77.1
2012-10-12,77.3
2012-10-15,77.45
2012-10-16,77.25
2012-10-17,75.3
2012-10-18,77.1
2012-10-19,78.8
2012-10-22,78.85
2012-10-23,79.15
2012-10-25,79.1
2012-10-26,79.6
2012-10-29,79.5
2012-10-30,79.35
2012-10-31,79.0
2012-11-01,82.2
2012-11-02,82.3
2012-11-05,83.25
2012-11-06,84.95
2012-11-07,84.4
2012-11-08,82.85
2012-11-09,82.55
2012-11-12,82.25
2012-11-13,83.75
2012-11-15,82.8
2012-11-16,82.85
2012-11-19,84.6
2012-11-20,85.5
2012-11-21,85.05
2012-11-22,85.05
2012-11-23,85.35
2012-11-26,85.95
2012-11-27,85.7
2012-11-29,85.0
2012-11-30,84.15
2012-12-03,84.85
2012-12-04,86.5
2012-12-05,90.2
2012-12-06,93.9
2012-12-07,94.6
2012-12-10,94.7
2012-12-11,95.4
2012-12-12,96.65
2012-12-13,95.95
2012-12-14,92.95
2012-12-17,90.3
2012-12-18,90.95
2012-12-19,90.85
2012-12-20,90.95
2012-12-21,90.35
2012-12-24,91.2
2012-12-26,90.8
2012-12-27,90.05
2012-12-28,90.75
2012-12-31,91.15
