Date,ORISSAMINE
2012-05-17,28094.65
2012-05-18,27696.85
2012-05-21,28879.6
2012-05-22,27955.3
2012-05-23,27568.25
2012-05-24,27378.05
2012-05-25,27640.4
2012-05-28,27776.25
2012-05-29,27835.3
2012-05-30,27318.0
2012-05-31,27088.55
2012-06-01,26154.2
2012-06-04,25849.5
2012-06-05,27850.1
2012-06-06,28425.25
2012-06-07,28371.25
2012-06-08,28069.7
2012-06-11,27851.15
2012-06-12,27588.5
2012-06-13,27593.75
2012-06-14,27287.3
2012-06-15,27351.75
2012-06-18,26979.55
2012-06-19,26962.15
2012-06-20,27486.3
2012-06-21,27362.7
2012-06-22,27557.15
2012-06-25,27554.9
2012-06-26,27569.95
2012-06-27,28383.15
2012-06-28,28700.7
2012-06-29,32966.05
2012-07-02,34265.3
2012-07-03,34276.1
2012-07-04,34104.45
2012-07-05,34476.4
2012-07-06,33914.1
2012-07-09,33070.65
2012-07-09,33070.65
2012-07-10,33298.55
2012-07-11,32261.35
2012-07-12,31663.4
2012-07-13,31209.6
2012-07-16,30457.9
2012-07-17,30187.5
2012-07-18,29943.95
2012-07-19,32149.05
2012-07-20,31251.5
2012-07-23,30368.7
2012-07-24,30300.05
2012-07-25,36360.05
2012-07-26,40737.0
2012-07-27,41599.5
2012-07-30,42681.3
2012-07-31,46103.4
2012-08-01,48823.15
2012-08-02,49978.55
2012-08-03,54859.75
2012-08-06,57602.7
2012-08-07,55275.65
2012-08-08,53734.05
2012-08-09,51052.7
2012-08-10,52592.5
2012-08-13,49962.9
2012-08-14,47464.8
2012-08-16,49838.0
2012-08-17,50907.5
2012-08-21,48931.4
2012-08-22,49822.5
2012-08-23,51526.2
2012-08-24,54102.5
2012-08-27,56626.25
2012-08-28,55157.5
2012-08-29,56852.7
2012-08-30,56495.1
2012-08-31,55327.5
2012-09-03,52561.15
2012-09-04,50588.95
2012-09-05,53007.7
2012-09-06,52953.2
2012-09-07,53118.35
2012-09-08,53891.25
2012-09-10,54805.75
2012-09-11,54421.85
2012-09-12,52295.5
2012-09-13,53192.95
2012-09-14,47873.7
2012-09-17,44875.1
2012-09-18,47954.9
2012-09-20,46282.85
2012-09-21,45812.55
2012-09-24,45066.75
2012-09-25,44964.75
2012-09-26,45419.5
2012-09-27,45504.45
2012-09-28,45483.15
2012-10-01,45090.9
2012-10-03,45744.3
2012-10-04,45342.0
2012-10-05,44791.45
2012-10-08,43367.0
2012-10-09,43597.1
2012-10-10,44019.7
2012-10-11,43881.95
2012-10-12,43753.95
2012-10-15,43190.7
2012-10-16,47509.75
2012-10-17,46022.65
2012-10-18,48626.0
2012-10-19,47513.2
2012-10-22,47968.15
2012-10-23,47007.2
2012-10-25,47289.05
2012-10-26,46411.8
2012-10-29,4450.8
2012-10-30,4469.35
2012-10-31,4359.3
2012-11-01,4216.0
2012-11-02,4220.25
2012-11-05,4149.15
2012-11-06,4059.7
2012-11-07,4126.4
2012-11-08,4095.45
2012-11-09,4014.75
2012-11-12,3912.9
2012-11-13,3853.25
2012-11-15,3829.3
2012-11-16,3745.75
2012-11-19,3696.9
2012-11-20,3612.9
2012-11-21,3529.2
2012-11-22,3890.9
2012-11-23,3760.65
2012-11-26,3725.55
2012-11-27,3689.35
2012-11-29,3660.65
2012-11-30,3744.15
2012-12-03,3765.3
2012-12-04,3721.4
2012-12-05,3885.4
2012-12-06,3868.25
2012-12-07,3856.15
2012-12-10,3853.9
2012-12-11,3829.55
2012-12-12,3862.65
2012-12-13,3860.85
2012-12-14,3834.5
2012-12-17,3864.15
2012-12-18,3898.55
2012-12-19,3857.65
2012-12-20,3853.55
2012-12-21,3800.4
2012-12-24,3775.4
2012-12-26,3761.4
2012-12-27,3749.4
2012-12-28,3750.95
2012-12-31,3732.7
