Date,IVZINGOLD
2012-01-02,2696.6
2012-01-03,2702.05
2012-01-04,2736.8
2012-01-05,2738.0
2012-01-06,2748.0
2012-01-07,2755.0
2012-01-09,2760.95
2012-01-10,2728.45
2012-01-11,2730.0
2012-01-12,2724.6
2012-01-13,2729.8
2012-01-16,2718.75
2012-01-17,2735.35
2012-01-18,2714.95
2012-01-19,2721.0
2012-01-20,2703.5
2012-01-23,2715.7
2012-01-24,2711.0
2012-01-25,2699.2
2012-01-27,2743.05
2012-01-30,2748.75
2012-01-31,2780.8
2012-02-01,2787.8
2012-02-02,2780.15
2012-02-03,2764.25
2012-02-06,2731.2
2012-02-07,2732.05
2012-02-08,2769.25
2012-02-09,2765.1
2012-02-10,2760.0
2012-02-13,2756.2
2012-02-14,2740.55
2012-02-15,2739.05
2012-02-16,2740.15
2012-02-17,2763.35
2012-02-21,2771.3
2012-02-22,2775.05
2012-02-23,2827.05
2012-02-24,2817.55
2012-02-27,2808.1
2012-02-28,2810.4
2012-02-29,2802.0
2012-03-01,2762.65
2012-03-02,2780.1
2012-03-03,2762.95
2012-03-05,2733.85
2012-03-06,2745.0
2012-03-07,2751.55
2012-03-09,2748.0
2012-03-12,2758.45
2012-03-13,2752.6
2012-03-14,2717.2
2012-03-15,2725.05
2012-03-16,2750.15
2012-03-19,2748.9
2012-03-20,2721.05
2012-03-21,2728.25
2012-03-22,2734.15
2012-03-23,2750.9
2012-03-26,2753.0
2012-03-27,2786.8
2012-03-28,2766.1
2012-03-29,2756.25
2012-03-30,2752.9
2012-04-02,2755.5
2012-04-03,2779.45
2012-04-04,2751.9
2012-04-09,2766.6
2012-04-10,2767.5
2012-04-11,2790.35
2012-04-12,2765.6
2012-04-13,2786.6
2012-04-16,2798.95
2012-04-17,2781.0
2012-04-18,2795.35
2012-04-19,2794.0
2012-04-20,2825.55
2012-04-23,2830.5
2012-04-24,2865.25
2012-04-25,2827.35
2012-04-26,2844.95
2012-04-27,2849.2
2012-04-28,2862.05
2012-04-30,2860.05
2012-05-02,2865.05
2012-05-03,2883.45
2012-05-04,2876.1
2012-05-07,2869.2
2012-05-08,2849.3
2012-05-09,2807.5
2012-05-10,2792.7
2012-05-11,2788.4
2012-05-14,2773.1
2012-05-15,2778.6
2012-05-16,2748.6
2012-05-17,2773.9
2012-05-18,2825.3
2012-05-21,2853.75
2012-05-22,2840.1
2012-05-23,2858.0
2012-05-24,2857.1
2012-05-25,2829.15
2012-05-28,2864.9
2012-05-29,2862.1
2012-05-30,2850.4
2012-05-31,2871.2
2012-06-01,2841.45
2012-06-04,2925.7
2012-06-05,2917.9
2012-06-06,2922.4
2012-06-07,2900.1
2012-06-08,2853.0
2012-06-11,2894.85
2012-06-12,2911.65
2012-06-13,2930.55
2012-06-14,2944.25
2012-06-15,2940.05
2012-06-18,2943.4
2012-06-19,2965.0
2012-06-20,2970.35
2012-06-21,2945.55
2012-06-22,2929.4
2012-06-25,2943.1
2012-06-26,2962.55
2012-06-27,2940.0
2012-06-28,2934.05
2012-06-29,2905.05
