Date,EMMBI
2012-01-02,11.95
2012-01-03,13.0
2012-01-04,12.9
2012-01-05,12.85
2012-01-06,12.4
2012-01-07,12.3
2012-01-09,13.1
2012-01-10,13.35
2012-01-11,13.05
2012-01-12,13.3
2012-01-13,14.15
2012-01-16,14.0
2012-01-17,14.25
2012-01-18,13.95
2012-01-19,14.15
2012-01-20,13.7
2012-01-23,14.35
2012-01-24,14.0
2012-01-25,14.45
2012-01-27,14.0
2012-01-30,14.25
2012-01-31,14.15
2012-02-01,14.25
2012-02-02,13.95
2012-02-03,14.0
2012-02-06,14.0
2012-02-07,14.0
2012-02-08,13.85
2012-02-09,14.4
2012-02-10,14.6
2012-02-13,15.0
2012-02-14,15.8
2012-02-15,14.75
2012-02-16,14.45
2012-02-17,14.3
2012-02-21,14.45
2012-02-22,13.75
2012-02-23,13.65
2012-02-24,13.25
2012-02-27,13.1
2012-02-28,13.5
2012-02-29,13.55
2012-03-01,13.75
2012-03-02,13.5
2012-03-03,13.1
2012-03-05,13.4
2012-03-06,13.45
2012-03-07,13.05
2012-03-09,13.85
2012-03-12,15.25
2012-03-13,14.8
2012-03-14,14.5
2012-03-15,14.1
2012-03-16,13.9
2012-03-19,13.9
2012-03-20,14.0
2012-03-21,14.1
2012-03-22,13.75
2012-03-23,13.55
2012-03-26,13.35
2012-03-27,13.25
2012-03-28,13.25
2012-03-29,13.25
2012-03-30,13.3
2012-04-02,13.3
2012-04-03,13.65
2012-04-04,14.45
2012-04-09,14.55
2012-04-10,13.85
2012-04-11,14.0
2012-04-12,13.7
2012-04-13,13.65
2012-04-16,13.5
2012-04-17,13.35
2012-04-18,14.1
2012-04-19,13.75
2012-04-20,13.7
2012-04-23,13.8
2012-04-24,13.5
2012-04-25,13.3
2012-04-26,13.15
2012-04-27,12.75
2012-04-28,12.65
2012-04-30,13.3
2012-05-02,13.0
2012-05-03,13.15
2012-05-04,13.1
2012-05-07,12.8
2012-05-08,12.85
2012-05-09,12.5
2012-05-10,12.65
2012-05-11,12.2
2012-05-14,12.0
2012-05-15,12.25
2012-05-16,12.0
2012-05-17,11.9
2012-05-18,12.2
2012-05-21,11.8
2012-05-22,11.9
2012-05-23,11.65
2012-05-24,11.6
2012-05-25,11.8
2012-05-28,11.6
2012-05-29,11.8
2012-05-30,11.85
2012-05-31,12.15
2012-06-01,11.9
2012-06-04,11.4
2012-06-05,11.35
2012-06-06,11.55
2012-06-07,11.5
2012-06-08,11.8
2012-06-11,11.5
2012-06-12,11.5
2012-06-13,11.5
2012-06-14,11.5
2012-06-15,11.5
2012-06-18,11.75
2012-06-19,11.6
2012-06-20,11.0
2012-06-21,10.9
2012-06-22,11.0
2012-06-25,11.3
2012-06-26,11.45
2012-06-27,11.6
2012-06-28,11.45
2012-06-29,11.45
2012-07-02,11.55
2012-07-03,11.3
2012-07-04,11.6
2012-07-05,11.8
2012-07-06,11.95
2012-07-09,11.8
2012-07-09,11.8
2012-07-10,11.75
2012-07-11,11.6
2012-07-12,11.6
2012-07-16,11.7
2012-07-17,11.7
2012-07-18,11.7
2012-07-19,11.85
2012-07-20,11.8
2012-07-23,11.5
2012-07-24,11.7
2012-07-25,11.25
2012-07-26,11.35
2012-07-27,11.4
2012-07-30,11.25
2012-07-31,11.4
2012-08-01,11.2
2012-08-02,11.25
2012-08-03,11.65
2012-08-06,11.25
2012-08-07,11.5
2012-08-08,11.25
2012-08-09,11.3
2012-08-10,11.75
2012-08-13,11.3
2012-08-14,11.1
2012-08-16,11.1
2012-08-17,11.0
2012-08-21,11.4
2012-08-22,11.5
2012-08-23,11.55
2012-08-24,11.5
2012-08-27,11.1
2012-08-28,11.4
2012-08-29,11.45
2012-08-30,11.6
2012-08-31,12.2
2012-09-03,13.0
2012-09-04,12.5
2012-09-05,12.6
2012-09-06,12.55
2012-09-07,12.35
2012-09-08,12.55
2012-09-10,13.5
2012-09-11,13.85
2012-09-12,13.45
2012-09-13,12.85
2012-09-14,12.6
2012-09-17,12.9
2012-09-18,12.9
2012-09-20,13.45
2012-09-21,12.95
2012-09-24,12.75
2012-09-25,12.9
2012-09-26,12.65
2012-09-27,12.65
2012-09-28,12.9
2012-10-01,12.75
2012-10-03,13.1
2012-10-04,13.05
2012-10-05,13.25
2012-10-08,13.65
2012-10-09,13.45
2012-10-10,13.05
2012-10-11,12.9
2012-10-12,12.7
2012-10-15,13.0
2012-10-16,12.6
2012-10-17,13.05
2012-10-18,12.75
2012-10-19,13.0
2012-10-22,13.0
2012-10-23,12.95
2012-10-25,12.9
2012-10-26,12.55
2012-10-29,12.95
2012-10-30,12.9
2012-10-31,12.75
2012-11-01,12.55
2012-11-02,12.75
2012-11-05,12.5
2012-11-06,12.3
2012-11-07,12.35
2012-11-08,12.3
2012-11-09,11.9
2012-11-12,12.4
2012-11-13,12.7
2012-11-15,13.05
2012-11-16,13.05
2012-11-19,12.5
2012-11-20,12.9
2012-11-21,13.05
2012-11-22,12.5
2012-11-23,12.9
2012-11-26,12.6
2012-11-27,12.45
2012-11-29,12.6
2012-11-30,12.6
2012-12-03,12.9
2012-12-04,12.75
2012-12-05,12.55
2012-12-06,12.95
2012-12-07,12.6
2012-12-10,12.65
2012-12-11,12.95
2012-12-12,12.9
2012-12-13,12.6
2012-12-14,12.55
2012-12-17,13.55
2012-12-18,13.1
2012-12-19,12.9
2012-12-20,12.6
2012-12-21,12.55
2012-12-24,12.5
2012-12-26,12.5
2012-12-28,12.55
2012-12-31,12.6
