Date,ASAHISONG
2012-01-02,74.65
2012-01-03,80.95
2012-01-04,81.9
2012-01-05,82.0
2012-01-06,80.5
2012-01-07,79.35
2012-01-09,80.5
2012-01-10,87.2
2012-01-11,84.15
2012-01-12,84.0
2012-01-13,85.25
2012-01-16,83.6
2012-01-17,83.75
2012-01-18,82.5
2012-01-19,84.0
2012-01-20,84.45
2012-01-23,83.3
2012-01-24,83.25
2012-01-25,88.6
2012-01-27,90.05
2012-01-30,87.95
2012-01-31,86.65
2012-02-01,86.05
2012-02-02,92.15
2012-02-03,90.4
2012-02-06,88.8
2012-02-07,86.6
2012-02-08,86.8
2012-02-09,87.15
2012-02-10,86.4
2012-02-13,86.85
2012-02-14,89.75
2012-02-15,101.0
2012-02-16,96.65
2012-02-17,95.05
2012-02-21,93.25
2012-02-22,91.55
2012-02-23,92.0
2012-02-24,91.1
2012-02-27,86.45
2012-02-28,87.85
2012-02-29,88.0
2012-03-01,89.95
2012-03-02,91.45
2012-03-03,92.3
2012-03-05,90.35
2012-03-06,88.05
2012-03-07,87.7
2012-03-09,89.9
2012-03-12,90.95
2012-03-13,94.4
2012-03-14,93.95
2012-03-15,90.2
2012-03-16,91.0
2012-03-19,89.75
2012-03-20,90.0
2012-03-21,89.9
2012-03-22,88.35
2012-03-23,88.65
2012-03-26,84.85
2012-03-27,84.0
2012-03-28,83.75
2012-03-29,83.7
2012-03-30,85.65
2012-04-02,87.05
2012-04-03,89.7
2012-04-04,87.75
2012-04-09,86.55
2012-04-10,86.5
2012-04-11,85.05
2012-04-12,86.85
2012-04-13,85.8
2012-04-16,85.6
2012-04-17,85.7
2012-04-18,85.85
2012-04-19,90.0
2012-04-20,91.8
2012-04-23,87.9
2012-04-24,89.9
2012-04-25,89.95
2012-04-26,89.7
2012-04-27,89.3
2012-04-28,88.95
2012-04-30,89.35
2012-05-02,89.65
2012-05-03,90.25
2012-05-04,90.85
2012-05-07,90.6
2012-05-08,90.1
2012-05-09,88.55
2012-05-10,84.85
2012-05-11,82.8
2012-05-14,77.85
2012-05-15,76.55
2012-05-16,73.45
2012-05-17,72.95
2012-05-18,75.5
2012-05-21,76.0
2012-05-22,73.7
2012-05-23,71.8
2012-05-24,72.5
2012-05-25,73.5
2012-05-28,76.65
2012-05-29,75.65
2012-05-30,75.65
2012-05-31,75.3
2012-06-01,75.45
2012-06-04,75.25
2012-06-05,74.0
2012-06-06,75.15
2012-06-07,75.75
2012-06-08,75.25
2012-06-11,75.55
2012-06-12,75.55
2012-06-13,76.05
2012-06-14,74.75
2012-06-15,75.15
2012-06-18,79.15
2012-06-19,78.1
2012-06-20,81.65
2012-06-21,84.0
2012-06-22,85.85
2012-06-25,86.1
2012-06-26,86.45
2012-06-27,88.65
2012-06-28,89.0
2012-06-29,88.4
2012-07-02,88.25
2012-07-03,87.75
2012-07-04,87.6
2012-07-05,88.2
2012-07-06,92.0
2012-07-09,90.45
2012-07-09,90.45
2012-07-10,90.85
2012-07-11,89.3
2012-07-12,88.0
2012-07-13,89.1
2012-07-16,89.95
2012-07-17,90.0
2012-07-18,90.25
2012-07-19,91.8
2012-07-20,90.7
2012-07-23,90.0
2012-07-24,90.05
2012-07-25,90.65
2012-07-26,90.25
2012-07-27,90.5
2012-07-30,90.0
2012-07-31,89.2
2012-08-01,89.0
2012-08-02,89.5
2012-08-03,90.55
2012-08-06,90.2
2012-08-07,89.05
2012-08-08,89.7
2012-08-09,88.35
2012-08-13,89.55
2012-08-14,89.35
2012-08-16,89.25
2012-08-17,88.15
2012-08-21,88.9
2012-08-22,88.5
2012-08-23,84.6
2012-08-24,84.0
2012-08-27,84.95
2012-08-28,81.95
2012-08-29,77.7
2012-08-30,79.75
2012-08-31,79.8
2012-09-03,79.05
2012-09-04,79.15
2012-09-05,78.75
2012-09-06,78.9
2012-09-07,83.85
2012-09-08,84.0
2012-09-10,98.6
2012-09-11,95.35
2012-09-12,94.6
2012-09-13,96.75
2012-09-14,96.7
2012-09-17,97.7
2012-09-18,95.05
2012-09-20,95.65
2012-09-21,96.0
2012-09-24,94.15
2012-09-25,93.4
2012-09-26,93.15
2012-09-27,92.0
2012-09-28,92.5
2012-10-01,94.85
2012-10-03,98.45
2012-10-04,97.2
2012-10-05,97.0
2012-10-08,92.55
2012-10-09,93.45
2012-10-10,92.95
2012-10-11,92.2
2012-10-12,90.95
2012-10-15,91.05
2012-10-16,91.15
2012-10-17,90.15
2012-10-18,92.75
2012-10-19,93.25
2012-10-22,99.5
2012-10-23,97.35
2012-10-25,94.15
2012-10-26,93.0
2012-10-29,93.5
2012-10-30,90.95
2012-10-31,92.5
2012-11-01,90.0
2012-11-02,90.85
2012-11-05,88.4
2012-11-06,84.75
2012-11-07,82.45
2012-11-08,81.35
2012-11-09,78.65
2012-11-12,80.6
2012-11-13,82.4
2012-11-15,82.55
2012-11-16,81.6
2012-11-19,78.2
2012-11-20,80.3
2012-11-21,80.5
2012-11-22,80.0
2012-11-23,78.5
2012-11-26,81.1
2012-11-27,82.1
2012-11-29,82.0
2012-11-30,84.0
2012-12-03,82.0
2012-12-04,82.0
2012-12-05,81.1
2012-12-06,80.1
2012-12-07,79.0
2012-12-10,78.1
2012-12-11,77.4
2012-12-12,77.15
2012-12-13,76.2
2012-12-14,78.7
2012-12-17,79.0
2012-12-18,78.55
2012-12-19,78.75
2012-12-20,79.9
2012-12-21,78.85
2012-12-24,78.9
2012-12-26,78.35
2012-12-27,77.9
2012-12-28,78.0
2012-12-31,77.95
