Date,JOCIL
2012-01-02,96.85
2012-01-03,93.65
2012-01-04,92.15
2012-01-05,95.9
2012-01-06,96.5
2012-01-07,92.95
2012-01-09,91.95
2012-01-10,97.25
2012-01-11,100.85
2012-01-12,101.95
2012-01-13,99.85
2012-01-16,98.75
2012-01-17,99.35
2012-01-18,99.85
2012-01-19,101.45
2012-01-20,104.45
2012-01-23,107.15
2012-01-24,104.65
2012-01-25,105.1
2012-01-27,109.25
2012-01-30,109.3
2012-01-31,110.7
2012-02-01,111.05
2012-02-02,112.0
2012-02-03,113.3
2012-02-06,116.0
2012-02-07,113.5
2012-02-08,115.95
2012-02-09,114.2
2012-02-10,108.8
2012-02-13,114.25
2012-02-14,113.15
2012-02-15,112.5
2012-02-16,110.35
2012-02-17,115.45
2012-02-21,115.55
2012-02-22,111.15
2012-02-23,111.55
2012-02-24,111.9
2012-02-27,108.6
2012-02-28,111.85
2012-02-29,110.25
2012-03-01,110.1
2012-03-02,111.65
2012-03-03,111.4
2012-03-05,107.2
2012-03-06,106.15
2012-03-07,101.2
2012-03-09,102.85
2012-03-12,102.25
2012-03-13,100.0
2012-03-14,100.0
2012-03-15,98.95
2012-03-16,99.25
2012-03-19,99.5
2012-03-20,99.55
2012-03-21,98.85
2012-03-22,99.0
2012-03-23,100.7
2012-03-26,97.55
2012-03-27,95.85
2012-03-28,95.75
2012-03-29,95.85
2012-03-30,95.5
2012-04-02,98.55
2012-04-03,99.6
2012-04-04,98.6
2012-04-09,97.95
2012-04-10,98.95
2012-04-11,96.5
2012-04-12,97.9
2012-04-13,94.7
2012-04-16,94.8
2012-04-17,97.05
2012-04-18,96.4
2012-04-19,96.6
2012-04-20,97.1
2012-04-23,95.8
2012-04-24,97.25
2012-04-25,94.65
2012-04-26,95.6
2012-04-27,92.55
2012-04-28,90.0
2012-04-30,87.8
2012-05-02,93.4
2012-05-03,93.0
2012-05-04,91.6
2012-05-07,90.3
2012-05-08,92.0
2012-05-09,90.4
2012-05-10,92.0
2012-05-11,90.7
2012-05-14,89.5
2012-05-15,90.95
2012-05-16,92.35
2012-05-17,91.0
2012-05-18,92.9
2012-05-21,88.45
2012-05-22,89.6
2012-05-23,92.35
2012-05-24,91.55
2012-05-25,88.8
2012-05-28,93.5
2012-05-29,94.25
2012-05-30,94.45
2012-05-31,93.8
2012-06-01,94.75
2012-06-04,93.5
2012-06-05,95.85
2012-06-06,92.8
2012-06-07,91.6
2012-06-08,91.2
2012-06-11,92.05
2012-06-12,95.15
2012-06-13,94.5
2012-06-14,93.35
2012-06-15,94.95
2012-06-18,93.2
2012-06-19,93.55
2012-06-20,93.75
2012-06-21,94.8
2012-06-22,95.35
2012-06-25,96.0
2012-06-26,96.85
2012-06-27,95.9
2012-06-28,96.35
2012-06-29,95.3
2012-07-02,97.75
2012-07-03,101.2
2012-07-04,100.55
2012-07-05,101.95
2012-07-06,101.25
2012-07-09,102.0
2012-07-09,102.0
2012-07-10,100.55
2012-07-11,101.5
2012-07-12,101.8
2012-07-13,102.3
2012-07-16,102.2
2012-07-17,101.55
2012-07-18,101.6
2012-07-19,101.1
2012-07-20,101.9
2012-07-23,103.15
2012-07-24,102.5
2012-07-25,103.1
2012-07-26,102.0
2012-07-27,99.8
2012-07-30,99.0
2012-07-31,100.0
2012-08-01,100.65
2012-08-02,100.9
2012-08-03,102.15
2012-08-06,96.25
2012-08-07,97.55
2012-08-08,97.6
2012-08-09,96.3
2012-08-10,100.55
2012-08-13,102.25
2012-08-14,102.05
2012-08-16,102.1
2012-08-17,98.4
2012-08-21,99.2
2012-08-22,99.75
2012-08-23,100.2
2012-08-24,102.25
2012-08-27,102.45
2012-08-28,100.3
2012-08-29,100.3
2012-08-30,102.0
2012-08-31,101.1
2012-09-03,101.2
2012-09-04,106.9
2012-09-05,109.8
2012-09-06,110.4
2012-09-07,110.05
2012-09-08,112.75
2012-09-10,114.35
2012-09-11,121.95
2012-09-12,121.7
2012-09-13,117.1
2012-09-14,117.5
2012-09-17,120.7
2012-09-18,123.9
2012-09-20,123.25
2012-09-21,122.25
2012-09-24,120.25
2012-09-25,117.3
2012-09-26,117.7
2012-09-27,120.4
2012-09-28,126.2
2012-10-01,126.6
2012-10-03,126.8
2012-10-04,130.55
2012-10-05,125.05
2012-10-08,125.05
2012-10-09,126.45
2012-10-10,124.4
2012-10-11,124.75
2012-10-12,124.6
2012-10-15,124.95
2012-10-16,126.05
2012-10-17,125.1
2012-10-18,125.25
2012-10-19,126.35
2012-10-22,123.9
2012-10-23,124.45
2012-10-25,123.4
2012-10-26,123.85
2012-10-29,124.0
2012-10-30,118.7
2012-10-31,119.45
2012-11-01,121.65
2012-11-02,121.2
2012-11-05,129.0
2012-11-06,129.15
2012-11-07,127.55
2012-11-08,126.55
2012-11-09,126.3
2012-11-12,125.65
2012-11-13,129.85
2012-11-15,127.0
2012-11-16,126.0
2012-11-19,125.0
2012-11-20,122.65
2012-11-21,124.0
2012-11-22,124.05
2012-11-23,124.0
2012-11-26,126.0
2012-11-27,125.0
2012-11-29,123.0
2012-11-30,125.0
2012-12-03,123.0
2012-12-04,125.7
2012-12-05,127.55
2012-12-06,124.55
2012-12-07,125.0
2012-12-10,125.2
2012-12-11,127.1
2012-12-12,126.0
2012-12-13,124.75
2012-12-14,125.7
2012-12-17,125.8
2012-12-18,125.7
2012-12-19,124.0
2012-12-20,123.0
2012-12-21,120.8
2012-12-24,124.8
2012-12-26,124.85
2012-12-27,122.55
2012-12-28,125.0
2012-12-31,123.5
