Date,ITI
2012-01-02,18.0
2012-01-03,19.1
2012-01-04,20.55
2012-01-05,21.05
2012-01-06,20.4
2012-01-07,22.65
2012-01-09,23.8
2012-01-10,23.75
2012-01-11,23.4
2012-01-12,23.65
2012-01-13,23.6
2012-01-16,23.3
2012-01-17,23.0
2012-01-18,21.9
2012-01-19,22.35
2012-01-20,22.05
2012-01-23,21.9
2012-01-24,21.85
2012-01-25,22.1
2012-01-27,22.15
2012-01-30,23.0
2012-01-31,23.4
2012-02-01,27.6
2012-02-02,29.6
2012-02-03,27.95
2012-02-06,27.85
2012-02-07,27.9
2012-02-08,29.35
2012-02-09,29.4
2012-02-10,28.4
2012-02-13,28.5
2012-02-14,28.4
2012-02-15,28.45
2012-02-16,28.2
2012-02-17,28.2
2012-02-21,29.6
2012-02-22,27.8
2012-02-23,27.2
2012-02-24,26.4
2012-02-27,24.3
2012-02-28,29.0
2012-02-29,28.15
2012-03-01,29.45
2012-03-02,28.45
2012-03-03,30.15
2012-03-05,28.55
2012-03-06,27.2
2012-03-07,27.1
2012-03-09,27.85
2012-03-12,27.8
2012-03-13,28.05
2012-03-14,28.6
2012-03-15,29.6
2012-03-16,28.45
2012-03-19,26.95
2012-03-20,26.25
2012-03-21,26.4
2012-03-22,25.7
2012-03-23,25.35
2012-03-26,24.6
2012-03-27,24.6
2012-03-28,23.8
2012-03-29,23.3
2012-03-30,23.7
2012-04-02,24.45
2012-04-03,24.8
2012-04-04,24.9
2012-04-09,26.05
2012-04-10,25.85
2012-04-11,25.25
2012-04-12,25.3
2012-04-13,24.25
2012-04-16,24.75
2012-04-17,24.65
2012-04-18,24.7
2012-04-19,24.45
2012-04-20,24.2
2012-04-23,23.3
2012-04-24,22.8
2012-04-25,22.35
2012-04-26,22.3
2012-04-27,21.4
2012-04-28,23.0
2012-04-30,22.4
2012-05-02,22.4
2012-05-03,21.85
2012-05-04,20.8
2012-05-07,20.7
2012-05-08,20.65
2012-05-09,20.4
2012-05-10,20.25
2012-05-11,20.0
2012-05-14,19.6
2012-05-15,19.95
2012-05-16,19.45
2012-05-17,19.35
2012-05-18,19.0
2012-05-21,19.4
2012-05-22,19.35
2012-05-23,19.2
2012-05-24,19.35
2012-05-25,19.35
2012-05-28,20.2
2012-05-29,20.2
2012-05-30,19.55
2012-05-31,19.7
2012-06-01,19.4
2012-06-04,19.25
2012-06-05,19.5
2012-06-06,19.9
2012-06-07,20.0
2012-06-08,19.75
2012-06-11,20.7
2012-06-12,20.75
2012-06-13,20.5
2012-06-14,22.25
2012-06-15,24.5
2012-06-18,23.05
2012-06-19,22.4
2012-06-20,22.45
2012-06-21,22.4
2012-06-22,21.85
2012-06-25,22.15
2012-06-26,22.0
2012-06-27,22.0
2012-06-28,23.85
2012-06-29,23.4
2012-07-02,23.4
2012-07-03,23.65
2012-07-04,23.6
2012-07-05,24.1
2012-07-06,23.8
2012-07-09,22.95
2012-07-09,22.95
2012-07-10,25.1
2012-07-11,24.45
2012-07-12,24.1
2012-07-13,23.85
2012-07-16,23.25
2012-07-17,22.95
2012-07-18,22.7
2012-07-19,22.95
2012-07-20,23.25
2012-07-23,23.6
2012-07-24,23.15
2012-07-25,22.75
2012-07-26,22.2
2012-07-27,21.55
2012-07-30,21.85
2012-07-31,21.9
2012-08-01,22.1
2012-08-02,22.55
2012-08-03,22.2
2012-08-06,22.4
2012-08-07,22.35
2012-08-08,23.2
2012-08-09,22.5
2012-08-10,22.55
2012-08-13,22.85
2012-08-14,22.55
2012-08-16,22.8
2012-08-17,22.45
2012-08-21,22.9
2012-08-22,22.9
2012-08-23,23.95
2012-08-24,22.95
2012-08-27,22.85
2012-08-28,22.1
2012-08-29,21.45
2012-08-30,21.55
2012-08-31,21.6
2012-09-03,21.75
2012-09-04,21.65
2012-09-05,21.55
2012-09-06,21.7
2012-09-07,22.35
2012-09-08,24.8
2012-09-10,23.25
2012-09-11,23.1
2012-09-12,23.1
2012-09-13,23.25
2012-09-14,23.25
2012-09-17,23.1
2012-09-18,23.45
2012-09-20,23.05
2012-09-21,23.25
2012-09-24,24.0
2012-09-25,24.45
2012-09-26,24.8
2012-09-27,24.25
2012-09-28,23.75
2012-10-01,23.8
2012-10-03,23.8
2012-10-04,25.5
2012-10-05,25.8
2012-10-08,24.7
2012-10-09,24.9
2012-10-10,23.8
2012-10-11,23.9
2012-10-12,23.6
2012-10-15,23.7
2012-10-16,23.65
2012-10-17,25.9
2012-10-18,24.9
2012-10-19,24.25
2012-10-22,23.85
2012-10-23,24.25
2012-10-25,24.25
2012-10-26,23.8
2012-10-29,23.75
2012-10-30,23.3
2012-10-31,23.25
2012-11-01,23.7
2012-11-02,24.05
2012-11-05,23.75
2012-11-06,23.7
2012-11-07,23.7
2012-11-08,23.65
2012-11-09,23.45
2012-11-12,23.4
2012-11-13,23.45
2012-11-15,23.2
2012-11-16,23.35
2012-11-19,23.35
2012-11-20,22.8
2012-11-21,22.75
2012-11-22,23.2
2012-11-23,22.65
2012-11-26,22.55
2012-11-27,22.9
2012-11-29,22.9
2012-11-30,23.2
2012-12-03,23.1
2012-12-04,23.2
2012-12-05,23.05
2012-12-06,23.25
2012-12-07,23.25
2012-12-10,22.95
2012-12-11,23.2
2012-12-12,22.85
2012-12-13,22.45
2012-12-14,22.45
2012-12-17,22.6
2012-12-18,22.55
2012-12-19,22.55
2012-12-20,22.55
2012-12-21,22.0
2012-12-24,22.25
2012-12-26,22.25
2012-12-27,22.1
2012-12-28,22.1
2012-12-31,22.35
