Date,MANINDS
2012-01-02,103.9
2012-01-03,105.15
2012-01-04,105.1
2012-01-05,107.1
2012-01-06,106.05
2012-01-07,105.85
2012-01-09,108.95
2012-01-10,109.8
2012-01-11,108.3
2012-01-12,106.5
2012-01-13,109.45
2012-01-16,107.6
2012-01-17,108.5
2012-01-18,107.9
2012-01-19,107.6
2012-01-20,106.2
2012-01-23,109.2
2012-01-24,116.9
2012-01-25,115.2
2012-01-27,115.15
2012-01-30,114.9
2012-01-31,112.95
2012-02-01,111.25
2012-02-02,110.6
2012-02-03,113.95
2012-02-06,113.0
2012-02-07,111.8
2012-02-08,110.85
2012-02-09,108.8
2012-02-10,107.9
2012-02-13,109.9
2012-02-14,111.55
2012-02-15,110.85
2012-02-16,109.5
2012-02-17,112.55
2012-02-21,111.1
2012-02-22,109.85
2012-02-23,107.9
2012-02-24,108.3
2012-02-27,106.7
2012-02-28,112.5
2012-02-29,110.05
2012-03-01,109.9
2012-03-02,108.05
2012-03-03,107.8
2012-03-05,106.25
2012-03-06,105.1
2012-03-07,106.45
2012-03-09,106.05
2012-03-12,111.35
2012-03-13,110.75
2012-03-14,119.4
2012-03-15,118.05
2012-03-16,112.4
2012-03-19,109.95
2012-03-20,110.1
2012-03-21,107.55
2012-03-22,104.9
2012-03-23,104.2
2012-03-26,103.3
2012-03-27,105.25
2012-03-28,103.95
2012-03-29,101.1
2012-03-30,101.3
2012-04-02,104.6
2012-04-03,105.1
2012-04-04,104.15
2012-04-09,102.9
2012-04-10,103.2
2012-04-11,105.1
2012-04-12,103.8
2012-04-13,102.15
2012-04-16,101.45
2012-04-17,102.45
2012-04-18,101.4
2012-04-19,101.45
2012-04-20,101.5
2012-04-23,104.7
2012-04-24,102.95
2012-04-25,101.55
2012-04-26,101.05
2012-04-27,101.6
2012-04-28,101.4
2012-04-30,99.35
2012-05-02,98.55
2012-05-03,98.0
2012-05-04,98.05
2012-05-07,98.6
2012-05-08,98.85
2012-05-09,99.7
2012-05-10,99.65
2012-05-11,100.1
2012-05-14,102.7
2012-05-15,101.75
2012-05-16,101.25
2012-05-17,101.1
2012-05-18,99.25
2012-05-21,98.1
2012-05-22,97.05
2012-05-23,96.9
2012-05-24,97.3
2012-05-25,98.7
2012-05-28,99.1
2012-05-29,98.65
2012-05-30,96.5
2012-05-31,96.1
2012-06-01,96.85
2012-06-04,96.7
2012-06-05,96.05
2012-06-06,96.4
2012-06-07,96.15
2012-06-08,95.55
2012-06-11,95.4
2012-06-12,94.3
2012-06-13,93.55
2012-06-14,97.4
2012-06-15,104.75
2012-06-18,105.4
2012-06-19,104.0
2012-06-20,104.15
2012-06-21,103.1
2012-06-22,104.2
2012-06-25,103.95
2012-06-26,103.5
2012-06-27,103.95
2012-06-28,104.1
2012-06-29,104.0
2012-07-02,104.2
2012-07-03,103.95
2012-07-04,103.8
2012-07-05,104.85
2012-07-06,106.3
2012-07-09,107.15
2012-07-09,107.15
2012-07-10,107.4
2012-07-11,107.7
2012-07-12,108.0
2012-07-13,109.9
2012-07-16,111.2
2012-07-17,108.75
2012-07-18,107.4
2012-07-19,105.25
2012-07-20,102.7
2012-07-23,103.15
2012-07-24,103.95
2012-07-25,102.85
2012-07-26,100.1
2012-07-27,97.5
2012-07-30,102.4
2012-07-31,99.95
2012-08-01,102.85
2012-08-02,103.9
2012-08-03,101.7
2012-08-06,102.05
2012-08-07,101.25
2012-08-08,101.05
2012-08-09,101.85
2012-08-10,101.75
2012-08-13,104.35
2012-08-14,105.8
2012-08-16,105.8
2012-08-17,104.15
2012-08-21,103.15
2012-08-22,102.45
2012-08-23,102.9
2012-08-24,99.65
2012-08-27,100.05
2012-08-28,100.35
2012-08-29,96.7
2012-08-30,101.9
2012-08-31,100.6
2012-09-03,102.1
2012-09-04,101.2
2012-09-05,102.0
2012-09-06,102.0
2012-09-07,102.0
2012-09-08,102.75
2012-09-10,103.95
2012-09-11,108.6
2012-09-12,111.45
2012-09-13,114.5
2012-09-14,117.2
2012-09-17,137.65
2012-09-18,136.45
2012-09-20,162.45
2012-09-21,178.65
2012-09-24,182.7
2012-09-25,189.05
2012-09-26,207.95
2012-09-27,218.3
2012-09-28,229.2
2012-10-01,224.4
2012-10-03,213.2
2012-10-04,208.2
2012-10-05,208.55
2012-10-08,201.35
2012-10-09,200.55
2012-10-10,199.6
2012-10-11,195.1
2012-10-12,195.45
2012-10-15,192.25
2012-10-16,189.3
2012-10-17,186.1
2012-10-18,186.6
2012-10-19,181.55
2012-10-22,182.8
2012-10-23,189.4
2012-10-25,184.3
2012-10-26,180.95
2012-10-29,179.35
2012-10-30,178.4
2012-10-31,180.0
2012-11-01,177.6
2012-11-02,175.7
2012-11-05,172.6
2012-11-06,165.15
2012-11-07,184.1
2012-11-08,183.9
2012-11-09,177.05
2012-11-12,173.3
2012-11-13,188.2
2012-11-15,176.4
2012-11-16,167.05
2012-11-19,158.55
2012-11-20,155.75
2012-11-21,155.7
2012-11-22,140.85
2012-11-23,142.15
2012-11-26,139.95
2012-11-27,144.2
2012-11-29,138.35
2012-11-30,140.3
2012-12-03,137.65
2012-12-04,137.15
2012-12-05,137.6
2012-12-06,137.4
2012-12-07,136.6
2012-12-10,138.05
2012-12-11,145.6
2012-12-12,145.6
2012-12-13,143.5
2012-12-14,143.5
2012-12-17,133.65
2012-12-18,132.7
2012-12-19,136.0
2012-12-20,131.05
2012-12-21,136.75
2012-12-24,133.4
2012-12-26,134.1
2012-12-27,131.3
2012-12-28,132.4
2012-12-31,130.85
