Date,HINDALCO
2012-01-02,112.25
2012-01-03,115.55
2012-01-04,118.3
2012-01-05,116.4
2012-01-06,118.7
2012-01-07,117.9
2012-01-09,117.85
2012-01-10,123.15
2012-01-11,130.35
2012-01-12,132.7
2012-01-13,133.4
2012-01-16,132.55
2012-01-17,140.5
2012-01-18,139.75
2012-01-19,145.8
2012-01-20,143.6
2012-01-23,137.35
2012-01-24,143.8
2012-01-25,142.05
2012-01-27,144.45
2012-01-30,137.55
2012-01-31,146.6
2012-02-01,153.2
2012-02-02,158.0
2012-02-03,152.65
2012-02-06,155.3
2012-02-07,153.7
2012-02-08,160.8
2012-02-09,159.1
2012-02-10,152.9
2012-02-13,155.85
2012-02-14,161.1
2012-02-15,162.5
2012-02-16,154.15
2012-02-17,150.95
2012-02-21,155.6
2012-02-22,148.2
2012-02-23,146.85
2012-02-24,148.05
2012-02-27,139.95
2012-02-28,146.6
2012-02-29,148.9
2012-03-01,150.35
2012-03-02,147.75
2012-03-03,147.8
2012-03-05,139.9
2012-03-06,131.75
2012-03-07,131.3
2012-03-09,134.6
2012-03-12,137.5
2012-03-13,141.45
2012-03-14,144.1
2012-03-15,141.7
2012-03-16,140.85
2012-03-19,141.15
2012-03-20,138.3
2012-03-21,136.85
2012-03-22,132.95
2012-03-23,131.4
2012-03-26,128.0
2012-03-27,129.1
2012-03-28,125.6
2012-03-29,124.8
2012-03-30,129.4
2012-04-02,127.3
2012-04-03,131.9
2012-04-04,133.1
2012-04-09,126.0
2012-04-10,124.95
2012-04-11,123.85
2012-04-12,128.0
2012-04-13,124.85
2012-04-16,124.1
2012-04-17,128.0
2012-04-18,130.75
2012-04-19,128.1
2012-04-20,125.0
2012-04-23,118.8
2012-04-24,120.65
2012-04-25,119.85
2012-04-26,116.25
2012-04-27,118.8
2012-04-28,119.85
2012-04-30,120.75
2012-05-02,120.1
2012-05-03,118.8
2012-05-04,115.9
2012-05-07,115.65
2012-05-08,117.75
2012-05-09,118.8
2012-05-10,117.5
2012-05-11,113.15
2012-05-14,111.8
2012-05-15,114.35
2012-05-16,110.3
2012-05-17,108.85
2012-05-18,107.95
2012-05-21,110.4
2012-05-22,107.05
2012-05-23,107.55
2012-05-24,110.6
2012-05-25,111.9
2012-05-28,114.95
2012-05-29,114.55
2012-05-30,114.45
2012-05-31,116.65
2012-06-01,116.55
2012-06-04,115.35
2012-06-05,117.3
2012-06-06,120.45
2012-06-07,120.0
2012-06-08,120.4
2012-06-11,120.5
2012-06-12,123.15
2012-06-13,122.6
2012-06-14,120.25
2012-06-15,123.8
2012-06-18,122.3
2012-06-19,122.65
2012-06-20,122.35
2012-06-21,121.35
2012-06-22,117.3
2012-06-25,114.75
2012-06-26,115.2
2012-06-27,117.0
2012-06-28,115.15
2012-06-29,119.9
2012-07-02,121.0
2012-07-03,123.8
2012-07-04,125.45
2012-07-05,125.45
2012-07-06,124.05
2012-07-09,124.25
2012-07-09,124.25
2012-07-10,127.65
2012-07-11,123.85
2012-07-12,123.1
2012-07-13,120.4
2012-07-16,118.25
2012-07-17,119.85
2012-07-18,120.45
2012-07-19,122.45
2012-07-20,122.2
2012-07-23,116.4
2012-07-24,117.05
2012-07-25,114.15
2012-07-26,114.4
2012-07-27,117.5
2012-07-30,118.5
2012-07-31,120.1
2012-08-01,119.2
2012-08-02,119.15
2012-08-03,116.7
2012-08-06,118.15
2012-08-07,118.8
2012-08-08,121.4
2012-08-09,121.85
2012-08-10,122.95
2012-08-13,121.4
2012-08-14,120.1
2012-08-16,116.7
2012-08-17,113.7
2012-08-21,112.35
2012-08-22,112.75
2012-08-23,113.1
2012-08-24,111.0
2012-08-27,110.1
2012-08-28,106.7
2012-08-29,103.8
2012-08-30,106.1
2012-08-31,103.85
2012-09-03,103.8
2012-09-04,103.65
2012-09-05,100.85
2012-09-06,101.75
2012-09-07,105.15
2012-09-08,106.85
2012-09-10,108.3
2012-09-11,109.3
2012-09-12,109.1
2012-09-13,109.55
2012-09-14,118.35
2012-09-17,117.15
2012-09-18,114.55
2012-09-20,113.65
2012-09-21,118.2
2012-09-24,119.1
2012-09-25,119.55
2012-09-26,116.65
2012-09-27,116.5
2012-09-28,120.7
2012-10-01,122.85
2012-10-03,124.7
2012-10-04,123.95
2012-10-05,125.0
2012-10-08,120.5
2012-10-09,118.65
2012-10-10,116.0
2012-10-11,118.05
2012-10-12,118.05
2012-10-15,120.1
2012-10-16,117.2
2012-10-17,116.75
2012-10-18,117.75
2012-10-19,114.9
2012-10-22,115.15
2012-10-23,113.35
2012-10-25,113.75
2012-10-26,112.85
2012-10-29,113.55
2012-10-30,110.9
2012-10-31,116.55
2012-11-01,116.25
2012-11-02,117.7
2012-11-05,114.5
2012-11-06,112.45
2012-11-07,113.75
2012-11-08,113.8
2012-11-09,113.3
2012-11-12,112.85
2012-11-13,113.3
2012-11-15,111.2
2012-11-16,108.9
2012-11-19,107.55
2012-11-20,105.6
2012-11-21,107.0
2012-11-22,108.3
2012-11-23,107.9
2012-11-26,109.8
2012-11-27,112.5
2012-11-29,113.1
2012-11-30,116.6
2012-12-03,117.8
2012-12-04,117.1
2012-12-05,121.15
2012-12-06,122.9
2012-12-07,123.8
2012-12-10,123.05
2012-12-11,119.85
2012-12-12,118.4
2012-12-13,115.8
2012-12-14,119.95
2012-12-17,124.2
2012-12-18,127.45
2012-12-19,129.65
2012-12-20,132.7
2012-12-21,129.3
2012-12-24,129.1
2012-12-26,128.9
2012-12-27,128.1
2012-12-28,129.4
2012-12-31,130.5
