Date,NIFTYBEES
2012-01-02,471.78
2012-01-03,485.09
2012-01-04,483.49
2012-01-05,483.49
2012-01-06,484.83
2012-01-07,484.84
2012-01-09,482.57
2012-01-10,493.84
2012-01-11,491.59
2012-01-12,489.38
2012-01-13,493.25
2012-01-16,493.51
2012-01-17,501.49
2012-01-18,500.33
2012-01-19,505.98
2012-01-20,508.04
2012-01-23,512.32
2012-01-24,517.57
2012-01-25,521.42
2012-01-27,524.75
2012-01-30,520.27
2012-01-31,525.88
2012-02-01,529.97
2012-02-02,531.74
2012-02-03,538.48
2012-02-06,540.34
2012-02-07,539.12
2012-02-08,542.11
2012-02-09,546.36
2012-02-10,542.87
2012-02-13,544.39
2012-02-14,548.73
2012-02-15,559.26
2012-02-16,558.17
2012-02-17,563.05
2012-02-21,567.69
2012-02-22,557.4
2012-02-23,556.11
2012-02-24,552.28
2012-02-27,538.21
2012-02-28,549.21
2012-02-29,551.46
2012-03-01,545.46
2012-03-02,546.03
2012-03-03,546.52
2012-03-05,539.54
2012-03-06,533.18
2012-03-07,533.77
2012-03-09,535.72
2012-03-12,537.53
2012-03-13,545.37
2012-03-14,548.06
2012-03-15,540.17
2012-03-16,532.6
2012-03-19,527.18
2012-03-20,528.95
2012-03-21,538.85
2012-03-22,523.95
2012-03-23,527.88
2012-03-26,521.9
2012-03-27,525.01
2012-03-28,522.48
2012-03-29,522.5
2012-03-30,533.33
2012-04-02,533.46
2012-04-03,537.83
2012-04-04,533.12
2012-04-09,527.25
2012-04-10,528.65
2012-04-11,527.47
2012-04-12,532.53
2012-04-13,522.74
2012-04-16,525.92
2012-04-17,532.74
2012-04-18,531.21
2012-04-19,534.55
2012-04-20,529.59
2012-04-23,521.49
2012-04-24,525.12
2012-04-25,522.07
2012-04-26,523.91
2012-04-27,521.42
2012-04-28,524.04
2012-04-30,525.14
2012-05-02,525.66
2012-05-03,520.92
2012-05-04,510.58
2012-05-07,515.27
2012-05-08,504.85
2012-05-09,501.06
2012-05-10,500.27
2012-05-11,499.1
2012-05-14,488.52
2012-05-15,495.21
2012-05-16,490.13
2012-05-17,490.64
2012-05-18,491.71
2012-05-21,493.22
2012-05-22,488.91
2012-05-23,487.72
2012-05-24,495.88
2012-05-25,498.56
2012-05-28,498.99
2012-05-29,503.0
2012-05-30,496.05
2012-05-31,498.71
2012-06-01,490.14
2012-06-04,490.6
2012-06-05,491.75
2012-06-06,505.7
2012-06-07,508.26
2012-06-08,509.82
2012-06-11,509.7
2012-06-12,514.76
2012-06-13,514.79
2012-06-14,509.81
2012-06-15,517.88
2012-06-18,509.39
2012-06-19,514.93
2012-06-20,517.25
2012-06-21,520.58
2012-06-22,517.89
2012-06-25,515.83
2012-06-26,515.42
2012-06-27,519.05
2012-06-28,519.26
2012-06-29,533.99
2012-07-02,532.26
2012-07-03,531.68
2012-07-04,533.92
2012-07-05,535.87
2012-07-06,533.96
2012-07-09,528.56
2012-07-09,528.56
2012-07-10,534.93
2012-07-11,530.96
2012-07-12,525.61
2012-07-13,523.99
2012-07-16,525.08
2012-07-17,521.99
2012-07-18,527.55
2012-07-19,530.41
2012-07-20,526.56
2012-07-23,517.2
2012-07-24,518.62
2012-07-25,518.74
2012-07-26,511.86
2012-07-27,515.2
2012-07-30,524.35
2012-07-31,527.97
2012-08-01,527.81
2012-08-02,527.87
2012-08-03,526.81
2012-08-06,531.16
2012-08-07,535.25
2012-08-08,536.06
2012-08-09,535.15
2012-08-10,534.53
2012-08-13,537.99
2012-08-14,541.3
2012-08-16,539.69
2012-08-17,538.12
2012-08-21,544.16
2012-08-22,543.52
2012-08-23,544.58
2012-08-24,541.03
2012-08-27,538.44
2012-08-28,536.29
2012-08-29,531.48
2012-08-30,533.92
2012-08-31,528.13
2012-09-03,527.1
2012-09-04,529.99
2012-09-05,526.04
2012-09-06,527.2
2012-09-07,540.21
2012-09-08,539.03
2012-09-10,541.27
2012-09-11,541.39
2012-09-12,545.67
2012-09-13,545.45
2012-09-14,560.9
2012-09-17,565.68
2012-09-18,562.56
2012-09-20,558.05
2012-09-21,572.07
2012-09-24,569.89
2012-09-25,570.46
2012-09-26,570.25
2012-09-27,568.41
2012-09-28,572.75
2012-10-01,575.19
2012-10-03,577.76
2012-10-04,582.53
2012-10-05,577.74
2012-10-08,571.4
2012-10-09,573.08
2012-10-10,568.36
2012-10-11,579.79
2012-10-12,574.06
2012-10-15,574.09
2012-10-16,568.25
2012-10-17,568.83
2012-10-18,575.0
2012-10-19,571.07
2012-10-22,575.03
2012-10-23,572.44
2012-10-25,574.66
2012-10-26,570.4
2012-10-29,571.22
2012-10-30,564.79
2012-10-31,565.46
2012-11-01,570.37
2012-11-02,575.07
2012-11-05,574.47
2012-11-06,576.67
2012-11-07,579.94
2012-11-08,576.87
2012-11-09,572.59
2012-11-12,574.36
2012-11-13,570.91
2012-11-15,566.66
2012-11-16,562.06
2012-11-19,562.7
2012-11-20,561.16
2012-11-21,564.73
2012-11-22,567.65
2012-11-23,566.2
2012-11-26,567.17
2012-11-27,576.27
2012-11-29,586.13
2012-11-30,590.61
2012-12-03,590.84
2012-12-04,593.32
2012-12-05,593.63
2012-12-06,596.91
2012-12-07,598.91
2012-12-10,594.67
2012-12-11,593.47
2012-12-12,592.06
2012-12-13,588.41
2012-12-14,592.2
2012-12-17,590.02
2012-12-18,593.59
2012-12-19,596.76
2012-12-20,595.63
2012-12-21,588.87
2012-12-24,589.23
2012-12-26,594.23
2012-12-27,592.66
2012-12-28,594.78
2012-12-31,594.57
