Date,FMGOETZE
2012-01-02,207.15
2012-01-03,200.5
2012-01-04,200.0
2012-01-05,200.5
2012-01-06,199.5
2012-01-07,200.05
2012-01-09,204.95
2012-01-10,203.4
2012-01-11,207.1
2012-01-12,206.65
2012-01-13,205.6
2012-01-17,205.85
2012-01-18,204.5
2012-01-19,206.9
2012-01-20,208.05
2012-01-23,205.5
2012-01-24,205.05
2012-01-25,220.1
2012-01-27,222.2
2012-01-30,236.85
2012-01-31,241.2
2012-02-01,274.2
2012-02-02,269.75
2012-02-03,268.55
2012-02-06,308.15
2012-02-07,299.85
2012-02-08,314.55
2012-02-09,330.95
2012-02-10,322.5
2012-02-13,320.0
2012-02-14,312.75
2012-02-15,317.35
2012-02-16,307.55
2012-02-17,304.35
2012-02-21,298.4
2012-02-22,286.35
2012-02-23,288.25
2012-02-24,290.6
2012-02-27,284.2
2012-02-28,297.35
2012-02-29,289.75
2012-03-01,290.2
2012-03-02,278.05
2012-03-03,279.45
2012-03-05,271.25
2012-03-06,262.2
2012-03-07,266.7
2012-03-09,265.65
2012-03-12,276.75
2012-03-13,275.35
2012-03-14,271.8
2012-03-15,263.75
2012-03-16,262.6
2012-03-19,262.6
2012-03-20,258.3
2012-03-21,256.7
2012-03-22,259.8
2012-03-23,265.3
2012-03-26,262.05
2012-03-27,265.6
2012-03-28,258.6
2012-03-29,268.6
2012-03-30,273.0
2012-04-02,269.85
2012-04-03,270.7
2012-04-04,268.4
2012-04-09,267.6
2012-04-10,267.1
2012-04-11,262.65
2012-04-12,288.1
2012-04-13,285.4
2012-04-16,277.05
2012-04-17,278.95
2012-04-18,280.05
2012-04-19,276.9
2012-04-20,276.4
2012-04-23,279.6
2012-04-24,280.35
2012-04-25,279.0
2012-04-26,280.0
2012-04-27,275.25
2012-04-28,270.05
2012-04-30,272.7
2012-05-02,271.1
2012-05-03,266.6
2012-05-04,266.65
2012-05-07,259.95
2012-05-08,278.15
2012-05-09,270.65
2012-05-10,266.5
2012-05-11,267.35
2012-05-14,267.6
2012-05-15,272.15
2012-05-16,268.35
2012-05-17,271.8
2012-05-18,273.15
2012-05-21,272.4
2012-05-22,270.85
2012-05-23,265.55
2012-05-24,260.95
2012-05-25,256.45
2012-05-28,259.6
2012-05-29,261.5
2012-05-30,255.25
2012-05-31,253.35
2012-06-01,249.25
2012-06-04,241.95
2012-06-05,237.75
2012-06-06,237.95
2012-06-07,239.1
2012-06-08,239.1
2012-06-11,240.75
2012-06-12,238.65
2012-06-13,239.1
2012-06-14,242.75
2012-06-15,239.15
2012-06-18,232.75
2012-06-19,235.05
2012-06-20,235.55
2012-06-21,233.9
2012-06-22,228.3
2012-06-25,224.9
2012-06-26,222.4
2012-06-27,222.55
2012-06-28,219.1
2012-06-29,223.45
2012-07-02,225.25
2012-07-03,224.2
2012-07-04,224.55
2012-07-05,226.0
2012-07-06,224.15
2012-07-09,228.7
2012-07-09,228.7
2012-07-10,223.6
2012-07-11,224.0
2012-07-12,223.4
2012-07-13,220.0
2012-07-16,219.6
2012-07-17,216.0
2012-07-18,217.65
2012-07-19,216.65
2012-07-20,213.35
2012-07-23,213.0
2012-07-24,210.35
2012-07-25,211.7
2012-07-26,209.9
2012-07-27,206.55
2012-07-30,208.05
2012-07-31,207.0
2012-08-01,209.0
2012-08-02,212.65
2012-08-03,206.5
2012-08-06,204.85
2012-08-07,209.5
2012-08-08,209.9
2012-08-09,204.6
2012-08-10,202.25
2012-08-13,226.9
2012-08-14,223.65
2012-08-16,230.25
2012-08-17,224.0
2012-08-21,225.3
2012-08-22,221.3
2012-08-23,223.65
2012-08-24,220.15
2012-08-27,216.3
2012-08-28,214.95
2012-08-29,210.9
2012-08-30,214.0
2012-08-31,211.05
2012-09-03,207.3
2012-09-04,209.85
2012-09-05,206.05
2012-09-06,205.2
2012-09-07,209.7
2012-09-08,206.65
2012-09-10,208.8
2012-09-11,206.85
2012-09-12,205.05
2012-09-13,207.0
2012-09-14,207.15
2012-09-17,205.05
2012-09-18,205.8
2012-09-20,204.0
2012-09-21,205.85
2012-09-24,205.0
2012-09-25,205.0
2012-09-26,204.5
2012-09-27,202.3
2012-09-28,204.85
2012-10-01,204.85
2012-10-03,203.85
2012-10-04,206.6
2012-10-05,204.85
2012-10-08,200.85
2012-10-09,200.55
2012-10-10,199.95
2012-10-11,197.5
2012-10-12,198.5
2012-10-15,200.9
2012-10-16,198.7
2012-10-17,197.25
2012-10-18,204.1
2012-10-19,201.45
2012-10-22,198.3
2012-10-23,198.3
2012-10-25,197.65
2012-10-26,195.85
2012-10-29,196.65
2012-10-30,198.05
2012-10-31,198.2
2012-11-01,200.0
2012-11-02,202.9
2012-11-05,203.55
2012-11-06,204.0
2012-11-07,204.3
2012-11-08,204.5
2012-11-09,201.8
2012-11-12,204.65
2012-11-13,205.4
2012-11-15,200.85
2012-11-16,200.15
2012-11-19,199.35
2012-11-20,200.0
2012-11-21,201.4
2012-11-22,198.7
2012-11-23,196.2
2012-11-26,196.1
2012-11-27,197.05
2012-11-29,198.65
2012-11-30,198.25
2012-12-03,197.05
2012-12-04,195.9
2012-12-05,200.65
2012-12-06,208.95
2012-12-07,213.2
2012-12-10,210.15
2012-12-11,202.2
2012-12-12,204.1
2012-12-13,203.75
2012-12-14,200.65
2012-12-17,200.75
2012-12-18,203.0
2012-12-19,203.0
2012-12-20,205.4
2012-12-21,199.4
2012-12-24,199.65
2012-12-26,204.0
2012-12-27,203.8
2012-12-28,204.2
2012-12-31,207.0
