Date,GSKCONS
2012-06-27,2678.8
2012-06-28,2746.0
2012-06-29,2748.55
2012-07-02,2739.3
2012-07-03,2716.3
2012-07-04,2704.05
2012-07-05,2652.0
2012-07-06,2667.9
2012-07-09,2625.05
2012-07-09,2625.05
2012-07-10,2602.5
2012-07-11,2637.6
2012-07-12,2634.3
2012-07-13,2663.05
2012-07-16,2669.0
2012-07-17,2666.2
2012-07-18,2642.8
2012-07-19,2656.15
2012-07-20,2663.3
2012-07-23,2660.75
2012-07-24,2668.3
2012-07-25,2672.85
2012-07-26,2675.75
2012-07-27,2659.75
2012-07-30,2667.8
2012-07-31,2645.9
2012-08-01,2689.0
2012-08-02,2718.6
2012-08-03,2732.05
2012-08-06,2822.3
2012-08-07,2809.65
2012-08-08,2806.8
2012-08-09,2829.6
2012-08-10,2813.25
2012-08-13,2784.65
2012-08-14,2792.4
2012-08-16,2809.4
2012-08-17,2819.1
2012-08-21,2807.5
2012-08-22,2856.4
2012-08-23,2856.55
2012-08-24,2854.3
2012-08-27,2909.0
2012-08-28,2903.7
2012-08-29,2895.55
2012-08-30,2916.45
2012-08-31,2956.45
2012-09-03,2905.3
2012-09-04,2885.0
2012-09-05,2900.4
2012-09-06,2922.0
2012-09-07,2910.2
2012-09-08,2963.15
2012-09-10,2926.35
2012-09-11,2933.6
2012-09-12,2996.85
2012-09-13,3078.8
2012-09-14,3070.1
2012-09-17,2975.25
2012-09-18,2927.3
2012-09-20,2910.3
2012-09-21,2923.75
2012-09-24,2957.95
2012-09-25,2955.7
2012-09-26,2922.6
2012-09-27,2913.0
2012-09-28,3001.6
2012-10-01,3008.45
2012-10-03,2967.05
2012-10-04,3012.4
2012-10-05,2984.55
2012-10-08,2967.2
2012-10-09,2934.05
2012-10-10,2984.4
2012-10-11,3016.3
2012-10-12,3011.75
2012-10-15,2980.45
2012-10-16,2947.55
2012-10-17,2995.85
2012-10-18,3018.25
2012-10-19,3070.45
2012-10-22,3040.2
2012-10-23,3078.7
2012-10-25,3095.4
2012-10-26,3094.4
2012-10-29,3012.35
2012-10-30,2994.9
2012-10-31,3037.0
2012-11-01,3020.05
2012-11-02,3091.6
2012-11-05,3052.5
2012-11-06,3063.5
2012-11-07,3049.7
2012-11-08,3046.05
2012-11-09,3051.5
2012-11-12,3011.95
2012-11-13,3023.35
2012-11-15,2999.95
2012-11-16,3026.2
2012-11-19,3042.45
2012-11-20,3040.45
2012-11-21,3032.75
2012-11-22,3046.95
2012-11-23,3049.35
2012-11-26,3659.2
2012-11-27,3682.4
2012-11-29,3695.6
2012-11-30,3690.9
2012-12-03,3721.15
2012-12-04,3777.9
2012-12-05,3795.25
2012-12-06,3775.2
2012-12-07,3759.8
2012-12-10,3770.85
2012-12-11,3765.7
2012-12-12,3741.25
2012-12-13,3740.65
2012-12-14,3749.55
2012-12-17,3750.85
2012-12-18,3758.5
2012-12-19,3759.5
2012-12-20,3761.55
2012-12-21,3770.4
2012-12-24,3797.85
2012-12-26,3826.6
2012-12-27,3816.6
2012-12-28,3803.25
2012-12-31,3804.3
