Date,TVTODAY
2012-01-02,45.05
2012-01-03,52.65
2012-01-04,49.0
2012-01-05,50.3
2012-01-06,50.1
2012-01-07,49.95
2012-01-09,51.2
2012-01-10,53.05
2012-01-11,54.5
2012-01-12,53.75
2012-01-13,57.35
2012-01-16,61.45
2012-01-17,59.9
2012-01-18,58.65
2012-01-19,58.85
2012-01-20,59.3
2012-01-23,59.05
2012-01-24,59.55
2012-01-25,60.1
2012-01-27,59.7
2012-01-30,59.7
2012-01-31,62.7
2012-02-01,61.25
2012-02-02,61.5
2012-02-03,62.6
2012-02-06,63.2
2012-02-07,60.95
2012-02-08,60.55
2012-02-09,62.35
2012-02-10,61.8
2012-02-13,60.1
2012-02-14,60.35
2012-02-15,60.9
2012-02-16,63.45
2012-02-17,61.9
2012-02-21,62.65
2012-02-22,60.55
2012-02-23,58.45
2012-02-24,56.0
2012-02-27,54.3
2012-02-28,55.0
2012-02-29,56.4
2012-03-01,56.35
2012-03-02,57.3
2012-03-03,57.7
2012-03-05,55.9
2012-03-06,55.0
2012-03-07,54.6
2012-03-09,55.9
2012-03-12,56.9
2012-03-13,58.8
2012-03-14,57.75
2012-03-15,57.15
2012-03-16,55.8
2012-03-19,54.65
2012-03-20,54.2
2012-03-21,54.65
2012-03-22,53.55
2012-03-23,53.4
2012-03-26,52.4
2012-03-27,52.15
2012-03-28,50.5
2012-03-29,50.85
2012-03-30,51.4
2012-04-02,53.0
2012-04-03,60.2
2012-04-04,58.55
2012-04-09,67.85
2012-04-10,64.8
2012-04-11,67.7
2012-04-12,67.55
2012-04-13,64.45
2012-04-16,65.6
2012-04-17,65.8
2012-04-18,65.25
2012-04-19,63.8
2012-04-20,63.0
2012-04-23,60.95
2012-04-24,61.05
2012-04-25,59.85
2012-04-26,58.25
2012-04-27,57.1
2012-04-28,58.9
2012-04-30,58.95
2012-05-02,58.8
2012-05-03,57.85
2012-05-04,55.25
2012-05-07,56.3
2012-05-08,55.1
2012-05-09,55.0
2012-05-10,53.55
2012-05-11,56.0
2012-05-14,54.2
2012-05-15,54.3
2012-05-16,54.05
2012-05-17,53.4
2012-05-18,54.2
2012-05-21,65.0
2012-05-22,66.3
2012-05-23,64.45
2012-05-24,63.55
2012-05-25,61.35
2012-05-28,60.35
2012-05-29,59.9
2012-05-30,58.15
2012-05-31,56.95
2012-06-01,56.35
2012-06-04,57.3
2012-06-05,57.15
2012-06-06,58.4
2012-06-07,59.7
2012-06-08,60.65
2012-06-11,60.25
2012-06-12,60.05
2012-06-13,61.55
2012-06-14,60.35
2012-06-15,60.3
2012-06-18,59.5
2012-06-19,59.1
2012-06-20,59.85
2012-06-21,61.4
2012-06-22,62.6
2012-06-25,62.55
2012-06-26,66.35
2012-06-27,67.9
2012-06-28,65.5
2012-06-29,65.1
2012-07-02,63.6
2012-07-03,64.35
2012-07-04,63.85
2012-07-05,65.15
2012-07-06,66.15
2012-07-09,64.0
2012-07-10,63.75
2012-07-11,63.35
2012-07-12,62.3
2012-07-13,63.45
2012-07-16,61.95
2012-07-17,60.6
2012-07-18,60.1
2012-07-19,59.9
2012-07-20,60.8
2012-07-23,59.05
2012-07-24,58.85
2012-07-25,58.95
2012-07-26,58.15
2012-07-27,56.95
2012-07-30,59.3
2012-07-31,59.9
2012-08-01,64.7
2012-08-02,64.8
2012-08-03,64.4
2012-08-06,62.0
2012-08-07,61.6
2012-08-08,60.75
2012-08-09,63.65
2012-08-10,62.4
2012-08-13,61.15
2012-08-14,61.0
2012-08-16,60.75
2012-08-17,60.8
2012-08-21,63.4
2012-08-22,63.0
2012-08-23,60.8
2012-08-24,60.3
2012-08-27,59.85
2012-08-28,59.45
2012-08-29,59.8
2012-08-30,59.35
2012-08-31,59.05
2012-09-03,58.55
2012-09-04,59.25
2012-09-05,59.15
2012-09-06,59.75
2012-09-07,60.05
2012-09-08,60.05
2012-09-10,59.75
2012-09-11,60.0
2012-09-12,61.4
2012-09-13,62.45
2012-09-14,61.4
2012-09-17,62.65
2012-09-18,62.4
2012-09-20,60.6
2012-09-21,63.2
2012-09-24,67.5
2012-09-25,67.8
2012-09-26,66.9
2012-09-27,68.6
2012-09-28,72.25
2012-10-01,74.25
2012-10-03,73.6
2012-10-04,71.7
2012-10-05,70.3
2012-10-08,72.05
2012-10-09,71.8
2012-10-10,69.3
2012-10-11,70.3
2012-10-12,69.5
2012-10-15,69.5
2012-10-16,68.85
2012-10-17,73.7
2012-10-18,74.0
2012-10-19,78.7
2012-10-22,77.8
2012-10-23,77.3
2012-10-25,77.1
2012-10-26,75.4
2012-10-29,75.0
2012-10-30,73.2
2012-10-31,83.8
2012-11-01,80.95
2012-11-02,78.85
2012-11-05,75.75
2012-11-06,78.6
2012-11-07,79.5
2012-11-08,78.5
2012-11-09,76.35
2012-11-12,77.25
2012-11-13,80.25
2012-11-15,87.45
2012-11-16,82.5
2012-11-19,79.85
2012-11-20,79.0
2012-11-21,82.15
2012-11-22,80.65
2012-11-23,82.7
2012-11-26,85.6
2012-11-27,87.25
2012-11-29,86.75
2012-11-30,86.05
2012-12-03,86.45
2012-12-04,87.1
2012-12-05,87.25
2012-12-06,88.4
2012-12-07,86.7
2012-12-10,85.85
2012-12-11,86.0
2012-12-12,85.5
2012-12-13,85.7
2012-12-14,85.55
2012-12-17,87.2
2012-12-18,90.0
2012-12-19,88.3
2012-12-20,86.85
2012-12-21,84.95
2012-12-24,84.05
2012-12-26,85.15
2012-12-27,83.6
2012-12-28,83.85
2012-12-31,84.0
