Date,HATHWAY
2012-01-02,111.35
2012-01-03,120.6
2012-01-04,116.25
2012-01-05,114.05
2012-01-06,111.9
2012-01-07,113.45
2012-01-09,114.2
2012-01-10,116.45
2012-01-11,114.8
2012-01-12,113.8
2012-01-13,118.8
2012-01-16,132.25
2012-01-17,125.8
2012-01-18,136.8
2012-01-19,138.75
2012-01-20,135.85
2012-01-23,136.6
2012-01-24,131.7
2012-01-25,132.75
2012-01-27,133.3
2012-01-30,131.85
2012-01-31,137.25
2012-02-01,137.7
2012-02-02,140.85
2012-02-03,146.45
2012-02-06,151.95
2012-02-07,148.25
2012-02-08,153.15
2012-02-09,166.15
2012-02-10,184.2
2012-02-13,169.5
2012-02-14,170.7
2012-02-15,171.05
2012-02-16,167.2
2012-02-17,167.6
2012-02-21,165.85
2012-02-22,161.4
2012-02-23,153.65
2012-02-24,156.1
2012-02-27,152.1
2012-02-28,153.95
2012-02-29,166.35
2012-03-01,172.9
2012-03-02,170.75
2012-03-03,168.95
2012-03-05,170.35
2012-03-06,176.3
2012-03-07,175.6
2012-03-09,177.9
2012-03-12,179.3
2012-03-13,173.55
2012-03-14,170.25
2012-03-15,163.55
2012-03-16,161.1
2012-03-19,167.45
2012-03-20,163.9
2012-03-21,168.25
2012-03-22,163.35
2012-03-23,164.05
2012-03-26,164.25
2012-03-27,162.3
2012-03-28,164.5
2012-03-29,162.8
2012-03-30,164.95
2012-04-02,177.35
2012-04-03,182.2
2012-04-04,178.25
2012-04-09,179.5
2012-04-10,177.3
2012-04-11,170.45
2012-04-12,158.6
2012-04-13,165.5
2012-04-16,165.45
2012-04-17,163.7
2012-04-18,170.15
2012-04-19,173.9
2012-04-20,168.15
2012-04-23,160.45
2012-04-24,157.15
2012-04-25,154.7
2012-04-26,154.8
2012-04-27,156.5
2012-04-28,161.25
2012-04-30,155.65
2012-05-02,185.5
2012-05-03,184.75
2012-05-04,173.05
2012-05-07,166.2
2012-05-08,167.85
2012-05-09,163.65
2012-05-10,171.8
2012-05-11,166.25
2012-05-14,166.55
2012-05-15,169.65
2012-05-16,165.6
2012-05-17,166.25
2012-05-18,164.45
2012-05-21,170.6
2012-05-22,166.6
2012-05-23,163.4
2012-05-24,166.95
2012-05-25,170.2
2012-05-28,171.7
2012-05-29,170.6
2012-05-30,165.95
2012-05-31,164.4
2012-06-01,161.9
2012-06-04,162.6
2012-06-05,169.25
2012-06-06,171.2
2012-06-07,174.45
2012-06-08,169.4
2012-06-11,172.7
2012-06-12,177.45
2012-06-13,184.0
2012-06-14,179.05
2012-06-15,176.05
2012-06-18,175.0
2012-06-19,174.85
2012-06-20,175.05
2012-06-21,175.05
2012-06-22,174.3
2012-06-25,174.45
2012-06-26,171.85
2012-06-27,171.55
2012-06-28,177.15
2012-06-29,178.35
2012-07-02,178.2
2012-07-03,179.05
2012-07-04,186.9
2012-07-05,189.2
2012-07-06,188.75
2012-07-09,199.95
2012-07-09,199.95
2012-07-10,195.7
2012-07-11,195.15
2012-07-12,196.25
2012-07-13,195.6
2012-07-16,194.1
2012-07-17,190.3
2012-07-18,188.8
2012-07-19,195.75
2012-07-20,198.05
2012-07-23,199.75
2012-07-24,196.75
2012-07-25,196.1
2012-07-26,193.35
2012-07-27,184.85
2012-07-30,186.1
2012-07-31,188.9
2012-08-01,188.0
2012-08-02,185.0
2012-08-03,185.1
2012-08-06,187.4
2012-08-07,187.2
2012-08-08,184.7
2012-08-09,183.2
2012-08-10,180.75
2012-08-13,181.3
2012-08-14,185.6
2012-08-16,184.5
2012-08-17,184.05
2012-08-21,185.65
2012-08-22,178.1
2012-08-23,183.55
2012-08-24,178.35
2012-08-27,175.1
2012-08-28,174.65
2012-08-29,174.05
2012-08-30,179.2
2012-08-31,182.1
2012-09-03,184.25
2012-09-04,191.15
2012-09-05,199.15
2012-09-06,213.05
2012-09-07,208.25
2012-09-08,214.25
2012-09-10,213.05
2012-09-11,212.5
2012-09-12,219.15
2012-09-13,213.0
2012-09-14,218.5
2012-09-17,220.1
2012-09-18,220.8
2012-09-20,215.8
2012-09-21,220.1
2012-09-24,220.35
2012-09-25,218.1
2012-09-26,216.5
2012-09-27,221.85
2012-09-28,226.5
2012-10-01,233.05
2012-10-03,232.4
2012-10-04,235.5
2012-10-05,223.4
2012-10-08,221.95
2012-10-09,224.4
2012-10-10,217.25
2012-10-11,221.1
2012-10-12,222.6
2012-10-15,216.85
2012-10-16,222.2
2012-10-17,234.85
2012-10-18,243.9
2012-10-19,233.8
2012-10-22,232.55
2012-10-23,235.4
2012-10-25,237.2
2012-10-26,231.4
2012-10-29,225.1
2012-10-30,230.0
2012-10-31,234.45
2012-11-01,236.25
2012-11-02,236.15
2012-11-05,235.4
2012-11-06,239.15
2012-11-07,243.4
2012-11-08,237.75
2012-11-09,238.7
2012-11-12,242.05
2012-11-13,241.05
2012-11-15,254.8
2012-11-16,265.0
2012-11-19,265.4
2012-11-20,258.5
2012-11-21,262.7
2012-11-22,259.75
2012-11-23,260.45
2012-11-26,266.05
2012-11-27,270.1
2012-11-29,270.9
2012-11-30,271.6
2012-12-03,277.95
2012-12-04,280.55
2012-12-05,279.2
2012-12-06,275.25
2012-12-07,278.75
2012-12-10,276.1
2012-12-11,270.5
2012-12-12,274.95
2012-12-13,275.15
2012-12-14,276.3
2012-12-17,275.25
2012-12-18,295.2
2012-12-19,301.1
2012-12-20,299.25
2012-12-21,279.9
2012-12-24,274.55
2012-12-26,272.2
2012-12-27,270.7
2012-12-28,276.85
2012-12-31,284.7
