Date,KOHINOOR
2012-01-02,30.1
2012-01-03,30.25
2012-01-04,31.4
2012-01-05,31.9
2012-01-06,31.6
2012-01-07,32.25
2012-01-09,32.7
2012-01-10,34.1
2012-01-11,34.7
2012-01-12,34.95
2012-01-13,35.5
2012-01-16,35.2
2012-01-17,35.5
2012-01-18,35.2
2012-01-19,35.15
2012-01-20,36.15
2012-01-23,37.25
2012-01-24,37.6
2012-01-25,37.4
2012-01-27,36.9
2012-01-30,35.4
2012-01-31,36.6
2012-02-01,40.35
2012-02-02,38.55
2012-02-03,40.1
2012-02-06,40.25
2012-02-07,40.9
2012-02-08,42.75
2012-02-09,42.0
2012-02-10,41.3
2012-02-13,40.15
2012-02-14,40.55
2012-02-15,40.2
2012-02-16,40.2
2012-02-17,39.65
2012-02-21,40.25
2012-02-22,38.4
2012-02-23,37.7
2012-02-24,36.75
2012-02-27,35.5
2012-02-28,36.5
2012-02-29,40.1
2012-03-01,38.2
2012-03-02,38.25
2012-03-03,38.05
2012-03-05,37.35
2012-03-06,36.2
2012-03-07,35.95
2012-03-09,36.45
2012-03-12,36.45
2012-03-13,36.6
2012-03-14,36.9
2012-03-15,35.7
2012-03-16,35.1
2012-03-19,33.9
2012-03-20,33.65
2012-03-21,34.35
2012-03-22,33.7
2012-03-23,33.4
2012-03-26,32.9
2012-03-27,32.35
2012-03-28,31.65
2012-03-29,31.15
2012-03-30,31.8
2012-04-02,31.9
2012-04-03,32.55
2012-04-04,32.05
2012-04-09,34.2
2012-04-10,34.6
2012-04-11,33.75
2012-04-12,33.45
2012-04-13,32.85
2012-04-16,32.65
2012-04-17,32.9
2012-04-18,33.45
2012-04-19,34.15
2012-04-20,33.75
2012-04-23,32.85
2012-04-24,34.3
2012-04-25,33.0
2012-04-26,32.55
2012-04-27,31.85
2012-04-28,32.0
2012-04-30,32.25
2012-05-02,31.75
2012-05-03,31.7
2012-05-04,30.65
2012-05-07,30.8
2012-05-08,30.8
2012-05-09,30.05
2012-05-10,29.85
2012-05-11,28.95
2012-05-14,27.5
2012-05-15,28.0
2012-05-16,28.7
2012-05-17,28.05
2012-05-18,28.15
2012-05-21,27.45
2012-05-22,26.65
2012-05-23,26.4
2012-05-24,26.65
2012-05-25,26.7
2012-05-28,26.65
2012-05-29,26.6
2012-05-30,26.25
2012-05-31,26.35
2012-06-01,25.95
2012-06-04,25.95
2012-06-05,26.35
2012-06-06,26.55
2012-06-07,26.4
2012-06-08,26.1
2012-06-11,27.05
2012-06-12,26.5
2012-06-13,26.5
2012-06-14,26.1
2012-06-15,26.05
2012-06-18,25.6
2012-06-19,25.55
2012-06-20,26.35
2012-06-21,27.25
2012-06-22,27.1
2012-06-25,26.9
2012-06-26,26.5
2012-06-27,26.3
2012-06-28,25.9
2012-06-29,26.65
2012-07-02,27.4
2012-07-03,28.35
2012-07-04,28.0
2012-07-05,32.15
2012-07-06,31.15
2012-07-09,30.25
2012-07-09,30.25
2012-07-10,30.25
2012-07-11,30.4
2012-07-12,29.7
2012-07-13,31.05
2012-07-16,31.15
2012-07-17,31.75
2012-07-18,31.6
2012-07-19,31.55
2012-07-20,31.3
2012-07-23,30.7
2012-07-24,31.0
2012-07-25,31.25
2012-07-26,29.9
2012-07-27,28.35
2012-07-30,28.95
2012-07-31,29.3
2012-08-01,29.0
2012-08-02,30.1
2012-08-03,30.25
2012-08-06,30.45
2012-08-07,30.8
2012-08-08,30.25
2012-08-09,29.75
2012-08-10,30.25
2012-08-13,30.35
2012-08-14,30.5
2012-08-16,29.95
2012-08-17,30.0
2012-08-21,29.7
2012-08-22,29.4
2012-08-23,29.0
2012-08-24,28.75
2012-08-27,28.25
2012-08-28,27.45
2012-08-29,27.1
2012-08-30,27.0
2012-08-31,29.65
2012-09-03,30.55
2012-09-04,29.8
2012-09-05,29.6
2012-09-06,28.7
2012-09-07,28.95
2012-09-08,29.05
2012-09-10,28.95
2012-09-11,29.3
2012-09-12,28.95
2012-09-13,28.4
2012-09-14,27.1
2012-09-17,27.7
2012-09-18,28.0
2012-09-20,28.0
2012-09-21,28.3
2012-09-24,28.65
2012-09-25,28.65
2012-09-26,28.35
2012-09-27,28.4
2012-09-28,29.15
2012-10-01,29.7
2012-10-03,29.6
2012-10-04,30.55
2012-10-05,32.15
2012-10-08,33.3
2012-10-09,32.35
2012-10-10,30.75
2012-10-11,32.85
2012-10-12,32.65
2012-10-15,32.95
2012-10-16,31.75
2012-10-17,31.35
2012-10-18,31.6
2012-10-19,31.2
2012-10-22,30.75
2012-10-23,30.45
2012-10-25,30.45
2012-10-26,29.8
2012-10-29,29.75
2012-10-30,28.6
2012-10-31,28.65
2012-11-01,29.2
2012-11-02,30.45
2012-11-05,30.1
2012-11-06,30.25
2012-11-07,30.2
2012-11-08,29.85
2012-11-09,29.7
2012-11-12,28.85
2012-11-13,29.3
2012-11-15,29.5
2012-11-16,29.4
2012-11-19,28.7
2012-11-20,28.5
2012-11-21,28.6
2012-11-22,28.8
2012-11-23,27.85
2012-11-26,28.2
2012-11-27,28.6
2012-11-29,28.65
2012-11-30,29.0
2012-12-03,29.65
2012-12-04,29.4
2012-12-05,29.25
2012-12-06,32.3
2012-12-07,33.85
2012-12-10,32.3
2012-12-11,31.1
2012-12-12,31.3
2012-12-13,32.3
2012-12-14,31.55
2012-12-17,30.9
2012-12-18,31.05
2012-12-19,31.15
2012-12-20,30.5
2012-12-21,29.9
2012-12-24,29.8
2012-12-26,29.8
2012-12-27,29.8
2012-12-28,29.45
2012-12-31,29.4
