Date,SUNDARMFIN
2012-01-02,513.55
2012-01-03,511.85
2012-01-04,513.6
2012-01-05,508.0
2012-01-06,514.65
2012-01-07,516.0
2012-01-09,517.85
2012-01-10,528.1
2012-01-11,527.0
2012-01-12,525.35
2012-01-13,527.5
2012-01-16,528.5
2012-01-17,534.3
2012-01-18,532.9
2012-01-19,531.05
2012-01-20,537.5
2012-01-23,541.05
2012-01-24,550.9
2012-01-25,555.3
2012-01-27,570.1
2012-01-30,561.1
2012-01-31,569.95
2012-02-01,569.95
2012-02-02,574.05
2012-02-03,573.75
2012-02-06,580.95
2012-02-07,591.2
2012-02-08,587.4
2012-02-09,606.15
2012-02-10,644.25
2012-02-13,642.75
2012-02-14,620.35
2012-02-15,618.55
2012-02-16,609.95
2012-02-17,612.7
2012-02-21,614.95
2012-02-22,626.8
2012-02-23,634.35
2012-02-24,622.4
2012-02-27,620.1
2012-02-28,620.0
2012-02-29,623.35
2012-03-01,620.1
2012-03-02,620.1
2012-03-03,615.8
2012-03-05,622.9
2012-03-06,621.05
2012-03-07,622.1
2012-03-09,630.6
2012-03-12,641.0
2012-03-13,642.05
2012-03-14,638.65
2012-03-15,629.65
2012-03-16,623.75
2012-03-19,626.75
2012-03-20,642.45
2012-03-21,644.7
2012-03-22,648.1
2012-03-23,669.6
2012-03-26,659.35
2012-03-27,659.75
2012-03-28,656.75
2012-03-29,650.9
2012-03-30,656.1
2012-04-02,673.9
2012-04-03,671.0
2012-04-04,673.15
2012-04-09,668.5
2012-04-10,657.85
2012-04-11,659.75
2012-04-12,660.2
2012-04-13,668.4
2012-04-16,656.0
2012-04-17,661.3
2012-04-18,678.05
2012-04-19,678.1
2012-04-20,686.75
2012-04-23,670.4
2012-04-24,671.35
2012-04-25,665.05
2012-04-26,662.45
2012-04-27,670.2
2012-04-28,673.5
2012-04-30,671.8
2012-05-02,663.8
2012-05-03,654.45
2012-05-04,650.95
2012-05-07,661.75
2012-05-08,647.15
2012-05-09,645.25
2012-05-10,640.0
2012-05-11,640.0
2012-05-14,640.5
2012-05-15,626.6
2012-05-16,624.65
2012-05-17,626.8
2012-05-18,630.2
2012-05-21,640.6
2012-05-22,637.55
2012-05-23,642.95
2012-05-24,643.65
2012-05-25,640.15
2012-05-28,635.55
2012-05-29,637.3
2012-05-30,654.95
2012-05-31,666.95
2012-06-01,656.0
2012-06-04,651.45
2012-06-05,653.55
2012-06-06,668.15
2012-06-07,662.65
2012-06-08,663.0
2012-06-11,664.95
2012-06-12,670.3
2012-06-13,666.25
2012-06-14,660.45
2012-06-15,662.8
2012-06-18,660.4
2012-06-19,661.45
2012-06-20,663.95
2012-06-21,661.45
2012-06-22,663.95
2012-06-25,665.95
2012-06-26,657.75
2012-06-27,657.95
2012-06-28,649.0
2012-06-29,649.35
2012-07-02,651.7
2012-07-03,646.45
2012-07-04,650.15
2012-07-05,659.95
2012-07-06,658.65
2012-07-09,651.55
2012-07-10,651.1
2012-07-11,658.0
2012-07-12,664.25
2012-07-13,676.9
2012-07-16,732.05
2012-07-17,733.45
2012-07-18,747.85
2012-07-19,745.8
2012-07-20,730.4
2012-07-23,736.85
2012-07-24,729.9
2012-07-25,731.0
2012-07-26,730.85
2012-07-27,733.6
2012-07-30,734.5
2012-07-31,744.0
2012-08-01,733.35
2012-08-02,739.95
2012-08-03,745.8
2012-08-06,745.9
2012-08-07,793.55
2012-08-08,792.85
2012-08-09,831.2
2012-08-10,824.95
2012-08-13,826.3
2012-08-14,823.55
2012-08-16,823.05
2012-08-17,825.25
2012-08-21,825.1
2012-08-22,838.4
2012-08-23,822.25
2012-08-24,861.75
2012-08-27,860.5
2012-08-28,846.7
2012-08-29,840.85
2012-08-30,828.15
2012-08-31,828.85
2012-09-03,825.65
2012-09-04,823.45
2012-09-05,818.85
2012-09-06,814.15
2012-09-07,832.7
2012-09-08,825.7
2012-09-10,823.15
2012-09-11,823.75
2012-09-12,815.95
2012-09-13,817.9
2012-09-14,820.2
2012-09-17,822.5
2012-09-18,815.75
2012-09-20,815.4
2012-09-21,811.5
2012-09-24,811.2
2012-09-25,809.7
2012-09-26,819.3
2012-09-27,819.8
2012-09-28,821.7
2012-10-01,843.45
2012-10-03,843.75
2012-10-04,842.6
2012-10-05,842.35
2012-10-08,837.45
2012-10-09,830.8
2012-10-10,821.65
2012-10-11,815.65
2012-10-12,814.6
2012-10-15,828.65
2012-10-16,818.05
2012-10-17,824.15
2012-10-18,824.8
2012-10-19,819.0
2012-10-22,825.75
2012-10-23,828.95
2012-10-25,830.5
2012-10-26,890.15
2012-10-29,895.0
2012-10-30,914.25
2012-10-31,914.55
2012-11-01,919.8
2012-11-02,927.95
2012-11-05,958.95
2012-11-06,956.65
2012-11-07,956.8
2012-11-08,965.4
2012-11-09,958.9
2012-11-12,963.35
2012-11-13,969.45
2012-11-15,987.65
2012-11-16,970.5
2012-11-19,963.25
2012-11-20,987.7
2012-11-21,975.5
2012-11-22,975.45
2012-11-23,978.75
2012-11-26,980.45
2012-11-27,981.55
2012-11-29,993.6
2012-11-30,999.6
2012-12-03,1008.25
2012-12-04,1007.55
2012-12-05,1033.3
2012-12-06,1034.3
2012-12-07,1053.85
2012-12-10,1078.0
2012-12-11,1080.9
2012-12-12,1057.95
2012-12-13,509.95
2012-12-14,514.2
2012-12-17,502.3
2012-12-18,518.35
2012-12-19,514.35
2012-12-20,520.15
2012-12-21,509.1
2012-12-24,513.7
2012-12-26,513.9
2012-12-27,513.85
2012-12-28,515.0
2012-12-31,514.65
