Date,CORDSCABLE
2012-01-02,27.9
2012-01-03,30.6
2012-01-04,30.15
2012-01-05,31.35
2012-01-06,30.65
2012-01-07,31.75
2012-01-09,30.3
2012-01-10,32.0
2012-01-11,31.85
2012-01-12,31.15
2012-01-13,31.2
2012-01-16,31.0
2012-01-17,31.3
2012-01-18,31.2
2012-01-19,30.65
2012-01-20,30.5
2012-01-23,30.4
2012-01-24,31.55
2012-01-25,32.15
2012-01-27,31.6
2012-01-30,31.5
2012-01-31,31.05
2012-02-01,31.05
2012-02-02,31.1
2012-02-03,31.0
2012-02-06,31.25
2012-02-07,32.95
2012-02-08,33.05
2012-02-09,33.55
2012-02-10,33.35
2012-02-13,32.8
2012-02-14,32.0
2012-02-15,31.7
2012-02-16,32.5
2012-02-17,31.45
2012-02-21,31.05
2012-02-22,30.75
2012-02-23,29.95
2012-02-24,30.85
2012-02-27,30.0
2012-02-28,30.7
2012-02-29,29.95
2012-03-01,29.15
2012-03-02,30.25
2012-03-03,30.4
2012-03-05,29.45
2012-03-06,29.15
2012-03-07,29.35
2012-03-09,29.25
2012-03-12,29.0
2012-03-13,29.1
2012-03-14,29.3
2012-03-15,29.9
2012-03-16,29.6
2012-03-19,28.05
2012-03-20,27.3
2012-03-21,28.0
2012-03-22,28.0
2012-03-23,27.45
2012-03-26,27.45
2012-03-27,27.05
2012-03-28,26.35
2012-03-29,27.95
2012-03-30,28.25
2012-04-02,30.55
2012-04-03,31.15
2012-04-04,31.0
2012-04-09,29.7
2012-04-10,30.9
2012-04-11,29.6
2012-04-12,30.55
2012-04-13,30.1
2012-04-16,30.2
2012-04-17,31.4
2012-04-18,30.5
2012-04-19,30.1
2012-04-20,31.05
2012-04-23,31.1
2012-04-24,30.5
2012-04-25,31.1
2012-04-26,31.85
2012-04-27,31.1
2012-04-28,32.5
2012-04-30,30.9
2012-05-02,31.55
2012-05-03,32.45
2012-05-04,29.9
2012-05-07,29.35
2012-05-08,28.8
2012-05-09,29.0
2012-05-10,28.05
2012-05-11,27.95
2012-05-14,27.75
2012-05-15,27.8
2012-05-16,26.5
2012-05-17,27.0
2012-05-18,26.65
2012-05-21,27.0
2012-05-22,25.75
2012-05-23,25.8
2012-05-24,25.6
2012-05-25,24.55
2012-05-28,24.75
2012-05-29,24.5
2012-05-30,24.05
2012-05-31,23.55
2012-06-01,23.35
2012-06-04,22.9
2012-06-05,23.2
2012-06-06,24.0
2012-06-07,23.85
2012-06-08,23.5
2012-06-11,22.0
2012-06-12,23.15
2012-06-13,24.1
2012-06-14,24.6
2012-06-15,23.55
2012-06-18,23.5
2012-06-19,22.85
2012-06-20,22.95
2012-06-21,22.55
2012-06-22,22.6
2012-06-25,23.05
2012-06-26,23.8
2012-06-27,25.7
2012-06-28,26.05
2012-06-29,25.5
2012-07-02,25.1
2012-07-03,26.2
2012-07-04,26.2
2012-07-05,27.0
2012-07-06,26.95
2012-07-09,27.0
2012-07-09,27.0
2012-07-10,26.15
2012-07-11,25.3
2012-07-12,24.2
2012-07-13,25.1
2012-07-16,24.85
2012-07-17,24.8
2012-07-18,24.5
2012-07-19,24.5
2012-07-20,24.05
2012-07-23,23.8
2012-07-24,24.15
2012-07-25,25.05
2012-07-26,24.5
2012-07-27,23.6
2012-07-30,24.75
2012-07-31,23.75
2012-08-01,24.0
2012-08-02,24.0
2012-08-03,24.6
2012-08-06,26.8
2012-08-07,27.65
2012-08-08,27.0
2012-08-09,26.1
2012-08-10,25.45
2012-08-13,25.4
2012-08-14,25.25
2012-08-16,24.5
2012-08-17,24.65
2012-08-21,24.5
2012-08-22,24.2
2012-08-23,24.2
2012-08-24,23.75
2012-08-27,23.65
2012-08-28,22.55
2012-08-29,22.85
2012-08-30,23.35
2012-08-31,22.85
2012-09-03,23.5
2012-09-04,23.9
2012-09-05,22.75
2012-09-06,22.75
2012-09-07,22.5
2012-09-08,22.9
2012-09-10,23.1
2012-09-11,22.9
2012-09-12,23.0
2012-09-13,23.5
2012-09-14,22.8
2012-09-17,22.8
2012-09-18,24.05
2012-09-20,24.25
2012-09-21,23.95
2012-09-24,23.4
2012-09-25,24.15
2012-09-26,23.55
2012-09-27,23.75
2012-09-28,25.0
2012-10-01,25.65
2012-10-03,26.4
2012-10-04,27.15
2012-10-05,26.25
2012-10-08,26.35
2012-10-09,26.55
2012-10-10,26.0
2012-10-11,25.5
2012-10-12,25.85
2012-10-15,25.5
2012-10-16,25.2
2012-10-17,25.3
2012-10-18,24.7
2012-10-19,24.55
2012-10-22,24.3
2012-10-23,24.2
2012-10-25,24.4
2012-10-26,24.55
2012-10-29,24.75
2012-10-30,23.9
2012-10-31,23.95
2012-11-01,23.8
2012-11-02,24.0
2012-11-05,24.05
2012-11-06,25.6
2012-11-07,25.9
2012-11-08,25.1
2012-11-09,25.5
2012-11-12,25.15
2012-11-13,26.7
2012-11-15,27.45
2012-11-16,26.25
2012-11-19,26.0
2012-11-20,26.2
2012-11-21,25.4
2012-11-22,25.75
2012-11-23,25.35
2012-11-26,25.8
2012-11-27,25.95
2012-11-29,25.0
2012-11-30,24.95
2012-12-03,24.95
2012-12-04,27.7
2012-12-05,31.75
2012-12-06,30.15
2012-12-07,28.0
2012-12-10,26.9
2012-12-11,26.2
2012-12-12,26.3
2012-12-13,26.05
2012-12-14,26.7
2012-12-17,29.3
2012-12-18,29.6
2012-12-19,29.5
2012-12-20,29.05
2012-12-21,28.5
2012-12-24,27.65
2012-12-26,27.95
2012-12-27,27.2
2012-12-28,27.95
2012-12-31,26.75
