Date,RELIANCE
2012-01-02,706.55
2012-01-03,724.65
2012-01-04,716.15
2012-01-05,699.5
2012-01-06,717.55
2012-01-07,714.75
2012-01-09,706.25
2012-01-10,736.2
2012-01-11,748.25
2012-01-12,736.9
2012-01-13,731.8
2012-01-16,712.95
2012-01-17,742.05
2012-01-18,779.75
2012-01-19,785.65
2012-01-20,792.65
2012-01-23,771.55
2012-01-24,783.75
2012-01-25,790.95
2012-01-27,820.4
2012-01-30,794.75
2012-01-31,817.1
2012-02-01,831.2
2012-02-02,829.25
2012-02-03,838.3
2012-02-06,833.0
2012-02-07,844.55
2012-02-08,858.4
2012-02-09,853.85
2012-02-10,843.25
2012-02-13,849.25
2012-02-14,848.9
2012-02-15,836.65
2012-02-16,812.45
2012-02-17,818.2
2012-02-21,843.55
2012-02-22,833.4
2012-02-23,839.6
2012-02-24,819.95
2012-02-27,781.45
2012-02-28,796.5
2012-02-29,820.75
2012-03-01,810.95
2012-03-02,814.1
2012-03-03,813.45
2012-03-05,797.5
2012-03-06,776.55
2012-03-07,761.8
2012-03-09,773.8
2012-03-12,798.55
2012-03-13,819.95
2012-03-14,814.5
2012-03-15,796.65
2012-03-16,772.35
2012-03-19,755.1
2012-03-20,760.55
2012-03-21,768.05
2012-03-22,736.35
2012-03-23,744.05
2012-03-26,730.1
2012-03-27,731.05
2012-03-28,725.7
2012-03-29,724.65
2012-03-30,750.6
2012-04-02,740.55
2012-04-03,752.7
2012-04-04,747.0
2012-04-09,742.15
2012-04-10,742.65
2012-04-11,730.3
2012-04-12,743.3
2012-04-13,751.55
2012-04-16,748.1
2012-04-17,746.4
2012-04-18,748.6
2012-04-19,741.65
2012-04-20,730.85
2012-04-23,736.3
2012-04-24,735.1
2012-04-25,736.3
2012-04-26,745.05
2012-04-27,742.0
2012-04-28,739.95
2012-04-30,745.1
2012-05-02,743.55
2012-05-03,738.85
2012-05-04,726.45
2012-05-07,715.7
2012-05-08,708.35
2012-05-09,695.1
2012-05-10,694.15
2012-05-11,697.2
2012-05-14,681.3
2012-05-15,681.65
2012-05-16,676.1
2012-05-17,685.15
2012-05-18,688.55
2012-05-21,695.5
2012-05-22,691.1
2012-05-23,686.85
2012-05-24,695.3
2012-05-25,691.2
2012-05-28,701.65
2012-05-29,701.85
2012-05-30,706.25
2012-05-31,705.6
2012-06-01,685.25
2012-06-04,692.75
2012-06-05,702.55
2012-06-06,715.9
2012-06-07,721.25
2012-06-08,729.7
2012-06-11,722.25
2012-06-12,722.95
2012-06-13,716.3
2012-06-14,716.35
2012-06-15,726.75
2012-06-18,718.9
2012-06-19,737.45
2012-06-20,737.4
2012-06-21,718.7
2012-06-22,711.0
2012-06-25,716.2
2012-06-26,723.5
2012-06-27,722.5
2012-06-28,719.9
2012-06-29,737.85
2012-07-02,737.4
2012-07-03,736.35
2012-07-04,734.25
2012-07-05,738.7
2012-07-06,734.85
2012-07-09,731.8
2012-07-10,739.7
2012-07-11,725.65
2012-07-12,721.2
2012-07-13,718.5
2012-07-16,720.35
2012-07-17,719.35
2012-07-18,715.8
2012-07-19,727.8
2012-07-20,722.65
2012-07-23,719.0
2012-07-24,724.5
2012-07-25,719.25
2012-07-26,710.15
2012-07-27,721.0
2012-07-30,729.6
2012-07-31,743.6
2012-08-01,746.75
2012-08-02,739.55
2012-08-03,742.55
2012-08-06,786.05
2012-08-07,783.75
2012-08-08,790.8
2012-08-09,780.15
2012-08-10,782.1
2012-08-13,788.15
2012-08-14,799.55
2012-08-16,816.15
2012-08-17,816.1
2012-08-21,814.25
2012-08-22,807.8
2012-08-23,794.5
2012-08-24,782.1
2012-08-27,787.35
2012-08-28,790.2
2012-08-29,782.15
2012-08-30,783.4
2012-08-31,766.4
2012-09-03,763.05
2012-09-04,779.6
2012-09-05,771.15
2012-09-06,768.2
2012-09-07,791.75
2012-09-08,796.0
2012-09-10,792.05
2012-09-11,791.0
2012-09-12,798.1
2012-09-13,799.15
2012-09-14,841.75
2012-09-17,873.75
2012-09-18,855.6
2012-09-20,832.5
2012-09-21,850.3
2012-09-24,836.35
2012-09-25,839.75
2012-09-26,844.75
2012-09-27,829.85
2012-09-28,837.2
2012-10-01,833.5
2012-10-03,846.1
2012-10-04,852.9
2012-10-05,857.8
2012-10-08,819.4
2012-10-09,815.3
2012-10-10,816.0
2012-10-11,819.95
2012-10-12,818.9
2012-10-15,823.05
2012-10-16,812.45
2012-10-17,805.15
2012-10-18,811.3
2012-10-19,802.8
2012-10-22,815.6
2012-10-23,809.95
2012-10-25,810.4
2012-10-26,798.95
2012-10-29,811.2
2012-10-30,803.25
2012-10-31,805.5
2012-11-01,807.1
2012-11-02,807.95
2012-11-05,806.15
2012-11-06,805.45
2012-11-07,800.85
2012-11-08,796.6
2012-11-09,787.65
2012-11-12,786.65
2012-11-13,789.6
2012-11-15,784.6
2012-11-16,775.15
2012-11-19,774.3
2012-11-20,765.35
2012-11-21,771.2
2012-11-22,765.85
2012-11-23,773.75
2012-11-26,773.65
2012-11-27,786.8
2012-11-29,798.3
2012-11-30,793.7
2012-12-03,804.0
2012-12-04,824.7
2012-12-05,832.6
2012-12-06,843.9
2012-12-07,834.6
2012-12-10,828.3
2012-12-11,820.05
2012-12-12,832.6
2012-12-13,834.25
2012-12-14,839.25
2012-12-17,834.15
2012-12-18,831.4
2012-12-19,839.5
2012-12-20,837.85
2012-12-21,825.25
2012-12-24,820.7
2012-12-26,828.25
2012-12-27,817.7
2012-12-28,840.25
2012-12-31,839.55
