Date,BPCL
2012-01-02,480.5
2012-01-03,472.75
2012-01-04,470.7
2012-01-05,459.9
2012-01-06,476.5
2012-01-07,476.15
2012-01-09,469.05
2012-01-10,482.7
2012-01-11,507.5
2012-01-12,512.45
2012-01-13,508.65
2012-01-16,505.3
2012-01-17,525.35
2012-01-18,535.8
2012-01-19,542.2
2012-01-20,559.9
2012-01-23,545.45
2012-01-24,556.35
2012-01-25,579.6
2012-01-27,577.3
2012-01-30,564.4
2012-01-31,572.15
2012-02-01,560.0
2012-02-02,575.7
2012-02-03,575.85
2012-02-06,573.7
2012-02-07,567.75
2012-02-08,578.1
2012-02-09,598.75
2012-02-10,598.2
2012-02-13,589.7
2012-02-14,598.3
2012-02-15,604.0
2012-02-16,622.85
2012-02-17,619.2
2012-02-21,614.0
2012-02-22,623.65
2012-02-23,656.35
2012-02-24,656.35
2012-02-27,659.65
2012-02-28,652.7
2012-02-29,662.25
2012-03-01,658.85
2012-03-02,663.75
2012-03-03,674.7
2012-03-05,666.1
2012-03-06,668.75
2012-03-07,659.35
2012-03-09,664.3
2012-03-12,663.0
2012-03-13,667.25
2012-03-14,681.65
2012-03-15,667.4
2012-03-16,664.25
2012-03-19,665.55
2012-03-20,685.3
2012-03-21,695.4
2012-03-22,679.75
2012-03-23,680.85
2012-03-26,665.4
2012-03-27,667.35
2012-03-28,667.15
2012-03-29,687.85
2012-03-30,700.25
2012-04-02,687.35
2012-04-03,705.85
2012-04-04,699.15
2012-04-09,680.5
2012-04-10,667.5
2012-04-11,670.5
2012-04-12,679.9
2012-04-13,677.85
2012-04-16,678.45
2012-04-17,686.85
2012-04-18,698.45
2012-04-19,694.8
2012-04-20,696.25
2012-04-23,674.65
2012-04-24,687.6
2012-04-25,686.25
2012-04-26,661.0
2012-04-27,662.8
2012-04-28,666.8
2012-04-30,670.65
2012-05-02,657.55
2012-05-03,661.65
2012-05-04,652.4
2012-05-07,686.15
2012-05-08,680.35
2012-05-09,688.9
2012-05-10,704.25
2012-05-11,700.3
2012-05-14,713.85
2012-05-15,728.75
2012-05-16,752.1
2012-05-17,735.85
2012-05-18,724.9
2012-05-21,725.8
2012-05-22,728.1
2012-05-23,722.2
2012-05-24,726.3
2012-05-25,730.95
2012-05-28,716.15
2012-05-29,701.1
2012-05-30,690.9
2012-05-31,697.65
2012-06-01,694.5
2012-06-04,716.5
2012-06-05,704.3
2012-06-06,705.5
2012-06-07,700.0
2012-06-08,702.3
2012-06-11,711.25
2012-06-12,732.1
2012-06-13,732.4
2012-06-14,739.35
2012-06-15,742.55
2012-06-18,738.5
2012-06-19,751.2
2012-06-20,759.4
2012-06-21,763.55
2012-06-22,763.15
2012-06-25,748.4
2012-06-26,749.45
2012-06-27,749.8
2012-06-28,751.15
2012-06-29,743.95
2012-07-02,747.15
2012-07-03,759.95
2012-07-04,753.7
2012-07-05,758.3
2012-07-06,763.7
2012-07-09,762.9
2012-07-09,762.9
2012-07-10,768.9
2012-07-11,776.8
2012-07-12,785.45
2012-07-13,386.55
2012-07-16,388.6
2012-07-17,376.7
2012-07-18,376.75
2012-07-19,388.3
2012-07-20,383.1
2012-07-23,373.85
2012-07-24,372.1
2012-07-25,366.25
2012-07-26,360.25
2012-07-27,355.5
2012-07-30,366.6
2012-07-31,363.3
2012-08-01,360.15
2012-08-02,354.55
2012-08-03,353.0
2012-08-06,344.4
2012-08-07,341.35
2012-08-08,351.65
2012-08-09,340.3
2012-08-10,352.55
2012-08-13,350.65
2012-08-14,346.45
2012-08-16,343.85
2012-08-17,340.6
2012-08-21,338.75
2012-08-22,348.9
2012-08-23,351.15
2012-08-24,354.55
2012-08-27,354.0
2012-08-28,354.25
2012-08-29,352.15
2012-08-30,348.0
2012-08-31,334.85
2012-09-03,340.9
2012-09-04,346.95
2012-09-05,345.45
2012-09-06,347.3
2012-09-07,345.1
2012-09-08,344.25
2012-09-10,342.5
2012-09-11,349.2
2012-09-12,347.55
2012-09-13,354.7
2012-09-14,350.2
2012-09-17,338.75
2012-09-18,337.45
2012-09-20,345.3
2012-09-21,347.3
2012-09-24,344.85
2012-09-25,349.35
2012-09-26,351.85
2012-09-27,346.85
2012-09-28,348.7
2012-10-01,351.5
2012-10-03,348.05
2012-10-04,359.85
2012-10-05,356.5
2012-10-08,355.35
2012-10-09,357.4
2012-10-10,351.7
2012-10-11,352.8
2012-10-12,351.15
2012-10-15,349.85
2012-10-16,345.5
2012-10-17,344.45
2012-10-18,347.05
2012-10-19,339.65
2012-10-22,342.4
2012-10-23,348.55
2012-10-25,350.5
2012-10-26,348.0
2012-10-29,342.6
2012-10-30,338.1
2012-10-31,337.55
2012-11-01,337.9
2012-11-02,336.05
2012-11-05,339.8
2012-11-06,341.45
2012-11-07,339.85
2012-11-08,339.15
2012-11-09,338.4
2012-11-12,333.3
2012-11-13,333.3
2012-11-15,330.7
2012-11-16,329.05
2012-11-19,328.05
2012-11-20,326.4
2012-11-21,328.65
2012-11-22,325.95
2012-11-23,321.45
2012-11-26,315.45
2012-11-27,328.35
2012-11-29,336.6
2012-11-30,347.5
2012-12-03,343.9
2012-12-04,349.7
2012-12-05,358.7
2012-12-06,360.6
2012-12-07,358.2
2012-12-10,356.7
2012-12-11,359.65
2012-12-12,353.85
2012-12-13,351.45
2012-12-14,350.95
2012-12-17,344.9
2012-12-18,350.25
2012-12-19,357.65
2012-12-20,349.9
2012-12-21,343.8
2012-12-24,346.95
2012-12-26,348.75
2012-12-27,344.05
2012-12-28,352.3
2012-12-31,356.35
