Date,ANANTRAJ
2012-01-02,41.2
2012-01-03,40.25
2012-01-04,41.0
2012-01-05,43.15
2012-01-06,43.35
2012-01-07,43.5
2012-01-09,43.3
2012-01-10,51.85
2012-01-11,55.25
2012-01-12,54.75
2012-01-13,55.05
2012-01-16,57.85
2012-01-17,59.35
2012-01-18,58.0
2012-01-19,58.8
2012-01-20,58.1
2012-01-23,58.0
2012-01-24,58.95
2012-01-25,59.6
2012-01-27,62.9
2012-01-30,60.15
2012-01-31,60.85
2012-02-01,61.95
2012-02-02,64.1
2012-02-03,67.85
2012-02-06,68.95
2012-02-07,66.55
2012-02-08,69.9
2012-02-09,71.8
2012-02-10,69.75
2012-02-13,69.8
2012-02-14,72.6
2012-02-15,73.15
2012-02-16,75.7
2012-02-17,76.5
2012-02-21,74.85
2012-02-22,70.5
2012-02-23,69.45
2012-02-24,69.3
2012-02-27,62.85
2012-02-28,65.3
2012-02-29,65.8
2012-03-01,63.85
2012-03-02,64.3
2012-03-03,64.0
2012-03-05,63.65
2012-03-06,60.8
2012-03-07,56.9
2012-03-09,60.75
2012-03-12,61.55
2012-03-13,63.4
2012-03-14,64.35
2012-03-15,63.05
2012-03-16,59.0
2012-03-19,59.8
2012-03-20,58.75
2012-03-21,61.85
2012-03-22,59.4
2012-03-23,57.3
2012-03-26,57.5
2012-03-27,57.45
2012-03-28,56.4
2012-03-29,57.35
2012-03-30,58.5
2012-04-02,58.85
2012-04-03,59.8
2012-04-04,59.2
2012-04-09,58.7
2012-04-10,58.95
2012-04-11,58.95
2012-04-12,59.05
2012-04-13,58.5
2012-04-16,58.2
2012-04-17,57.5
2012-04-18,57.4
2012-04-19,57.3
2012-04-20,57.3
2012-04-23,57.1
2012-04-24,55.95
2012-04-25,56.05
2012-04-26,59.2
2012-04-27,57.55
2012-04-28,57.55
2012-04-30,58.1
2012-05-02,56.2
2012-05-03,56.1
2012-05-04,54.15
2012-05-07,55.1
2012-05-08,52.9
2012-05-09,53.6
2012-05-10,52.8
2012-05-11,53.1
2012-05-14,52.55
2012-05-15,52.95
2012-05-16,51.0
2012-05-17,51.0
2012-05-18,50.3
2012-05-21,52.1
2012-05-22,50.45
2012-05-23,46.85
2012-05-24,46.2
2012-05-25,47.3
2012-05-28,46.4
2012-05-29,46.6
2012-05-30,46.25
2012-05-31,46.1
2012-06-01,46.0
2012-06-04,46.5
2012-06-05,47.35
2012-06-06,48.1
2012-06-07,47.3
2012-06-08,47.3
2012-06-11,49.4
2012-06-12,48.95
2012-06-13,48.8
2012-06-14,46.6
2012-06-15,47.05
2012-06-18,43.95
2012-06-19,46.5
2012-06-20,46.05
2012-06-21,46.25
2012-06-22,46.55
2012-06-25,46.0
2012-06-26,46.5
2012-06-27,46.95
2012-06-28,47.1
2012-06-29,48.0
2012-07-02,47.0
2012-07-03,47.05
2012-07-04,49.25
2012-07-05,53.7
2012-07-06,55.9
2012-07-09,57.2
2012-07-09,57.2
2012-07-10,55.65
2012-07-11,55.35
2012-07-12,56.25
2012-07-13,55.0
2012-07-16,54.95
2012-07-17,52.0
2012-07-18,52.55
2012-07-19,52.35
2012-07-20,50.8
2012-07-23,50.5
2012-07-24,49.1
2012-07-25,48.6
2012-07-26,47.8
2012-07-27,47.25
2012-07-30,47.8
2012-07-31,47.5
2012-08-01,48.6
2012-08-02,48.5
2012-08-03,47.75
2012-08-06,50.65
2012-08-07,50.95
2012-08-08,49.45
2012-08-09,48.7
2012-08-10,47.7
2012-08-13,47.9
2012-08-14,47.45
2012-08-16,47.25
2012-08-17,44.85
2012-08-21,46.95
2012-08-22,46.1
2012-08-23,48.15
2012-08-24,46.3
2012-08-27,47.35
2012-08-28,46.25
2012-08-29,44.9
2012-08-30,44.8
2012-08-31,44.8
2012-09-03,44.05
2012-09-04,43.5
2012-09-05,43.15
2012-09-06,43.35
2012-09-07,43.85
2012-09-08,43.9
2012-09-10,43.7
2012-09-11,45.15
2012-09-12,44.95
2012-09-13,44.55
2012-09-14,48.5
2012-09-17,51.55
2012-09-18,52.9
2012-09-20,51.2
2012-09-21,57.15
2012-09-24,54.1
2012-09-25,64.6
2012-09-26,67.15
2012-09-27,66.8
2012-09-28,71.5
2012-10-01,76.8
2012-10-03,84.0
2012-10-04,79.9
2012-10-05,80.2
2012-10-08,78.6
2012-10-09,84.45
2012-10-10,79.0
2012-10-11,80.15
2012-10-12,81.9
2012-10-15,82.05
2012-10-16,76.6
2012-10-17,73.4
2012-10-18,79.35
2012-10-19,76.4
2012-10-22,80.45
2012-10-23,79.95
2012-10-25,79.0
2012-10-26,82.7
2012-10-29,75.35
2012-10-30,78.15
2012-10-31,81.3
2012-11-01,79.85
2012-11-02,79.7
2012-11-05,79.15
2012-11-06,84.8
2012-11-07,89.3
2012-11-08,93.8
2012-11-09,89.65
2012-11-12,96.1
2012-11-13,96.55
2012-11-15,96.5
2012-11-16,92.7
2012-11-19,90.45
2012-11-20,87.0
2012-11-21,93.7
2012-11-22,94.2
2012-11-23,92.85
2012-11-26,95.15
2012-11-27,94.3
2012-11-29,97.35
2012-11-30,98.85
2012-12-03,101.05
2012-12-04,101.05
2012-12-05,100.95
2012-12-06,100.55
2012-12-07,97.95
2012-12-10,98.15
2012-12-11,96.0
2012-12-12,95.85
2012-12-13,91.6
2012-12-14,93.5
2012-12-17,96.85
2012-12-18,98.2
2012-12-19,97.2
2012-12-20,96.2
2012-12-21,91.25
2012-12-24,91.6
2012-12-26,93.55
2012-12-27,92.35
2012-12-28,88.45
2012-12-31,89.9
