Date,BERGEPAINT
2012-01-02,85.8
2012-01-03,87.45
2012-01-04,88.85
2012-01-05,88.1
2012-01-06,89.6
2012-01-07,89.95
2012-01-09,90.6
2012-01-10,92.95
2012-01-11,98.3
2012-01-12,98.2
2012-01-13,97.3
2012-01-16,95.65
2012-01-17,97.2
2012-01-18,97.4
2012-01-19,97.25
2012-01-20,95.15
2012-01-23,93.8
2012-01-24,94.25
2012-01-25,95.45
2012-01-27,94.7
2012-01-30,95.35
2012-01-31,96.8
2012-02-01,98.3
2012-02-02,100.05
2012-02-03,99.3
2012-02-06,101.05
2012-02-07,100.1
2012-02-08,103.0
2012-02-09,101.35
2012-02-10,101.5
2012-02-13,101.45
2012-02-14,102.55
2012-02-15,103.55
2012-02-16,108.85
2012-02-17,106.75
2012-02-21,106.6
2012-02-22,105.65
2012-02-23,102.6
2012-02-24,101.05
2012-02-27,101.65
2012-02-28,102.0
2012-02-29,103.7
2012-03-01,103.85
2012-03-02,103.25
2012-03-03,104.2
2012-03-05,103.0
2012-03-06,102.4
2012-03-07,102.85
2012-03-09,107.35
2012-03-12,105.4
2012-03-13,104.7
2012-03-14,103.5
2012-03-15,102.55
2012-03-16,102.35
2012-03-19,104.15
2012-03-20,104.55
2012-03-21,105.1
2012-03-22,105.3
2012-03-23,106.9
2012-03-26,104.95
2012-03-27,105.6
2012-03-28,105.5
2012-03-29,106.2
2012-03-30,106.7
2012-04-02,107.55
2012-04-03,115.1
2012-04-04,116.6
2012-04-09,115.5
2012-04-10,112.9
2012-04-11,113.25
2012-04-12,115.05
2012-04-13,111.75
2012-04-16,113.45
2012-04-17,115.05
2012-04-18,115.1
2012-04-19,117.15
2012-04-20,116.95
2012-04-23,118.05
2012-04-24,119.25
2012-04-25,121.7
2012-04-26,118.9
2012-04-27,120.2
2012-04-28,120.55
2012-04-30,120.55
2012-05-02,120.05
2012-05-03,121.3
2012-05-04,117.85
2012-05-07,119.15
2012-05-08,117.5
2012-05-09,123.1
2012-05-10,127.05
2012-05-11,129.85
2012-05-14,133.95
2012-05-15,138.2
2012-05-16,129.25
2012-05-17,127.05
2012-05-18,123.15
2012-05-21,126.85
2012-05-22,132.25
2012-05-23,136.55
2012-05-24,136.55
2012-05-25,141.25
2012-05-28,146.25
2012-05-29,140.8
2012-05-30,136.9
2012-05-31,139.5
2012-06-01,133.35
2012-06-04,133.95
2012-06-05,136.05
2012-06-06,138.9
2012-06-07,141.6
2012-06-08,148.65
2012-06-11,144.95
2012-06-12,147.1
2012-06-13,149.75
2012-06-14,147.3
2012-06-15,145.25
2012-06-18,144.15
2012-06-19,142.95
2012-06-20,144.6
2012-06-21,144.6
2012-06-22,144.6
2012-06-25,142.1
2012-06-26,139.9
2012-06-27,137.75
2012-06-28,135.8
2012-06-29,137.25
2012-07-02,136.5
2012-07-03,138.6
2012-07-04,138.7
2012-07-05,137.1
2012-07-06,136.35
2012-07-09,133.3
2012-07-09,133.3
2012-07-10,131.25
2012-07-11,135.3
2012-07-12,132.1
2012-07-13,131.55
2012-07-16,132.15
2012-07-17,131.15
2012-07-18,128.25
2012-07-19,126.7
2012-07-20,131.55
2012-07-23,132.6
2012-07-24,134.2
2012-07-25,131.8
2012-07-26,132.0
2012-07-27,134.9
2012-07-30,137.2
2012-07-31,138.7
2012-08-01,135.95
2012-08-02,136.75
2012-08-03,143.55
2012-08-06,144.3
2012-08-07,141.1
2012-08-08,139.85
2012-08-09,139.8
2012-08-10,136.15
2012-08-13,137.6
2012-08-14,135.25
2012-08-16,136.6
2012-08-17,136.0
2012-08-21,135.75
2012-08-22,136.0
2012-08-23,135.05
2012-08-24,135.05
2012-08-27,135.05
2012-08-28,137.5
2012-08-29,136.0
2012-08-30,136.8
2012-08-31,138.3
2012-09-03,141.95
2012-09-04,139.9
2012-09-05,138.8
2012-09-06,139.95
2012-09-07,138.05
2012-09-08,140.3
2012-09-10,140.0
2012-09-11,138.85
2012-09-12,138.4
2012-09-13,138.5
2012-09-14,141.4
2012-09-17,141.65
2012-09-18,141.5
2012-09-20,142.0
2012-09-21,144.75
2012-09-24,143.25
2012-09-25,144.9
2012-09-26,148.65
2012-09-27,150.35
2012-09-28,147.15
2012-10-01,147.3
2012-10-03,144.35
2012-10-04,143.15
2012-10-05,140.5
2012-10-08,142.95
2012-10-09,140.05
2012-10-10,140.4
2012-10-11,141.0
2012-10-12,140.6
2012-10-15,143.25
2012-10-16,141.75
2012-10-17,141.1
2012-10-18,143.15
2012-10-19,142.0
2012-10-22,140.55
2012-10-23,139.65
2012-10-25,140.25
2012-10-26,139.75
2012-10-29,139.3
2012-10-30,137.15
2012-10-31,140.55
2012-11-01,140.65
2012-11-02,140.55
2012-11-05,139.45
2012-11-06,142.6
2012-11-07,144.65
2012-11-08,142.75
2012-11-09,141.45
2012-11-12,140.5
2012-11-13,141.3
2012-11-15,138.35
2012-11-16,137.9
2012-11-19,138.05
2012-11-20,138.55
2012-11-21,139.15
2012-11-22,139.5
2012-11-23,142.7
2012-11-26,143.35
2012-11-27,143.2
2012-11-29,148.75
2012-11-30,150.3
2012-12-03,153.05
2012-12-04,153.75
2012-12-05,154.1
2012-12-06,152.05
2012-12-07,148.3
2012-12-10,148.85
2012-12-11,147.2
2012-12-12,150.95
2012-12-13,147.4
2012-12-14,148.35
2012-12-17,147.95
2012-12-18,149.7
2012-12-19,149.45
2012-12-20,150.55
2012-12-21,148.05
2012-12-24,150.35
2012-12-26,160.1
2012-12-27,157.8
2012-12-28,156.0
2012-12-31,160.1
