Date,LAKSHMIEFL
2012-01-02,14.45
2012-01-03,14.55
2012-01-04,14.7
2012-01-05,14.85
2012-01-06,15.05
2012-01-07,15.1
2012-01-09,15.6
2012-01-10,15.95
2012-01-11,15.95
2012-01-12,15.8
2012-01-13,15.7
2012-01-16,15.35
2012-01-17,15.2
2012-01-18,14.5
2012-01-19,13.9
2012-01-20,14.55
2012-01-23,14.85
2012-01-24,14.85
2012-01-25,15.05
2012-01-27,15.55
2012-01-30,15.55
2012-01-31,15.7
2012-02-01,16.45
2012-02-02,18.05
2012-02-03,18.8
2012-02-06,19.0
2012-02-07,18.1
2012-02-08,18.6
2012-02-09,18.65
2012-02-10,18.75
2012-02-13,18.75
2012-02-14,17.6
2012-02-15,17.75
2012-02-16,18.8
2012-02-17,19.3
2012-02-21,20.45
2012-02-22,20.05
2012-02-23,19.4
2012-02-24,18.75
2012-02-27,17.2
2012-02-28,18.0
2012-02-29,18.5
2012-03-01,18.3
2012-03-02,17.8
2012-03-03,17.95
2012-03-05,17.45
2012-03-06,17.05
2012-03-07,16.5
2012-03-09,17.75
2012-03-12,18.2
2012-03-13,18.85
2012-03-14,18.7
2012-03-15,17.95
2012-03-16,17.85
2012-03-19,17.65
2012-03-20,17.6
2012-03-21,17.55
2012-03-22,17.65
2012-03-23,16.95
2012-03-26,16.8
2012-03-27,16.75
2012-03-28,16.5
2012-03-29,16.6
2012-03-30,18.15
2012-04-02,18.35
2012-04-03,18.6
2012-04-04,18.6
2012-04-09,19.05
2012-04-10,19.35
2012-04-11,19.85
2012-04-12,20.1
2012-04-13,19.55
2012-04-16,19.35
2012-04-17,19.05
2012-04-18,19.2
2012-04-19,19.1
2012-04-20,18.8
2012-04-23,18.5
2012-04-24,18.7
2012-04-25,17.75
2012-04-26,17.35
2012-04-27,17.25
2012-04-28,17.35
2012-04-30,17.5
2012-05-02,17.55
2012-05-03,17.95
2012-05-04,17.5
2012-05-07,17.6
2012-05-08,17.35
2012-05-09,17.05
2012-05-10,17.35
2012-05-11,16.9
2012-05-14,16.65
2012-05-15,16.55
2012-05-16,16.05
2012-05-17,16.1
2012-05-18,16.2
2012-05-21,15.75
2012-05-22,15.4
2012-05-23,15.85
2012-05-24,15.95
2012-05-25,15.9
2012-05-28,16.25
2012-05-29,16.35
2012-05-30,16.5
2012-05-31,16.6
2012-06-01,16.65
2012-06-04,16.2
2012-06-05,16.65
2012-06-06,16.85
2012-06-07,17.3
2012-06-08,17.55
2012-06-11,17.8
2012-06-12,18.1
2012-06-13,17.85
2012-06-14,17.4
2012-06-15,17.4
2012-06-18,17.05
2012-06-19,17.25
2012-06-20,17.1
2012-06-21,17.05
2012-06-22,17.0
2012-06-25,17.25
2012-06-26,17.45
2012-06-27,17.45
2012-06-28,17.35
2012-06-29,17.35
2012-07-02,17.75
2012-07-03,17.65
2012-07-04,17.9
2012-07-05,19.45
2012-07-06,19.25
2012-07-09,19.1
2012-07-09,19.1
2012-07-10,19.5
2012-07-11,19.5
2012-07-12,19.1
2012-07-13,19.85
2012-07-16,19.55
2012-07-17,19.05
2012-07-18,18.85
2012-07-19,18.85
2012-07-20,18.85
2012-07-23,18.75
2012-07-24,18.65
2012-07-25,18.65
2012-07-26,18.1
2012-07-27,18.05
2012-07-30,17.65
2012-07-31,17.6
2012-08-01,18.3
2012-08-02,18.5
2012-08-03,18.15
2012-08-06,18.05
2012-08-07,18.05
2012-08-08,17.7
2012-08-09,17.65
2012-08-10,17.55
2012-08-13,17.05
2012-08-14,16.45
2012-08-16,16.45
2012-08-17,16.4
2012-08-21,16.55
2012-08-22,16.25
2012-08-23,16.15
2012-08-24,15.9
2012-08-27,15.7
2012-08-28,17.35
2012-08-29,17.75
2012-08-30,17.0
2012-08-31,16.6
2012-09-03,17.2
2012-09-04,16.95
2012-09-05,16.6
2012-09-06,16.8
2012-09-07,16.3
2012-09-08,16.5
2012-09-10,16.95
2012-09-11,16.95
2012-09-12,16.3
2012-09-13,16.1
2012-09-14,16.0
2012-09-17,16.2
2012-09-18,16.4
2012-09-20,16.4
2012-09-21,16.3
2012-09-24,16.65
2012-09-25,16.5
2012-09-26,16.35
2012-09-27,17.4
2012-09-28,18.1
2012-10-01,17.8
2012-10-03,17.75
2012-10-04,18.35
2012-10-05,18.45
2012-10-08,18.85
2012-10-09,18.45
2012-10-10,18.3
2012-10-11,18.75
2012-10-12,18.45
2012-10-15,18.5
2012-10-16,18.1
2012-10-17,17.9
2012-10-18,19.15
2012-10-19,19.15
2012-10-22,18.95
2012-10-23,18.25
2012-10-25,17.75
2012-10-26,17.3
2012-10-29,17.1
2012-10-30,17.25
2012-10-31,17.5
2012-11-01,17.6
2012-11-02,17.5
2012-11-05,17.6
2012-11-06,18.1
2012-11-07,17.8
2012-11-08,18.0
2012-11-09,17.9
2012-11-12,18.8
2012-11-13,19.1
2012-11-15,22.9
2012-11-16,23.2
2012-11-19,22.0
2012-11-20,22.45
2012-11-21,22.15
2012-11-22,21.45
2012-11-23,22.9
2012-11-26,24.05
2012-11-27,23.45
2012-11-29,23.35
2012-11-30,23.2
2012-12-03,23.85
2012-12-04,23.8
2012-12-05,22.9
2012-12-06,22.9
2012-12-07,24.05
2012-12-10,26.3
2012-12-11,25.45
2012-12-12,25.7
2012-12-13,25.65
2012-12-14,25.45
2012-12-17,25.85
2012-12-18,25.75
2012-12-19,24.95
2012-12-20,24.35
2012-12-21,23.7
2012-12-24,23.3
2012-12-26,23.6
2012-12-27,23.1
2012-12-28,23.05
2012-12-31,23.9
