Date,AUTOAXLES
2012-01-02,342.1
2012-01-03,354.85
2012-01-04,373.15
2012-01-05,386.6
2012-01-06,383.0
2012-01-07,392.35
2012-01-09,405.15
2012-01-10,404.7
2012-01-11,405.05
2012-01-12,392.35
2012-01-13,392.0
2012-01-16,392.6
2012-01-17,388.7
2012-01-18,419.0
2012-01-19,426.6
2012-01-20,433.5
2012-01-23,430.15
2012-01-24,430.6
2012-01-25,432.95
2012-01-27,433.35
2012-01-30,440.7
2012-01-31,459.2
2012-02-01,469.45
2012-02-02,471.45
2012-02-03,469.9
2012-02-06,482.55
2012-02-07,474.95
2012-02-08,479.3
2012-02-09,481.9
2012-02-10,487.95
2012-02-13,490.55
2012-02-14,500.0
2012-02-15,497.9
2012-02-16,498.65
2012-02-17,499.7
2012-02-21,495.9
2012-02-22,498.35
2012-02-23,500.0
2012-02-24,499.75
2012-02-27,509.1
2012-02-28,499.9
2012-02-29,496.5
2012-03-01,495.9
2012-03-02,491.35
2012-03-03,490.0
2012-03-05,485.65
2012-03-06,479.2
2012-03-07,485.95
2012-03-09,496.55
2012-03-12,502.55
2012-03-13,503.15
2012-03-14,506.5
2012-03-15,502.45
2012-03-16,499.2
2012-03-19,488.05
2012-03-20,484.25
2012-03-21,485.0
2012-03-22,483.0
2012-03-23,483.1
2012-03-26,481.95
2012-03-27,475.0
2012-03-28,500.2
2012-03-29,502.2
2012-03-30,515.1
2012-04-02,501.1
2012-04-03,509.5
2012-04-04,511.75
2012-04-09,510.0
2012-04-10,514.6
2012-04-11,505.05
2012-04-12,501.05
2012-04-13,510.25
2012-04-16,521.95
2012-04-17,514.5
2012-04-18,520.4
2012-04-19,516.0
2012-04-20,521.45
2012-04-23,522.5
2012-04-24,521.0
2012-04-25,524.05
2012-04-26,520.75
2012-04-27,517.15
2012-04-28,526.65
2012-04-30,533.4
2012-05-02,516.1
2012-05-03,519.95
2012-05-04,516.25
2012-05-07,510.9
2012-05-08,514.45
2012-05-09,500.3
2012-05-10,499.45
2012-05-11,498.5
2012-05-14,480.55
2012-05-15,485.2
2012-05-16,490.75
2012-05-17,490.0
2012-05-18,490.9
2012-05-21,474.9
2012-05-22,460.4
2012-05-23,451.35
2012-05-24,455.95
2012-05-25,454.65
2012-05-28,451.45
2012-05-29,455.0
2012-05-30,453.2
2012-05-31,445.75
2012-06-01,445.0
2012-06-04,443.35
2012-06-05,448.85
2012-06-06,453.05
2012-06-07,460.0
2012-06-08,452.1
2012-06-11,458.95
2012-06-13,452.45
2012-06-14,453.45
2012-06-15,450.0
2012-06-18,448.1
2012-06-19,456.45
2012-06-20,453.4
2012-06-21,451.5
2012-06-22,449.7
2012-06-25,450.05
2012-06-26,447.45
2012-06-27,447.3
2012-06-28,446.75
2012-06-29,444.65
2012-07-02,451.95
2012-07-03,439.75
2012-07-04,441.7
2012-07-05,448.8
2012-07-06,445.05
2012-07-09,436.55
2012-07-09,436.55
2012-07-10,439.6
2012-07-11,441.0
2012-07-12,436.7
2012-07-13,441.5
2012-07-16,439.5
2012-07-17,431.3
2012-07-18,429.5
2012-07-19,400.35
2012-07-20,410.85
2012-07-23,402.3
2012-07-24,401.05
2012-07-25,394.15
2012-07-26,393.0
2012-07-27,389.95
2012-07-30,378.65
2012-07-31,372.8
2012-08-01,374.15
2012-08-02,362.55
2012-08-03,362.1
2012-08-06,363.5
2012-08-07,358.2
2012-08-08,352.5
2012-08-09,344.85
2012-08-10,336.0
2012-08-13,343.4
2012-08-14,343.25
2012-08-16,342.4
2012-08-17,344.85
2012-08-21,338.8
2012-08-22,339.5
2012-08-23,342.5
2012-08-24,344.55
2012-08-27,344.85
2012-08-28,337.1
2012-08-29,337.6
2012-08-30,338.45
2012-08-31,340.2
2012-09-03,342.05
2012-09-04,345.25
2012-09-05,341.65
2012-09-06,347.2
2012-09-07,347.95
2012-09-08,344.8
2012-09-10,338.45
2012-09-11,341.25
2012-09-12,341.35
2012-09-13,342.05
2012-09-14,362.65
2012-09-17,367.2
2012-09-18,368.9
2012-09-20,372.0
2012-09-21,372.25
2012-09-24,387.8
2012-09-25,404.55
2012-09-26,407.35
2012-09-27,401.9
2012-09-28,411.9
2012-10-01,399.1
2012-10-03,402.15
2012-10-04,401.1
2012-10-05,381.9
2012-10-08,380.45
2012-10-09,390.05
2012-10-10,384.95
2012-10-11,381.4
2012-10-12,384.0
2012-10-15,389.0
2012-10-16,381.05
2012-10-17,389.95
2012-10-18,391.85
2012-10-19,395.85
2012-10-22,398.45
2012-10-23,396.05
2012-10-25,393.25
2012-10-26,391.2
2012-10-29,382.6
2012-10-30,379.95
2012-10-31,373.8
2012-11-01,372.1
2012-11-02,373.85
2012-11-05,374.9
2012-11-06,370.3
2012-11-07,380.15
2012-11-08,375.8
2012-11-09,371.05
2012-11-12,370.3
2012-11-13,373.45
2012-11-15,367.95
2012-11-16,362.65
2012-11-19,353.6
2012-11-20,358.7
2012-11-21,365.05
2012-11-22,367.7
2012-11-23,364.0
2012-11-26,368.0
2012-11-27,367.85
2012-11-29,355.3
2012-11-30,361.95
2012-12-03,357.7
2012-12-04,371.75
2012-12-05,362.65
2012-12-06,366.6
2012-12-07,359.75
2012-12-10,358.3
2012-12-11,358.95
2012-12-12,361.1
2012-12-13,362.6
2012-12-14,361.9
2012-12-17,363.9
2012-12-18,361.2
2012-12-19,363.85
2012-12-20,364.7
2012-12-21,360.5
2012-12-24,357.15
2012-12-26,361.0
2012-12-27,363.3
2012-12-28,371.65
2012-12-31,365.4
