Date,GODFRYPHLP
2012-01-02,2480.2
2012-01-03,2494.35
2012-01-04,2471.25
2012-01-05,2500.65
2012-01-06,2478.8
2012-01-07,2506.0
2012-01-09,2540.0
2012-01-10,2596.45
2012-01-11,2595.8
2012-01-12,2565.35
2012-01-13,2632.25
2012-01-16,2682.95
2012-01-17,2802.6
2012-01-18,2890.95
2012-01-19,2958.5
2012-01-20,2976.2
2012-01-23,2969.4
2012-01-24,2889.6
2012-01-25,2899.85
2012-01-27,2880.15
2012-01-30,2885.9
2012-01-31,2890.0
2012-02-01,3163.15
2012-02-02,3083.05
2012-02-03,2999.95
2012-02-06,2946.1
2012-02-07,2879.0
2012-02-08,2888.4
2012-02-09,2907.55
2012-02-10,2920.65
2012-02-13,2919.3
2012-02-14,2886.9
2012-02-15,2859.05
2012-02-16,2899.4
2012-02-17,2876.9
2012-02-21,2860.0
2012-02-22,2883.75
2012-02-23,2820.5
2012-02-24,2823.15
2012-02-27,2803.9
2012-02-28,2812.3
2012-02-29,2781.95
2012-03-01,2703.75
2012-03-02,2742.1
2012-03-03,2762.35
2012-03-05,2778.35
2012-03-06,2716.0
2012-03-07,2741.15
2012-03-09,2800.2
2012-03-12,2810.75
2012-03-13,2899.85
2012-03-14,2960.15
2012-03-15,3001.6
2012-03-16,3092.0
2012-03-19,3202.85
2012-03-20,3177.5
2012-03-21,3125.55
2012-03-22,3095.75
2012-03-23,3105.55
2012-03-26,3098.45
2012-03-27,3097.4
2012-03-28,3113.2
2012-03-29,3228.25
2012-03-30,3199.7
2012-04-02,3167.7
2012-04-03,3276.2
2012-04-04,3308.95
2012-04-09,3300.9
2012-04-10,3352.85
2012-04-11,3545.95
2012-04-12,3746.75
2012-04-13,3711.75
2012-04-16,3739.1
2012-04-17,3785.05
2012-04-18,3859.95
2012-04-19,3843.2
2012-04-20,3741.2
2012-04-23,3547.05
2012-04-24,3532.45
2012-04-25,3497.85
2012-04-26,3461.7
2012-04-27,3792.6
2012-04-28,3765.1
2012-04-30,3695.55
2012-05-02,3644.2
2012-05-03,3571.55
2012-05-04,3519.75
2012-05-07,3590.9
2012-05-08,3432.05
2012-05-09,3368.8
2012-05-10,3548.15
2012-05-11,3524.7
2012-05-14,3524.0
2012-05-15,3510.2
2012-05-16,3441.8
2012-05-17,3456.75
2012-05-18,3432.65
2012-05-21,3431.95
2012-05-22,3410.95
2012-05-23,3300.05
2012-05-24,3336.35
2012-05-25,3298.7
2012-05-28,3315.05
2012-05-29,3227.05
2012-05-30,3217.15
2012-05-31,3161.0
2012-06-01,3178.6
2012-06-04,3182.65
2012-06-05,3143.15
2012-06-06,3087.7
2012-06-07,3092.0
2012-06-08,3089.1
2012-06-11,3058.35
2012-06-12,3090.4
2012-06-13,3097.8
2012-06-14,3315.7
2012-06-15,3336.35
2012-06-18,3287.35
2012-06-19,3302.95
2012-06-20,3326.85
2012-06-21,3357.95
2012-06-22,3439.25
2012-06-25,3489.25
2012-06-26,3505.6
2012-06-27,3515.8
2012-06-28,3497.4
2012-06-29,3529.1
2012-07-02,3496.25
2012-07-03,3490.15
2012-07-04,3513.3
2012-07-05,3501.25
2012-07-06,3517.9
2012-07-09,3493.35
2012-07-09,3493.35
2012-07-10,3562.3
2012-07-11,3518.9
2012-07-12,3446.45
2012-07-13,3463.65
2012-07-16,3420.8
2012-07-17,3388.5
2012-07-18,3316.95
2012-07-19,3269.15
2012-07-20,3253.05
2012-07-23,3164.05
2012-07-24,3231.95
2012-07-25,3306.65
2012-07-26,3214.7
2012-07-27,3262.9
2012-07-30,3227.85
2012-07-31,3223.65
2012-08-01,3156.7
2012-08-02,3151.8
2012-08-03,3135.75
2012-08-06,3181.2
2012-08-07,3199.75
2012-08-08,3180.05
2012-08-09,3189.5
2012-08-10,3167.3
