Date,CADILAHC
2012-01-02,706.05
2012-01-03,697.45
2012-01-04,692.25
2012-01-05,691.2
2012-01-06,680.4
2012-01-07,687.25
2012-01-09,693.2
2012-01-10,684.2
2012-01-11,681.0
2012-01-12,679.5
2012-01-13,673.95
2012-01-16,663.85
2012-01-17,664.65
2012-01-18,650.15
2012-01-19,651.05
2012-01-20,649.45
2012-01-23,639.05
2012-01-24,631.85
2012-01-25,636.35
2012-01-27,655.55
2012-01-30,655.45
2012-01-31,661.6
2012-02-01,655.35
2012-02-02,665.8
2012-02-03,678.9
2012-02-06,674.35
2012-02-07,660.15
2012-02-08,666.85
2012-02-09,673.45
2012-02-10,695.35
2012-02-13,706.9
2012-02-14,724.85
2012-02-15,719.3
2012-02-16,712.35
2012-02-17,713.25
2012-02-21,710.3
2012-02-22,693.0
2012-02-23,694.35
2012-02-24,696.7
2012-02-27,690.2
2012-02-28,692.7
2012-02-29,726.1
2012-03-01,710.9
2012-03-02,708.45
2012-03-03,704.25
2012-03-05,694.2
2012-03-06,697.0
2012-03-07,698.9
2012-03-09,700.05
2012-03-12,701.5
2012-03-13,708.8
2012-03-14,747.55
2012-03-15,754.85
2012-03-16,714.8
2012-03-19,700.25
2012-03-20,708.45
2012-03-21,721.15
2012-03-22,720.45
2012-03-23,752.65
2012-03-26,731.7
2012-03-27,732.7
2012-03-28,740.8
2012-03-29,746.2
2012-03-30,758.5
2012-04-02,750.15
2012-04-03,739.5
2012-04-04,733.45
2012-04-09,721.7
2012-04-10,722.45
2012-04-11,726.2
2012-04-12,715.55
2012-04-13,711.4
2012-04-16,701.15
2012-04-17,703.3
2012-04-18,717.75
2012-04-19,742.8
2012-04-20,725.6
2012-04-23,729.95
2012-04-24,729.8
2012-04-25,729.95
2012-04-26,734.1
2012-04-27,734.15
2012-04-28,731.55
2012-04-30,730.85
2012-05-02,724.15
2012-05-03,735.0
2012-05-04,734.75
2012-05-07,742.45
2012-05-08,740.15
2012-05-09,734.6
2012-05-10,758.85
2012-05-11,765.55
2012-05-14,766.0
2012-05-15,802.8
2012-05-16,782.35
2012-05-17,786.7
2012-05-18,788.45
2012-05-21,766.6
2012-05-22,743.55
2012-05-23,736.0
2012-05-24,742.45
2012-05-25,745.15
2012-05-28,750.25
2012-05-29,733.2
2012-05-30,732.0
2012-05-31,730.8
2012-06-01,728.35
2012-06-04,717.75
2012-06-05,730.3
2012-06-06,724.1
2012-06-07,733.6
2012-06-08,733.6
2012-06-11,725.55
2012-06-12,725.95
2012-06-13,724.1
2012-06-14,723.75
2012-06-15,723.1
2012-06-18,723.0
2012-06-19,720.8
2012-06-20,744.9
2012-06-21,765.45
2012-06-22,784.05
2012-06-25,778.05
2012-06-26,770.1
2012-06-27,764.5
2012-06-28,765.65
2012-06-29,770.25
2012-07-02,772.95
2012-07-03,755.15
2012-07-04,761.8
2012-07-05,765.0
2012-07-06,767.95
2012-07-09,774.25
2012-07-09,774.25
2012-07-10,763.45
2012-07-11,765.1
2012-07-12,780.0
2012-07-13,782.7
2012-07-16,799.8
2012-07-17,832.8
2012-07-18,870.3
2012-07-19,873.65
2012-07-20,881.05
2012-07-23,860.5
2012-07-24,854.4
2012-07-25,860.1
2012-07-26,870.25
2012-07-27,860.55
2012-07-30,867.65
2012-07-31,881.8
2012-08-01,903.2
2012-08-02,896.15
2012-08-03,897.7
2012-08-06,903.05
2012-08-07,885.45
2012-08-08,897.2
2012-08-09,873.1
2012-08-10,876.15
2012-08-13,879.9
2012-08-14,869.05
2012-08-16,864.15
2012-08-17,875.75
2012-08-21,862.85
2012-08-22,877.75
2012-08-23,870.95
2012-08-24,875.55
2012-08-27,883.0
2012-08-28,881.45
2012-08-29,881.4
2012-08-30,895.0
2012-08-31,907.0
2012-09-03,904.5
2012-09-04,902.55
2012-09-05,902.6
2012-09-06,885.95
2012-09-07,897.7
2012-09-08,905.0
2012-09-10,915.3
2012-09-11,946.3
2012-09-12,938.35
2012-09-13,919.55
2012-09-14,897.2
2012-09-17,868.45
2012-09-18,841.3
2012-09-20,836.55
2012-09-21,861.05
2012-09-24,828.65
2012-09-25,832.65
2012-09-26,846.6
2012-09-27,844.2
2012-09-28,873.6
2012-10-01,850.3
2012-10-03,859.75
2012-10-04,830.35
2012-10-05,819.4
2012-10-08,840.95
2012-10-09,854.55
2012-10-10,857.1
2012-10-11,825.25
2012-10-12,842.0
2012-10-15,850.55
2012-10-16,850.2
2012-10-17,865.1
2012-10-18,868.0
2012-10-19,850.9
2012-10-22,860.35
2012-10-23,865.3
2012-10-25,875.9
2012-10-26,866.5
2012-10-29,857.45
2012-10-30,859.55
2012-10-31,871.2
2012-11-01,864.7
2012-11-02,868.7
2012-11-05,889.65
2012-11-06,887.8
2012-11-07,859.9
2012-11-08,828.9
2012-11-09,843.65
2012-11-12,831.9
2012-11-13,841.75
2012-11-15,828.2
2012-11-16,819.2
2012-11-19,795.55
2012-11-20,800.3
2012-11-21,795.35
2012-11-22,817.2
2012-11-23,821.4
2012-11-26,823.85
2012-11-27,820.15
2012-11-29,822.2
2012-11-30,836.85
2012-12-03,847.0
2012-12-04,853.3
2012-12-05,848.0
2012-12-06,838.8
2012-12-07,848.7
2012-12-10,843.4
2012-12-11,845.9
2012-12-12,847.05
2012-12-13,859.25
2012-12-14,862.2
2012-12-17,870.4
2012-12-18,873.1
2012-12-19,887.3
2012-12-20,886.65
2012-12-21,886.75
2012-12-24,879.45
2012-12-26,885.1
2012-12-27,890.75
2012-12-28,901.55
2012-12-31,901.95
