Date,DCMSHRIRAM
2012-01-02,40.0
2012-01-03,41.4
2012-01-04,40.4
2012-01-05,40.5
2012-01-06,40.55
2012-01-07,40.35
2012-01-09,42.8
2012-01-10,42.7
2012-01-11,42.95
2012-01-12,42.95
2012-01-13,43.25
2012-01-16,42.95
2012-01-17,43.15
2012-01-18,43.0
2012-01-19,43.0
2012-01-20,43.5
2012-01-23,42.6
2012-01-24,43.0
2012-01-25,43.1
2012-01-27,43.5
2012-01-30,41.5
2012-01-31,42.65
2012-02-01,43.3
2012-02-02,43.55
2012-02-03,42.0
2012-02-06,42.3
2012-02-07,42.35
2012-02-08,42.2
2012-02-09,42.4
2012-02-10,42.2
2012-02-13,43.15
2012-02-14,44.2
2012-02-15,43.3
2012-02-16,43.55
2012-02-17,43.15
2012-02-21,42.4
2012-02-22,42.0
2012-02-23,41.4
2012-02-24,41.35
2012-02-27,40.05
2012-02-28,40.65
2012-02-29,40.9
2012-03-01,41.4
2012-03-02,42.4
2012-03-03,42.7
2012-03-05,43.85
2012-03-06,45.0
2012-03-07,46.05
2012-03-09,45.3
2012-03-12,45.15
2012-03-13,45.0
2012-03-14,45.6
2012-03-15,45.0
2012-03-16,45.0
2012-03-19,45.0
2012-03-20,45.2
2012-03-21,45.4
2012-03-22,45.05
2012-03-23,45.2
2012-03-26,45.5
2012-03-27,45.75
2012-03-28,45.95
2012-03-29,45.1
2012-03-30,45.75
2012-04-02,45.25
2012-04-03,45.15
2012-04-04,45.65
2012-04-09,44.75
2012-04-10,45.15
2012-04-11,45.0
2012-04-12,45.4
2012-04-13,45.8
2012-04-16,45.15
2012-04-17,45.4
2012-04-18,45.85
2012-04-19,45.95
2012-04-20,46.05
2012-04-23,45.95
2012-04-24,45.25
2012-04-25,45.0
2012-04-26,45.0
2012-04-27,44.85
2012-04-28,45.1
2012-04-30,44.55
2012-05-02,44.4
2012-05-03,42.95
2012-05-04,40.75
2012-05-07,41.3
2012-05-08,40.8
2012-05-09,40.2
2012-05-10,40.75
2012-05-11,40.7
2012-05-14,42.1
2012-05-15,41.7
2012-05-16,41.45
2012-05-17,40.7
2012-05-18,39.95
2012-05-21,40.9
2012-05-22,41.8
2012-05-23,42.0
2012-05-24,43.1
2012-05-25,43.6
2012-05-28,44.7
2012-05-29,45.7
2012-05-30,46.3
2012-05-31,46.4
2012-06-01,46.95
2012-06-04,45.9
2012-06-05,45.8
2012-06-06,45.15
2012-06-07,46.7
2012-06-08,47.35
2012-06-11,47.15
2012-06-12,46.1
2012-06-13,44.6
2012-06-14,45.65
2012-06-15,48.05
2012-06-18,48.35
2012-06-19,48.35
2012-06-20,49.25
2012-06-21,49.6
2012-06-22,48.3
2012-06-25,48.7
2012-06-26,50.0
2012-06-27,50.5
2012-06-28,51.15
2012-06-29,50.8
2012-07-02,50.0
2012-07-03,50.95
2012-07-04,50.8
2012-07-05,52.3
2012-07-06,52.0
2012-07-09,52.15
2012-07-09,52.15
2012-07-10,52.45
2012-07-11,52.6
2012-07-12,53.05
2012-07-13,53.0
2012-07-16,53.8
2012-07-17,51.8
2012-07-18,50.75
2012-07-19,48.9
2012-07-20,48.5
2012-07-23,48.5
2012-07-24,49.25
2012-07-25,47.95
2012-07-26,47.45
2012-07-27,49.4
2012-07-30,50.9
2012-07-31,51.8
2012-08-01,53.8
2012-08-02,55.2
2012-08-03,54.95
2012-08-06,55.85
2012-08-07,55.55
2012-08-08,56.7
2012-08-09,54.65
2012-08-10,54.6
2012-08-13,54.55
2012-08-14,56.05
2012-08-16,56.45
2012-08-17,55.9
2012-08-21,57.1
2012-08-22,58.45
2012-08-23,58.15
2012-08-24,58.15
2012-08-27,58.0
2012-08-28,57.25
2012-08-29,57.25
2012-08-30,57.15
2012-08-31,57.0
2012-09-03,56.55
2012-09-04,56.85
2012-09-05,56.15
2012-09-06,52.2
2012-09-07,50.45
2012-09-08,50.85
2012-09-10,52.3
2012-09-11,52.7
2012-09-12,53.45
2012-09-13,53.25
2012-09-14,53.0
2012-09-17,53.1
2012-09-18,53.05
2012-09-20,52.0
2012-09-21,53.1
2012-09-24,54.0
2012-09-25,54.0
2012-09-26,52.75
2012-09-27,53.05
2012-09-28,52.8
2012-10-01,53.2
2012-10-03,53.4
2012-10-04,53.7
2012-10-05,51.6
2012-10-08,54.4
2012-10-09,60.8
2012-10-10,57.55
2012-10-11,58.6
2012-10-12,60.45
2012-10-15,62.2
2012-10-16,62.0
2012-10-17,61.4
2012-10-18,60.15
2012-10-19,65.0
2012-10-22,68.75
2012-10-23,73.65
2012-10-25,83.5
2012-10-26,76.75
2012-10-29,70.8
2012-10-30,72.05
2012-10-31,71.0
2012-11-01,72.25
2012-11-02,71.4
2012-11-05,69.95
2012-11-06,68.6
2012-11-07,72.65
2012-11-08,71.05
2012-11-09,68.95
2012-11-12,69.1
2012-11-13,70.65
2012-11-15,68.85
2012-11-16,67.1
2012-11-19,67.8
2012-11-20,66.6
2012-11-21,67.45
2012-11-22,66.25
2012-11-23,65.6
2012-11-26,71.45
2012-11-27,70.3
2012-11-29,70.4
2012-11-30,71.65
2012-12-03,73.8
2012-12-04,73.6
2012-12-05,74.6
2012-12-06,70.7
2012-12-07,71.0
2012-12-10,72.55
2012-12-11,69.85
2012-12-12,69.35
2012-12-13,71.3
2012-12-14,73.0
2012-12-17,75.05
2012-12-18,73.15
2012-12-19,72.4
2012-12-20,72.2
2012-12-21,68.65
2012-12-24,66.65
2012-12-26,66.6
2012-12-27,65.7
2012-12-28,67.6
2012-12-31,68.45
