Date,MFSL
2012-01-02,144.5
2012-01-03,144.3
2012-01-04,144.55
2012-01-05,143.7
2012-01-06,143.1
2012-01-07,143.2
2012-01-09,146.45
2012-01-10,151.9
2012-01-11,152.1
2012-01-12,150.0
2012-01-13,152.8
2012-01-16,151.4
2012-01-17,151.9
2012-01-18,150.9
2012-01-19,159.8
2012-01-20,156.05
2012-01-23,158.75
2012-01-24,163.2
2012-01-25,162.45
2012-01-27,163.35
2012-01-30,158.35
2012-01-31,162.65
2012-02-01,164.35
2012-02-02,163.35
2012-02-03,167.0
2012-02-06,167.05
2012-02-07,170.9
2012-02-08,173.8
2012-02-09,173.3
2012-02-10,170.85
2012-02-13,173.05
2012-02-14,177.6
2012-02-15,185.35
2012-02-16,179.8
2012-02-17,181.0
2012-02-21,181.7
2012-02-22,172.8
2012-02-23,167.65
2012-02-24,162.9
2012-02-27,159.25
2012-02-28,163.15
2012-02-29,163.15
2012-03-01,162.2
2012-03-02,168.95
2012-03-03,168.55
2012-03-05,172.2
2012-03-06,170.0
2012-03-07,165.45
2012-03-09,174.5
2012-03-12,171.8
2012-03-13,178.8
2012-03-14,185.35
2012-03-15,175.0
2012-03-16,180.35
2012-03-19,173.7
2012-03-20,174.35
2012-03-21,177.15
2012-03-22,171.8
2012-03-23,172.35
2012-03-26,178.25
2012-03-27,172.3
2012-03-28,167.55
2012-03-29,165.45
2012-03-30,169.1
2012-04-02,167.0
2012-04-03,169.2
2012-04-04,175.05
2012-04-09,182.2
2012-04-10,181.9
2012-04-11,188.25
2012-04-12,204.0
2012-04-13,192.75
2012-04-16,195.2
2012-04-17,199.5
2012-04-18,199.15
2012-04-19,197.8
2012-04-20,193.9
2012-04-23,198.25
2012-04-24,199.95
2012-04-25,198.25
2012-04-26,200.6
2012-04-27,198.45
2012-04-28,198.35
2012-04-30,198.25
2012-05-02,193.2
2012-05-03,186.55
2012-05-04,184.5
2012-05-07,189.35
2012-05-08,186.65
2012-05-09,189.75
2012-05-10,189.65
2012-05-11,188.9
2012-05-14,186.2
2012-05-15,186.75
2012-05-16,190.75
2012-05-17,194.85
2012-05-18,195.15
2012-05-21,189.7
2012-05-22,189.2
2012-05-23,188.95
2012-05-24,190.3
2012-05-25,189.15
2012-05-28,189.2
2012-05-29,191.2
2012-05-30,184.4
2012-05-31,184.4
2012-06-01,184.6
2012-06-04,186.9
2012-06-05,190.7
2012-06-06,193.35
2012-06-07,195.05
2012-06-08,195.95
2012-06-11,196.45
2012-06-12,198.75
2012-06-13,198.05
2012-06-14,193.05
2012-06-15,194.45
2012-06-18,191.85
2012-06-19,194.9
2012-06-20,194.4
2012-06-21,194.25
2012-06-22,192.5
2012-06-25,192.75
2012-06-26,194.6
2012-06-27,193.05
2012-06-28,189.4
2012-06-29,192.1
2012-07-02,189.1
2012-07-03,186.7
2012-07-04,191.85
2012-07-05,191.5
2012-07-06,189.25
2012-07-09,189.0
2012-07-09,189.0
2012-07-10,188.9
2012-07-11,188.0
2012-07-12,188.45
2012-07-13,187.8
2012-07-16,186.05
2012-07-17,187.65
2012-07-18,187.4
2012-07-19,185.45
2012-07-20,182.5
2012-07-23,182.5
2012-07-24,182.0
2012-07-25,179.05
2012-07-26,176.7
2012-07-27,177.0
2012-07-30,178.9
2012-07-31,175.85
2012-08-01,174.0
2012-08-02,177.15
2012-08-03,177.05
2012-08-06,178.35
2012-08-07,185.65
2012-08-08,182.1
2012-08-09,181.9
2012-08-10,180.9
2012-08-13,182.45
2012-08-14,181.7
2012-08-16,183.75
2012-08-17,184.0
2012-08-21,186.5
2012-08-22,189.3
2012-08-23,189.4
2012-08-24,187.2
2012-08-27,188.15
2012-08-28,184.1
2012-08-29,182.2
2012-08-30,182.0
2012-08-31,180.1
2012-09-03,179.95
2012-09-04,179.05
2012-09-05,181.0
2012-09-06,179.15
2012-09-07,180.85
2012-09-08,183.45
2012-09-10,190.3
2012-09-11,187.15
2012-09-12,188.45
2012-09-13,192.3
2012-09-14,191.3
2012-09-17,192.15
2012-09-18,191.9
2012-09-20,192.1
2012-09-21,200.35
2012-09-24,196.8
2012-09-25,198.1
2012-09-26,203.25
2012-09-27,212.7
2012-09-28,224.3
2012-10-01,219.7
2012-10-03,233.15
2012-10-04,231.2
2012-10-05,228.2
2012-10-08,220.75
2012-10-09,219.65
2012-10-10,224.9
2012-10-11,230.25
2012-10-12,237.15
2012-10-15,242.3
2012-10-16,237.9
2012-10-17,238.75
2012-10-18,239.45
2012-10-19,237.6
2012-10-22,243.7
2012-10-23,242.0
2012-10-25,243.35
2012-10-26,246.35
2012-10-29,242.0
2012-10-30,242.3
2012-10-31,242.1
2012-11-01,238.15
2012-11-02,239.4
2012-11-05,237.85
2012-11-06,233.35
2012-11-07,242.75
2012-11-08,241.95
2012-11-09,244.45
2012-11-12,247.05
2012-11-13,245.2
2012-11-15,243.95
2012-11-16,240.3
2012-11-19,241.25
2012-11-20,242.05
2012-11-21,241.5
2012-11-22,233.55
2012-11-23,233.95
2012-11-26,239.65
2012-11-27,238.05
2012-11-29,243.35
2012-11-30,239.4
2012-12-03,243.2
2012-12-04,246.1
2012-12-05,249.05
2012-12-06,250.5
2012-12-07,248.05
2012-12-10,243.2
2012-12-11,240.5
2012-12-12,239.25
2012-12-13,240.6
2012-12-14,240.3
2012-12-17,245.55
2012-12-18,240.05
2012-12-19,239.65
2012-12-20,237.5
2012-12-21,240.35
2012-12-24,240.15
2012-12-26,240.75
2012-12-27,237.6
2012-12-28,239.65
2012-12-31,241.65
