Date,PFOCUS
2012-01-02,47.15
2012-01-03,49.9
2012-01-04,50.3
2012-01-05,51.25
2012-01-06,50.35
2012-01-07,50.6
2012-01-09,50.9
2012-01-10,54.8
2012-01-11,55.4
2012-01-12,54.35
2012-01-13,55.15
2012-01-16,58.0
2012-01-17,57.75
2012-01-18,57.85
2012-01-19,59.7
2012-01-20,58.25
2012-01-23,57.35
2012-01-24,56.45
2012-01-25,61.25
2012-01-27,59.05
2012-01-30,58.0
2012-01-31,57.85
2012-02-01,58.35
2012-02-02,59.45
2012-02-03,59.1
2012-02-06,58.6
2012-02-07,58.1
2012-02-08,58.35
2012-02-09,59.3
2012-02-10,61.7
2012-02-13,59.8
2012-02-14,59.7
2012-02-15,60.1
2012-02-16,59.9
2012-02-17,58.9
2012-02-21,59.75
2012-02-22,57.6
2012-02-23,56.95
2012-02-24,54.75
2012-02-27,52.15
2012-02-28,53.4
2012-02-29,53.8
2012-03-01,52.8
2012-03-02,51.75
2012-03-03,51.8
2012-03-05,51.2
2012-03-06,49.15
2012-03-07,48.55
2012-03-09,48.0
2012-03-12,48.2
2012-03-13,48.5
2012-03-14,48.6
2012-03-15,48.6
2012-03-16,46.8
2012-03-19,46.95
2012-03-20,46.5
2012-03-21,46.6
2012-03-22,45.75
2012-03-23,44.6
2012-03-26,44.2
2012-03-27,43.05
2012-03-28,42.9
2012-03-29,42.75
2012-03-30,43.1
2012-04-02,45.25
2012-04-03,45.65
2012-04-04,46.65
2012-04-09,47.35
2012-04-10,50.85
2012-04-11,50.25
2012-04-12,50.95
2012-04-13,50.6
2012-04-16,52.35
2012-04-17,52.0
2012-04-18,51.85
2012-04-19,51.3
2012-04-20,49.25
2012-04-23,47.5
2012-04-24,46.95
2012-04-25,46.95
2012-04-26,46.55
2012-04-27,47.65
2012-04-28,49.2
2012-04-30,48.35
2012-05-02,48.5
2012-05-03,47.7
2012-05-04,45.0
2012-05-07,44.85
2012-05-08,43.95
2012-05-09,43.65
2012-05-10,42.85
2012-05-11,42.1
2012-05-14,42.1
2012-05-15,42.9
2012-05-16,45.05
2012-05-17,44.7
2012-05-18,43.4
2012-05-21,45.0
2012-05-22,43.65
2012-05-23,43.95
2012-05-24,45.0
2012-05-25,46.05
2012-05-28,45.85
2012-05-29,45.1
2012-05-30,45.1
2012-05-31,44.0
2012-06-01,42.65
2012-06-04,42.9
2012-06-05,43.35
2012-06-06,48.15
2012-06-07,47.7
2012-06-08,47.15
2012-06-11,48.3
2012-06-12,49.05
2012-06-13,49.0
2012-06-14,48.4
2012-06-15,50.25
2012-06-18,50.5
2012-06-19,50.3
2012-06-20,50.85
2012-06-21,53.2
2012-06-22,52.0
2012-06-25,52.3
2012-06-26,52.4
2012-06-27,52.6
2012-06-28,51.55
2012-06-29,53.15
2012-07-02,54.85
2012-07-03,54.2
2012-07-04,54.3
2012-07-05,54.85
2012-07-06,54.05
2012-07-09,53.4
2012-07-09,53.4
2012-07-10,53.75
2012-07-11,53.45
2012-07-12,52.85
2012-07-13,52.45
2012-07-16,51.6
2012-07-17,50.9
2012-07-18,51.55
2012-07-19,49.5
2012-07-20,49.6
2012-07-23,47.9
2012-07-24,47.9
2012-07-25,46.95
2012-07-26,45.15
2012-07-27,43.1
2012-07-30,41.45
2012-07-31,41.9
2012-08-01,42.9
2012-08-02,44.45
2012-08-03,46.55
2012-08-06,47.45
2012-08-07,47.85
2012-08-08,47.55
2012-08-09,46.35
2012-08-10,46.6
2012-08-13,46.25
2012-08-14,45.65
2012-08-16,45.3
2012-08-17,45.05
2012-08-21,45.2
2012-08-22,46.65
2012-08-23,50.3
2012-08-24,48.8
2012-08-27,50.25
2012-08-28,47.3
2012-08-29,48.55
2012-08-30,48.25
2012-08-31,48.8
2012-09-03,48.55
2012-09-04,49.0
2012-09-05,48.8
2012-09-06,49.1
2012-09-07,48.25
2012-09-08,48.7
2012-09-10,49.05
2012-09-11,48.6
2012-09-12,47.6
2012-09-13,48.0
2012-09-14,48.5
2012-09-17,47.85
2012-09-18,48.65
2012-09-20,47.6
2012-09-21,48.2
2012-09-24,51.65
2012-09-25,52.2
2012-09-26,53.7
2012-09-27,52.95
2012-09-28,53.2
2012-10-01,52.4
2012-10-03,52.35
2012-10-04,52.95
2012-10-05,51.7
2012-10-08,52.95
2012-10-09,54.1
2012-10-10,53.15
2012-10-11,53.9
2012-10-12,53.45
2012-10-15,53.0
2012-10-16,51.55
2012-10-17,51.5
2012-10-18,51.75
2012-10-19,49.35
2012-10-22,48.85
2012-10-23,47.85
2012-10-25,47.8
2012-10-26,48.15
2012-10-29,46.3
2012-10-30,47.0
2012-10-31,48.35
2012-11-01,47.9
2012-11-02,50.65
2012-11-05,50.45
2012-11-06,49.9
2012-11-07,49.55
2012-11-08,48.8
2012-11-09,47.6
2012-11-12,48.35
2012-11-13,48.55
2012-11-15,47.1
2012-11-16,46.1
2012-11-19,46.45
2012-11-20,45.2
2012-11-21,44.95
2012-11-22,45.3
2012-11-23,45.5
2012-11-26,44.7
2012-11-27,44.75
2012-11-29,44.3
2012-11-30,44.65
2012-12-03,44.85
2012-12-04,45.8
2012-12-05,47.8
2012-12-06,46.65
2012-12-07,44.8
2012-12-10,47.35
2012-12-11,46.75
2012-12-12,47.5
2012-12-13,46.8
2012-12-14,46.25
2012-12-17,46.2
2012-12-18,46.25
2012-12-19,45.55
2012-12-20,45.35
2012-12-21,44.05
2012-12-24,44.15
2012-12-26,45.1
2012-12-27,45.0
2012-12-28,44.2
2012-12-31,44.2
