Date,GENUSPOWER
2012-01-02,8.15
2012-01-03,9.75
2012-01-04,10.5
2012-01-05,10.1
2012-01-06,10.35
2012-01-07,10.5
2012-01-09,10.7
2012-01-10,10.9
2012-01-11,11.25
2012-01-12,10.85
2012-01-13,10.55
2012-01-16,10.2
2012-01-17,10.7
2012-01-18,10.55
2012-01-19,10.55
2012-01-20,10.45
2012-01-23,10.45
2012-01-24,10.1
2012-01-25,10.2
2012-01-27,10.2
2012-01-30,10.15
2012-01-31,10.05
2012-02-01,10.15
2012-02-02,10.1
2012-02-03,10.25
2012-02-06,10.35
2012-02-07,10.0
2012-02-08,10.35
2012-02-09,12.1
2012-02-10,13.95
2012-02-13,12.6
2012-02-14,12.0
2012-02-15,13.3
2012-02-16,12.65
2012-02-17,12.5
2012-02-21,12.9
2012-02-22,12.1
2012-02-23,11.8
2012-02-24,11.65
2012-02-27,10.4
2012-02-28,11.15
2012-02-29,11.25
2012-03-01,11.55
2012-03-02,11.5
2012-03-03,11.6
2012-03-05,11.0
2012-03-06,11.0
2012-03-07,10.8
2012-03-09,11.05
2012-03-12,10.9
2012-03-13,11.3
2012-03-14,11.4
2012-03-15,10.95
2012-03-16,10.9
2012-03-19,10.75
2012-03-20,10.55
2012-03-21,11.35
2012-03-22,10.8
2012-03-23,10.75
2012-03-26,10.65
2012-03-27,10.6
2012-03-28,10.55
2012-03-29,10.55
2012-03-30,10.95
2012-04-02,11.4
2012-04-03,11.2
2012-04-04,11.1
2012-04-09,11.0
2012-04-10,10.8
2012-04-11,10.9
2012-04-12,10.75
2012-04-13,10.75
2012-04-16,10.45
2012-04-17,10.55
2012-04-18,10.45
2012-04-19,10.35
2012-04-20,10.95
2012-04-23,10.65
2012-04-24,10.55
2012-04-25,10.55
2012-04-26,10.35
2012-04-27,10.2
2012-04-28,10.35
2012-04-30,10.1
2012-05-02,10.1
2012-05-03,10.0
2012-05-04,9.7
2012-05-07,9.65
2012-05-08,9.7
2012-05-09,9.2
2012-05-10,9.15
2012-05-11,8.95
2012-05-14,8.8
2012-05-15,9.0
2012-05-16,9.1
2012-05-17,9.1
2012-05-18,9.05
2012-05-21,9.15
2012-05-22,9.1
2012-05-23,9.0
2012-05-24,9.2
2012-05-25,9.4
2012-05-28,9.45
2012-05-29,9.45
2012-05-30,8.9
2012-05-31,8.75
2012-06-01,8.8
2012-06-04,8.6
2012-06-05,8.55
2012-06-06,8.75
2012-06-07,8.75
2012-06-08,8.8
2012-06-11,8.75
2012-06-12,8.65
2012-06-13,8.75
2012-06-14,8.4
2012-06-15,8.15
2012-06-18,8.0
2012-06-19,8.05
2012-06-20,8.35
2012-06-21,8.25
2012-06-22,8.5
2012-06-25,8.6
2012-06-26,8.6
2012-06-27,8.6
2012-06-28,8.7
2012-06-29,9.15
2012-07-02,9.65
2012-07-03,10.2
2012-07-04,10.6
2012-07-05,10.75
2012-07-06,11.15
2012-07-09,10.8
2012-07-09,10.8
2012-07-10,10.95
2012-07-11,11.15
2012-07-12,10.8
2012-07-13,10.85
2012-07-16,11.0
2012-07-17,10.95
2012-07-18,11.2
2012-07-19,11.1
2012-07-20,10.7
2012-07-23,10.25
2012-07-24,9.95
2012-07-25,9.85
2012-07-26,9.4
2012-07-27,9.5
2012-07-30,9.5
2012-07-31,9.35
2012-08-01,9.5
2012-08-02,9.35
2012-08-03,9.3
2012-08-06,9.25
2012-08-07,9.3
2012-08-08,9.4
2012-08-09,9.0
2012-08-10,9.05
2012-08-13,9.1
2012-08-14,9.15
2012-08-16,8.8
2012-08-17,8.8
2012-08-21,8.85
2012-08-22,8.65
2012-08-23,8.8
2012-08-24,8.6
2012-08-27,8.35
2012-08-28,8.1
2012-08-29,7.95
2012-08-30,8.1
2012-08-31,8.4
2012-09-03,8.55
2012-09-04,8.6
2012-09-05,8.3
2012-09-06,8.55
2012-09-07,8.65
2012-09-08,8.65
2012-09-10,8.15
2012-09-11,8.45
2012-09-12,8.6
2012-09-13,8.7
2012-09-14,8.7
2012-09-17,8.95
2012-09-18,8.2
2012-09-20,8.3
2012-09-21,8.45
2012-09-24,9.05
2012-09-25,9.25
2012-09-26,9.0
2012-09-27,9.1
2012-09-28,9.2
2012-10-01,9.25
2012-10-03,9.35
2012-10-04,9.4
2012-10-05,9.15
2012-10-08,9.0
2012-10-09,8.95
2012-10-10,9.2
2012-10-11,9.05
2012-10-12,9.0
2012-10-15,9.25
2012-10-16,9.35
2012-10-17,9.2
2012-10-18,9.35
2012-10-19,9.35
2012-10-22,9.0
2012-10-23,9.4
2012-10-25,9.1
2012-10-26,9.55
2012-10-29,9.55
2012-10-30,9.55
2012-10-31,9.35
2012-11-01,9.35
2012-11-02,9.35
2012-11-05,9.65
2012-11-06,10.3
2012-11-07,10.25
2012-11-08,10.5
2012-11-09,10.9
2012-11-12,11.15
2012-11-13,11.1
2012-11-15,11.0
2012-11-16,10.95
2012-11-19,11.2
2012-11-20,11.05
2012-11-21,10.9
2012-11-22,11.0
2012-11-23,10.9
2012-11-26,11.0
2012-11-27,11.5
2012-11-29,10.85
2012-11-30,11.1
2012-12-03,11.05
2012-12-04,10.95
2012-12-05,11.0
2012-12-06,11.3
2012-12-07,11.1
2012-12-10,11.2
2012-12-11,11.15
2012-12-12,11.2
2012-12-13,10.9
2012-12-14,10.7
2012-12-17,10.95
2012-12-18,11.0
2012-12-19,11.1
2012-12-20,10.95
2012-12-21,11.15
2012-12-24,10.95
2012-12-26,11.15
2012-12-27,11.05
2012-12-28,10.95
2012-12-31,10.9
