Date,TVSSRICHAK
2012-01-02,279.8
2012-01-03,300.1
2012-01-04,293.55
2012-01-05,303.75
2012-01-06,300.3
2012-01-07,306.55
2012-01-09,302.0
2012-01-10,305.0
2012-01-11,314.75
2012-01-12,312.5
2012-01-13,307.85
2012-01-16,303.55
2012-01-17,309.3
2012-01-18,318.4
2012-01-19,311.75
2012-01-20,321.75
2012-01-23,325.4
2012-01-24,308.8
2012-01-25,312.4
2012-01-27,317.25
2012-01-30,318.65
2012-01-31,319.6
2012-02-01,318.0
2012-02-02,311.0
2012-02-03,319.7
2012-02-06,305.65
2012-02-07,297.55
2012-02-08,302.1
2012-02-09,323.5
2012-02-10,335.75
2012-02-13,335.6
2012-02-14,337.45
2012-02-15,330.8
2012-02-16,329.5
2012-02-17,327.25
2012-02-21,325.0
2012-02-22,325.0
2012-02-23,325.0
2012-02-24,325.45
2012-02-27,325.0
2012-02-28,326.65
2012-02-29,340.65
2012-03-01,335.0
2012-03-02,340.0
2012-03-03,325.95
2012-03-05,330.0
2012-03-06,333.35
2012-03-07,332.95
2012-03-09,340.25
2012-03-12,338.05
2012-03-13,332.3
2012-03-14,331.0
2012-03-15,330.0
2012-03-16,329.0
2012-03-19,325.0
2012-03-20,325.0
2012-03-21,335.9
2012-03-22,339.15
2012-03-23,337.35
2012-03-26,334.15
2012-03-27,328.6
2012-03-28,331.0
2012-03-29,329.0
2012-03-30,327.05
2012-04-02,329.55
2012-04-03,325.05
2012-04-04,327.0
2012-04-09,325.15
2012-04-10,333.95
2012-04-11,328.2
2012-04-12,333.15
2012-04-13,331.1
2012-04-16,327.0
2012-04-17,334.4
2012-04-18,332.05
2012-04-19,339.0
2012-04-20,356.0
2012-04-23,358.5
2012-04-24,354.0
2012-04-25,356.25
2012-04-26,350.45
2012-04-27,354.75
2012-04-28,350.0
2012-04-30,358.2
2012-05-02,351.05
2012-05-03,340.1
2012-05-04,335.3
2012-05-07,335.4
2012-05-08,335.4
2012-05-09,335.5
2012-05-10,341.05
2012-05-11,335.0
2012-05-14,337.7
2012-05-15,324.9
2012-05-16,320.25
2012-05-17,322.0
2012-05-18,319.55
2012-05-21,315.0
2012-05-22,317.1
2012-05-23,315.05
2012-05-24,328.05
2012-05-25,337.1
2012-05-28,331.15
2012-05-29,330.05
2012-05-30,335.55
2012-05-31,326.9
2012-06-01,322.55
2012-06-04,317.3
2012-06-05,318.5
2012-06-06,325.0
2012-06-07,325.0
2012-06-08,325.9
2012-06-11,320.45
2012-06-12,318.1
2012-06-13,322.95
2012-06-14,318.3
2012-06-15,315.9
2012-06-18,318.15
2012-06-19,315.35
2012-06-20,314.75
2012-06-21,310.5
2012-06-22,306.85
2012-06-25,321.9
2012-06-26,317.75
2012-06-27,327.65
2012-06-28,319.8
2012-06-29,320.95
2012-07-02,325.0
2012-07-03,322.65
2012-07-04,324.3
2012-07-05,330.0
2012-07-06,333.0
2012-07-09,323.0
2012-07-10,329.9
2012-07-11,326.65
2012-07-12,334.15
2012-07-13,337.95
2012-07-16,330.35
2012-07-17,325.5
2012-07-18,326.15
2012-07-19,336.85
2012-07-20,343.2
2012-07-23,339.65
2012-07-24,334.95
2012-07-25,337.05
2012-07-26,331.9
2012-07-27,325.6
2012-07-30,326.2
2012-07-31,330.0
2012-08-01,333.5
2012-08-02,341.0
2012-08-03,336.0
2012-08-06,339.8
2012-08-07,338.05
2012-08-08,344.95
2012-08-09,312.55
2012-08-10,307.85
2012-08-13,307.9
2012-08-14,303.0
2012-08-16,300.75
2012-08-17,306.6
2012-08-21,314.55
2012-08-22,319.05
2012-08-23,318.45
2012-08-24,320.25
2012-08-27,322.65
2012-08-28,322.0
2012-08-29,319.0
2012-08-30,318.35
2012-08-31,319.95
2012-09-03,320.0
2012-09-04,319.3
2012-09-05,319.5
2012-09-06,320.0
2012-09-07,321.05
2012-09-08,320.25
2012-09-10,325.8
2012-09-11,325.5
2012-09-12,325.4
2012-09-13,328.6
2012-09-14,327.4
2012-09-17,323.0
2012-09-18,309.0
2012-09-20,306.35
2012-09-21,306.85
2012-09-24,307.85
2012-09-25,302.05
2012-09-26,302.35
2012-09-27,301.3
2012-09-28,306.6
2012-10-01,306.0
2012-10-03,306.1
2012-10-04,305.4
2012-10-05,308.7
2012-10-08,306.85
2012-10-09,309.85
2012-10-10,309.85
2012-10-11,310.35
2012-10-12,310.0
2012-10-15,313.75
2012-10-16,314.8
2012-10-17,312.1
2012-10-18,314.25
2012-10-19,310.0
2012-10-22,308.5
2012-10-23,308.25
2012-10-25,311.0
2012-10-26,304.55
2012-10-29,295.65
2012-10-30,299.35
2012-10-31,296.5
2012-11-01,297.0
2012-11-02,297.05
2012-11-05,294.0
2012-11-06,302.75
2012-11-07,302.0
2012-11-08,304.8
2012-11-09,304.05
2012-11-12,283.1
2012-11-13,287.45
2012-11-15,288.85
2012-11-16,285.2
2012-11-19,283.1
2012-11-20,285.95
2012-11-21,282.5
2012-11-22,281.7
2012-11-23,271.65
2012-11-26,270.25
2012-11-27,273.35
2012-11-29,249.5
2012-11-30,266.2
2012-12-03,268.6
2012-12-04,263.45
2012-12-05,263.3
2012-12-06,272.9
2012-12-07,280.4
2012-12-10,281.55
2012-12-11,272.9
2012-12-12,271.1
2012-12-13,270.0
2012-12-14,271.15
2012-12-17,272.75
2012-12-18,269.35
2012-12-19,266.65
2012-12-20,271.25
2012-12-21,272.85
2012-12-24,267.3
2012-12-26,270.0
2012-12-27,265.0
2012-12-28,267.9
2012-12-31,265.4
