Date,RAYMOND
2012-01-02,312.0
2012-01-03,317.65
2012-01-04,317.75
2012-01-05,315.2
2012-01-06,310.2
2012-01-07,312.2
2012-01-09,309.75
2012-01-10,322.0
2012-01-11,327.65
2012-01-12,324.0
2012-01-13,337.5
2012-01-16,344.9
2012-01-17,349.25
2012-01-18,345.6
2012-01-19,335.85
2012-01-20,328.0
2012-01-23,325.45
2012-01-24,325.4
2012-01-25,334.7
2012-01-27,341.0
2012-01-30,333.25
2012-01-31,341.45
2012-02-01,350.0
2012-02-02,359.95
2012-02-03,366.2
2012-02-06,362.05
2012-02-07,359.2
2012-02-08,366.1
2012-02-09,370.55
2012-02-10,371.15
2012-02-13,366.85
2012-02-14,375.2
2012-02-15,379.15
2012-02-16,376.25
2012-02-17,374.3
2012-02-21,386.15
2012-02-22,364.2
2012-02-23,369.25
2012-02-24,364.05
2012-02-27,349.1
2012-02-28,358.5
2012-02-29,357.15
2012-03-01,355.4
2012-03-02,352.4
2012-03-03,350.55
2012-03-05,360.95
2012-03-06,353.8
2012-03-07,380.0
2012-03-09,381.35
2012-03-12,389.55
2012-03-13,405.8
2012-03-14,399.55
2012-03-15,396.5
2012-03-16,394.85
2012-03-19,385.15
2012-03-20,384.15
2012-03-21,411.7
2012-03-22,392.15
2012-03-23,403.4
2012-03-26,397.7
2012-03-27,403.2
2012-03-28,407.65
2012-03-29,411.3
2012-03-30,424.7
2012-04-02,428.05
2012-04-03,425.5
2012-04-04,426.25
2012-04-09,409.9
2012-04-10,413.25
2012-04-11,409.05
2012-04-12,405.1
2012-04-13,397.8
2012-04-16,402.2
2012-04-17,414.05
2012-04-18,412.95
2012-04-19,423.35
2012-04-20,413.95
2012-04-23,403.35
2012-04-24,403.5
2012-04-25,396.1
2012-04-26,403.55
2012-04-27,398.7
2012-04-28,398.35
2012-04-30,402.75
2012-05-02,405.15
2012-05-03,416.45
2012-05-04,404.4
2012-05-07,410.25
2012-05-08,392.8
2012-05-09,381.9
2012-05-10,380.1
2012-05-11,377.45
2012-05-14,364.0
2012-05-15,364.8
2012-05-16,352.75
2012-05-17,352.0
2012-05-18,354.55
2012-05-21,360.95
2012-05-22,354.0
2012-05-23,348.75
2012-05-24,350.2
2012-05-25,354.95
2012-05-28,360.05
2012-05-29,363.35
2012-05-30,363.6
2012-05-31,362.75
2012-06-01,357.15
2012-06-04,358.7
2012-06-05,359.75
2012-06-06,368.15
2012-06-07,373.25
2012-06-08,369.35
2012-06-11,383.15
2012-06-12,376.1
2012-06-13,379.0
2012-06-14,376.5
2012-06-15,379.4
2012-06-18,370.65
2012-06-19,378.8
2012-06-20,381.8
2012-06-21,391.9
2012-06-22,398.1
2012-06-25,395.25
2012-06-26,392.4
2012-06-27,398.2
2012-06-28,397.5
2012-06-29,402.35
2012-07-02,413.0
2012-07-03,411.65
2012-07-04,410.0
2012-07-05,419.0
2012-07-06,412.4
2012-07-09,401.0
2012-07-10,403.65
2012-07-11,399.5
2012-07-12,390.0
2012-07-13,393.35
2012-07-16,381.9
2012-07-17,372.05
2012-07-18,382.1
2012-07-19,377.15
2012-07-20,376.4
2012-07-23,358.8
2012-07-24,356.7
2012-07-25,349.45
2012-07-26,335.95
2012-07-27,335.15
2012-07-30,342.0
2012-07-31,345.5
2012-08-01,356.3
2012-08-02,360.25
2012-08-03,357.7
2012-08-06,360.95
2012-08-07,361.55
2012-08-08,354.5
2012-08-09,352.85
2012-08-10,354.8
2012-08-13,357.45
2012-08-14,363.25
2012-08-16,368.6
2012-08-17,361.25
2012-08-21,365.1
2012-08-22,361.05
2012-08-23,357.85
2012-08-24,355.3
2012-08-27,348.1
2012-08-28,338.0
2012-08-29,332.35
2012-08-30,341.2
2012-08-31,341.4
2012-09-03,340.45
2012-09-04,344.15
2012-09-05,344.55
2012-09-06,340.5
2012-09-07,350.85
2012-09-08,350.85
2012-09-10,355.05
2012-09-11,353.75
2012-09-12,355.5
2012-09-13,355.05
2012-09-14,359.6
2012-09-17,369.6
2012-09-18,378.65
2012-09-20,372.9
2012-09-21,381.95
2012-09-24,384.25
2012-09-25,394.85
2012-09-26,387.35
2012-09-27,390.4
2012-09-28,393.25
2012-10-01,393.4
2012-10-03,392.45
2012-10-04,386.25
2012-10-05,380.2
2012-10-08,382.6
2012-10-09,382.65
2012-10-10,371.9
2012-10-11,378.95
2012-10-12,375.2
2012-10-15,372.75
2012-10-16,372.35
2012-10-17,374.0
2012-10-18,382.95
2012-10-19,378.75
2012-10-22,372.15
2012-10-23,372.55
2012-10-25,375.5
2012-10-26,378.25
2012-10-29,381.6
2012-10-30,380.6
2012-10-31,382.25
2012-11-01,386.55
2012-11-02,389.6
2012-11-05,390.25
2012-11-06,398.0
2012-11-07,400.8
2012-11-08,405.4
2012-11-09,398.1
2012-11-12,406.5
2012-11-13,410.1
2012-11-15,404.55
2012-11-16,410.75
2012-11-19,409.9
2012-11-20,397.55
2012-11-21,398.95
2012-11-22,401.1
2012-11-23,397.15
2012-11-26,411.6
2012-11-27,442.2
2012-11-29,448.5
2012-11-30,440.5
2012-12-03,465.2
2012-12-04,455.5
2012-12-05,462.55
2012-12-06,469.85
2012-12-07,473.35
2012-12-10,481.7
2012-12-11,484.7
2012-12-12,478.3
2012-12-13,467.2
2012-12-14,467.5
2012-12-17,471.7
2012-12-18,475.4
2012-12-19,470.75
2012-12-20,461.85
2012-12-21,453.85
2012-12-24,455.55
2012-12-26,458.6
2012-12-27,453.4
2012-12-28,459.55
2012-12-31,458.9
