Date,AMARAJABAT
2012-01-02,206.2
2012-01-03,210.15
2012-01-04,206.4
2012-01-05,204.7
2012-01-06,204.4
2012-01-07,204.9
2012-01-09,204.15
2012-01-10,206.7
2012-01-11,205.55
2012-01-12,206.6
2012-01-13,206.25
2012-01-16,205.85
2012-01-17,206.85
2012-01-18,206.2
2012-01-19,205.05
2012-01-20,203.55
2012-01-23,203.05
2012-01-24,204.1
2012-01-25,202.65
2012-01-27,204.25
2012-01-30,204.05
2012-01-31,216.15
2012-02-01,222.8
2012-02-02,226.65
2012-02-03,227.5
2012-02-06,232.8
2012-02-07,244.9
2012-02-08,251.3
2012-02-09,243.6
2012-02-10,255.8
2012-02-13,277.4
2012-02-14,287.1
2012-02-15,289.55
2012-02-16,290.5
2012-02-17,289.8
2012-02-21,276.85
2012-02-22,273.5
2012-02-23,270.7
2012-02-24,269.95
2012-02-27,276.5
2012-02-28,276.8
2012-02-29,275.35
2012-03-01,270.85
2012-03-02,270.9
2012-03-03,271.15
2012-03-05,266.5
2012-03-06,272.35
2012-03-07,270.05
2012-03-09,275.95
2012-03-12,273.7
2012-03-13,279.8
2012-03-14,282.8
2012-03-15,286.7
2012-03-16,285.0
2012-03-19,289.35
2012-03-20,286.6
2012-03-21,291.1
2012-03-22,284.05
2012-03-23,287.6
2012-03-26,284.9
2012-03-27,285.65
2012-03-28,288.15
2012-03-29,288.7
2012-03-30,293.05
2012-04-02,298.65
2012-04-03,303.1
2012-04-04,307.3
2012-04-09,301.8
2012-04-10,301.25
2012-04-11,301.0
2012-04-12,299.35
2012-04-13,292.85
2012-04-16,301.7
2012-04-17,307.8
2012-04-18,318.7
2012-04-19,316.5
2012-04-20,314.55
2012-04-23,306.4
2012-04-24,305.35
2012-04-25,306.65
2012-04-26,302.95
2012-04-27,292.65
2012-04-28,294.4
2012-04-30,293.35
2012-05-02,290.1
2012-05-03,298.0
2012-05-04,292.65
2012-05-07,277.85
2012-05-08,277.75
2012-05-09,284.05
2012-05-10,296.05
2012-05-11,298.95
2012-05-14,291.6
2012-05-15,287.15
2012-05-16,280.55
2012-05-17,274.25
2012-05-18,273.5
2012-05-21,274.7
2012-05-22,278.75
2012-05-23,279.75
2012-05-24,286.45
2012-05-25,296.65
2012-05-28,309.65
2012-05-29,305.25
2012-05-30,302.15
2012-05-31,300.65
2012-06-01,295.85
2012-06-04,296.15
2012-06-05,298.8
2012-06-06,299.95
2012-06-07,303.3
2012-06-08,307.05
2012-06-11,307.75
2012-06-12,308.4
2012-06-13,305.0
2012-06-14,301.95
2012-06-15,311.4
2012-06-18,309.05
2012-06-19,304.05
2012-06-20,301.15
2012-06-21,300.4
2012-06-22,301.5
2012-06-25,303.75
2012-06-26,298.95
2012-06-27,298.35
2012-06-28,304.7
2012-06-29,302.0
2012-07-02,309.0
2012-07-03,306.05
2012-07-04,307.0
2012-07-05,310.35
2012-07-06,305.4
2012-07-09,314.1
2012-07-09,314.1
2012-07-10,315.55
2012-07-11,311.1
2012-07-12,307.0
2012-07-13,306.0
2012-07-16,304.45
2012-07-17,306.7
2012-07-18,303.0
2012-07-19,300.8
2012-07-20,301.0
2012-07-23,299.45
2012-07-24,292.45
2012-07-25,295.05
2012-07-26,292.05
2012-07-27,292.3
2012-07-30,295.6
2012-07-31,294.1
2012-08-01,300.1
2012-08-02,307.1
2012-08-03,305.6
2012-08-06,310.05
2012-08-07,310.35
2012-08-08,310.2
2012-08-09,313.55
2012-08-10,318.3
2012-08-13,318.25
2012-08-14,363.85
2012-08-16,381.55
2012-08-17,387.85
2012-08-21,390.2
2012-08-22,380.25
2012-08-23,377.25
2012-08-24,383.45
2012-08-27,376.45
2012-08-28,365.15
2012-08-29,374.2
2012-08-30,370.8
2012-08-31,375.0
2012-09-03,374.75
2012-09-04,374.0
2012-09-05,370.6
2012-09-06,382.95
2012-09-07,388.8
2012-09-08,388.15
2012-09-10,388.15
2012-09-11,385.95
2012-09-12,383.6
2012-09-13,379.95
2012-09-14,383.85
2012-09-17,381.85
2012-09-18,379.0
2012-09-20,376.1
2012-09-21,399.95
2012-09-24,424.9
2012-09-25,219.7
2012-09-26,220.1
2012-09-27,222.2
2012-09-28,219.15
2012-10-01,221.65
2012-10-03,224.85
2012-10-04,221.75
2012-10-05,224.3
2012-10-08,220.65
2012-10-09,223.6
2012-10-10,218.0
2012-10-11,218.7
2012-10-12,217.25
2012-10-15,219.7
2012-10-16,219.3
2012-10-17,224.6
2012-10-18,237.5
2012-10-19,239.05
2012-10-22,225.1
2012-10-23,227.85
2012-10-25,224.55
2012-10-26,229.35
2012-10-29,224.05
2012-10-30,219.7
2012-10-31,226.1
2012-11-01,227.85
2012-11-02,226.4
2012-11-05,222.7
2012-11-06,258.25
2012-11-07,256.45
2012-11-08,258.0
2012-11-09,257.35
2012-11-12,259.9
2012-11-13,257.5
2012-11-15,254.3
2012-11-16,252.4
2012-11-19,260.3
2012-11-20,255.7
2012-11-21,255.05
2012-11-22,257.7
2012-11-23,256.5
2012-11-26,255.0
2012-11-27,253.7
2012-11-29,254.4
2012-11-30,249.95
2012-12-03,253.05
2012-12-04,254.7
2012-12-05,252.55
2012-12-06,255.25
2012-12-07,254.6
2012-12-10,252.85
2012-12-11,253.5
2012-12-12,249.75
2012-12-13,250.05
2012-12-14,245.75
2012-12-17,248.95
2012-12-18,248.4
2012-12-19,248.4
2012-12-20,246.7
2012-12-21,244.95
2012-12-24,243.95
2012-12-26,246.3
2012-12-27,246.1
2012-12-28,241.7
2012-12-31,237.7
