Date,EROSMEDIA
2012-01-02,211.35
2012-01-03,213.95
2012-01-04,216.95
2012-01-05,211.3
2012-01-06,205.75
2012-01-07,206.85
2012-01-09,205.65
2012-01-10,207.6
2012-01-11,206.85
2012-01-12,199.85
2012-01-13,203.25
2012-01-16,200.05
2012-01-17,207.6
2012-01-18,194.05
2012-01-19,198.05
2012-01-20,203.05
2012-01-23,204.3
2012-01-24,205.15
2012-01-25,205.0
2012-01-27,204.65
2012-01-30,198.25
2012-01-31,200.1
2012-02-01,204.65
2012-02-02,202.7
2012-02-03,217.1
2012-02-06,211.7
2012-02-07,210.8
2012-02-08,213.25
2012-02-09,212.0
2012-02-10,216.45
2012-02-13,211.3
2012-02-14,207.6
2012-02-15,213.65
2012-02-16,209.1
2012-02-17,209.95
2012-02-21,206.05
2012-02-22,192.35
2012-02-23,193.3
2012-02-24,186.35
2012-02-27,182.5
2012-02-28,189.9
2012-02-29,185.05
2012-03-01,186.0
2012-03-02,184.35
2012-03-03,188.25
2012-03-05,186.2
2012-03-06,185.1
2012-03-07,188.4
2012-03-09,193.1
2012-03-12,192.8
2012-03-13,191.9
2012-03-14,196.05
2012-03-15,194.7
2012-03-16,196.7
2012-03-19,202.7
2012-03-20,203.2
2012-03-21,210.25
2012-03-22,202.3
2012-03-23,201.6
2012-03-26,194.2
2012-03-27,189.45
2012-03-28,182.6
2012-03-29,179.55
2012-03-30,180.35
2012-04-02,189.9
2012-04-03,195.35
2012-04-04,197.6
2012-04-09,191.1
2012-04-10,192.1
2012-04-11,187.25
2012-04-12,186.9
2012-04-13,181.9
2012-04-16,185.6
2012-04-17,184.2
2012-04-18,187.7
2012-04-19,191.8
2012-04-20,187.25
2012-04-23,189.15
2012-04-24,192.0
2012-04-25,191.8
2012-04-26,188.35
2012-04-27,186.15
2012-04-28,186.2
2012-04-30,185.1
2012-05-02,186.35
2012-05-03,182.4
2012-05-04,180.15
2012-05-07,182.9
2012-05-08,179.1
2012-05-09,179.2
2012-05-10,177.7
2012-05-11,175.4
2012-05-14,168.05
2012-05-15,165.05
2012-05-16,164.6
2012-05-17,165.6
2012-05-18,164.55
2012-05-21,164.05
2012-05-22,162.4
2012-05-23,162.05
2012-05-24,164.55
2012-05-25,164.85
2012-05-28,167.9
2012-05-29,165.35
2012-05-30,166.15
2012-05-31,165.15
2012-06-01,161.8
2012-06-04,161.75
2012-06-05,164.0
2012-06-06,165.85
2012-06-07,174.85
2012-06-08,173.85
2012-06-11,172.6
2012-06-12,174.65
2012-06-13,173.5
2012-06-14,171.0
2012-06-15,174.85
2012-06-18,172.7
2012-06-19,172.9
2012-06-20,171.0
2012-06-21,170.6
2012-06-22,167.0
2012-06-25,167.25
2012-06-26,167.15
2012-06-27,168.65
2012-06-28,166.9
2012-06-29,168.45
2012-07-02,172.9
2012-07-03,170.95
2012-07-04,176.65
2012-07-05,184.75
2012-07-06,190.25
2012-07-09,188.35
2012-07-09,188.35
2012-07-10,185.85
2012-07-11,185.1
2012-07-12,182.45
2012-07-13,182.95
2012-07-16,178.0
2012-07-17,172.7
2012-07-18,175.2
2012-07-19,174.05
2012-07-20,172.75
2012-07-23,170.25
2012-07-24,169.65
2012-07-25,166.95
2012-07-26,165.9
2012-07-27,164.95
2012-07-30,167.0
2012-07-31,167.8
2012-08-01,177.35
2012-08-02,179.4
2012-08-03,176.95
2012-08-06,177.35
2012-08-07,177.6
2012-08-08,178.25
2012-08-09,179.55
2012-08-10,179.1
2012-08-13,177.95
2012-08-14,174.05
2012-08-16,172.85
2012-08-17,173.25
2012-08-21,179.45
2012-08-22,177.55
2012-08-23,176.7
2012-08-24,174.35
2012-08-27,173.7
2012-08-28,173.3
2012-08-29,169.6
2012-08-30,172.2
2012-08-31,169.4
2012-09-03,168.25
2012-09-04,167.65
2012-09-05,166.35
2012-09-06,164.45
2012-09-07,166.7
2012-09-08,170.05
2012-09-10,167.45
2012-09-11,165.8
2012-09-12,163.85
2012-09-13,162.05
2012-09-14,159.6
2012-09-17,159.25
2012-09-18,155.9
2012-09-20,158.65
2012-09-21,161.8
2012-09-24,162.95
2012-09-25,167.45
2012-09-26,165.65
2012-09-27,164.3
2012-09-28,162.1
2012-10-01,161.55
2012-10-03,162.35
2012-10-04,162.0
2012-10-05,159.85
2012-10-08,169.05
2012-10-09,169.3
2012-10-10,164.5
2012-10-11,163.85
2012-10-12,162.55
2012-10-15,163.8
2012-10-16,161.6
2012-10-17,160.2
2012-10-18,169.8
2012-10-19,163.5
2012-10-22,163.8
2012-10-23,169.05
2012-10-25,165.4
2012-10-26,162.1
2012-10-29,161.45
2012-10-30,158.1
2012-10-31,162.55
2012-11-01,164.95
2012-11-02,168.15
2012-11-05,169.35
2012-11-06,171.15
2012-11-07,168.9
2012-11-08,168.1
2012-11-09,165.9
2012-11-12,170.75
2012-11-13,169.7
2012-11-15,165.75
2012-11-16,165.2
2012-11-19,163.7
2012-11-20,161.35
2012-11-21,165.3
2012-11-22,165.9
2012-11-23,184.2
2012-11-26,207.75
2012-11-27,217.65
2012-11-29,208.35
2012-11-30,215.25
2012-12-03,219.9
2012-12-04,215.65
2012-12-05,217.75
2012-12-06,221.15
2012-12-07,223.1
2012-12-10,224.35
2012-12-11,217.35
2012-12-12,217.5
2012-12-13,209.55
2012-12-14,212.5
2012-12-17,212.0
2012-12-18,209.5
2012-12-19,210.3
2012-12-20,207.9
2012-12-21,201.75
2012-12-24,204.8
2012-12-26,202.1
2012-12-27,206.0
2012-12-28,204.2
2012-12-31,205.0
