Date,MERCK
2012-01-02,593.75
2012-01-03,593.95
2012-01-04,600.15
2012-01-05,600.15
2012-01-06,602.55
2012-01-07,611.75
2012-01-09,604.0
2012-01-10,607.2
2012-01-11,604.35
2012-01-12,602.95
2012-01-13,603.5
2012-01-16,608.5
2012-01-17,606.25
2012-01-18,607.35
2012-01-19,610.5
2012-01-20,618.3
2012-01-23,621.2
2012-01-24,613.8
2012-01-25,616.2
2012-01-27,624.35
2012-01-30,614.55
2012-01-31,613.35
2012-02-01,620.35
2012-02-02,631.05
2012-02-03,638.8
2012-02-06,638.65
2012-02-07,641.3
2012-02-08,645.85
2012-02-09,646.9
2012-02-10,636.8
2012-02-13,633.5
2012-02-14,660.1
2012-02-15,662.6
2012-02-16,656.25
2012-02-17,658.1
2012-02-21,655.3
2012-02-22,659.5
2012-02-23,653.75
2012-02-24,650.05
2012-02-27,632.35
2012-02-28,633.9
2012-02-29,620.55
2012-03-01,611.55
2012-03-02,621.0
2012-03-03,628.6
2012-03-05,619.35
2012-03-06,609.05
2012-03-07,608.8
2012-03-09,617.15
2012-03-12,614.9
2012-03-13,614.9
2012-03-14,613.7
2012-03-15,607.35
2012-03-16,606.95
2012-03-19,604.9
2012-03-20,611.9
2012-03-21,610.25
2012-03-22,614.25
2012-03-23,616.55
2012-03-26,601.25
2012-03-27,605.75
2012-03-28,600.15
2012-03-29,597.3
2012-03-30,602.7
2012-04-02,605.6
2012-04-03,605.2
2012-04-04,618.1
2012-04-09,620.2
2012-04-10,620.0
2012-04-11,615.95
2012-04-12,621.65
2012-04-13,665.85
2012-04-16,661.4
2012-04-17,673.9
2012-04-18,662.95
2012-04-19,651.4
2012-04-20,653.4
2012-04-23,627.75
2012-04-24,622.35
2012-04-25,613.8
2012-04-26,617.3
2012-04-27,613.1
2012-04-28,611.2
2012-04-30,609.6
2012-05-02,610.7
2012-05-03,605.45
2012-05-04,599.7
2012-05-07,601.9
2012-05-08,596.05
2012-05-09,595.4
2012-05-10,596.8
2012-05-11,590.45
2012-05-14,586.35
2012-05-15,589.8
2012-05-16,582.2
2012-05-17,585.35
2012-05-18,584.65
2012-05-21,587.0
2012-05-22,575.25
2012-05-23,577.35
2012-05-24,577.3
2012-05-25,577.5
2012-05-28,578.1
2012-05-29,574.75
2012-05-30,573.85
2012-05-31,563.9
2012-06-01,557.8
2012-06-04,560.7
2012-06-05,563.35
2012-06-06,566.2
2012-06-07,565.35
2012-06-08,566.45
2012-06-11,568.95
2012-06-12,569.95
2012-06-13,567.9
2012-06-14,569.95
2012-06-15,568.15
2012-06-18,556.75
2012-06-19,563.45
2012-06-20,565.75
2012-06-21,564.95
2012-06-22,566.7
2012-06-25,566.2
2012-06-26,569.5
2012-06-27,564.1
2012-06-28,568.3
2012-06-29,572.05
2012-07-02,592.7
2012-07-03,585.2
2012-07-04,621.65
2012-07-05,616.9
2012-07-06,604.7
2012-07-09,600.4
2012-07-09,600.4
2012-07-10,615.75
2012-07-11,610.8
2012-07-12,607.8
2012-07-13,606.3
2012-07-16,601.4
2012-07-17,593.4
2012-07-18,592.0
2012-07-19,605.3
2012-07-20,601.15
2012-07-23,594.5
2012-07-24,606.45
2012-07-25,613.0
2012-07-26,608.0
2012-07-27,614.2
2012-07-30,615.4
2012-07-31,610.3
2012-08-01,618.7
2012-08-02,616.95
2012-08-03,618.25
2012-08-06,619.75
2012-08-07,615.9
2012-08-08,625.55
2012-08-09,613.25
2012-08-10,618.2
2012-08-13,620.5
2012-08-14,617.05
2012-08-16,615.4
2012-08-17,613.85
2012-08-21,626.05
2012-08-22,632.55
2012-08-23,629.15
2012-08-24,624.05
2012-08-27,621.0
2012-08-28,615.1
2012-08-29,612.95
2012-08-30,613.05
2012-08-31,621.25
2012-09-03,625.7
2012-09-04,638.9
2012-09-05,637.95
2012-09-06,636.2
2012-09-07,640.0
2012-09-08,634.35
2012-09-10,672.95
2012-09-11,664.1
2012-09-12,658.15
2012-09-13,654.15
2012-09-14,647.5
2012-09-17,642.35
2012-09-18,632.5
2012-09-20,631.05
2012-09-21,637.3
2012-09-24,632.4
2012-09-25,641.2
2012-09-26,639.05
2012-09-27,637.3
2012-09-28,640.15
2012-10-01,643.65
2012-10-03,652.5
2012-10-04,645.25
2012-10-05,637.6
2012-10-08,632.5
2012-10-09,628.05
2012-10-10,626.65
2012-10-11,625.65
2012-10-12,632.25
2012-10-15,634.9
2012-10-16,632.85
2012-10-17,630.55
2012-10-18,630.65
2012-10-19,632.55
2012-10-22,640.7
2012-10-23,648.6
2012-10-25,650.9
2012-10-26,640.25
2012-10-29,632.2
2012-10-30,624.15
2012-10-31,619.05
2012-11-01,626.2
2012-11-02,626.4
2012-11-05,626.1
2012-11-06,619.4
2012-11-07,622.2
2012-11-08,621.85
2012-11-09,617.4
2012-11-12,618.6
2012-11-13,619.95
2012-11-15,619.45
2012-11-16,617.75
2012-11-19,611.95
2012-11-20,609.3
2012-11-21,603.3
2012-11-22,602.8
2012-11-23,596.8
2012-11-26,621.7
2012-11-27,626.4
2012-11-29,620.45
2012-11-30,625.5
2012-12-03,642.25
2012-12-04,640.7
2012-12-05,646.8
2012-12-06,645.5
2012-12-07,645.0
2012-12-10,653.9
2012-12-11,652.4
2012-12-12,650.15
2012-12-13,650.45
2012-12-14,642.85
2012-12-17,650.0
2012-12-18,651.3
2012-12-19,650.0
2012-12-20,651.7
2012-12-21,650.05
2012-12-24,642.05
2012-12-26,649.95
2012-12-27,650.0
2012-12-28,653.35
2012-12-31,650.65
