Date,FELDVR
2012-01-02,84.6
2012-01-03,89.05
2012-01-04,81.2
2012-01-05,80.9
2012-01-06,85.3
2012-01-07,93.9
2012-01-09,89.95
2012-01-10,85.9
2012-01-11,88.5
2012-01-12,85.35
2012-01-13,87.2
2012-01-16,87.1
2012-01-17,88.2
2012-01-18,88.0
2012-01-19,92.4
2012-01-20,99.9
2012-01-23,93.6
2012-01-24,96.65
2012-01-25,98.05
2012-01-27,96.0
2012-01-30,92.0
2012-01-31,93.0
2012-02-01,93.7
2012-02-02,93.0
2012-02-03,98.2
2012-02-06,96.25
2012-02-07,106.55
2012-02-08,103.75
2012-02-09,109.0
2012-02-10,105.25
2012-02-13,102.0
2012-02-14,101.45
2012-02-15,107.5
2012-02-16,118.85
2012-02-17,114.7
2012-02-21,113.85
2012-02-22,107.65
2012-02-23,107.3
2012-02-24,107.55
2012-02-27,101.55
2012-02-28,111.95
2012-02-29,118.6
2012-03-01,113.4
2012-03-02,111.7
2012-03-03,115.55
2012-03-05,106.2
2012-03-06,98.45
2012-03-07,96.7
2012-03-09,98.3
2012-03-12,103.6
2012-03-13,100.8
2012-03-14,103.75
2012-03-15,99.2
2012-03-16,96.95
2012-03-19,97.2
2012-03-20,95.7
2012-03-21,96.6
2012-03-22,92.15
2012-03-23,91.65
2012-03-26,86.3
2012-03-27,85.05
2012-03-28,84.9
2012-03-29,90.1
2012-03-30,94.4
2012-04-02,95.15
2012-04-03,100.65
2012-04-04,104.5
2012-04-09,101.5
2012-04-10,99.8
2012-04-11,97.75
2012-04-12,98.55
2012-04-13,97.3
2012-04-16,98.1
2012-04-17,100.85
2012-04-18,99.85
2012-04-19,99.7
2012-04-20,96.95
2012-04-23,92.6
2012-04-24,94.15
2012-04-25,99.75
2012-04-26,97.3
2012-04-27,99.25
2012-04-28,100.8
2012-04-30,119.7
2012-05-02,135.5
2012-05-03,136.75
2012-05-04,117.15
2012-05-07,119.25
2012-05-08,109.4
2012-05-09,113.75
2012-05-10,116.2
2012-05-11,112.35
2012-05-14,113.75
2012-05-15,111.75
2012-05-16,108.05
2012-05-17,98.2
2012-05-18,102.55
2012-05-21,107.0
2012-05-22,107.0
2012-05-23,105.7
2012-05-24,114.45
2012-05-25,111.75
2012-05-28,111.95
2012-05-29,118.75
2012-05-30,112.5
2012-05-31,111.4
2012-06-01,104.25
2012-06-04,112.6
2012-06-05,114.35
2012-06-06,123.0
2012-06-07,120.8
2012-06-08,120.45
2012-06-11,123.95
2012-06-12,126.55
2012-06-13,124.15
2012-06-14,119.85
2012-06-15,122.45
2012-06-18,121.6
2012-06-19,126.7
2012-06-20,126.25
2012-06-21,127.8
2012-06-22,128.0
2012-06-25,124.85
2012-06-26,124.2
2012-06-27,124.15
2012-06-28,122.55
2012-06-29,125.8
2012-07-02,128.9
2012-07-03,129.4
2012-07-04,128.65
2012-07-05,132.05
2012-07-06,127.45
2012-07-09,122.1
2012-07-10,123.0
2012-07-11,122.25
2012-07-12,123.9
2012-07-13,120.55
2012-07-16,116.1
2012-07-17,114.85
2012-07-18,122.05
2012-07-19,122.25
2012-07-20,126.45
2012-07-23,116.9
2012-07-24,117.6
2012-07-25,112.45
2012-07-26,107.1
2012-07-27,105.15
2012-07-30,113.1
2012-07-31,116.25
2012-08-01,115.2
2012-08-02,114.8
2012-08-03,111.7
2012-08-06,114.25
2012-08-07,113.0
2012-08-08,111.1
2012-08-09,106.2
2012-08-10,106.45
2012-08-13,109.05
2012-08-14,113.15
2012-08-16,109.55
2012-08-17,109.7
2012-08-21,110.85
2012-08-22,109.4
2012-08-23,107.75
2012-08-24,106.5
2012-08-27,105.55
2012-08-28,105.0
2012-08-29,102.0
2012-08-30,103.35
2012-08-31,101.4
2012-09-03,100.85
2012-09-04,99.75
2012-09-05,99.05
2012-09-06,100.3
2012-09-07,102.05
2012-09-08,103.0
2012-09-10,110.9
2012-09-11,107.55
2012-09-12,110.0
2012-09-13,108.6
2012-09-14,112.65
2012-09-17,130.4
2012-09-18,122.1
2012-09-20,116.25
2012-09-21,122.2
2012-09-24,125.45
2012-09-25,139.4
2012-09-26,143.05
2012-09-27,143.6
2012-09-28,143.5
2012-10-01,142.55
2012-10-03,142.9
2012-10-04,143.0
2012-10-05,145.65
2012-10-08,138.2
2012-10-09,137.5
2012-10-10,131.05
2012-10-11,132.05
2012-10-12,131.35
2012-10-15,132.1
2012-10-16,130.2
2012-10-17,130.55
2012-10-18,132.8
2012-10-19,134.15
2012-10-22,132.0
2012-10-23,129.65
2012-10-25,126.95
2012-10-26,125.1
2012-10-29,124.3
2012-10-30,118.7
2012-10-31,120.25
2012-11-01,126.45
2012-11-02,131.5
2012-11-05,129.55
2012-11-06,129.0
2012-11-07,133.6
2012-11-08,137.55
2012-11-09,134.25
2012-11-12,146.25
2012-11-13,145.0
2012-11-15,142.15
2012-11-16,139.65
2012-11-19,136.05
2012-11-20,134.7
2012-11-21,139.15
2012-11-22,134.4
2012-11-23,139.75
2012-11-26,144.2
2012-11-27,146.65
2012-11-29,147.2
2012-11-30,149.1
2012-12-03,176.8
2012-12-04,174.55
2012-12-05,182.45
2012-12-06,184.25
2012-12-07,183.3
2012-12-10,171.8
2012-12-11,163.9
2012-12-12,163.25
2012-12-13,167.35
2012-12-14,167.4
2012-12-17,167.85
2012-12-18,166.85
2012-12-19,172.4
2012-12-20,167.5
2012-12-21,166.35
2012-12-24,167.05
2012-12-26,168.0
2012-12-27,169.65
2012-12-28,174.7
2012-12-31,178.7
