Date,HEROMOTOCO
2012-01-02,1838.85
2012-01-03,1828.45
2012-01-04,1786.45
2012-01-05,1828.25
2012-01-06,1735.0
2012-01-07,1729.8
2012-01-09,1728.4
2012-01-10,1775.4
2012-01-11,1809.3
2012-01-12,1812.35
2012-01-13,1793.0
2012-01-16,1798.85
2012-01-17,1827.6
2012-01-18,1860.65
2012-01-19,1905.1
2012-01-20,1946.6
2012-01-23,1875.15
2012-01-24,1888.1
2012-01-25,1853.9
2012-01-27,1818.45
2012-01-30,1824.35
2012-01-31,1862.5
2012-02-01,1932.15
2012-02-02,1970.85
2012-02-03,1952.9
2012-02-06,1962.5
2012-02-07,1949.85
2012-02-08,1998.2
2012-02-09,1993.85
2012-02-10,1970.5
2012-02-13,2012.75
2012-02-14,2081.8
2012-02-15,2094.05
2012-02-16,2190.05
2012-02-17,2109.35
2012-02-21,2147.25
2012-02-22,2140.3
2012-02-23,2088.85
2012-02-24,2072.9
2012-02-27,1931.9
2012-02-28,1966.2
2012-02-29,1946.1
2012-03-01,1937.55
2012-03-02,1941.45
2012-03-03,1947.15
2012-03-05,1886.95
2012-03-06,1871.7
2012-03-07,1889.6
2012-03-09,1911.05
2012-03-12,1932.55
2012-03-13,1962.95
2012-03-14,1972.55
2012-03-15,1966.4
2012-03-16,1957.0
2012-03-19,1941.45
2012-03-20,1931.9
2012-03-21,1926.4
2012-03-22,1945.25
2012-03-23,2017.45
2012-03-26,2000.75
2012-03-27,2010.0
2012-03-28,1987.4
2012-03-29,2035.95
2012-03-30,2055.25
2012-04-02,2058.15
2012-04-03,2008.6
2012-04-04,2011.95
2012-04-09,1974.5
2012-04-10,1978.0
2012-04-11,1972.65
2012-04-12,2027.9
2012-04-13,2056.55
2012-04-16,2068.7
2012-04-17,2124.9
2012-04-18,2142.15
2012-04-19,2195.55
2012-04-20,2189.3
2012-04-23,2146.7
2012-04-24,2191.2
2012-04-25,2243.45
2012-04-26,2169.5
2012-04-27,2175.05
2012-04-28,2184.05
2012-04-30,2241.05
2012-05-02,2244.8
2012-05-03,2073.05
2012-05-04,1977.55
2012-05-07,1953.6
2012-05-08,1899.15
2012-05-09,1872.2
2012-05-10,1843.9
2012-05-11,1843.7
2012-05-14,1843.35
2012-05-15,1893.5
2012-05-16,1884.2
2012-05-17,1895.85
2012-05-18,1867.45
2012-05-21,1864.05
2012-05-22,1852.95
2012-05-23,1829.0
2012-05-24,1820.65
2012-05-25,1841.45
2012-05-28,1849.45
2012-05-29,1860.75
2012-05-30,1855.6
2012-05-31,1830.1
2012-06-01,1821.35
2012-06-04,1837.85
2012-06-05,1865.2
2012-06-06,1955.05
2012-06-07,2001.15
2012-06-08,2005.25
2012-06-11,1975.3
2012-06-12,1990.3
2012-06-13,1954.1
2012-06-14,1954.05
2012-06-15,2000.05
2012-06-18,1994.0
2012-06-19,2000.4
2012-06-20,2035.8
2012-06-21,2071.65
2012-06-22,2086.1
2012-06-25,2030.8
2012-06-26,2050.45
2012-06-27,2054.9
2012-06-28,2087.0
2012-06-29,2149.4
2012-07-02,2114.35
2012-07-03,2096.5
2012-07-04,2115.1
2012-07-05,2121.15
2012-07-06,2082.05
2012-07-09,2027.05
2012-07-09,2027.05
2012-07-10,2064.75
2012-07-11,2036.35
2012-07-12,2062.9
2012-07-13,2086.75
2012-07-16,2095.65
2012-07-17,2097.1
2012-07-18,2113.9
2012-07-19,2088.7
2012-07-20,2082.0
2012-07-23,2052.2
2012-07-24,2035.25
2012-07-25,2031.5
2012-07-26,2037.85
2012-07-27,2010.05
2012-07-30,2031.5
2012-07-31,2005.0
2012-08-01,1974.65
2012-08-02,1962.7
2012-08-03,1959.1
2012-08-06,1978.75
2012-08-07,1952.25
2012-08-08,1963.2
2012-08-09,1952.4
2012-08-10,1912.4
2012-08-13,1889.25
2012-08-14,1880.15
2012-08-16,1929.9
2012-08-17,1935.2
2012-08-21,1921.05
2012-08-22,1935.9
2012-08-23,1938.6
2012-08-24,1936.0
2012-08-27,1930.2
2012-08-28,1914.75
2012-08-29,1849.05
2012-08-30,1823.6
2012-08-31,1763.0
2012-09-03,1798.95
2012-09-04,1807.85
2012-09-05,1808.1
2012-09-06,1790.0
2012-09-07,1799.8
2012-09-08,1805.75
2012-09-10,1820.4
2012-09-11,1798.35
2012-09-12,1787.15
2012-09-13,1822.4
2012-09-14,1862.55
2012-09-17,1919.8
2012-09-18,1930.9
2012-09-20,1900.4
2012-09-21,1922.5
2012-09-24,1921.7
2012-09-25,1891.7
2012-09-26,1919.95
2012-09-27,1876.3
2012-09-28,1880.3
2012-10-01,1880.55
2012-10-03,1849.7
2012-10-04,1831.4
2012-10-05,1810.45
2012-10-08,1788.15
2012-10-09,1803.4
2012-10-10,1814.35
2012-10-11,1806.15
2012-10-12,1778.85
2012-10-15,1767.45
2012-10-16,1798.9
2012-10-17,1808.9
2012-10-18,1841.45
2012-10-19,1849.95
2012-10-22,1827.65
2012-10-23,1795.75
2012-10-25,1832.3
2012-10-26,1869.7
2012-10-29,1904.7
2012-10-30,1872.1
2012-10-31,1880.0
2012-11-01,1910.0
2012-11-02,1945.8
2012-11-05,1949.15
2012-11-06,1935.75
2012-11-07,1946.2
2012-11-08,1923.05
2012-11-09,1908.2
2012-11-12,1872.4
2012-11-13,1869.65
2012-11-15,1839.65
2012-11-16,1815.65
2012-11-19,1842.5
2012-11-20,1821.75
2012-11-21,1807.3
2012-11-22,1803.3
2012-11-23,1825.25
2012-11-26,1832.45
2012-11-27,1840.3
2012-11-29,1816.0
2012-11-30,1826.65
2012-12-03,1821.2
2012-12-04,1810.25
2012-12-05,1821.5
2012-12-06,1825.2
2012-12-07,1826.2
2012-12-10,1842.25
2012-12-11,1853.25
2012-12-12,1889.95
2012-12-13,1878.5
2012-12-14,1863.55
2012-12-17,1865.55
2012-12-18,1884.55
2012-12-19,1916.3
2012-12-20,1910.5
2012-12-21,1900.3
2012-12-24,1886.35
2012-12-26,1874.65
2012-12-27,1869.5
2012-12-28,1896.2
2012-12-31,1900.6
