Date,MADRASFERT
2012-01-02,17.5
2012-01-03,18.5
2012-01-04,18.9
2012-01-05,18.9
2012-01-06,19.2
2012-01-07,21.2
2012-01-09,20.8
2012-01-10,20.95
2012-01-11,20.7
2012-01-12,20.7
2012-01-13,20.95
2012-01-16,21.5
2012-01-17,20.65
2012-01-18,20.35
2012-01-19,20.6
2012-01-20,20.15
2012-01-23,19.75
2012-01-24,20.05
2012-01-25,19.95
2012-01-27,21.2
2012-01-30,22.3
2012-01-31,21.3
2012-02-01,22.0
2012-02-02,22.1
2012-02-03,23.6
2012-02-06,24.05
2012-02-07,23.1
2012-02-08,23.75
2012-02-09,23.95
2012-02-10,23.55
2012-02-13,24.05
2012-02-14,23.65
2012-02-15,23.75
2012-02-16,23.85
2012-02-17,23.3
2012-02-21,22.8
2012-02-22,21.65
2012-02-23,21.2
2012-02-24,21.1
2012-02-27,20.8
2012-02-28,21.35
2012-02-29,20.8
2012-03-01,21.55
2012-03-02,21.2
2012-03-03,21.6
2012-03-05,21.35
2012-03-06,20.6
2012-03-07,20.55
2012-03-09,20.85
2012-03-12,21.5
2012-03-13,21.85
2012-03-14,21.75
2012-03-15,21.5
2012-03-16,20.2
2012-03-19,19.55
2012-03-20,19.25
2012-03-21,19.6
2012-03-22,18.65
2012-03-23,18.95
2012-03-26,18.25
2012-03-27,18.3
2012-03-28,18.0
2012-03-29,18.8
2012-03-30,20.0
2012-04-02,20.2
2012-04-03,20.95
2012-04-04,20.9
2012-04-09,20.85
2012-04-10,21.2
2012-04-11,20.8
2012-04-12,21.05
2012-04-13,20.65
2012-04-16,20.4
2012-04-17,20.55
2012-04-18,20.65
2012-04-19,20.7
2012-04-20,20.65
2012-04-23,20.05
2012-04-24,19.85
2012-04-25,19.5
2012-04-26,19.5
2012-04-27,18.95
2012-04-28,20.1
2012-04-30,19.9
2012-05-02,19.75
2012-05-03,19.05
2012-05-04,18.8
2012-05-07,19.25
2012-05-08,18.95
2012-05-09,18.85
2012-05-10,18.9
2012-05-11,18.95
2012-05-14,19.15
2012-05-15,20.25
2012-05-16,21.35
2012-05-17,20.7
2012-05-18,19.75
2012-05-21,19.5
2012-05-22,19.95
2012-05-23,19.55
2012-05-24,19.7
2012-05-25,19.45
2012-05-28,19.9
2012-05-29,20.05
2012-05-30,19.8
2012-05-31,19.75
2012-06-01,19.35
2012-06-04,19.4
2012-06-05,19.6
2012-06-06,20.0
2012-06-07,19.7
2012-06-08,19.5
2012-06-11,19.65
2012-06-12,19.45
2012-06-13,19.55
2012-06-14,19.7
2012-06-15,19.55
2012-06-18,19.35
2012-06-19,19.3
2012-06-20,19.35
2012-06-21,19.35
2012-06-22,19.2
2012-06-25,19.0
2012-06-26,19.05
2012-06-27,18.8
2012-06-28,19.15
2012-06-29,19.2
2012-07-02,19.15
2012-07-03,19.1
2012-07-04,19.4
2012-07-05,20.2
2012-07-06,20.3
2012-07-09,19.4
2012-07-09,19.4
2012-07-10,19.7
2012-07-11,19.7
2012-07-12,19.3
2012-07-13,19.05
2012-07-16,18.55
2012-07-17,18.45
2012-07-18,18.35
2012-07-19,18.4
2012-07-20,17.85
2012-07-23,18.95
2012-07-24,19.15
2012-07-25,18.95
2012-07-26,18.2
2012-07-27,17.95
2012-07-30,18.2
2012-07-31,17.65
2012-08-01,18.25
2012-08-02,18.2
2012-08-03,18.0
2012-08-06,17.95
2012-08-07,18.0
2012-08-08,17.75
2012-08-09,17.2
2012-08-10,17.15
2012-08-13,17.15
2012-08-14,16.95
2012-08-16,16.75
2012-08-17,16.9
2012-08-21,17.0
2012-08-22,17.05
2012-08-23,16.65
2012-08-24,15.75
2012-08-27,15.75
2012-08-28,15.55
2012-08-29,15.4
2012-08-30,15.6
2012-08-31,15.35
2012-09-03,15.35
2012-09-04,16.0
2012-09-05,16.1
2012-09-06,17.05
2012-09-07,17.4
2012-09-08,17.1
2012-09-10,17.75
2012-09-11,17.65
2012-09-12,18.2
2012-09-13,18.05
2012-09-14,18.0
2012-09-17,18.95
2012-09-18,19.35
2012-09-20,19.05
2012-09-21,19.1
2012-09-24,20.0
2012-09-25,19.9
2012-09-26,19.85
2012-09-27,19.65
2012-09-28,19.2
2012-10-01,19.45
2012-10-03,18.85
2012-10-04,19.1
2012-10-05,18.75
2012-10-08,18.7
2012-10-09,19.0
2012-10-10,18.6
2012-10-11,19.35
2012-10-12,18.9
2012-10-15,18.55
2012-10-16,17.9
2012-10-17,17.55
2012-10-18,18.0
2012-10-19,17.95
2012-10-22,17.55
2012-10-23,17.65
2012-10-25,17.55
2012-10-26,17.3
2012-10-29,17.05
2012-10-30,16.6
2012-10-31,16.6
2012-11-01,16.7
2012-11-02,17.25
2012-11-05,17.7
2012-11-06,17.6
2012-11-07,18.0
2012-11-08,17.95
2012-11-09,18.05
2012-11-12,17.95
2012-11-13,18.25
2012-11-15,18.0
2012-11-16,17.75
2012-11-19,17.8
2012-11-20,17.2
2012-11-21,17.05
2012-11-22,17.15
2012-11-23,17.4
2012-11-26,16.95
2012-11-27,17.2
2012-11-29,17.3
2012-11-30,17.3
2012-12-03,17.75
2012-12-04,18.05
2012-12-05,18.05
2012-12-06,18.05
2012-12-07,17.9
2012-12-10,18.3
2012-12-11,18.1
2012-12-12,17.8
2012-12-13,17.05
2012-12-14,17.35
2012-12-17,17.25
2012-12-18,16.85
2012-12-19,17.0
2012-12-20,16.65
2012-12-21,16.35
2012-12-24,16.45
2012-12-26,16.6
2012-12-27,16.3
2012-12-28,16.0
2012-12-31,15.15
