Date,TATACOFFEE
2012-01-02,761.75
2012-01-03,785.05
2012-01-04,783.25
2012-01-05,797.45
2012-01-06,802.55
2012-01-07,802.85
2012-01-09,814.95
2012-01-10,824.1
2012-01-11,828.0
2012-01-12,829.4
2012-01-13,850.9
2012-01-16,842.6
2012-01-17,849.3
2012-01-18,857.6
2012-01-19,865.95
2012-01-20,875.8
2012-01-23,872.6
2012-01-24,883.95
2012-01-25,894.45
2012-01-27,905.35
2012-01-30,866.15
2012-01-31,857.75
2012-02-01,853.75
2012-02-02,853.85
2012-02-03,843.6
2012-02-06,833.65
2012-02-07,835.0
2012-02-08,836.55
2012-02-09,866.8
2012-02-10,861.45
2012-02-13,852.05
2012-02-14,849.3
2012-02-15,858.0
2012-02-16,887.55
2012-02-17,863.45
2012-02-21,867.6
2012-02-22,830.05
2012-02-23,827.05
2012-02-24,827.0
2012-02-27,799.0
2012-02-28,823.45
2012-02-29,838.15
2012-03-01,849.15
2012-03-02,835.25
2012-03-03,835.6
2012-03-05,822.55
2012-03-06,819.15
2012-03-07,818.15
2012-03-09,835.4
2012-03-12,833.55
2012-03-13,836.35
2012-03-14,834.1
2012-03-15,830.45
2012-03-16,823.1
2012-03-19,824.9
2012-03-20,824.15
2012-03-21,831.55
2012-03-22,830.2
2012-03-23,842.65
2012-03-26,846.45
2012-03-27,839.0
2012-03-28,834.15
2012-03-29,828.6
2012-03-30,836.65
2012-04-02,845.95
2012-04-03,879.45
2012-04-04,874.45
2012-04-09,854.1
2012-04-10,853.25
2012-04-11,848.65
2012-04-12,854.6
2012-04-13,842.75
2012-04-16,846.4
2012-04-17,854.1
2012-04-18,871.85
2012-04-19,871.4
2012-04-20,864.65
2012-04-23,847.4
2012-04-24,847.0
2012-04-25,838.65
2012-04-26,844.5
2012-04-27,858.6
2012-04-28,857.4
2012-04-30,853.6
2012-05-02,860.5
2012-05-03,855.75
2012-05-04,849.1
2012-05-07,853.35
2012-05-08,845.3
2012-05-09,838.75
2012-05-10,833.9
2012-05-11,840.35
2012-05-14,832.8
2012-05-15,850.75
2012-05-16,839.7
2012-05-17,839.8
2012-05-18,837.45
2012-05-21,841.05
2012-05-22,840.95
2012-05-23,846.25
2012-05-24,849.4
2012-05-25,853.85
2012-05-28,860.4
2012-05-29,851.8
2012-05-30,844.9
2012-05-31,853.65
2012-06-01,841.2
2012-06-04,846.75
2012-06-05,844.3
2012-06-06,848.8
2012-06-07,848.45
2012-06-08,900.75
2012-06-11,888.2
2012-06-12,902.1
2012-06-13,892.75
2012-06-14,884.3
2012-06-15,886.4
2012-06-18,887.85
2012-06-19,905.65
2012-06-20,929.95
2012-06-21,937.4
2012-06-22,935.2
2012-06-25,926.25
2012-06-26,922.8
2012-06-27,921.7
2012-06-28,925.75
2012-06-29,936.5
2012-07-02,956.65
2012-07-03,957.05
2012-07-04,954.6
2012-07-05,969.55
2012-07-06,948.1
2012-07-09,942.75
2012-07-10,955.55
2012-07-11,945.45
2012-07-12,954.0
2012-07-13,953.35
2012-07-16,946.5
2012-07-17,957.45
2012-07-18,956.45
2012-07-19,956.45
2012-07-20,954.0
2012-07-23,944.55
2012-07-24,945.15
2012-07-25,928.75
2012-07-26,922.45
2012-07-27,916.05
2012-07-30,925.9
2012-07-31,943.15
2012-08-01,943.2
2012-08-02,952.4
2012-08-03,983.65
2012-08-06,979.4
2012-08-07,979.9
2012-08-08,973.4
2012-08-09,978.45
2012-08-10,995.25
2012-08-13,989.95
2012-08-14,990.85
2012-08-16,980.25
2012-08-17,971.15
2012-08-21,970.5
2012-08-22,963.7
2012-08-23,970.45
2012-08-24,964.7
2012-08-27,968.35
2012-08-28,956.25
2012-08-29,954.05
2012-08-30,971.75
2012-08-31,977.1
2012-09-03,976.2
2012-09-04,967.1
2012-09-05,964.15
2012-09-06,962.65
2012-09-07,979.35
2012-09-08,979.3
2012-09-10,1003.3
2012-09-11,998.45
2012-09-12,993.1
2012-09-13,988.55
2012-09-14,989.95
2012-09-17,990.4
2012-09-18,999.85
2012-09-20,980.65
2012-09-21,984.3
2012-09-24,976.85
2012-09-25,963.55
2012-09-26,965.45
2012-09-27,990.6
2012-09-28,1001.05
2012-10-01,1032.75
2012-10-03,1023.35
2012-10-04,1017.5
2012-10-05,1001.65
2012-10-08,1004.95
2012-10-09,1010.15
2012-10-10,1015.0
2012-10-11,1018.4
2012-10-12,1013.8
2012-10-15,1005.4
2012-10-16,1004.45
2012-10-17,1011.45
2012-10-18,1027.8
2012-10-19,1005.75
2012-10-22,1012.6
2012-10-23,1058.7
2012-10-25,1073.8
2012-10-26,1063.4
2012-10-29,1061.05
2012-10-30,1060.5
2012-10-31,1063.2
2012-11-01,1071.75
2012-11-02,1078.15
2012-11-05,1082.0
2012-11-06,1085.35
2012-11-07,1088.65
2012-11-08,1093.1
2012-11-09,1098.95
2012-11-12,1113.05
2012-11-13,1123.3
2012-11-15,1347.95
2012-11-16,1430.7
2012-11-19,1382.65
2012-11-20,1351.15
2012-11-21,1391.35
2012-11-22,1386.2
2012-11-23,1381.95
2012-11-26,1366.8
2012-11-27,1371.1
2012-11-29,1400.75
2012-11-30,1387.9
2012-12-03,1389.9
2012-12-04,1383.5
2012-12-05,1389.1
2012-12-06,1414.45
2012-12-07,1398.6
2012-12-10,1414.8
2012-12-11,1407.95
2012-12-12,1400.15
2012-12-13,1397.05
2012-12-14,1388.8
2012-12-17,1427.4
2012-12-18,1411.1
2012-12-19,1409.5
2012-12-20,1415.5
2012-12-21,1399.8
2012-12-24,1404.1
2012-12-26,1405.4
2012-12-27,1399.4
2012-12-28,1402.15
2012-12-31,1407.65
