Date,BALKRISIND
2012-01-02,158.0
2012-01-03,160.3
2012-01-04,158.55
2012-01-05,160.35
2012-01-06,158.25
2012-01-07,159.95
2012-01-09,161.0
2012-01-10,161.2
2012-01-11,162.45
2012-01-12,161.85
2012-01-13,163.85
2012-01-16,169.15
2012-01-17,169.55
2012-01-18,172.55
2012-01-19,179.9
2012-01-20,185.05
2012-01-23,188.9
2012-01-24,183.05
2012-01-25,177.75
2012-01-27,177.7
2012-01-30,182.0
2012-01-31,189.05
2012-02-01,198.35
2012-02-02,196.4
2012-02-03,197.35
2012-02-06,202.35
2012-02-07,203.2
2012-02-08,203.85
2012-02-09,211.15
2012-02-10,219.6
2012-02-13,241.55
2012-02-14,245.05
2012-02-15,247.5
2012-02-16,242.5
2012-02-17,236.35
2012-02-21,243.2
2012-02-22,244.45
2012-02-23,243.45
2012-02-24,234.5
2012-02-27,231.4
2012-02-28,246.35
2012-02-29,239.2
2012-03-01,244.0
2012-03-02,238.15
2012-03-03,237.75
2012-03-05,247.0
2012-03-06,254.7
2012-03-07,243.55
2012-03-09,242.0
2012-03-12,239.2
2012-03-13,241.65
2012-03-14,237.75
2012-03-15,234.5
2012-03-16,231.8
2012-03-19,232.3
2012-03-20,232.95
2012-03-21,234.4
2012-03-22,239.9
2012-03-23,251.85
2012-03-26,241.55
2012-03-27,243.05
2012-03-28,243.4
2012-03-29,246.5
2012-03-30,258.35
2012-04-02,275.3
2012-04-03,277.7
2012-04-04,270.8
2012-04-09,266.1
2012-04-10,267.45
2012-04-11,259.6
2012-04-12,265.65
2012-04-13,270.25
2012-04-16,270.05
2012-04-17,269.75
2012-04-18,273.35
2012-04-19,272.0
2012-04-20,275.8
2012-04-23,271.7
2012-04-24,273.3
2012-04-25,276.95
2012-04-26,280.55
2012-04-27,294.85
2012-04-28,294.1
2012-04-30,293.95
2012-05-02,292.05
2012-05-03,283.0
2012-05-04,272.1
2012-05-07,269.05
2012-05-08,265.7
2012-05-09,261.1
2012-05-10,268.05
2012-05-11,265.15
2012-05-14,260.25
2012-05-15,262.15
2012-05-16,263.3
2012-05-17,261.7
2012-05-18,263.1
2012-05-21,265.0
2012-05-22,264.8
2012-05-23,268.0
2012-05-24,263.15
2012-05-25,262.65
2012-05-28,265.95
2012-05-29,264.8
2012-05-30,266.45
2012-05-31,267.7
2012-06-01,266.0
2012-06-04,266.0
2012-06-05,257.65
2012-06-06,261.95
2012-06-07,258.55
2012-06-08,253.65
2012-06-11,260.15
2012-06-12,261.75
2012-06-13,261.55
2012-06-14,255.7
2012-06-15,258.8
2012-06-18,254.65
2012-06-19,252.2
2012-06-20,253.05
2012-06-21,259.15
2012-06-22,254.55
2012-06-25,254.05
2012-06-26,253.6
2012-06-27,253.6
2012-06-28,244.85
2012-06-29,253.05
2012-07-02,257.0
2012-07-03,258.75
2012-07-04,274.25
2012-07-05,282.05
2012-07-06,269.8
2012-07-09,268.0
2012-07-09,268.0
2012-07-10,273.85
2012-07-11,274.1
2012-07-12,285.05
2012-07-13,289.7
2012-07-16,287.45
2012-07-17,286.15
2012-07-18,296.2
2012-07-19,293.7
2012-07-20,296.85
2012-07-23,297.6
2012-07-24,298.3
2012-07-25,295.6
2012-07-26,297.3
2012-07-27,291.0
2012-07-30,293.15
2012-07-31,294.4
2012-08-01,297.2
2012-08-02,294.0
2012-08-03,288.65
2012-08-06,285.8
2012-08-07,279.55
2012-08-08,288.6
2012-08-09,284.75
2012-08-10,282.1
2012-08-13,282.7
2012-08-14,283.05
2012-08-16,284.0
2012-08-17,277.35
2012-08-21,279.5
2012-08-22,280.3
2012-08-23,281.95
2012-08-24,274.8
2012-08-27,276.9
2012-08-28,266.85
2012-08-29,267.65
2012-08-30,267.55
2012-08-31,270.7
2012-09-03,271.5
2012-09-04,269.95
2012-09-05,274.1
2012-09-06,283.8
2012-09-07,290.4
2012-09-08,289.95
2012-09-10,285.1
2012-09-11,285.1
2012-09-12,279.85
2012-09-13,275.3
2012-09-14,273.25
2012-09-17,272.15
2012-09-18,276.9
2012-09-20,271.55
2012-09-21,272.55
2012-09-24,272.15
2012-09-25,284.15
2012-09-26,285.6
2012-09-27,289.75
2012-09-28,283.95
2012-10-01,293.25
2012-10-03,292.5
2012-10-04,290.3
2012-10-05,289.65
2012-10-08,285.95
2012-10-09,289.5
2012-10-10,285.6
2012-10-11,279.2
2012-10-12,281.8
2012-10-15,281.95
2012-10-16,276.3
2012-10-17,270.05
2012-10-18,272.0
2012-10-19,272.95
2012-10-22,272.55
2012-10-23,269.25
2012-10-25,272.3
2012-10-26,268.45
2012-10-29,266.2
2012-10-30,265.65
2012-10-31,264.15
2012-11-01,262.1
2012-11-02,264.6
2012-11-05,260.35
2012-11-06,257.5
2012-11-07,258.15
2012-11-08,256.0
2012-11-09,255.9
2012-11-12,267.4
2012-11-13,271.35
2012-11-15,263.85
2012-11-16,258.85
2012-11-19,257.5
2012-11-20,253.45
2012-11-21,248.5
2012-11-22,244.3
2012-11-23,246.65
2012-11-26,252.15
2012-11-27,250.3
2012-11-29,254.95
2012-11-30,255.15
2012-12-03,253.3
2012-12-04,250.85
2012-12-05,252.15
2012-12-06,256.05
2012-12-07,254.8
2012-12-10,262.35
2012-12-11,271.25
2012-12-12,269.5
2012-12-13,262.35
2012-12-14,260.9
2012-12-17,266.45
2012-12-18,267.05
2012-12-19,268.5
2012-12-20,270.3
2012-12-21,276.2
2012-12-24,279.35
2012-12-26,280.1
2012-12-27,280.2
2012-12-28,289.35
2012-12-31,300.0
