Date,TIMETECHNO
2012-01-02,42.55
2012-01-03,45.15
2012-01-04,44.85
2012-01-05,44.0
2012-01-06,42.65
2012-01-07,43.6
2012-01-09,45.3
2012-01-10,45.3
2012-01-11,46.1
2012-01-12,45.85
2012-01-13,45.8
2012-01-16,46.1
2012-01-17,46.1
2012-01-18,46.4
2012-01-19,46.2
2012-01-20,46.8
2012-01-23,44.05
2012-01-24,44.95
2012-01-25,46.2
2012-01-27,49.15
2012-01-30,49.15
2012-01-31,48.85
2012-02-01,48.95
2012-02-02,48.8
2012-02-03,48.85
2012-02-06,49.75
2012-02-07,47.0
2012-02-08,47.85
2012-02-09,46.85
2012-02-10,46.9
2012-02-13,46.9
2012-02-14,47.7
2012-02-15,47.15
2012-02-16,48.2
2012-02-17,48.0
2012-02-21,49.55
2012-02-22,49.2
2012-02-23,48.5
2012-02-24,47.3
2012-02-27,47.85
2012-02-28,49.3
2012-02-29,50.9
2012-03-01,51.2
2012-03-02,52.8
2012-03-03,53.8
2012-03-05,52.7
2012-03-06,52.95
2012-03-07,53.15
2012-03-09,54.8
2012-03-12,54.8
2012-03-13,56.2
2012-03-14,57.75
2012-03-15,56.8
2012-03-16,57.7
2012-03-19,56.45
2012-03-20,56.2
2012-03-21,55.9
2012-03-22,57.1
2012-03-23,57.35
2012-03-26,55.05
2012-03-27,55.1
2012-03-28,55.05
2012-03-29,57.05
2012-03-30,55.75
2012-04-02,56.25
2012-04-03,56.15
2012-04-04,54.5
2012-04-09,55.2
2012-04-10,55.4
2012-04-11,54.9
2012-04-12,53.7
2012-04-13,53.4
2012-04-16,54.35
2012-04-17,54.05
2012-04-18,53.55
2012-04-19,53.8
2012-04-20,53.5
2012-04-23,53.9
2012-04-24,53.3
2012-04-25,52.55
2012-04-26,52.5
2012-04-27,53.15
2012-04-28,53.1
2012-04-30,54.9
2012-05-02,54.8
2012-05-03,53.6
2012-05-04,54.25
2012-05-07,54.05
2012-05-08,53.65
2012-05-09,52.8
2012-05-10,53.0
2012-05-11,52.95
2012-05-14,53.3
2012-05-15,52.3
2012-05-16,51.95
2012-05-17,51.9
2012-05-18,51.9
2012-05-21,52.25
2012-05-22,52.3
2012-05-23,51.45
2012-05-24,51.9
2012-05-25,50.65
2012-05-28,51.4
2012-05-29,49.7
2012-05-30,49.0
2012-05-31,48.55
2012-06-01,48.15
2012-06-04,47.65
2012-06-05,45.5
2012-06-06,46.9
2012-06-07,44.95
2012-06-08,44.9
2012-06-11,45.7
2012-06-12,45.45
2012-06-13,46.65
2012-06-14,47.05
2012-06-15,47.5
2012-06-18,48.05
2012-06-19,48.0
2012-06-20,46.75
2012-06-21,46.2
2012-06-22,45.6
2012-06-25,45.95
2012-06-26,45.9
2012-06-27,47.3
2012-06-28,47.45
2012-06-29,47.9
2012-07-02,46.6
2012-07-03,46.8
2012-07-04,46.2
2012-07-05,46.0
2012-07-06,45.95
2012-07-09,45.85
2012-07-10,45.25
2012-07-11,44.75
2012-07-12,44.95
2012-07-13,44.65
2012-07-16,44.1
2012-07-17,43.8
2012-07-18,43.05
2012-07-19,43.0
2012-07-20,41.7
2012-07-23,42.45
2012-07-24,42.55
2012-07-25,42.0
2012-07-26,42.3
2012-07-27,42.0
2012-07-30,42.5
2012-07-31,44.55
2012-08-01,43.6
2012-08-02,43.7
2012-08-03,43.25
2012-08-06,43.45
2012-08-07,44.5
2012-08-08,43.85
2012-08-09,43.15
2012-08-10,41.9
2012-08-13,41.9
2012-08-14,42.55
2012-08-16,42.35
2012-08-17,41.75
2012-08-21,42.0
2012-08-22,41.85
2012-08-23,38.6
2012-08-24,37.55
2012-08-27,35.5
2012-08-28,36.05
2012-08-29,36.35
2012-08-30,37.25
2012-08-31,35.15
2012-09-03,35.15
2012-09-04,36.0
2012-09-05,36.15
2012-09-06,36.2
2012-09-07,37.0
2012-09-08,37.45
2012-09-10,39.05
2012-09-11,40.2
2012-09-12,40.9
2012-09-13,40.15
2012-09-14,40.6
2012-09-17,41.55
2012-09-18,42.25
2012-09-20,42.4
2012-09-21,42.65
2012-09-24,43.0
2012-09-25,43.6
2012-09-26,43.7
2012-09-27,44.75
2012-09-28,48.05
2012-10-01,47.7
2012-10-03,46.85
2012-10-04,47.05
2012-10-05,46.95
2012-10-08,46.6
2012-10-09,47.05
2012-10-10,47.1
2012-10-11,47.0
2012-10-12,46.85
2012-10-15,46.6
2012-10-16,46.5
2012-10-17,46.2
2012-10-18,46.45
2012-10-19,46.4
2012-10-22,46.15
2012-10-23,46.15
2012-10-25,46.05
2012-10-26,46.0
2012-10-29,45.8
2012-10-30,46.1
2012-10-31,45.15
2012-11-01,45.7
2012-11-02,45.8
2012-11-05,45.35
2012-11-06,45.65
2012-11-07,45.5
2012-11-08,45.6
2012-11-09,46.05
2012-11-12,46.65
2012-11-13,47.65
2012-11-15,46.5
2012-11-16,48.2
2012-11-19,46.9
2012-11-20,46.95
2012-11-21,46.35
2012-11-22,46.25
2012-11-23,46.7
2012-11-26,47.05
2012-11-27,47.4
2012-11-29,47.0
2012-11-30,46.8
2012-12-03,46.85
2012-12-04,46.55
2012-12-05,46.8
2012-12-06,46.65
2012-12-07,46.5
2012-12-10,46.05
2012-12-11,46.3
2012-12-12,45.55
2012-12-13,45.45
2012-12-14,45.1
2012-12-17,45.0
2012-12-18,44.85
2012-12-19,44.5
2012-12-20,44.5
2012-12-21,44.85
2012-12-24,44.8
2012-12-26,44.1
2012-12-27,44.6
2012-12-28,44.8
2012-12-31,44.25
