Date,TITAN
2012-01-02,175.15
2012-01-03,179.55
2012-01-04,177.8
2012-01-05,176.45
2012-01-06,172.9
2012-01-07,174.3
2012-01-09,175.55
2012-01-10,180.85
2012-01-11,183.8
2012-01-12,184.2
2012-01-13,182.8
2012-01-16,184.35
2012-01-17,184.6
2012-01-18,183.85
2012-01-19,182.4
2012-01-20,191.9
2012-01-23,191.4
2012-01-24,192.0
2012-01-25,197.9
2012-01-27,206.45
2012-01-30,201.45
2012-01-31,203.0
2012-02-01,196.2
2012-02-02,194.5
2012-02-03,196.7
2012-02-06,198.3
2012-02-07,200.2
2012-02-08,208.75
2012-02-09,210.55
2012-02-10,206.95
2012-02-13,208.85
2012-02-14,209.1
2012-02-15,217.9
2012-02-16,215.55
2012-02-17,231.95
2012-02-21,243.85
2012-02-22,226.1
2012-02-23,225.2
2012-02-24,226.0
2012-02-27,216.8
2012-02-28,225.15
2012-02-29,228.4
2012-03-01,228.85
2012-03-02,229.5
2012-03-03,228.3
2012-03-05,223.95
2012-03-06,230.8
2012-03-07,231.4
2012-03-09,239.95
2012-03-12,246.1
2012-03-13,247.55
2012-03-14,247.95
2012-03-15,232.2
2012-03-16,233.5
2012-03-19,234.95
2012-03-20,243.8
2012-03-21,242.9
2012-03-22,233.6
2012-03-23,232.25
2012-03-26,228.85
2012-03-27,237.9
2012-03-28,223.75
2012-03-29,228.5
2012-03-30,228.55
2012-04-02,242.8
2012-04-03,247.7
2012-04-04,249.25
2012-04-09,242.55
2012-04-10,243.8
2012-04-11,241.4
2012-04-12,238.65
2012-04-13,238.0
2012-04-16,236.95
2012-04-17,235.25
2012-04-18,239.8
2012-04-19,236.75
2012-04-20,237.9
2012-04-23,234.9
2012-04-24,236.9
2012-04-25,229.85
2012-04-26,229.4
2012-04-27,235.2
2012-04-28,236.4
2012-04-30,233.0
2012-05-02,243.45
2012-05-03,246.4
2012-05-04,241.0
2012-05-07,248.7
2012-05-08,245.1
2012-05-09,244.5
2012-05-10,245.85
2012-05-11,244.9
2012-05-14,246.1
2012-05-15,243.6
2012-05-16,233.7
2012-05-17,229.95
2012-05-18,229.0
2012-05-21,230.45
2012-05-22,231.2
2012-05-23,223.95
2012-05-24,226.2
2012-05-25,223.55
2012-05-28,234.1
2012-05-29,232.05
2012-05-30,223.9
2012-05-31,222.7
2012-06-01,221.35
2012-06-04,210.15
2012-06-05,207.75
2012-06-06,215.6
2012-06-07,212.85
2012-06-08,212.8
2012-06-11,215.4
2012-06-12,220.6
2012-06-13,218.0
2012-06-14,213.6
2012-06-15,218.0
2012-06-18,219.8
2012-06-19,219.85
2012-06-20,220.9
2012-06-21,219.75
2012-06-22,221.0
2012-06-25,221.35
2012-06-26,218.2
2012-06-27,216.45
2012-06-28,216.05
2012-06-29,223.4
2012-07-02,225.35
2012-07-03,237.7
2012-07-04,233.3
2012-07-05,233.15
2012-07-06,229.8
2012-07-09,227.4
2012-07-10,228.05
2012-07-11,228.45
2012-07-12,223.95
2012-07-13,216.9
2012-07-16,220.9
2012-07-17,222.9
2012-07-18,222.6
2012-07-19,226.75
2012-07-20,228.4
2012-07-23,223.65
2012-07-24,229.2
2012-07-25,222.55
2012-07-26,222.9
2012-07-27,227.25
2012-07-30,233.0
2012-07-31,221.95
2012-08-01,221.75
2012-08-02,226.8
2012-08-03,228.45
2012-08-06,229.3
2012-08-07,227.6
2012-08-08,224.65
2012-08-09,224.2
2012-08-10,217.7
2012-08-13,223.0
2012-08-14,225.15
2012-08-16,219.95
2012-08-17,220.6
2012-08-21,223.3
2012-08-22,223.25
2012-08-23,223.0
2012-08-24,222.15
2012-08-27,221.45
2012-08-28,221.3
2012-08-29,221.55
2012-08-30,222.05
2012-08-31,220.35
2012-09-03,223.95
2012-09-04,225.65
2012-09-05,222.5
2012-09-06,220.2
2012-09-07,227.35
2012-09-08,229.45
2012-09-10,234.95
2012-09-11,237.3
2012-09-12,238.2
2012-09-13,239.2
2012-09-14,240.55
2012-09-17,241.8
2012-09-18,240.9
2012-09-20,242.5
2012-09-21,241.35
2012-09-24,244.25
2012-09-25,244.95
2012-09-26,245.15
2012-09-27,254.25
2012-09-28,261.15
2012-10-01,262.3
2012-10-03,258.85
2012-10-04,267.25
2012-10-05,268.8
2012-10-08,260.35
2012-10-09,265.15
2012-10-10,268.4
2012-10-11,269.1
2012-10-12,274.3
2012-10-15,270.6
2012-10-16,272.7
2012-10-17,275.0
2012-10-18,278.05
2012-10-19,278.8
2012-10-22,278.45
2012-10-23,275.5
2012-10-25,276.45
2012-10-26,264.65
2012-10-29,266.85
2012-10-30,257.45
2012-10-31,259.3
2012-11-01,285.15
2012-11-02,289.35
2012-11-05,289.95
2012-11-06,290.9
2012-11-07,292.35
2012-11-08,293.8
2012-11-09,289.4
2012-11-12,294.4
2012-11-13,291.8
2012-11-15,299.5
2012-11-16,295.5
2012-11-19,289.8
2012-11-20,290.0
2012-11-21,297.3
2012-11-22,294.0
2012-11-23,296.3
2012-11-26,298.8
2012-11-27,303.25
2012-11-29,307.3
2012-11-30,311.7
2012-12-03,306.0
2012-12-04,305.5
2012-12-05,305.8
2012-12-06,308.65
2012-12-07,307.15
2012-12-10,296.3
2012-12-11,295.85
2012-12-12,303.35
2012-12-13,294.25
2012-12-14,288.7
2012-12-17,283.45
2012-12-18,287.4
2012-12-19,290.0
2012-12-20,285.9
2012-12-21,280.0
2012-12-24,281.0
2012-12-26,281.8
2012-12-27,281.8
2012-12-28,281.15
2012-12-31,284.35
