Date,HDFCBANK
2012-01-02,426.85
2012-01-03,439.15
2012-01-04,443.3
2012-01-05,443.65
2012-01-06,453.3
2012-01-07,450.95
2012-01-09,455.7
2012-01-10,459.7
2012-01-11,462.65
2012-01-12,466.65
2012-01-13,469.6
2012-01-16,460.5
2012-01-17,468.4
2012-01-18,481.9
2012-01-19,486.8
2012-01-20,490.55
2012-01-23,484.0
2012-01-24,488.8
2012-01-25,490.2
2012-01-27,484.2
2012-01-30,479.05
2012-01-31,492.1
2012-02-01,497.15
2012-02-02,497.9
2012-02-03,506.25
2012-02-06,507.7
2012-02-07,509.3
2012-02-08,508.45
2012-02-09,522.55
2012-02-10,517.5
2012-02-13,521.95
2012-02-14,517.9
2012-02-15,533.05
2012-02-16,526.45
2012-02-17,528.3
2012-02-21,532.05
2012-02-22,531.45
2012-02-23,533.15
2012-02-24,524.65
2012-02-27,515.6
2012-02-28,530.5
2012-02-29,517.1
2012-03-01,514.0
2012-03-02,518.75
2012-03-03,519.3
2012-03-05,510.95
2012-03-06,507.4
2012-03-07,515.65
2012-03-09,523.2
2012-03-12,518.95
2012-03-13,524.4
2012-03-14,528.2
2012-03-15,510.8
2012-03-16,507.85
2012-03-19,498.85
2012-03-20,505.4
2012-03-21,515.65
2012-03-22,504.25
2012-03-23,513.95
2012-03-26,511.65
2012-03-27,518.85
2012-03-28,513.45
2012-03-29,510.1
2012-03-30,519.85
2012-04-02,528.35
2012-04-03,530.2
2012-04-04,526.55
2012-04-09,521.75
2012-04-10,524.85
2012-04-11,526.45
2012-04-12,530.4
2012-04-13,529.35
2012-04-16,529.75
2012-04-17,530.25
2012-04-18,537.65
2012-04-19,554.05
2012-04-20,551.1
2012-04-23,545.35
2012-04-24,541.85
2012-04-25,546.65
2012-04-26,540.5
2012-04-27,541.15
2012-04-28,543.55
2012-04-30,542.5
2012-05-02,549.9
2012-05-03,554.05
2012-05-04,537.5
2012-05-07,532.25
2012-05-08,515.35
2012-05-09,512.65
2012-05-10,517.5
2012-05-11,510.55
2012-05-14,500.55
2012-05-15,499.1
2012-05-16,495.2
2012-05-17,497.8
2012-05-18,500.55
2012-05-21,497.45
2012-05-22,489.25
2012-05-23,487.2
2012-05-24,499.7
2012-05-25,500.0
2012-05-28,508.75
2012-05-29,504.95
2012-05-30,500.65
2012-05-31,506.2
2012-06-01,490.4
2012-06-04,495.65
2012-06-05,501.5
2012-06-06,519.9
2012-06-07,537.8
2012-06-08,539.1
2012-06-11,541.95
2012-06-12,549.6
2012-06-13,541.75
2012-06-14,534.4
2012-06-15,547.55
2012-06-18,534.95
2012-06-19,536.45
2012-06-20,534.2
2012-06-21,542.9
2012-06-22,544.35
2012-06-25,536.7
2012-06-26,543.45
2012-06-27,549.0
2012-06-28,548.5
2012-06-29,563.55
2012-07-02,573.95
2012-07-03,575.85
2012-07-04,578.0
2012-07-05,584.1
2012-07-06,581.5
2012-07-09,578.15
2012-07-09,578.15
2012-07-10,588.65
2012-07-11,587.0
2012-07-12,580.1
2012-07-13,587.05
2012-07-16,582.65
2012-07-17,583.25
2012-07-18,587.0
2012-07-19,589.4
2012-07-20,582.6
2012-07-23,573.0
2012-07-24,574.05
2012-07-25,576.05
2012-07-26,565.8
2012-07-27,584.6
2012-07-30,587.25
2012-07-31,587.75
2012-08-01,586.5
2012-08-02,582.5
2012-08-03,588.2
2012-08-06,600.25
2012-08-07,600.1
2012-08-08,598.9
2012-08-09,604.65
2012-08-10,602.15
2012-08-13,607.45
2012-08-14,608.15
2012-08-16,600.05
2012-08-17,595.1
2012-08-21,596.4
2012-08-22,596.9
2012-08-23,597.7
2012-08-24,596.3
2012-08-27,594.35
2012-08-28,589.35
2012-08-29,588.55
2012-08-30,595.9
2012-08-31,595.35
2012-09-03,590.45
2012-09-04,590.1
2012-09-05,592.1
2012-09-06,588.15
2012-09-07,590.4
2012-09-08,591.05
2012-09-10,591.15
2012-09-11,594.4
2012-09-12,599.2
2012-09-13,599.2
2012-09-14,612.75
2012-09-17,608.3
2012-09-18,605.45
2012-09-20,606.9
2012-09-21,625.15
2012-09-24,635.0
2012-09-25,636.9
2012-09-26,630.75
2012-09-27,630.8
2012-09-28,629.15
2012-10-01,622.85
2012-10-03,619.45
2012-10-04,631.3
2012-10-05,622.4
2012-10-08,620.7
2012-10-09,625.75
2012-10-10,617.95
2012-10-11,624.85
2012-10-12,631.15
2012-10-15,634.15
2012-10-16,630.4
2012-10-17,628.1
2012-10-18,636.2
2012-10-19,628.5
2012-10-22,639.0
2012-10-23,634.1
2012-10-25,637.35
2012-10-26,637.15
2012-10-29,640.6
2012-10-30,633.65
2012-10-31,634.2
2012-11-01,628.6
2012-11-02,630.3
2012-11-05,635.0
2012-11-06,639.55
2012-11-07,640.05
2012-11-08,639.0
2012-11-09,639.35
2012-11-12,651.3
2012-11-13,647.05
2012-11-15,646.25
2012-11-16,642.25
2012-11-19,646.75
2012-11-20,653.85
2012-11-21,663.7
2012-11-22,669.1
2012-11-23,669.75
2012-11-26,661.9
2012-11-27,680.5
2012-11-29,699.85
2012-11-30,703.95
2012-12-03,686.95
2012-12-04,685.15
2012-12-05,692.6
2012-12-06,694.75
2012-12-07,693.1
2012-12-10,693.0
2012-12-11,690.85
2012-12-12,693.85
2012-12-13,691.05
2012-12-14,688.75
2012-12-17,676.5
2012-12-18,675.95
2012-12-19,688.0
2012-12-20,683.4
2012-12-21,676.0
2012-12-24,676.1
2012-12-26,680.3
2012-12-27,680.1
2012-12-28,677.65
2012-12-31,678.6
